lang,id,author_id,edit_history_tweet_ids,created_at,text
en,1595196506088394752,3026569511,['1595196506088394752'],2022-11-22T23:24:19.000Z,@chillrxrecords When you can’t leave the island 😂
en,1595195838887862273,3026569511,['1595195838887862273'],2022-11-22T23:21:39.000Z,@DeFiStark Been a minute 🤍 def need to
en,1595195686831927296,3026569511,['1595195686831927296'],2022-11-22T23:21:03.000Z,RT @omgkirbyDAO: We’re curating the soundtrack to @gmoneyNFT @ArtOnBlockchain @9dccxyz Art Basel event. Featuring remixed versions of our C…
en,1595193901572411400,3026569511,['1595193901572411400'],2022-11-22T23:13:58.000Z,@gmoneyNFT @OrangeCometNFT @omgkirbyDAO That track is HEAT
en,1595193870777729024,3026569511,['1595193870777729024'],2022-11-22T23:13:50.000Z,"RT @gmoneyNFT: Miami you’re not ready. 

Video by @OrangeCometNFT.
Soundtrack by @omgkirbyDAO."
en,1595191238449299461,3026569511,['1595191238449299461'],2022-11-22T23:03:23.000Z,@dragaan_v1 Where music homies hang
zxx,1595191201715703808,3026569511,['1595191201715703808'],2022-11-22T23:03:14.000Z,RT @dragaan_v1: https://t.co/JAcfATelFu
en,1595190545982390272,3026569511,['1595190545982390272'],2022-11-22T23:00:38.000Z,@DippiesNFT Or the jingle in my pockets 🪙
en,1595190433793056770,3026569511,['1595190433793056770'],2022-11-22T23:00:11.000Z,RT @DippiesNFT: ☮️ 𝐂𝐡𝐚𝐧𝐠𝐞 𝐢𝐬 𝐠𝐫𝐨𝐰𝐭𝐡 𝐨𝐟 𝐭𝐡𝐞 𝐬𝐨𝐮𝐥 ☮️ https://t.co/OsYMchEVTw
en,1595188824392491008,3026569511,['1595188824392491008'],2022-11-22T22:53:47.000Z,RT @nftpowerranking: Will Disney make a big Web3 acquisition 🤔
en,1595188721862774784,3026569511,['1595188721862774784'],2022-11-22T22:53:23.000Z,"RT @nftpowerranking: BREAKING: 

Newly reinstated @Disney CEO, Bob Iger signals next phase of company’s growth focuses on getting more invo…"
en,1595187994276888576,3026569511,['1595187994276888576'],2022-11-22T22:50:29.000Z,"RT @zubic_eth: I'm giving away this @SpaceRiders_NFT (floor 0.15 ETH)

All you need to do is RT &amp; tag #SpaceRiders 

Winner will be picked…"
qme,1595175101275770905,3026569511,['1595175101275770905'],2022-11-22T21:59:15.000Z,@DannyGroove33 https://t.co/oL3LQ4BnNG
en,1595173004761305111,3026569511,['1595173004761305111'],2022-11-22T21:50:55.000Z,"@CameronTheNFT “Hey mate AUS is up 1-0!”

10 minutes later 

“Yo… 2-1 France” 🥲

Final - “Damn, wasn’t even close”"
en,1595172768823316514,3026569511,['1595172768823316514'],2022-11-22T21:49:59.000Z,"RT @CameronTheNFT: Was on call w/ @LowkeyBuckets, giving live updates on Aussie World Cup results. Went from excitement to despair real qui…"
tr,1595171578894876673,3026569511,['1595171578894876673'],2022-11-22T21:45:15.000Z,@NFT_nosleepgang YURR 🫶
en,1595171536708653056,3026569511,['1595171536708653056'],2022-11-22T21:45:05.000Z,"RT @NFT_nosleepgang: WE BE SMOKING WE BE CHILLIN LFG! 🔥💨

I’m going to @LowkeyBuckets’s upcoming Space. Will you join too?

https://t.co/94…"
en,1595166511039418368,3026569511,['1595166511039418368'],2022-11-22T21:25:07.000Z,@realbarks Shoot me an invite next time! Dm for insta
en,1595161813066579969,3026569511,['1595161813066579969'],2022-11-22T21:06:27.000Z,@realbarks Time to start flying ✈️
en,1595160979364806656,3026569511,['1595160979364806656'],2022-11-22T21:03:08.000Z,"RT @xandforshort: HUGE FOR THE SPACE ❤️‍🔥 artists if you aren’t tapped in to livestream drop parties, this is your sign."
en,1595160762078875648,3026569511,['1595160762078875648'],2022-11-22T21:02:16.000Z,@chulo_chris_ We working behind the bar?
en,1595160314932506624,3026569511,['1595160314932506624'],2022-11-22T21:00:30.000Z,"RT @NFT_GOD: Massive buy signal for me:

A project's founder is all over my Twitter feed

Tweets, joining Twitter Spaces, replying

There's…"
en,1595159779043082240,3026569511,['1595159779043082240'],2022-11-22T20:58:22.000Z,@AltMomTrades Yes ma’am 👑
en,1595159299969675265,3026569511,['1595159299969675265'],2022-11-22T20:56:28.000Z,RT @alienfrens: Alien frens new clothing Loading… https://t.co/WZpV1bVW46
en,1595159246068252672,3026569511,['1595159246068252672'],2022-11-22T20:56:15.000Z,RT @alienfrens: Did someone say Frensmas? https://t.co/EzGES5rcL3
en,1595159113717403648,3026569511,['1595159113717403648'],2022-11-22T20:55:43.000Z,"RT @nftpowerranking: Main goal nfts should have for 2023:

Move art off of IPFS and on-chain ✅

Let’s decentralize everything"
en,1595157291430387712,3026569511,['1595157291430387712'],2022-11-22T20:48:29.000Z,"RT @beatbroker: ""going live"" 8:30pm est - always"
en,1595153481257865216,3026569511,['1595153481257865216'],2022-11-22T20:33:21.000Z,@foxSlightly Do they have survivor in other countries?
en,1595151563403952129,3026569511,['1595151563403952129'],2022-11-22T20:25:43.000Z,@foxSlightly Wait who tf is this guy??
qme,1595151457724305409,3026569511,['1595151457724305409'],2022-11-22T20:25:18.000Z,@foxSlightly https://t.co/SCUSJHTqK7
qme,1595151072745562112,3026569511,['1595151072745562112'],2022-11-22T20:23:46.000Z,@dragaan_v1 https://t.co/3itmO3IeZg
en,1595150783955488768,3026569511,['1595150783955488768'],2022-11-22T20:22:38.000Z,@dragaan_v1 Thot leader 🫶
en,1595150713747013632,3026569511,['1595150713747013632'],2022-11-22T20:22:21.000Z,RT @dragaan_v1: Set a reminder and take advantage of my vast wealth of DYOR and just chill with me and my friends. We are here for the vibe…
en,1595150330659905538,3026569511,['1595150330659905538'],2022-11-22T20:20:49.000Z,@grunny8 Waiting for that eviction letter 😂🫶
und,1595150207561347072,3026569511,['1595150207561347072'],2022-11-22T20:20:20.000Z,@hashtagdotCeh Gm #
en,1595149880003293184,3026569511,['1595149880003293184'],2022-11-22T20:19:02.000Z,"Do you have a weekly/ daily space? If so, I want an invite 🫶"
en,1595148757234221057,3026569511,['1595148757234221057'],2022-11-22T20:14:34.000Z,"RT @Gummyinvasions: Wunnie Talk episode 2 coming at you! 

This time we’ll be discussing the importance and impact of art in the space! Our…"
en,1595147652370681857,3026569511,['1595147652370681857'],2022-11-22T20:10:11.000Z,"RT @pastelETH: 🚨 LOSER GIVEAWAY 🚨

if I win 1st place in the Venice Music Grant, I will enter all RTs into a Twitter Picker and airdrop thi…"
en,1595146808141189121,3026569511,['1595146808141189121'],2022-11-22T20:06:50.000Z,@alienfrens Cheese is the crease @bblanka81
en,1595146541538639872,3026569511,['1595146541538639872'],2022-11-22T20:05:46.000Z,Each breath is a blessing 🙏 https://t.co/SWwygOX55h
en,1595146272419479552,3026569511,['1595146272419479552'],2022-11-22T20:04:42.000Z,@YBGHOSTY Ghosty!! Need you in a space soon bro
qme,1595145984069505024,3026569511,['1595145984069505024'],2022-11-22T20:03:33.000Z,@alienfrens https://t.co/JN6bbLJE1S
zxx,1595145909842894848,3026569511,['1595145909842894848'],2022-11-22T20:03:15.000Z,RT @alienfrens: https://t.co/ivoktIAsfq
