text,lang,author_id,created_at,id,edit_history_tweet_ids
Good news for our Junior battery materials plays - supply shift taking place 🇨🇦🇺🇸🇳🇴🇦🇺@UshaResources @Dreadnought_Res @EcoGraf @FYIResources @FREYRBattery @Enapter https://t.co/1MIlu7Pnwa,en,303304759,2022-11-22T20:28:37.000Z,1595152290293612545,['1595152290293612545']
@jobyaviation @MontereyBayDART @IrvineFdn Good to see @jobyaviation investing in the community 🙏🏽,en,303304759,2022-11-22T20:02:31.000Z,1595145723364151296,['1595145723364151296']
"Sorry for posting several times today @TennantMinerals 
So much information to share on this junior ⛏️copper play out of Australia 🇦🇺🇦🇺🇦🇺

#copper https://t.co/lGo4wubmPO",en,303304759,2022-11-22T19:27:56.000Z,1595137020619542529,['1595137020619542529']
@Dreadnought_Res 🇦🇺⛏️👍🏽,und,303304759,2022-11-22T19:22:11.000Z,1595135571487490048,['1595135571487490048']
"Roland Hill sharing some thoughts on why #HPA ""High Purity Alumina"" is one of the hottest commodities for 2023. 📈
Part 2/3

@FYIResources  🇦🇺 ✅ https://t.co/BOV4V1IEo3",en,303304759,2022-11-22T19:17:27.000Z,1595134383392161792,['1595134383392161792']
"Good news @TennantMinerals #copper ⛏️🇦🇺

As always exploration is a risky business, but we see significant opportunities here! https://t.co/TNUlJOuojd",en,303304759,2022-11-22T19:11:27.000Z,1595132872867737600,['1595132872867737600']
"For me #HPA ""High Purity Alumina"" is one of the hottest commodities for 2023. Having met Roland Hill @FYIResources 🇦🇺 earlier in October this short series gives you a good idea why💡
Part 1/3 https://t.co/a4pGkn1xOo",en,303304759,2022-11-22T18:03:01.000Z,1595115650095415296,['1595115650095415296']
@jobyaviation @scientific_tom ☀️☀️☀️,und,303304759,2022-11-22T15:49:26.000Z,1595082032027254784,['1595082032027254784']
@scientific_tom 🎉🎉🎉🎉🇺🇸,und,303304759,2022-11-22T15:44:10.000Z,1595080708799823872,['1595080708799823872']
@GOLDINVEST_de Great job Dean and Team @Dreadnought_Res ✅   Looking forward to those royalty agreements paying shareholder $DRE dividends 2030 🗓,en,303304759,2022-11-22T15:16:53.000Z,1595073841981976576,['1595073841981976576']
The FAA expects to issue an implementation plan next May 2023 that will help it meet the industry's ambitious growth plans✅✅✅ Goods news for all LONG $JOBY https://t.co/41mTX09pbY,en,303304759,2022-11-22T13:41:19.000Z,1595049793147002883,['1595049793147002883']
@GOLDINVEST_de @brixtonmetals 🎯✅,und,303304759,2022-11-22T13:37:41.000Z,1595048875521458178,['1595048875521458178']
"@John_S_Rawlins @jobyaviation @joby_IR 👍🏽 I believe in the 80:20 rule The Pareto principle states that for many outcomes, roughly 80% of consequences come from 20% of causes (the ""vital few"").",en,303304759,2022-11-22T13:29:33.000Z,1595046829976334336,['1595046829976334336']
@Schoepost @GOLDINVEST_de 🙏🏽,und,303304759,2022-11-22T09:08:39.000Z,1594981172723216385,['1594981172723216385']
"Excited to see the project @GoliathResource in British Columbia 🇨🇦 progress and I look forward to more upcoming assays! 📊

Latest developments from $GOT drill campaign:
https://t.co/9tkPq0S5Dd https://t.co/sNDydaMGom",en,303304759,2022-11-21T20:55:48.000Z,1594796743920680960,['1594796743920680960']
"Interesting commodity here @GOLDINVEST_de 
The World Bank said growth in electronics and photovoltaic installations had increased demand for tin. Covid pandemic led to increased medical and home equipment sales and personal devices. All these products use tin for soldering.
#tin https://t.co/jRzFJNIkwU",en,303304759,2022-11-21T20:22:12.000Z,1594788289525186560,['1594788289525186560']
"Find out what is driving cobalt demand in Australia 🇦🇺
https://t.co/fDU1WwgGXr

The Orion discovery in the Kimberley contained high grade cobalt while Dreadnought’s other projects in the Kimberley have Ni-Cu-Co-PGE potential ✅✅✅
#ASX #cobalt @Dreadnought_Res https://t.co/qekBVdKysT",en,303304759,2022-11-21T20:09:20.000Z,1594785052545716240,['1594785052545716240']
"Kimberley and Mangaroon projects @Dreadnought_Res  are situated in areas of recognized Ni-Cu-Co and Cu-Ag-Au-Co potential. 🇦🇺

Find out what is driving cobalt demand: 
https://t.co/fDU1WwgGXr

#DRE #cobalt ↗️ https://t.co/6auMtqVAJB",en,303304759,2022-11-21T20:05:56.000Z,1594784194575667205,['1594784194575667205']
"Although cobalt is often a by-product of #copper and #nickel mining, the crucial role it plays for a net-zero future means that supply is set to grow. ↗️

Good read from Dreadnought Resources  $DRE 🇦🇺🇦🇺🇦🇺

https://t.co/fDU1WwgGXr https://t.co/RAg6poG67b",en,303304759,2022-11-21T19:59:22.000Z,1594782542535790607,['1594782542535790607']
"Proud to be working with one of the best designers in Poland as my trusted buddy. 👍🏽

Funny to think we first met through an art competition launched during my time as Managing Director @deutschetelekom #Switzerland seeking a student resident artist. 

Thank you Kasia 🙏🏽🙏🏽🙏🏽 https://t.co/BejFLkCwwr",en,303304759,2022-11-21T17:32:17.000Z,1594745530101415951,['1594745530101415951']
@ManitouGoldInc 👍🏽,und,303304759,2022-11-21T16:48:06.000Z,1594734410552823808,['1594734410552823808']
"@ManitouGoldInc Did not know, thanks for sharing",en,303304759,2022-11-21T16:47:47.000Z,1594734330106241024,['1594734330106241024']
"Completion Of Site Visit By Drill Contractor At The Jackpot Lake Lithium Brine Project in Nevada.✅🇺🇸

$USHA.V $USHAF #mining 🔸 https://t.co/uAm4vV0irL https://t.co/QikfJdubNa",en,303304759,2022-11-21T16:46:26.000Z,1594733987842473988,['1594733987842473988']
"@wetwangworrier @BallardPwr @fusionfuel @Enapter Common sense leads to a shift in energy mix using more renewable energy whilst building on the stability of fossil fuels to secure grid support✅ 

Given the complexity of our #energy grids and supply chains I think it is not realistic to have any kind of ""One fix All"" solution🤓",en,303304759,2022-11-21T16:21:34.000Z,1594727730016550912,['1594727730016550912']
@MoenInc @FREYRBattery Happy to send the pdf file. Then go to your local printing shop or check online for cup printing services. Send file to them. Enjoy your coffee,en,303304759,2022-11-21T16:17:27.000Z,1594726696825286657,['1594726696825286657']
@MoenInc @FREYRBattery Sender gjerne pdf-filen. Deretter kan du gå til ditt lokale trykkeri eller se etter kopptrykktjenester på nettet. Send filen til dem. Nyt,no,303304759,2022-11-21T16:17:03.000Z,1594726596438638599,['1594726596438638599']
@diettomorrowMGR 😍,und,303304759,2022-11-21T12:01:43.000Z,1594662339089149954,['1594662339089149954']
@FYIResources 🎉🎉,und,303304759,2022-11-21T11:57:58.000Z,1594661393084604417,['1594661393084604417']
@Dreadnought_Res Congrats Dean and Team ✅,en,303304759,2022-11-21T10:03:24.000Z,1594632563716505600,['1594632563716505600']
@AmazingChevVolt @FutureFlightAIN @ehang @Lilium @volocopter @jobyaviation @openeraero @kittyhawkcorp 🚀🚀🚀🚀,und,303304759,2022-11-20T22:25:20.000Z,1594456889621880832,['1594456889621880832']
@JayKwabenaStac @Benzinga @Lilium @jobyaviation ↗️,und,303304759,2022-11-20T22:21:49.000Z,1594456003231322112,['1594456003231322112']
"Good to see how mobile/cell devices are driving battery commodity demand beyond just lithium ↗️

Looking forward to a possible #nickel and #cobalt supply-demand gap 📈 https://t.co/WcwRKwyJPF",en,303304759,2022-11-20T22:05:36.000Z,1594451921649209347,['1594451921649209347']
"Excited to launch my new Nickel cluster covering events ☑️ @FPX_Nickel ☑️ @giga_metals ☑️ @Stillwater_CM ☑️ @MagnaMining 

Many Thanks goes to @Comm_Invest for his extensive coverage #nickel 🙏🏽👍🏽 https://t.co/sjr5NNJJQz",en,303304759,2022-11-20T19:33:59.000Z,1594413765293916164,['1594413765293916164']
@Dreadnought_Res 👍🏽,und,303304759,2022-11-20T19:13:56.000Z,1594408721307684865,['1594408721307684865']
@Comm_Invest 👍🏽✅,und,303304759,2022-11-20T18:38:32.000Z,1594399814099222528,['1594399814099222528']
"@Kjottmandarin @FREYRBattery Yes, my designer made the layout and we just sent the pdf file to a local printing company. Happy to share the file and then ideally find yourself a local shop to print.",en,303304759,2022-11-20T16:37:06.000Z,1594369253691605004,['1594369253691605004']
"@Kjottmandarin @FREYRBattery Ja, designeren min laget layouten og vi sendte nettopp pdf-filen til et lokalt trykkeri. Del gjerne filen og så ideelt sett finne deg en lokal butikk å skrive ut.",no,303304759,2022-11-20T16:36:50.000Z,1594369187174141952,['1594369187174141952']
Good to see @jobyaviation leading the way towards Net-Zero in #aviation ✅ https://t.co/PRLaI4Wwrs,en,303304759,2022-11-20T12:56:17.000Z,1594313684066926593,['1594313684066926593']
@RasheedNarejo1 https://t.co/IJp30v19yJ,qme,303304759,2022-11-20T10:01:39.000Z,1594269734354165760,['1594269734354165760']
@PeakAsset1 @GoldmanSachs @Macquarie 📈,und,303304759,2022-11-20T09:58:19.000Z,1594268895493373958,['1594268895493373958']
@sig1010sig 🚀,und,303304759,2022-11-20T09:57:07.000Z,1594268593180577792,['1594268593180577792']
@Vmaxpax @dipinsoul88 👍🏽🙏🏽👍🏽🙏🏽,und,303304759,2022-11-20T09:20:38.000Z,1594259413459931136,['1594259413459931136']
Good Morning Deepak and what a month it has been @UshaResources 🇨🇦 announcing crews are on site at the Jackpot Lake Lithium Project drilling program in Nevada ✅ and the progress in the Nicobat #Nickel spinoff ✅ https://t.co/LHoOXVdGBr,en,303304759,2022-11-20T09:19:00.000Z,1594259002875166725,['1594259002875166725']
@kdampofo @BloombergNEF @asethia @_allanray Great content - thxs for sharing 🙏🏽,en,303304759,2022-11-20T08:59:03.000Z,1594253982356377600,['1594253982356377600']
@Servergenai @FREYRBattery 🙏🏽,und,303304759,2022-11-20T07:39:02.000Z,1594233845033103361,['1594233845033103361']
@GeoffLierse @UshaResources @Robinson_Heli Totally agree. Looking at the @jobyaviation business case = Electric #aviation will focus on Ultra Short Haul routes &lt; 400 km / 280 miles 🎯 with many of the suggested routes being in the 20 km - 60km range,en,303304759,2022-11-19T18:38:45.000Z,1594037480734367744,['1594037480734367744']
@sig1010sig 😍😍😍,und,303304759,2022-11-19T18:28:59.000Z,1594035019827228673,['1594035019827228673']
@GoliathResource 👍🏾🚀,und,303304759,2022-11-19T13:53:17.000Z,1593965639974408193,['1593965639974408193']
@stockstore @pulsarhelium @_tomthepom 👍🏾,und,303304759,2022-11-19T13:36:36.000Z,1593961440196661249,['1593961440196661249']
@stockstore @pulsarhelium IPO is planned for Feb-Mar 2023. Pls reach out to Thomas Abraham-James @_tomthepom for details 🔖,en,303304759,2022-11-19T13:24:20.000Z,1593958352974913537,['1593958352974913537']
"Deepak @UshaResources 🇨🇦 sharing some thoughts on the good news for battery metals demand.
Electric Helicopter based on the popular #R44 @Robinson_Heli making Historic Flight in the Coachella Valley of California 🐻🌲 is another good step in our decarbonisation effort. https://t.co/kA7liYss9W",en,303304759,2022-11-19T12:54:21.000Z,1593950809670135809,['1593950809670135809']
"@TaraNWeber @BNNBloomberg @HeliumEvolution @HeliumLtd @GLJ_Research What I find confusing ist the different estimates on market share related to Russia. Closer to 30% or 2%
Any guidance? 🧐🧐 https://t.co/ZcBg1WFRnf",en,303304759,2022-11-19T11:50:34.000Z,1593934755845865473,['1593934755845865473']
"@big_gonads What I find confusing os the different stats on Russia Helium market share. @AlJazeera only showing 2% and other sources ~30%
Any idea? https://t.co/Q2Icb0jzxL",en,303304759,2022-11-19T11:32:59.000Z,1593930331677138944,['1593930331677138944']
@big_gonads 👍🏽✅,und,303304759,2022-11-19T10:55:44.000Z,1593920955310637059,['1593920955310637059']
"Excited about this new helium explorer on the block @pulsarhelium with its flagship Topaz Project in Minnesota 🇺🇸 has been drilled and flowed 10.5% helium. 

Have a look to learn more about Pulsar Helium 🔖https://t.co/uRD8KdW7Rz 
#helium https://t.co/YMeQHWgpXp",en,303304759,2022-11-19T09:28:30.000Z,1593899003334336512,['1593899003334336512']
Happy weekend - God helg ⁦@FREYRBattery⁩ 🇳🇴 and Congrats again on the progress at Giga Artic and the purchase of land in Georgia 🇺🇸 for Giga America ✅ https://t.co/K0kdbz8soz,en,303304759,2022-11-19T09:08:14.000Z,1593893903421284352,['1593893903421284352']
@Comm_Invest 👍🏽↗️,und,303304759,2022-11-19T08:28:45.000Z,1593883966360150018,['1593883966360150018']
@kapeto98 Happy weekend Kapeto 🇹🇿,en,303304759,2022-11-19T08:26:30.000Z,1593883403300048896,['1593883403300048896']
@TaraNWeber @HeliumEvolution @BNNBloomberg @HeliumLtd @GLJ_Research 🙏🏽🙏🏽🙏🏽,und,303304759,2022-11-19T08:22:33.000Z,1593882407387668481,['1593882407387668481']
@HeliumEvolution @NAHelium 👍🏽,und,303304759,2022-11-19T08:18:00.000Z,1593881260685926400,['1593881260685926400']
"Congrats: @GoliathResource reporting 96% of widely spaced drill holes assayed this year from the 1.6 sq km area on Surebet Zone intersected broad high-grade intervals of high-grade gold-silver #mineralization demonstrating the continuity.✅ 

Golden Triangle - British Columbia 🇨🇦 https://t.co/9xbiuHuQQj",en,303304759,2022-11-18T22:27:17.000Z,1593732602120249345,['1593732602120249345']
"2/2 Sven reporting on the world’s No. 2 #lithium producer -- $SQM 🇨🇱says it expects prices for the battery material to stay high into 2023, in remarks that may put at rest fears over a possible cooling❄️of China’s two-year buying frenzy. https://t.co/Ee9SBmR3tj",en,303304759,2022-11-18T21:50:51.000Z,1593723434676080642,['1593723434676080642']
1/2 Nice article from Sven on $SQM 🇨🇱 reporting Q3 earnings with impressive results beating estimates. Sales volume reaching 41.6kt and avg price &gt; $56k/t. Plans to expand LiOH production in China &amp; Chile. Company indicating high prices should carry in 2023.✅ https://t.co/ilBlgG2xSM,en,303304759,2022-11-18T21:42:54.000Z,1593721436224503811,['1593721436224503811']
"Sharing my favorite slide here from the @TemboGold deck as it describes the business case and why I am optimistic. 

Focus is on the discovery and development of #gold projects in Tanzania🇹🇿. $TEM provides exposure to an ideal, under-explored region. https://t.co/2jakpZgv57",en,303304759,2022-11-18T17:23:45.000Z,1593656216512827401,['1593656216512827401']
"Congrats David for securing another milestone @TemboGold following your deal with @BarrickGold in Tanzania early this quarter.

And now Trading in the States ✅
🇨🇦 TSX-V: $TEM; 🇺🇸 OTCQB: $TBGPF https://t.co/OEPMOYPp8R",en,303304759,2022-11-18T17:20:03.000Z,1593655284525928450,['1593655284525928450']
@Bio73546505 Thanks for sharing,en,303304759,2022-11-18T15:15:32.000Z,1593623948209668098,['1593623948209668098']
"@JenkinsDenis Nice read, thank you",en,303304759,2022-11-18T12:33:44.000Z,1593583232259395585,['1593583232259395585']
@JenkinsDenis @GOLDINVEST_de 🙏🏾 Much appreciated and great to see interest in this topic,en,303304759,2022-11-18T12:24:47.000Z,1593580980949983235,['1593580980949983235']
@JenkinsDenis Good point here and will do more research on what solutions are being researched currently. Thanks Denis 👍🏾,en,303304759,2022-11-18T12:23:23.000Z,1593580627688816640,['1593580627688816640']
@paola_rojas @RonStoeferle @GOLDINVEST_de 😀,und,303304759,2022-11-18T12:21:39.000Z,1593580191783190529,['1593580191783190529']
@silverhalo_1 @1Ox_Investor @PilbaraWandy @LithiumPowerLPI 😁😁😄😄😁😃😀,und,303304759,2022-11-18T08:35:46.000Z,1593523344397242368,['1593523344397242368']
@PilbaraWandy 👍🏽 Thanks,en,303304759,2022-11-18T08:33:33.000Z,1593522787347578887,['1593522787347578887']
@FYIResources @GOLDINVEST_de ↗️✅↗️✅,und,303304759,2022-11-17T22:47:43.000Z,1593375359621382145,['1593375359621382145']
@GOLDINVEST_de @brixtonmetals 👍🏽✅,und,303304759,2022-11-17T22:46:58.000Z,1593375170072395782,['1593375170072395782']
@GOLDINVEST_de 🎉👍🏽,und,303304759,2022-11-17T22:46:43.000Z,1593375108034400256,['1593375108034400256']
@Pilar_Gold 👍🏽✅,und,303304759,2022-11-17T22:07:41.000Z,1593365281396723715,['1593365281396723715']
"Pleasure meeting Joe and Ken in person and fascinating to hear about their planning methodology and amazing track record.

""When we say we are going to delivery we know the steps required to deliver and we make certain these steps happen"" ✅

#P2Gold 🇨🇦 https://t.co/rJCBZmFO4n",en,303304759,2022-11-17T21:43:27.000Z,1593359183235137540,['1593359183235137540']
