text,created_at,lang,id,edit_history_tweet_ids,author_id
@TheVolgun That information has been redacted and is only accessible to level 4 personnel; an MTF task force has been dispatched to your location and is currently encircling your residence; you are advised to take Amnestics or you will be terminated. https://t.co/RjBLH7apez,2022-11-22T19:04:49.000Z,en,1595131203937800192,['1595131203937800192'],414052454
@YouTube @ThaFooster @RandomBritDude,2022-11-19T15:09:49.000Z,qam,1593984899001815045,['1593984899001815045'],414052454
Funny Skeleton Horror Fan Halloween T-Shirt https://t.co/fTJk3TxAt1,2022-10-03T10:19:07.000Z,en,1576879514537312258,['1576879514537312258'],414052454
RT @RandomBritDude: Got banned for 3 days by @Twitch for sexually suggestive conduct. Been streaming for 4 years and never been hit. I have…,2022-09-05T00:52:27.000Z,en,1566590048220356608,['1566590048220356608'],414052454
@handsome_pal https://t.co/XoELZRgM0A,2022-07-15T00:11:35.000Z,qme,1547735592426819586,['1547735592426819586'],414052454
@WOMBO Niceee was this made with the Wombo App?,2022-06-14T19:06:10.000Z,en,1536787094248603648,['1536787094248603648'],414052454
An awesome T-shirt for #Caturday 🐱🐱🐱#catsoftwitter  https://t.co/o7BiQQ3mLT https://t.co/5A1pjWb8X7,2022-05-28T14:55:18.000Z,en,1530563368733507584,['1530563368733507584'],414052454
@WOMBO 0x55f9ff44D870c8D3f7CBD2ad5b67554C609aeaa8,2022-05-26T20:07:18.000Z,fi,1529917109622427657,['1529917109622427657'],414052454
Check out this item on OpenSea https://t.co/ek1UpX5WsF via @opensea #NFTCommunity #NFT #NFTartist,2022-04-12T20:00:33.000Z,en,1513970344931045376,['1513970344931045376'],414052454
https://t.co/dWV3yEzYmb https://t.co/modSsaRnVV,2022-03-09T14:14:13.000Z,zxx,1501561999708364801,['1501561999708364801'],414052454
@singlezer0 so good is this manually animated or generated through some A.I?,2022-02-07T02:24:41.000Z,en,1490511803960467457,['1490511803960467457'],414052454
@stoemanangels https://t.co/mxC1k1HiAU,2022-02-05T19:01:37.000Z,qme,1490037916621590534,['1490037916621590534'],414052454
@NeonPFunksNFT https://t.co/mxC1k1HiAU,2022-02-05T19:00:50.000Z,qme,1490037717689946113,['1490037717689946113'],414052454
@killerqueen_nft https://t.co/mxC1k1HiAU,2022-02-05T19:00:25.000Z,qme,1490037614233198598,['1490037614233198598'],414052454
@NFTXZ https://t.co/mxC1k1HiAU,2022-02-05T19:00:03.000Z,qme,1490037523984404481,['1490037523984404481'],414052454
RT @NFTXZ: I wanna see awesome NFT ! Drop👇👇,2022-02-05T18:59:05.000Z,en,1490037280450437120,['1490037280450437120'],414052454
"I’m on @withFND 🌐

0x55f9ff44D870c8D3f7CBD2ad5b67554C609aeaa8

https://t.co/t4lf3u0huP",2022-01-30T00:24:12.000Z,en,1487582383494807552,['1487582383494807552'],414052454
@noob_master6000 https://t.co/mxC1k1HiAU,2022-01-21T22:43:32.000Z,qme,1484657947686981632,['1484657947686981632'],414052454
"Hello Guys Hope You Are Doing Okay!
Check Out My First NFT Digital Art

""Black Goo Aliens Hunting Astronaut"" On
@opensea 

https://t.co/mxC1k1HiAU

#nftart #NFTCommunity #nftcollector #opensea #OpenSeaNFT #aiartists #NFTdrop #AI #ainft https://t.co/OdJIYjz7oc",2022-01-21T22:42:41.000Z,en,1484657732502310912,['1484657732502310912'],414052454
"@Magician_NFT Also, is the website you used gas-free? or do you pay for that",2022-01-21T20:05:58.000Z,en,1484618292203511813,['1484618292203511813'],414052454
@Magician_NFT I'm fine thank you 😁 maybe I will also try to post one of my cool creations on Opensea,2022-01-21T20:05:28.000Z,en,1484618167490121732,['1484618167490121732'],414052454
@Magician_NFT Ohhhhhhhhhhhhhhhhhhhhhhhhhh Congratz Maan Btw Supporter From The Ai Whisperer Discord 😁,2022-01-21T18:47:53.000Z,en,1484598643520847877,['1484598643520847877'],414052454
#MyLeagueLook https://t.co/CrxAWm75JH,2021-11-12T21:21:10.000Z,qme,1459270067070328834,['1459270067070328834'],414052454
"RT @Bloodhunt: To celebrate our upcoming PS5 launch of Bloodhunt, we are giving away several amazing prizes including 9 PS5! All you have t…",2021-10-24T01:44:50.000Z,en,1452088661340721152,['1452088661340721152'],414052454
"I have the chance to win a grand prize of Razer Gear or $1000 in gaming vouchers thanks to @operagxofficial ! #ThatsMyStreamer
Check it out! https://t.co/vyOfofR6Hj",2021-09-28T12:31:00.000Z,en,1442829192861831169,['1442829192861831169'],414052454
"#Videographers! I just entered a $11k+ Giveaway as I wait for the 2021 Video Creators Bundle from @5DayDeal launching June 3, 2021 Noon Pacific Time!

https://t.co/jGw4Nwl0IF

Giveaway from @KesslerCrane, @WestcottCo, @Restreamio &amp; more!  Ends June 8, 2021 @ Noon Pacific Time!",2021-05-29T23:25:09.000Z,en,1398782496066748416,['1398782496066748416'],414052454
"Community Upvote 🌐 @withFND

I’m in the running to join Foundation as a creator and start minting NFTs!

Vote → https://t.co/oGMHFCiUeP",2021-05-01T22:06:41.000Z,en,1388615887142408197,['1388615887142408197'],414052454
"I’m on @withFND 🌐

0x2d5De8245B20106C77c60978Ed296e00Bd691121

https://t.co/hHcO5hX2Nb",2021-05-01T21:56:22.000Z,en,1388613291098976256,['1388613291098976256'],414052454
Get my art printed on awesome products. Support me at Redbubble #RBandME:  https://t.co/OVd08O104w #findyourthing #redbubble,2021-04-20T03:03:52.000Z,en,1384342022941773827,['1384342022941773827'],414052454
Get my art printed on awesome products. Support me at Redbubble #RBandME:  https://t.co/98q37Ralpr #findyourthing #redbubble,2021-04-20T03:03:39.000Z,en,1384341968797450241,['1384341968797450241'],414052454
Get my art printed on awesome products. Support me at Redbubble #RBandME:  https://t.co/9P55iKcFG2 #findyourthing #redbubble,2021-04-20T03:03:28.000Z,en,1384341922546917376,['1384341922546917376'],414052454
Get my art printed on awesome products. Support me at Redbubble #RBandME:  https://t.co/WvhIivDrBg #findyourthing #redbubble,2021-04-20T03:03:13.000Z,en,1384341856872538114,['1384341856872538114'],414052454
Get my art printed on awesome products. Support me at Redbubble #RBandME:  https://t.co/j59IiSUPL0 #findyourthing #redbubble,2021-04-20T03:02:37.000Z,en,1384341708780056578,['1384341708780056578'],414052454
Free Redbubble Automation Software To Scale Your Designs =&gt; LINK IN BIO https://t.co/0GnMFkhuq1,2021-03-21T19:20:12.000Z,en,1373716087796289539,['1373716087796289539'],414052454
Free Redbubble Automation Software To Scale Your Designs =&gt; LINK IN BIO https://t.co/JeLqfywgcG,2021-03-21T19:13:36.000Z,en,1373714429091586048,['1373714429091586048'],414052454
@lonelypaperstar https://t.co/SySc9PYSN4,2021-03-16T10:33:26.000Z,qme,1371771583879122946,['1371771583879122946'],414052454
@idliketomeanit https://t.co/uMRmGmvXId,2021-03-16T10:28:54.000Z,qme,1371770442525069313,['1371770442525069313'],414052454
@Skyvonne1 https://t.co/v7o2e5FywW,2021-03-16T10:18:21.000Z,qme,1371767788075892737,['1371767788075892737'],414052454
@nykeylaaM how about this one ? I bought myself one as I was working from a lot and it caught my eye one day while I was casually scrolling on Amazon https://t.co/SySc9PYSN4,2021-03-11T02:05:21.000Z,en,1369831778995871746,['1369831778995871746'],414052454
