edit_history_tweet_ids,lang,created_at,author_id,id,text
['1597063779900350467'],ur,2022-11-28T03:04:11.000Z,1591971871448334336,1597063779900350467,"RT @PeoplesFForum: ایسا زخمی شیر سرکس میں بھی دیکھا جاتا ہے. اس کے کرتب حیرت کن ہیں. نیازی شو ختم...
#عمران_کو_شرجیل_کا_چیلینج
#PPPFoundati…"
['1597063748543389696'],ur,2022-11-28T03:04:04.000Z,1591971871448334336,1597063748543389696,"RT @syedmujtubaali: عمران خان کے اپنے  ایم پی ایز عمران خان سے استعفوں پر اتفاق نہیں کریں گے، 
عمران خان نے قومی اسیمبلیوں سے استعفوں کا اع…"
['1597063735402672128'],en,2022-11-28T03:04:01.000Z,1591971871448334336,1597063735402672128,RT @BilalHameedKhi: Sindh Minister for Information and Transport @sharjeelinam  was talking to media during a visit to Bus Rapid Transit (B…
['1597063721234616320'],en,2022-11-28T03:03:57.000Z,1591971871448334336,1597063721234616320,"RT @SyedGhazan25: “If Imran really wants resignations, then he should ask President Arif Alvi to be the first to step down.”  @sharjeelinam…"
['1597063704474181632'],en,2022-11-28T03:03:53.000Z,1591971871448334336,1597063704474181632,RT @sara29184674: @FachoMazhar @sharjeelinam @fdmemon777 @AseefaBTeam @PeoplesFForum @AhmedRazaAqai Information &amp; Transport  Minister @shar…
['1597063696345628672'],ur,2022-11-28T03:03:51.000Z,1591971871448334336,1597063696345628672,"RT @ayesshyewsuf: عمران نیازی پوری دنیا میں پاکستان کا نام خراب کر رہا ہے۔ 
شرجیل انعام میمن
#عمران_کو_شرجیل_کا_چیلینج"
['1597063682051125250'],ur,2022-11-28T03:03:48.000Z,1591971871448334336,1597063682051125250,"RT @Noormuhammad999: عمران خان کے اپنے  ایم پی ایز عمران خان سے استعفوں پر اتفاق نہیں کریں گے، 
عمران خان نے قومی اسیمبلیوں سے استعفوں کا ا…"
['1597063671771168768'],ur,2022-11-28T03:03:46.000Z,1591971871448334336,1597063671771168768,"RT @sallubhai001: استعفوں کے بعد یا بائی الیکشنز اور یا گورنر راج لگ جائے گا ۔اور پھر عبوری حکومت کی مشاورت سے بھی نکل جائیں گے ۔
نیازی ایس…"
['1597060621572648960'],ur,2022-11-28T02:51:38.000Z,1591971871448334336,1597060621572648960,RT @PeoplesFForum: پیپلزپارٹی کے جیالے اپنے قائد کا دفاع کرنا جانتے ہیں. اگر معافی نا مانگی گئی تو پی این این لاہور کا گھیراؤ کیا جائے گا.…
['1597060581898752003'],ur,2022-11-28T02:51:29.000Z,1591971871448334336,1597060581898752003,RT @PeoplesFForum: کاشف محمود مزاحیہ پروگرام کے نام پر کسی اور کا ایجنڈا بیچ رہا ہے. اپنی حرکتیں سدھار لیں. ورنہ اس کے گھر کا گھیراؤ لیا جا…
['1597059516516151296'],ur,2022-11-28T02:47:15.000Z,1591971871448334336,1597059516516151296,"پی این این والے باز آجائیں. اس ناسور کاشف محمود کا پروگرام فوری بند کیا جائے. قومی لیڈر کی توہین کسی صورت برداشت نہیں.
#KashifMehmood #PNN #StopAbuse https://t.co/EXFm9zUQqs"
