lang,text,edit_history_tweet_ids,created_at,author_id,id
de,RT @meg_gyver: Niemand sollte mit einem Handy um Aufmerksamkeit konkurrieren müssen.,['1596983575727206400'],2022-11-27T21:45:29.000Z,45106947,1596983575727206400
und,@meg_gyver Herrje 😘😘😘,['1596983372156260352'],2022-11-27T21:44:41.000Z,45106947,1596983372156260352
de,"RT @Gaby3101: Tja. Der Einzige, der in meinem Alter noch mit hoch kommt, ist mein Blutdruck.

Gute Nacht.",['1596982871427715072'],2022-11-27T21:42:41.000Z,45106947,1596982871427715072
en,"RT @historydefined: The Making of the Perfect Martini by Guy Buffet, 2000 https://t.co/iEycoHZaTb",['1596981491690770432'],2022-11-27T21:37:12.000Z,45106947,1596981491690770432
und,@mibson_gel @TheKentAcorn 🏆,['1596980959785910272'],2022-11-27T21:35:05.000Z,45106947,1596980959785910272
en,"RT @TheKentAcorn: When you see a tree in the middle of the road, please be patient as it takes time for them to cross 🙂🌳 https://t.co/ThMcW…",['1596962496791056384'],2022-11-27T20:21:44.000Z,45106947,1596962496791056384
und,@gene_wilde @Bleifux 😂👍,['1596956275148935169'],2022-11-27T19:57:00.000Z,45106947,1596956275148935169
de,"""Gute Nacht, John Boy.""
""...""
""JOHN BOY!""
""Ich bin 70, Ma.“
""Jim Bob?""
""Isser, Ma.“
""Elizabeth, Mary Ellen?""
""67.“
""HA! Wusst ich’s doch!“
""Nacht, Ma.“",['1596945668903702528'],2022-11-27T19:14:51.000Z,45106947,1596945668903702528
und,@land_pomeranze 🖤,['1596944022194782208'],2022-11-27T19:08:19.000Z,45106947,1596944022194782208
de,"Katzen würden Whiskas kaufen.

Und es dann an der nächsten Straßenecke für ein paar Leberwurststullen verhökern.",['1596943032175058944'],2022-11-27T19:04:23.000Z,45106947,1596943032175058944
de,@Whatsaiku Oh ja. Ich auch. 🧠,['1596840213141393408'],2022-11-27T12:15:49.000Z,45106947,1596840213141393408
en,RT @dodo: Woman rescues a giant moth — who says thanks by leaving her a life-changing gift ❤️ https://t.co/LsLvF203PB,['1596839995943239680'],2022-11-27T12:14:57.000Z,45106947,1596839995943239680
de,"RT @wildtierhilfeKG: Ein Thread darüber, wie denn überhaupt diese Tauben in die Städte kamen.",['1596829858650550275'],2022-11-27T11:34:40.000Z,45106947,1596829858650550275
de,"RT @Gaby3101: Ich will nicht sagen, dass ich rundlich bin, aber wenn ich im Winter eine weiße Jacke trage, stecken mir die Kinder Möhren in…",['1596772910697394176'],2022-11-27T07:48:23.000Z,45106947,1596772910697394176
de,"1. Advent. 🕯️ 
Gehirnzelle 2 versucht - irre gackernd - aus einem Kilo verschütteten Mehls die Buchstaben S-P-E-K-U-L-A-T-I-U-S zu formen. Zelle 4 versucht, Zellen 1 und 3 aus ihrem Lichterkettenkokon zu befreien.
Zelle 5 versucht zu fliehen.",['1596770897397895169'],2022-11-27T07:40:23.000Z,45106947,1596770897397895169
de,"Die Katze miaute traurig, war sie doch futter- und katerseelenalleine.  

Jaja, ich geh ja schon. 🙄",['1596205436080107520'],2022-11-25T18:13:26.000Z,45106947,1596205436080107520
de,@Topfritte Und mehr muss auch nicht. &lt;3,['1596204410488913920'],2022-11-25T18:09:22.000Z,45106947,1596204410488913920
und,@FUMPenberg 😎,['1596191430019780610'],2022-11-25T17:17:47.000Z,45106947,1596191430019780610
de,@aizenmi2 Heiliger Strohsack! 😍,['1596127362130661377'],2022-11-25T13:03:12.000Z,45106947,1596127362130661377
de,@aizenmi2 Haben die? 😳,['1596108123449700352'],2022-11-25T11:46:45.000Z,45106947,1596108123449700352
de,"Nach 2 Stunden schlendere ich langsam Richtung Ausgang, vorbei am Restaurant und wer sitzt da tatsächlich immer noch und starrt auf seinen Gameboy? Maik-Damian. Der einzig bleibende Eindruck, den der Tag im Zoo bei ihm hinterlassen hat, ist wohl der von der Bank auf seinem Po.",['1596107992294100993'],2022-11-25T11:46:14.000Z,45106947,1596107992294100993
de,"„Rabäa! RABÄÄÄHAA! Tu nich wieda die Äffkes ärgern!“, posaunt es durch das Affenhaus. Rabäa kreischt indessen ein ohrenbetäubendes „Iiiihhh!!“ in die mütterliche Richtung. „Die ham sonne rote Futt! Äkelhaff!“ Die Paviandame schaut ebenso angewidert auf Rabäas neonpinke Leggins.",['1596107875663118336'],2022-11-25T11:45:46.000Z,45106947,1596107875663118336
de,"Und diese Ungeduld! „Mama! Du hast gesagt, da drinne is ein Simba! Ich seh aber gar keinen! WO IS DER?“ „Watte kurz, der kommt gleich, Maik-Damian.“ „Laaaaangweilig!“ röhrt der und brüllt nach seinem Gameboy.",['1596107749758115840'],2022-11-25T11:45:16.000Z,45106947,1596107749758115840
de,"Hie und da diese Heinz Sielmänner unter den Vätern, die ihren 2jährigen Söhnen explizit das Balz- und Brutverhalten des Neolamprologus multidasciatus erläutern werden, der ungebildeten Mehrheit vielleicht auch bekannt als Schneckenbuntbarsch.",['1596107628257722368'],2022-11-25T11:44:47.000Z,45106947,1596107628257722368
de,"Sherpa-Mamas, bepackt wie für eine Everest-Besteigung ohne Sauerstoff, aber mit dauerhungrigen Gören, Hipsterpapas mit Charlotte auf den Schultern und Lutschersabber in den Haaren und dazwischen bin ich. Ich wollte Tiere gucken und stattdessen guck ich jetzt Menschen.",['1596107494677680128'],2022-11-25T11:44:15.000Z,45106947,1596107494677680128
de,"Überhaupt essen immer alle. Wer gerade nicht isst, kramt in Rucksäcken oder steht am Eisstand an. Manchmal möchte ich so ein „Bitte nicht füttern“-Schild aus seiner Verankerung reißen und einem dieser nimmersatten Speckis um den Hals hängen!",['1596107328180621314'],2022-11-25T11:43:35.000Z,45106947,1596107328180621314
de,"Kinder im Zoo. 
Mit Durchschreiten der Drehtür am Eingang setzt SOFORT ein immenses Verlangen nach Nahrung und Getränken und eine spontane Schwäche der Beinmuskulatur ein, erschallt es doch 50m hinter der Kasse: „Ich hab Hunger!“ „Ich hab Durst!“ „Ich kann nicht mehr laufen!“",['1596107163239604224'],2022-11-25T11:42:56.000Z,45106947,1596107163239604224
und,@Bleifux 🥳👍😂😂😂,['1596090315802554368'],2022-11-25T10:35:59.000Z,45106947,1596090315802554368
de,"RT @Bleifux: In Backrezepten steht oft als erstes ""Backofen vorheizen"". Das dauert 5 Minuten. In der Zeit soll man den Teig vorbereiten.

W…",['1596090272831737858'],2022-11-25T10:35:49.000Z,45106947,1596090272831737858
de,"RT @buechereiwien: Einmal ""Ich schau nur kurz"" wiegt in der Bücherei durchschnittlich 4,7 kg.",['1596089484281610241'],2022-11-25T10:32:41.000Z,45106947,1596089484281610241
de,"*kriecht mit zerrissener Hose, 2 Tüten hinter sich herziehend mit letzter Kraft in die TL* 
Freitag ist der neue Samstag vorm 1. Advent. 😩",['1596087841607790595'],2022-11-25T10:26:09.000Z,45106947,1596087841607790595
in,"#JedeWocheEinFoto
KW 47/22
Im Fokus https://t.co/33qtsNV6XA",['1596035282394304512'],2022-11-25T06:57:18.000Z,45106947,1596035282394304512
und,@pnorsei 🥳😂,['1596023699819274241'],2022-11-25T06:11:17.000Z,45106947,1596023699819274241
de,@meinsofa Offensichtlich fellt ihr das leicht. 🤷‍♀️,['1595880579278725120'],2022-11-24T20:42:34.000Z,45106947,1595880579278725120
de,@ruhrpottchaot_ „Wat soll dat heißen ‚Ich kann nich mehr‘? Wir sind hier nich beie Bundesjugendspiele und gezz gibbet noch lecka Fanilleeis mit Oppa sein Rumtöpfken!“,['1595872461387694080'],2022-11-24T20:10:19.000Z,45106947,1595872461387694080
de,"RT @Gaby3101: Übrigens:
Bei unser Omma gab‘s Dunkelbiersuppe mit Eischnee, Buttermilchsuppe mit Rosinkes und „frische“ Suppe mit Eierstich.…",['1595856622773059586'],2022-11-24T19:07:23.000Z,45106947,1595856622773059586
de,@Zwiebelninja Bis ganz bald! 😘,['1595853402189299713'],2022-11-24T18:54:35.000Z,45106947,1595853402189299713
und,@Strahle_Stern 👍😘,['1595853292730466306'],2022-11-24T18:54:09.000Z,45106947,1595853292730466306
de,"Huch.
Meine Katze fellt über mich hair.",['1595851970908196865'],2022-11-24T18:48:54.000Z,45106947,1595851970908196865
de,"@kulturbolschewi @birdofprey4444 Nein.
Ich hab das wohl nicht zu Ende gedacht… 😎",['1595792601826967552'],2022-11-24T14:52:59.000Z,45106947,1595792601826967552
de,@mariong1 Das denke ich auch. 😍,['1595792293117792256'],2022-11-24T14:51:45.000Z,45106947,1595792293117792256
de,"Kind 1, Kind 2, Kind 3, Katze 1, Katze 2, Katze 3, Hund 1, Hund 2, Hund 3 - alles legitim.
Aber ab Mann 2 flippen alle aus. 🙄",['1595434876978827266'],2022-11-23T15:11:31.000Z,45106947,1595434876978827266
