id,author_id,edit_history_tweet_ids,text,lang,created_at
1597007698834653184,205845020,['1597007698834653184'],@davepperlmutter The Hunger Games,en,2022-11-27T23:21:21.000Z
1596964179529076736,205845020,['1596964179529076736'],"@AubriePesky and I agree that being able to live openly/honestly/without Shame, strengthens relationships &amp; feels incredibly liberating.
#unapologetic #shame #truth #podcasts #sexwork 

https://t.co/kJVmvD4GkW https://t.co/aHUJQFgqAq",en,2022-11-27T20:28:25.000Z
1596962959565422593,205845020,['1596962959565422593'],@ThatEricAlper DJs Pub on Crescent st. in Montreal. Drinking and dancing and then getting food! 😎🎶🎶❤️❤️,en,2022-11-27T20:23:34.000Z
1596887740271902720,205845020,['1596887740271902720'],@davepperlmutter Flashdance 🎶,en,2022-11-27T15:24:40.000Z
1596866274830651392,205845020,['1596866274830651392'],"@PackMamaIsHere @ThatEricAlper It really was so great! My kids loved it and I loved the little things they’d throw in for the parents. The music was great too!
“Squirrels in my pants!” 🎶🎶😄😄😄😄😄",en,2022-11-27T13:59:22.000Z
1596299327416471554,205845020,['1596299327416471554'],@Wolfprideus It’s up to 17k views now! 😳😊😊😊,en,2022-11-26T00:26:32.000Z
1596132816005525504,205845020,['1596132816005525504'],"“People don’t see us as fully human. We’re not good victims so that makes us great victims for predators”
heartbreaking &amp; infuriating

Sex work needs to be fully decriminalized
Not convinced?
Watch this: https://t.co/nOPlulO6Vx
@AubriePesky https://t.co/PVrgp3XIeA",en,2022-11-25T13:24:52.000Z
1595792486055776256,205845020,['1595792486055776256'],"Fighting a System That’s Screwing Sex Workers Out Of The Protection They Deserve. 

Listen/watch now!
“How to Ruin Your Own Reputation” podcast 

@AubriePesky https://t.co/3pLQD9x4rM",en,2022-11-24T14:52:31.000Z
1595791668166496258,205845020,['1595791668166496258'],"“Fighting a System That’s Screwing Sex Workers Out Of The Protection They Deserve” episode 11 (available now!)

https://t.co/IYU1DomWYA

https://t.co/nOPlulNz5Z

@AubriePesky ❤️

#podcasts https://t.co/Hk8HY2PGfX",en,2022-11-24T14:49:16.000Z
1595770705785806851,205845020,['1595770705785806851'],@ThatEricAlper Everything by @findingfletcher 🎶🎶🎶🎶🎶❤️,en,2022-11-24T13:25:58.000Z
1595482662067748888,205845020,['1595482662067748888'],@jannarden 😠 https://t.co/0OpiKoWP0i,und,2022-11-23T18:21:23.000Z
1595443680701300736,205845020,['1595443680701300736'],"RT @DMaxMTL: Thank god the chesapeake mass killer was able to get his hands on mass murdering weapons, can y'all imagine how restrictive ev…",en,2022-11-23T15:46:30.000Z
1595416381109026816,205845020,['1595416381109026816'],@KristinDurfee @shulman_naomi That title is amazing!! 👏👏,en,2022-11-23T13:58:01.000Z
1595416168344469509,205845020,['1595416168344469509'],"@shulman_naomi Here ya go:

The Good Stripper: A Soccer Mom’s Memoir of Lies, Loss and also Dances https://t.co/UTYN9nQV5B",en,2022-11-23T13:57:10.000Z
1595415185765834752,205845020,['1595415185765834752'],"@charliekirk11 Believing homophobia is a dangerous threat to kids is legit.
Believing drag shows are a dangerous threat to kids is homophobic.
It isn’t complicated.",en,2022-11-23T13:53:16.000Z
1595413801045827585,205845020,['1595413801045827585'],@davepperlmutter Dance 🎶,fr,2022-11-23T13:47:46.000Z
1595216106511552512,205845020,['1595216106511552512'],@jannarden I think he’d spend most of his time replying “THAT’S NOT WHAT I SAID!” 🤷‍♀️,en,2022-11-23T00:42:12.000Z
1594863522424422405,205845020,['1594863522424422405'],@davepperlmutter Lolita,et,2022-11-22T01:21:09.000Z
1594798556115771406,205845020,['1594798556115771406'],"@SoCalbreakfast1 @joncoopertweets A. why not both? 🤷‍♀️
B. Not all kids are part of religions that go to churche
C. No kid has ever been assaulted at a drag show. ( can’t say the same for church) 
D. Makeup, fun costumes, big hair and musical numbers are hardly dangerous 🙄, unless you’re allergic to fun!",en,2022-11-21T21:03:00.000Z
1594797561516285954,205845020,['1594797561516285954'],"@ThatEricAlper Fletcher. Just saw her in concert and I’m a tad obsessed. 😍
@findingfletcher",en,2022-11-21T20:59:03.000Z
1594502140227162112,205845020,['1594502140227162112'],@shulman_naomi ( I hope the pain has lessened by the time you see this 📺🤞) https://t.co/XjQiVxummc,en,2022-11-21T01:25:09.000Z
1594455877779877890,205845020,['1594455877779877890'],RT @DRidge67: Watch this tomorrow and ask yourself why do you keep quiet when it comes to Anti-Jewish RACISM! 9pm C4  #Jewsdontcount #Antis…,en,2022-11-20T22:21:19.000Z
1594428792461824000,205845020,['1594428792461824000'],@fife_benjamin Back. 💯 I’d visit happy times of my childhood. I fantasize about it often.,en,2022-11-20T20:33:41.000Z
1594417145894797312,205845020,['1594417145894797312'],"RT @JoelGratcyk: 💔 

We’re the only country with this fixable problem. 

Fuck the @NRA, @GOP, and all the #BibleThumpers.

https://t.co/5tr…",en,2022-11-20T19:47:25.000Z
1594347559153041410,205845020,['1594347559153041410'],"@shulman_naomi The Good Stripper: A Soccer Mom’s Memoir of Lies, Loss and Lap Dances 

A series of traumatic events including death,crime and betrayal lead a devoted wife &amp; mother into a double life filled with sex and secrets, forcing her to fight her way back,reclaim her body &amp; her self worth",en,2022-11-20T15:10:54.000Z
1594160724317999104,205845020,['1594160724317999104'],@ThatEricAlper Hug your brother tighter than usual.. you only have another year together.,en,2022-11-20T02:48:29.000Z
1593771430088409088,205845020,['1593771430088409088'],"@BlkAssFeminist Congratulations!!!
👏👏👏👏👏👏👏🌟🌟🌟🌟🌟",en,2022-11-19T01:01:34.000Z
1593771111795261443,205845020,['1593771111795261443'],@BlkAssFeminist @COMEUPQUEEN Yup. Authors Emily and Amelia Nagoski wrote about how Women are conditioned to be the “human givers” vs. “human beings”. That needs to change.,en,2022-11-19T01:00:18.000Z
1593744106697723904,205845020,['1593744106697723904'],"@lhallwriter Awesome. Thank you 🌟

https://t.co/ZV9KK0EIhh https://t.co/Erfc3tiC2T",en,2022-11-18T23:13:00.000Z
1593620138015817731,205845020,['1593620138015817731'],"@JuddApatow I like this one ;)

(It’s on Audible too) 🎙

#memoir #truth #books https://t.co/1qJZprVPPR",en,2022-11-18T15:00:23.000Z
1593463087646007297,205845020,['1593463087646007297'],@jannarden I did that for over two decades… never again.,en,2022-11-18T04:36:19.000Z
1593367762973466625,205845020,['1593367762973466625'],"Thrilled to be part of this amazing team! 

#daretodefy #misogyny #media #business #WomenSupportingWomen https://t.co/Te6DIrGTOY",en,2022-11-17T22:17:32.000Z
1593351459831169026,205845020,['1593351459831169026'],"@DebLukovich It’s much better than non-ethical non-monogamy, which happens pretty regularly 🤷‍♀️",en,2022-11-17T21:12:45.000Z
1593274638670471168,205845020,['1593274638670471168'],@JillMartin Hi Jill! Haven’t seen you since cardio funk class at Schodack! Not the least bit surprised at your phenomenal success and ability to positively impact so many people. xo,en,2022-11-17T16:07:30.000Z
1593249744926965760,205845020,['1593249744926965760'],"EPISODE #10

Powerful words about becoming a parent to children who already have their own life experiences. 

https://t.co/JR8EqpYWwA

https://t.co/AALtc7oRc6

#adoption #LGBTQ #gaydads #parenting #love #podcasts https://t.co/oDvxCVtitp",en,2022-11-17T14:28:34.000Z
