lang,id,text,created_at,author_id,edit_history_tweet_ids
en,1597046321881714689,"@shelby_morimoto @Cdl91863010 @ericswalwell That's a right wing talking point. Gop leaders say  bills are full of pork when they vote against something that could help their constituents. GOP voted against a burn pit bill for vets. When called out GOP claimed it was full of pork. Luckily, Jon Stewart exposed them.",2022-11-28T01:54:49.000Z,85612050,['1597046321881714689']
en,1597043298639937536,"@sockscox69 @BillKristol Oh, I know. Absolutely atrocious. I was in high school when Reagan was president. I wasn't a fan but didn't pay much attention. I have since learned what a terrible president he was and that the GOP is not a governing party.",2022-11-28T01:42:48.000Z,85612050,['1597043298639937536']
en,1597038966242705408,"@idkmargo Are you having a conversation with yourself? Next time, just say it in your head.",2022-11-28T01:25:35.000Z,85612050,['1597038966242705408']
sv,1597037718407876608,@TC1776 @RobAustinH @FLCons @kylenabecker @AVindman @elonmusk Idiot.,2022-11-28T01:20:38.000Z,85612050,['1597037718407876608']
en,1597037345379057664,@TC1776 @RobAustinH @FLCons @kylenabecker @AVindman @elonmusk Find someone else to bother. I'm not interested in you,2022-11-28T01:19:09.000Z,85612050,['1597037345379057664']
en,1597037259723005952,@KatiiB @TC1776 @RobAustinH @FLCons @kylenabecker @AVindman @elonmusk Just insanely idiotic.,2022-11-28T01:18:48.000Z,85612050,['1597037259723005952']
en,1597036885775626240,"@SemisarcasticDp @FLCons @kylenabecker @AVindman @elonmusk You're a complete idiot. Stop embarrassing yourself. Read a book, take a class. You offer nothing of value to anyone other than a like minded, uneducated maga.",2022-11-28T01:17:19.000Z,85612050,['1597036885775626240']
pt,1597036520828903426,@TC1776 Huh? No comprende,2022-11-28T01:15:52.000Z,85612050,['1597036520828903426']
en,1597036229505486849,@SemisarcasticDp @FLCons @kylenabecker @AVindman @elonmusk It was the norm. They never knew they'd need to make it a law until you helped elect a criminal who felt the need to hide his tax returns even though he's supposedly a billionaire. Just astonished with your lack of the most basic political norms.,2022-11-28T01:14:43.000Z,85612050,['1597036229505486849']
en,1597034130084331521,"@SemisarcasticDp @FLCons @kylenabecker @AVindman @elonmusk I'm commenting on your lack of knowledge. Control your anger. Everyone knows that president's having been showing their tax returns. 
https://t.co/T7zSVZVbWz",2022-11-28T01:06:22.000Z,85612050,['1597034130084331521']
en,1597033276652126209,"@SemisarcasticDp @FLCons @kylenabecker @AVindman @elonmusk You're a complete waste of my time. You don't have enough historical prospective, critical thinking and intelligence to make a conversation with you worthwhile. Plenty magas on here for you to chat up with crazy conspiracy theories",2022-11-28T01:02:59.000Z,85612050,['1597033276652126209']
en,1597027970686005248,"@SemisarcasticDp @FLCons @kylenabecker @AVindman @elonmusk Ok, I didn't realize you don't have a clue about basic civics or political norms.",2022-11-28T00:41:54.000Z,85612050,['1597027970686005248']
en,1597026923510915073,@TC1776 @FLCons @kylenabecker @AVindman @elonmusk For what? By all counts he was a faithful soldier and American.,2022-11-28T00:37:44.000Z,85612050,['1597026923510915073']
en,1597024742292459520,"@SpecialConey @GilGamish3 @JGreenblatttADL @FLCons @kylenabecker @AVindman @elonmusk As a causal bystander, I'll weigh in. You do appear crazy.",2022-11-28T00:29:04.000Z,85612050,['1597024742292459520']
en,1597024336816529408,"@GilGamish3 @JGreenblatttADL @FLCons @kylenabecker @AVindman @elonmusk Absolutely! If you're not angry, you're not paying attention.",2022-11-28T00:27:27.000Z,85612050,['1597024336816529408']
en,1597024084977922048,@SemisarcasticDp @FLCons @kylenabecker @AVindman @elonmusk My side always shows their taxes - so did yours before you elected a criminal. Presidents have been showing their taxes since Nixon. Why did trump lie about his taxes for 7 years and fight any attempt to expose them?,2022-11-28T00:26:27.000Z,85612050,['1597024084977922048']
en,1597023276777492480,"@USA_First_2024 @FLCons @kylenabecker @AVindman @elonmusk He was too busy making business deals for himself and his family. Fundraising off his gullible rubes took up a great deal of his time too, plus rallies and golf.",2022-11-28T00:23:15.000Z,85612050,['1597023276777492480']
en,1597022705874006017,@fossfactor @FLCons @kylenabecker @AVindman @elonmusk Trump? As a nation we basically did!!!!,2022-11-28T00:20:58.000Z,85612050,['1597022705874006017']
en,1597022182500016128,@TC1776 @RobAustinH @FLCons @kylenabecker @AVindman @elonmusk His attempted insurrection and the espionage charge that is coming. Anyone who does what Trump has or condones it is a traitor to the US. Imagine if Obama pulled that sh&gt;t.,2022-11-28T00:18:54.000Z,85612050,['1597022182500016128']
en,1597019869979234304,@benshapiro He knew both but good point.,2022-11-28T00:09:42.000Z,85612050,['1597019869979234304']
en,1597018141535899648,@IanB_67 Is that why I hated the dentist?,2022-11-28T00:02:50.000Z,85612050,['1597018141535899648']
en,1597017346727874560,@H2Ofountains @Blueresin1 @MagaPhoenix73 @TommieStephsYO @MrPfistergash @AcrytearsMag @kimmsue70 @WebGuyTV @Trumpster20 @Trumpcrazytrain @DigiMalice @TastyMorsel6 @Rjocore1 @MTStringer1 @Mickmazzo @MistressRedWasp @Aimhighffw @Caperloo5 @UltraGlamma @tip_ct @missled2u @Flattielover @KleeOntheRight @angry_mema @CRogers1973 @TruByte @JonRFleming @EducatingTrump2 @AntWindmill @Kelledin @VinceGottalotta @AngryFleas @Sh9p @Polane23 @Synyster63 @bubblebeard61 @Missy8008135 @TrumpLOST5 @IanB_67 @Manny_Street @SueHend73444210 @LordButters22 @JoeyBag59089602 @CDibroi @LiberalLeveler @larrywright @Maxamegalon2000 @Amythist502 @TheBigGuyIsJoe @KathleenWinche3 Perfection. What was his deal? Did he believe the stuff he was selling?,2022-11-27T23:59:41.000Z,85612050,['1597017346727874560']
en,1597016882040930304,@H2Ofountains @Blueresin1 @MagaPhoenix73 @Trumpster20 @TommieStephsYO @kimmsue70 @Trumpcrazytrain @DigiMalice @TastyMorsel6 @Rjocore1 @MTStringer1 @Mickmazzo @MistressRedWasp @Aimhighffw @Caperloo5 @UltraGlamma @AcrytearsMag @tip_ct @missled2u @Flattielover @KleeOntheRight @WebGuyTV @angry_mema @CRogers1973 @TruByte @JonRFleming @EducatingTrump2 @AntWindmill @Kelledin @VinceGottalotta @AngryFleas @Sh9p @Polane23 @Synyster63 @bubblebeard61 @Missy8008135 @TrumpLOST5 @IanB_67 @Manny_Street @SueHend73444210 @LordButters22 @JoeyBag59089602 @CDibroi @LiberalLeveler @larrywright @Maxamegalon2000 @Amythist502 @TheBigGuyIsJoe @KathleenWinche3 You did it!,2022-11-27T23:57:50.000Z,85612050,['1597016882040930304']
en,1597015488844156931,"@sockscox69 @BillKristol By W it was obvious the GOP was an amoral, self serving entity, actively working to get Americans to hate each other. Pure evil, if you ask me.",2022-11-27T23:52:18.000Z,85612050,['1597015488844156931']
en,1597014872083992576,"@H2Ofountains @kimmsue70 @Blueresin1 @MagaPhoenix73 @Trumpster20 @TommieStephsYO @Trumpcrazytrain @DigiMalice @TastyMorsel6 @Rjocore1 @MTStringer1 @Mickmazzo @MistressRedWasp @Aimhighffw @Caperloo5 @UltraGlamma @AcrytearsMag @tip_ct @missled2u @Flattielover @KleeOntheRight @WebGuyTV @angry_mema @CRogers1973 @TruByte @JonRFleming @EducatingTrump2 @AntWindmill @Kelledin @VinceGottalotta @AngryFleas @Sh9p @Polane23 @Synyster63 @bubblebeard61 @Missy8008135 @TrumpLOST5 @IanB_67 @Manny_Street @SueHend73444210 @LordButters22 @JoeyBag59089602 @CDibroi @LiberalLeveler @larrywright @Maxamegalon2000 @Amythist502 @TheBigGuyIsJoe @KathleenWinche3 @Pr0Truthh Well, tipping my hat to you.",2022-11-27T23:49:51.000Z,85612050,['1597014872083992576']
en,1597014467325616128,@MistressRedWasp @MagaPhoenix73 @Trumpster20 @TommieStephsYO @kimmsue70 @Trumpcrazytrain @DigiMalice @Blueresin1 @TastyMorsel6 @Rjocore1 @MTStringer1 @Mickmazzo @Aimhighffw @Caperloo5 @UltraGlamma @AcrytearsMag @tip_ct @missled2u @Flattielover @KleeOntheRight @WebGuyTV @H2Ofountains @angry_mema @CRogers1973 @TruByte @JonRFleming @EducatingTrump2 @AntWindmill @Kelledin @VinceGottalotta @AngryFleas @Sh9p @Polane23 @Synyster63 @bubblebeard61 @Missy8008135 @TrumpLOST5 @IanB_67 @Manny_Street @SueHend73444210 @LordButters22 @JoeyBag59089602 @CDibroi @LiberalLeveler @larrywright @Maxamegalon2000 @Amythist502 @TheBigGuyIsJoe @KathleenWinche3 @Pr0Truthh It's terrible. That's why they start the news with stories that could be seen as bad for dems. They talk about inflation and gas prices as the top stories. This trend is highly unusual.,2022-11-27T23:48:14.000Z,85612050,['1597014467325616128']
en,1597010863831273473,@H2Ofountains @kimmsue70 @Blueresin1 @MagaPhoenix73 @Trumpster20 @TommieStephsYO @Trumpcrazytrain @DigiMalice @TastyMorsel6 @Rjocore1 @MTStringer1 @Mickmazzo @MistressRedWasp @Aimhighffw @Caperloo5 @UltraGlamma @AcrytearsMag @tip_ct @missled2u @Flattielover @KleeOntheRight @WebGuyTV @angry_mema @CRogers1973 @TruByte @JonRFleming @EducatingTrump2 @AntWindmill @Kelledin @VinceGottalotta @AngryFleas @Sh9p @Polane23 @Synyster63 @bubblebeard61 @Missy8008135 @TrumpLOST5 @IanB_67 @Manny_Street @SueHend73444210 @LordButters22 @JoeyBag59089602 @CDibroi @LiberalLeveler @larrywright @Maxamegalon2000 @Amythist502 @TheBigGuyIsJoe @KathleenWinche3 @Pr0Truthh Wow! I feel like this is a humongous story. Grateful for smart folks.,2022-11-27T23:33:55.000Z,85612050,['1597010863831273473']
en,1597008745913278464,@RexMonaco No way!!!! On behalf of a grateful nation - thank you!,2022-11-27T23:25:30.000Z,85612050,['1597008745913278464']
