lang,text,author_id,created_at,id,edit_history_tweet_ids
und,@sarfan_kuku Yes,371075039,2022-11-27T21:51:53.000Z,1596985186729988098,['1596985186729988098']
en,@Xzeecool E go shock you,371075039,2022-11-27T21:51:43.000Z,1596985142848782337,['1596985142848782337']
pt,@ty_hakim Awwn,371075039,2022-11-27T21:36:54.000Z,1596981415518040066,['1596981415518040066']
en,@Xzeecool You think?,371075039,2022-11-27T21:36:37.000Z,1596981345041121280,['1596981345041121280']
en,@OthmanAda1 Yeah,371075039,2022-11-27T21:36:01.000Z,1596981192020328449,['1596981192020328449']
tl,@Mavin4040 Is kissing in public Haram or Halal?,371075039,2022-11-27T21:25:12.000Z,1596978469141086208,['1596978469141086208']
en,@Mavin4040 Or maybe you should do more research about it before jumping into conclusions.,371075039,2022-11-27T21:21:42.000Z,1596977591969517568,['1596977591969517568']
en,@Xzeecool Lol... nah,371075039,2022-11-27T20:26:57.000Z,1596963813558845442,['1596963813558845442']
und,@dan_wondaful Why,371075039,2022-11-27T20:25:50.000Z,1596963528606613504,['1596963528606613504']
en,@ty_hakim Really,371075039,2022-11-27T20:25:32.000Z,1596963454233214977,['1596963454233214977']
en,"@insidemgb Check surah al-Noor 24:58-59.

Research on this hadith 'There are more than 70 branches of religion. The most important is to proclaim Laa ilaaha illallaah and the least is to remove a harmful object from the road. And shame is a great and important branch of Imaan.’ (Bukhari)",371075039,2022-11-27T20:21:47.000Z,1596962510141542403,['1596962510141542403']
en,@Xzeecool That's why I saved this man's name as big head,371075039,2022-11-27T20:13:03.000Z,1596960313718763521,['1596960313718763521']
en,@horoeden Islam is a religion of Haya ( modesty) . Doing such things openly is an action that is contrary to honour and decency.,371075039,2022-11-27T19:19:19.000Z,1596946792016248832,['1596946792016248832']
en,May Allah guide and protect us 🙏,371075039,2022-11-27T19:03:34.000Z,1596942825740206080,['1596942825740206080']
en,"@uzamatt Naka wasa ne 🤣🤣🤣🤣
You will have to do lefe sir.",371075039,2022-11-27T18:47:44.000Z,1596938843189841920,['1596938843189841920']
en,@saheed_s_o Yes. Eshe adupe,371075039,2022-11-27T18:44:08.000Z,1596937934992969730,['1596937934992969730']
en,@sarfan_kuku Your reply doesn't correlate with the tweet,371075039,2022-11-27T18:30:52.000Z,1596934596876066821,['1596934596876066821']
qam,@Xzeecool @nabrga,371075039,2022-11-27T18:29:10.000Z,1596934170827423744,['1596934170827423744']
en,@Edache52307474 It is not permissible in Islam to kiss in public,371075039,2022-11-27T18:28:36.000Z,1596934025893277701,['1596934025893277701']
en,@saheed_s_o Ah.. only me,371075039,2022-11-27T18:27:45.000Z,1596933816048062465,['1596933816048062465']
qme,@yusufahmedng https://t.co/njcsDVdIO7,371075039,2022-11-27T18:22:40.000Z,1596932534549770240,['1596932534549770240']
pt,@Adiva_Farida Awwn 😊 😊,371075039,2022-11-27T18:21:00.000Z,1596932116729602048,['1596932116729602048']
und,@saheed_s_o Yes,371075039,2022-11-27T17:36:45.000Z,1596920977954258944,['1596920977954258944']
