lang,id,text,created_at,author_id,edit_history_tweet_ids
en,1597061433371504640,"@Klawrence3535 @GHOSTofSURF @TimRunsHisMouth Biden has done a lot. People like you just refuse to see it because you don't want other Lemmings to look down on you.

Here, take a bit of time and read.

(and no, I ain't trying to get you to donate nothing for nothing to nobody)

https://t.co/P9JHgjyYIS",2022-11-28T02:54:52.000Z,87584526,['1597061433371504640']
en,1597060540152836097,"@Klawrence3535 @GHOSTofSURF @TimRunsHisMouth And I very, VERY much doubt Biden is going to go on international cable or here on Twitter and make claims that are not true. Doing that would make him what trump is, the laughing stock of the world.",2022-11-28T02:51:19.000Z,87584526,['1597060540152836097']
en,1597059977583423488,"@Klawrence3535 @GHOSTofSURF @TimRunsHisMouth First off, I don't listen to President Biden making his speeches. I don't listen to his claims.

I pay attention to things here ONLY if they show some kind of proof. In the last couple of months I've started watching late night news out of boredom.",2022-11-28T02:49:05.000Z,87584526,['1597059977583423488']
en,1597057960974647296,"@Klawrence3535 @GHOSTofSURF @TimRunsHisMouth I guess you'd have to figure how much of that time that he is on those 'vacations' he is still doing the work of the President.

Also, Biden is not making a profit off of the US taxpayers like trump was. Hell, we were even paying for the use of the golf carts and the potties!",2022-11-28T02:41:04.000Z,87584526,['1597057960974647296']
qme,1597057193739575296,@Klawrence3535 @GHOSTofSURF @TimRunsHisMouth https://t.co/DpzuomXZxd,2022-11-28T02:38:01.000Z,87584526,['1597057193739575296']
en,1597056524714934273,"@Klawrence3535 @GHOSTofSURF @TimRunsHisMouth I'm going to be laughing for the rest of the night with you people.......

This country foots the bill for those Secret Service people guarding him.  We also foot the bill for that jet that ran him wherever he wanted to go whenever he wanted to go there.

And his business failed!",2022-11-28T02:35:22.000Z,87584526,['1597056524714934273']
en,1597055744066867200,"@DianeGerstman1 @ChanceBuchman @Rasputi18576028 @TomFitton Ha ha ha!!!

You do not know a thing about what you are trying to argue about do you?

Maybe you should just stop and do a bit of reading and stop echoing that stuff you are hearing from donnies Lemmings...........",2022-11-28T02:32:15.000Z,87584526,['1597055744066867200']
en,1597055204016656384,"@DianeGerstman1 @Rasputi18576028 @TomFitton Sorry, trump did not get any pipelines going.

Biden did not sign and bill that stopped the Keystone Pipeline.",2022-11-28T02:30:07.000Z,87584526,['1597055204016656384']
en,1597054713945796609,"@TGotlef @godken1 @DEC762 @Sshepguy @joncoopertweets The political party still has NO control over how many people are shot in a city or state.
How is it figured - President - Governor - County Commissioner - Mayor.
Democratic Mayor, Republican County Commissioner, Democratic Governor, Republican President. Who controls the deaths?",2022-11-28T02:28:10.000Z,87584526,['1597054713945796609']
en,1597051997907087361,"@TimRunsHisMouth Hey, he still has two years to go.

Did trump cure cancer AND find a care for AIDS?

NO HE DID NOT!

Get your knee pads back on and get back to your trump wall in the basement...........

https://t.co/ivEUXLXTcV",2022-11-28T02:17:22.000Z,87584526,['1597051997907087361']
