text,created_at,lang,id,edit_history_tweet_ids,author_id
"RT @EdwardHobden: Foreign invaders &amp; settlers from Morocco riot in Brussels to mark Morocco's football win.
Because...#DiversityIsOurStreng…",2022-11-27T20:20:23.000Z,en,1596962157358243840,['1596962157358243840'],1015426782
RT @Tony40335450: Welcome to ‘any town England’ 🙏 https://t.co/offEF5hX3p,2022-11-27T20:19:48.000Z,en,1596962013758259201,['1596962013758259201'],1015426782
"RT @KevinBardosh: Western media representations:

Protesters in Ottawa against vaccine mandates, Feb 2022: ""far-right racist Trump-supporti…",2022-11-27T20:19:38.000Z,en,1596961970816569344,['1596961970816569344'],1015426782
RT @G0dsW8r: @LuciusBlack12 @CaptCharliePoet @Xx17965797N or read some useful memes https://t.co/NnT8QgBWAf,2022-11-27T20:15:15.000Z,en,1596960869208182784,['1596960869208182784'],1015426782
"RT @curioslight: A thread on WHO is REALLY behind the #Balenciaga ads:

The Devil In Disguise: Lotta Volkova

1. She has been one of the ma…",2022-11-27T20:05:57.000Z,en,1596958528404873216,['1596958528404873216'],1015426782
"RT @old_tory: These sort of crooks have no conscience. To survive and prosper in the political system demands one is duplicitous, dishonest…",2022-11-27T11:58:17.000Z,en,1596835802906251265,['1596835802906251265'],1015426782
"RT @ifixhearts: From 2020-2022, 6 of the top 10 killers of Americans are related to metabolic disorder, number one being heart disease.
 
I…",2022-11-27T11:57:54.000Z,en,1596835703572336640,['1596835703572336640'],1015426782
RT @statecontrick: @BernieSpofforth Missing since March 2020 https://t.co/AlwuNgXQ3Z,2022-11-26T22:59:50.000Z,en,1596639897955504128,['1596639897955504128'],1015426782
RT @GeorgeGammon: I can't tell you how grateful I am to have grown up before the world went mad. https://t.co/wf04KYpzo2,2022-11-26T22:52:25.000Z,en,1596638031657992192,['1596638031657992192'],1015426782
RT @Ericdun19416783: Fook FIFA I'm wearing my rainbow arm band https://t.co/IQdVCrC8Dq,2022-11-26T21:53:50.000Z,en,1596623289870606336,['1596623289870606336'],1015426782
RT @1WhiteRabbitt: https://t.co/ZoU0YIUI1W,2022-11-26T21:50:39.000Z,zxx,1596622487055384577,['1596622487055384577'],1015426782
RT @David__Osland: Some people are more angry with nurses for going on strike than they are with Michelle Mone for selling nurses defective…,2022-11-26T18:23:06.000Z,en,1596570254662336515,['1596570254662336515'],1015426782
"RT @TheEyeofHorus9: The sight of England footballers kneeling to honour a dead American criminal, while their American opponents stood prou…",2022-11-26T11:01:58.000Z,en,1596459239668678660,['1596459239668678660'],1015426782
RT @withorpe: Disgraced tory MP Imran Ahmad Khan was sent to jail in May for a sexual assault on a 15 year old. Since then he has received…,2022-11-26T09:01:36.000Z,en,1596428950968107009,['1596428950968107009'],1015426782
RT @Latics: https://t.co/x09xcDTinv,2022-11-26T09:01:33.000Z,zxx,1596428935855603712,['1596428935855603712'],1015426782
RT @AllBiteNoBark88: https://t.co/zG5czZqswo,2022-11-26T02:41:28.000Z,zxx,1596333287798177792,['1596333287798177792'],1015426782
RT @nogoodgods: The left will throw their dummies out over Katie Hopkins returning to Twitter while demanding the return of bomb maker Begu…,2022-11-25T22:47:29.000Z,en,1596274402215067648,['1596274402215067648'],1015426782
RT @Delete_now_this: @CollinRugg @elonmusk @AP Live shot of the experts hard at work https://t.co/3OOlXQ2vLp,2022-11-25T22:28:39.000Z,en,1596269661980876800,['1596269661980876800'],1015426782
RT @WeThePeople021: The more you know..... https://t.co/y3tAM0P6XB,2022-11-25T18:18:22.000Z,en,1596206676155277315,['1596206676155277315'],1015426782
"RT @DR71117931: @david_r_morgan “And then we told them to
clap for the NHS!” https://t.co/kmTZwWtQBW",2022-11-25T16:40:02.000Z,en,1596181928910082048,['1596181928910082048'],1015426782
"RT @david_r_morgan: Of all the cringey shit people did over the past 3 years, nothing will ever top this. 🤡🤡🤡 https://t.co/nlqYARrQR9",2022-11-25T16:38:04.000Z,en,1596181434515214336,['1596181434515214336'],1015426782
"RT @Hilario18631186: 🤣🤣🤣 even Alexis knows we're in a simulation ha!  I guess we are the multidimensional entities she refers to lol!  So ""…",2022-11-25T14:59:56.000Z,en,1596156739409231875,['1596156739409231875'],1015426782
"RT @ronin19217435: According to a declassified document released by the FBI - 
we were not visited by ""space aliens"" but by entities from O…",2022-11-25T14:58:33.000Z,en,1596156391672221696,['1596156391672221696'],1015426782
"RT @Wardrobe55: A manufactured crisis to force a worse standard of living and provision of services on you.

Endless wars, the ""Climate Cri…",2022-11-24T20:50:35.000Z,en,1595882597510688768,['1595882597510688768'],1015426782
