edit_history_tweet_ids,created_at,id,author_id,lang,text
['1597036398590464002'],2022-11-28T01:15:23.000Z,1597036398590464002,796604419,en,"RT @Paula_graffiti: #StreetArt by Bane in Maroggia, Switzerland 🇨🇭 

🌙✨📱 https://t.co/e6O4fzzoF1"
['1597036368685064192'],2022-11-28T01:15:16.000Z,1597036368685064192,796604419,en,"RT @DS__ART: Fresh batch baked and coming to my store soon!
Christmas Pudding Spray Cans

#ds #art #urbanart #spraycan #sprayart #canart #d…"
['1597036273566650368'],2022-11-28T01:14:53.000Z,1597036273566650368,796604419,en,RT @Andgasperini: 🎨Emily Ding - Houston Texas “Loving Houston”- Street Art https://t.co/d802kcEXv6
['1597035912839385088'],2022-11-28T01:13:27.000Z,1597035912839385088,796604419,en,"RT @CrankyPappy: You can sway a thousand men by appealing to their prejudices quicker than you can convince one man by logic.
~ R. A. Heinl…"
['1597035864735248385'],2022-11-28T01:13:16.000Z,1597035864735248385,796604419,en,"RT @CrankyPappy: exult in the beauties that remain
loss and love will always belong to each other
sorrow has always been joy’s quiet twin
~…"
['1597035763589607424'],2022-11-28T01:12:52.000Z,1597035763589607424,796604419,en,"RT @CrankyPappy: The brain and the body are in a constant feedback loop.
We feel our thoughts and we think our feelings.
~ S. Alleyne"
['1597035369836707840'],2022-11-28T01:11:18.000Z,1597035369836707840,796604419,en,"RT @GreenEUJournal: Have you ordered our upcoming print issue on the rising costs of living and inequalities in an age of shocks? 👇🏻

Pre-o…"
['1597035277553631232'],2022-11-28T01:10:56.000Z,1597035277553631232,796604419,en,"RT @press4change: FDR, 1936: ""the old enemies of #Peace: business and financial #Monopoly, speculation, reckless #banking, class antagonism…"
['1597034958325166080'],2022-11-28T01:09:40.000Z,1597034958325166080,796604419,en,"RT @press4change: #BigPharma 
Potential savings related to biosimilars could exceed $100 bil over the next 5 years...

But the savings will…"
['1597032856383270914'],2022-11-28T01:01:19.000Z,1597032856383270914,796604419,en,RT @muhammadshehad2: Imagine an #Israeli journalist in #Qatar experiencing a fraction of how #Palestine TV producer Yousef Adi was treated…
['1597032584021958656'],2022-11-28T01:00:14.000Z,1597032584021958656,796604419,en,"RT @adamjohnsonNYC: Musk is a rogue iconoclast, unable to fit your LABELS or ISMS. That he’s a multibillionaire who vomits out every rightw…"
['1597032354450898944'],2022-11-28T00:59:19.000Z,1597032354450898944,796604419,en,"RT @adamjohnsonNYC: a particular Type Of Guy rejects “labels” and is “neither left nor right” and exist outside of politics, political coal…"
['1597030982363754496'],2022-11-28T00:53:52.000Z,1597030982363754496,796604419,en,RT @LukewSavage: The roughly one-month period that has elapsed since Elon Musk's takeover of Twitter has done more damage to the fraudulent…
['1597030364920180736'],2022-11-28T00:51:25.000Z,1597030364920180736,796604419,en,"RT @LeftistCEO: Every time they say drag is inappropriate for children, just remember that Hooters has a kids menu."
['1597028885325287424'],2022-11-28T00:45:32.000Z,1597028885325287424,796604419,en,"RT @AndrewBartletta: This stuff is ""mainstream"", in so much as this doesn't cross anyone's red lines; for example, Ruth Smeeth, CEO of Inde…"
['1597028876374671360'],2022-11-28T00:45:30.000Z,1597028876374671360,796604419,en,RT @AndrewBartletta: Fascistic stuff. https://t.co/2AIaPrJcIf
