edit_history_tweet_ids,created_at,id,author_id,lang,text,geo
['1596968652456091649'],2022-11-27T20:46:11.000Z,1596968652456091649,635271421,en,RT @Balmoral_Castle: 🌈 Over Balmoral Castle this morning. https://t.co/0I8I9sN1KT,
['1596968560504737792'],2022-11-27T20:45:49.000Z,1596968560504737792,635271421,en,RT @BuzzFeedFood: 4 Healthy Weeknight Dinners (Under 300 calories) https://t.co/xUrR0u9Ate,
['1596968515982217222'],2022-11-27T20:45:39.000Z,1596968515982217222,635271421,da,RT @Rylan: KaRYoke - RYLAN X SAM RYDER - It’s raining men . @BBCRadio2 @SamRyderMusic https://t.co/GryH8U8s81,
['1596968447660855296'],2022-11-27T20:45:22.000Z,1596968447660855296,635271421,en,"RT @JojJojoelle: 11 years today this Welsh legend took his own life. 
But he was more than a legend. He was a husband. Father. Son. Brother…",
['1596968412038955009'],2022-11-27T20:45:14.000Z,1596968412038955009,635271421,en,RT @NoContextBrits: Memory unlocked. https://t.co/FGeTwnnWeD,
['1596968063320363008'],2022-11-27T20:43:51.000Z,1596968063320363008,635271421,en,"RT @imacelebrity: ⭐ It's the final! ⭐

Jill, Matt or Owen will be crowned King or Queen of the Jungle tonight! 🌴👑 

Join @antanddec live fr…",
['1596967819606130688'],2022-11-27T20:42:53.000Z,1596967819606130688,635271421,en,RT @eliistender10: This https://t.co/BBpAvgZivn,
['1596967414528643073'],2022-11-27T20:41:16.000Z,1596967414528643073,635271421,en,RT @GWmag: Want free shrubs for your garden? Find out how to make your own by taking cuttings now. https://t.co/KPzPYRwztw,
['1596967150249340929'],2022-11-27T20:40:13.000Z,1596967150249340929,635271421,en,"RT @Marketovertoncc: The club is looking to form a partnership with a local Garage &amp; MOT Centre for use by our members 

Please email us at…",
['1596966886649929728'],2022-11-27T20:39:10.000Z,1596966886649929728,635271421,en,"RT @samaritans: Good news 📢

Government has listened to our calls for a safer internet and announced today that it will make content that e…",
['1596966622585319424'],2022-11-27T20:38:07.000Z,1596966622585319424,635271421,en,RT @amazingraceart: 💞Lovely #giftideas by Cristina @CristinasAttic 💞 #shopindie #Christmasgifts,
['1596966249703305218'],2022-11-27T20:36:38.000Z,1596966249703305218,635271421,en,"RT @WestYorksPolice: Mary Ludford, 75yrs is currently missing from Batley. Mary is 5ft3, slim build with grey/white short curly hair. Mary…",
['1596965309143216128'],2022-11-27T20:32:54.000Z,1596965309143216128,635271421,en,"RT @KitchenSanc2ary: The best apple crumble recipe is a true family favourite with a soft sweet apple filling and a perfectly crunchy, yet…",
['1596965246861660161'],2022-11-27T20:32:39.000Z,1596965246861660161,635271421,en,"RT @Tom_Grennan: My biggest UK tour is ON SALE NOW including my headline show at @TheO2 🤯

I cannot wait to see each and every one of you i…",
['1596964949011894274'],2022-11-27T20:31:28.000Z,1596964949011894274,635271421,en,RT @cleanaircatf: We have the technology to cut methane emissions. Global leaders need to take action now to prevent further damage from gl…,
['1596964800093093889'],2022-11-27T20:30:53.000Z,1596964800093093889,635271421,en,"@devilscustard @NorthNorfolk @zoeeclarkeee02 @KatagiriSea Always… me &amp; my daughter went for North Norfolk sunrise on Friday…so good for the soul bliss 
It’s my fav place 🌅❤️ https://t.co/WSppHwYgML",{'place_id': '2eac7c989d6f9e74'}
['1596963236712095745'],2022-11-27T20:24:40.000Z,1596963236712095745,635271421,en,"RT @tinybuddha: ""Can't clean up the whole room? Clean a corner of it. Can't do all the dishes? Do a dish. Can't get in the shower? Wash you…",
['1596962853722165250'],2022-11-27T20:23:09.000Z,1596962853722165250,635271421,en,"RT @singinghands: We’re jingling our bells 🔔 in Dudley next Sunday - if you are in the Midlands come and join us! 

We’ll be singing &amp; sign…",
['1596962393057554433'],2022-11-27T20:21:19.000Z,1596962393057554433,635271421,en,RT @leedsrhinos: It is with deep sadness that we have learned of the passing of Rugby Union star and MND campaigner Doddie Weir OBE. Our th…,
['1596962187909935104'],2022-11-27T20:20:30.000Z,1596962187909935104,635271421,en,RT @Anthony_Hornsby: No idea who William Storey is but a quick Google of the bloke and a read of his Wiki page tells me all I need to know.…,
['1596962059648106498'],2022-11-27T20:19:59.000Z,1596962059648106498,635271421,en,RT @richenergyceo: I can confirm that my lawyers are challenging the sale of @Coventry_City to Doug King as it breaches the exclusivity agr…,
['1596961884007059457'],2022-11-27T20:19:17.000Z,1596961884007059457,635271421,en,"RT @KitchenSanc2ary: Packed with flavour, my Tuscan Chicken in Creamy Sun-Dried Tomato Sauce is the ultimate chicken dinner. 
Serve with pa…",
['1596961361749110784'],2022-11-27T20:17:13.000Z,1596961361749110784,635271421,en,"RT @dharvey4: Billionaire William Storey has instructed his lawyers to challenge the sale of Cov to Doug King, nothing is ever straightforw…",
['1596961288479215618'],2022-11-27T20:16:55.000Z,1596961288479215618,635271421,en,"RT @SpeedwayLions: 📰 NEWS…

We are pleased to announce Season Tickets for the 2023 Premiership season are now on sale.

All the details ⤵️…",
['1596960287193993217'],2022-11-27T20:12:57.000Z,1596960287193993217,635271421,en,"RT @Rob7Burrow: So sad to hear the news of the passing of my mnd hero Doddie Weir. I'm sorry to say, how many more warriors die before this…",
['1596960273243308032'],2022-11-27T20:12:53.000Z,1596960273243308032,635271421,en,"RT @ST0NEHENGE: Sunrise at Stonehenge today (27th November) was at 7.43am, sunset is at 4.04pm ⛅️ https://t.co/LUgCyIudjd",
['1596958901429469185'],2022-11-27T20:07:26.000Z,1596958901429469185,635271421,en,"RT @TeamGB: 🥇🥈🥈🥈🥉

In ONE weekend. 

@The_BBSA are out of the blocks 💨 

📷 IBSF | Viesturs Lācis",
['1596580151739187200'],2022-11-26T19:02:25.000Z,1596580151739187200,635271421,en,"RT @GWmag: Learn simple tricks that will elevate your gift wrapping- and impress your loved ones. In the December issue, on sale now! 🎁 htt…",
['1596580117614297089'],2022-11-26T19:02:17.000Z,1596580117614297089,635271421,en,RT @GWmag: Are your plants being battered about by the wind? 🌬️ Discover the best plants to grow in a windswept spot. https://t.co/e28O2zFd…,
['1596580018138025984'],2022-11-26T19:01:54.000Z,1596580018138025984,635271421,en,RT @GWmag: The Year Planner 2023 is on sale now! Discover fantastic ways to grow your own food and beautiful blooms for every month of the…,
['1596579925989130240'],2022-11-26T19:01:32.000Z,1596579925989130240,635271421,en,"RT @GWmag: Birds need shelter to survive the winter. 🐦 Find out how your garden can provide a home for birds this winter, whatever its size…",
['1596579874029944838'],2022-11-26T19:01:19.000Z,1596579874029944838,635271421,en,RT @GWmag: Add this festive smashed turnip side to your Christmas feast this year. Find the recipe in our December issue - on sale now! 🎄 🎁…,
['1596579748561444871'],2022-11-26T19:00:49.000Z,1596579748561444871,635271421,en,"RT @GWmag: Give your garden birds an energy rich treat, by making these fat cakes. They're a fun and easy project for a cold day. https://t…",
['1596579708967198722'],2022-11-26T19:00:40.000Z,1596579708967198722,635271421,en,"RT @GWmag: Discover the best ways to turn your garden into a cosy, inviting winter retreat. https://t.co/LFG31dOnZt",
['1596579626557575169'],2022-11-26T19:00:20.000Z,1596579626557575169,635271421,en,RT @SCDband: Percusion set up. https://t.co/qLCje8vwf8,
['1596579000406929408'],2022-11-26T18:57:51.000Z,1596579000406929408,635271421,en,"RT @DoddieGump: We've seen Doddie Aid snoods all over the world but this is one in Antarctica is definitely one of the 'coolest' ❄🐧

We wan…",
['1596578535417991169'],2022-11-26T18:56:00.000Z,1596578535417991169,635271421,en,"RT @Coventry_City: TICKETS: General admission tickets for our away game against Reading are now sold-out!

A small number of ambulant/wheel…",
['1596578504577105921'],2022-11-26T18:55:53.000Z,1596578504577105921,635271421,en,"RT @Coventry_City: NEWS: Coventry City are in urgent discussions regarding the current situation with the Club Shop and online store.

More…",
['1596578418941992961'],2022-11-26T18:55:32.000Z,1596578418941992961,635271421,en,"RT @Coventry_City: 🏆 The Sky Blues will learn their #FACup Third Round opponents on Monday evening, it has been confirmed.

#PUSB",
['1596487739876196352'],2022-11-26T12:55:13.000Z,1596487739876196352,635271421,en,@debnelson1964 @deanocity3 Absolute bargain for something handmade! well done to you both,{'place_id': '50f2d0272381533f'}
['1596487283989184512'],2022-11-26T12:53:24.000Z,1596487283989184512,635271421,en,@debnelson1964 @deanocity3 Wow!! That’s amazing,{'place_id': '50f2d0272381533f'}
['1596478337039454209'],2022-11-26T12:17:51.000Z,1596478337039454209,635271421,en,"RT @lovely_plot: When adulting is hard &amp; ppl are annoying &amp; you'd rather spend time with your bird-friends...💕
It will never cease to amaze…",
['1596477957110898688'],2022-11-26T12:16:20.000Z,1596477957110898688,635271421,en,"RT @ST0NEHENGE: Sunrise at Stonehenge today (26th November) is at 7.41am, sunset is at 4.05pm 🌥 https://t.co/wWcvZfsa2n",
['1596477805159907329'],2022-11-26T12:15:44.000Z,1596477805159907329,635271421,en,@RobertMbe It looks wonderful lit up 🎄🦀🦞😍,{'place_id': '50f2d0272381533f'}
['1596477386404528128'],2022-11-26T12:14:04.000Z,1596477386404528128,635271421,en,@debnelson1964 @deanocity3 They look amazing 🤩 hope it’s a good day!,
['1596217298960125953'],2022-11-25T19:00:35.000Z,1596217298960125953,635271421,en,"RT @KitchenSanc2ary: Saag Aloo
A beautiful Indian side dish made with spinach, potatoes and spices. I like to add a little stock to mine to…",
['1596217236603256832'],2022-11-25T19:00:20.000Z,1596217236603256832,635271421,en,RT @GWmag: Want to add more plants to your garden without spending a penny? 🌼 Watch as @TheMontyDon shows how to divide plants. You'll make…,
['1596216701137391618'],2022-11-25T18:58:12.000Z,1596216701137391618,635271421,en,RT @England: We're with you ❤️ https://t.co/SoqNDakeBM,
['1596208347157790720'],2022-11-25T18:25:00.000Z,1596208347157790720,635271421,en,RT @SkyBlueFansTV1: Should be a good listen #PUSB,
