text,lang,created_at,id,edit_history_tweet_ids,author_id
@ianmoone911 @ChristinaHaas17 @laorenchanna @PraetorPrimus @djrothkopf The Bible Is a Catholic Book https://t.co/XaIsXrH6rG,en,2022-11-28T04:02:05.000Z,1597078350497222656,['1597078350497222656'],24190155
@ianmoone911 @ChristinaHaas17 @laorenchanna @PraetorPrimus @djrothkopf https://t.co/4RXnRko0nc,qme,2022-11-28T04:00:54.000Z,1597078053183582208,['1597078053183582208'],24190155
@ianmoone911 @ChristinaHaas17 @laorenchanna @PraetorPrimus @djrothkopf And Martin Luther himself used to hear voices in a tower. Some people say he was schizophrenic other people say he was possessed. He removed how many books from the Bible?,en,2022-11-28T03:58:17.000Z,1597077394535624704,['1597077394535624704'],24190155
@ianmoone911 @ChristinaHaas17 @laorenchanna @PraetorPrimus @djrothkopf And if you want to talk about weapons of weaponization Martin Luther enabled the kidnapping and raping of nuns and the stealing of Catholic churches and property.,en,2022-11-28T03:57:49.000Z,1597077276075917312,['1597077276075917312'],24190155
@ianmoone911 @ChristinaHaas17 @laorenchanna @PraetorPrimus @djrothkopf She's not correct. Latin was the language. There are three holy languages. Latin Hebrew and Greek and the reason being is because they were on the cross.,en,2022-11-28T03:56:40.000Z,1597076984965652480,['1597076984965652480'],24190155
@ErinBrockovich So you're against the United States hanging out with neo-nazis in Ukraine too huh?,en,2022-11-27T20:26:24.000Z,1596963674203115520,['1596963674203115520'],24190155
@ChristinaHaas17 @laorenchanna @PraetorPrimus @djrothkopf Considering it wasn't the Catholic church that changed the Bible it was the Protestants you'd be wrong on that.,en,2022-11-27T20:24:42.000Z,1596963247420510208,['1596963247420510208'],24190155
@laorenchanna @PraetorPrimus @ChristinaHaas17 @djrothkopf Then you missed the part where he said about grabbing a sword. You might want to go back and look that up,en,2022-11-27T20:24:12.000Z,1596963119829749760,['1596963119829749760'],24190155
@ChristinaHaas17 @djrothkopf Here's the problem. He wasn't a man he was incarnate,en,2022-11-27T20:23:43.000Z,1596962998572109824,['1596962998572109824'],24190155
"@djrothkopf Luke 12. Suggested reading.
49 “I have come to set the world on fire, and I wish it were already burning! 50 I have a terrible baptism of suffering ahead of me, and I am under a heavy burden until it is accomplished.""",en,2022-11-27T20:22:16.000Z,1596962634125168640,['1596962634125168640'],24190155
@FashionMaven88 @GrayChevyVan @djrothkopf Well here's the problem. Jesus wasn't a guy. He was incarnate.,en,2022-11-27T20:20:57.000Z,1596962299813965824,['1596962299813965824'],24190155
"@sourpatchlyds Lydia, it's basically a dog pissing on a tree for territory and the territory getting challenged and holding on to Old hurts and misconceptions without clearing the air. As a union representative I used to see this kind of crap all the time.  If he can't let it go that's on him",en,2022-11-27T20:19:34.000Z,1596961952151965697,['1596961952151965697'],24190155
@Roshan_Rinaldi But yet funds the neo-nazis of the Azov Battalion in Ukraine. Make it make sense.,en,2022-11-27T16:16:57.000Z,1596900895618650114,['1596900895618650114'],24190155
@SteveSchmidtSES What color is the sky in your world?,en,2022-11-27T16:14:55.000Z,1596900385574506497,['1596900385574506497'],24190155
@TaylorRMarshall Why am I not surprised? Wheat and Chaff,en,2022-11-27T13:45:57.000Z,1596862895463501826,['1596862895463501826'],24190155
@mari_in_space @BenjaminPDixon Again watch the documentary. Learn something. Because you haven't done as near as amount of research I've been doing over the past couple years about what's been going on. There are two studies that are out that you know nothing about as to why these men are doing this,en,2022-11-27T13:42:00.000Z,1596861901736124423,['1596861901736124423'],24190155
@mari_in_space @BenjaminPDixon I'm not doing your homework for you you need to watch the whole Frontline documented series because it all ties in together. Mind you this is from a leftist view of PBS. When you don't do your due diligence and research you come up with the opinion you have which is not informed.,en,2022-11-27T13:41:10.000Z,1596861692452872192,['1596861692452872192'],24190155
@Alyssa_Milano Yet buys a Nazi designed vehicle and trades in an American-made vehicle.,en,2022-11-27T02:54:49.000Z,1596699033917181952,['1596699033917181952'],24190155
@moroccandna @FinEssentials @Alyssa_Milano Oh but in her mind it is,en,2022-11-27T02:53:49.000Z,1596698780120018945,['1596698780120018945'],24190155
"@Alyssa_Milano My father was a six bronze star recipient from World War II and every time he saw a VW Beetle driving down the street he would snarl because it was associated with Nazis, created by Nazis and in his mind did not belong in America because a lot of people died fighting them.",en,2022-11-27T02:45:18.000Z,1596696640697634816,['1596696640697634816'],24190155
"@kylegriffin1 Now pay your $8.

See how that works? https://t.co/g7Jfwi2129",en,2022-11-26T20:25:43.000Z,1596601113003819013,['1596601113003819013'],24190155
