text,id,created_at,lang,edit_history_tweet_ids,author_id
RT @woodwardsports: Michigan planted the flag on the field in Columbus. #GoBlue https://t.co/zwz3IYAZkB,1596962422329606145,2022-11-27T20:21:26.000Z,en,['1596962422329606145'],1214628008
"RT @DB_Legends: Watch Reveals &amp; Stuff Legends Festival Edition starting at 14:00 (UTC) tomorrow, 11/24!

We'll be revealing information abo…",1595787354438078464,2022-11-24T14:32:08.000Z,en,['1595787354438078464'],1214628008
RT @xTrillValentine: 💔 https://t.co/QHdekmKFmp,1595022616150040576,2022-11-22T11:53:20.000Z,und,['1595022616150040576'],1214628008
RT @TBrandon84: Only PLAYER....not just rookie...PLAYER https://t.co/bUf8nVXRNn,1594841663012208641,2022-11-21T23:54:17.000Z,en,['1594841663012208641'],1214628008
Random but 🤷🏾‍♂️👍🏾 https://t.co/C4qWjHQAuS,1594841601213349889,2022-11-21T23:54:03.000Z,en,['1594841601213349889'],1214628008
I still kick myself for missing that opportunity…twice. It’s a wrap now but I hope she happy 😅,1591759759933591558,2022-11-13T11:47:54.000Z,en,['1591759759933591558'],1214628008
RT @MoneyMan: Luv lowkey females,1591758764855762945,2022-11-13T11:43:57.000Z,en,['1591758764855762945'],1214628008
RT @seanfracek: Dave Chappelle roasts Kanye West during his Saturday Night Live monologue. https://t.co/Xcmoj4ScNG,1591757707844935680,2022-11-13T11:39:45.000Z,en,['1591757707844935680'],1214628008
RT @LarryJuneTFM: Being able to enjoy life has always been one of my biggest inspirations.,1591757145292550144,2022-11-13T11:37:31.000Z,en,['1591757145292550144'],1214628008
This song had me on all bullshit that summer https://t.co/M3wzR3xsgA,1590910981840203776,2022-11-11T03:35:10.000Z,en,['1590910981840203776'],1214628008
"RT @Highway_30: As a completely independent and non-affiliated party to Kyrie Irving, I am officially condemning the actions taken against…",1590317988346925056,2022-11-09T12:18:49.000Z,en,['1590317988346925056'],1214628008
Shiiiiiid been knew. Shawty cheeked up 🤣 https://t.co/MC0QzCHHyk,1590317081224179713,2022-11-09T12:15:13.000Z,en,['1590317081224179713'],1214628008
RT @lpohutsky19: Prop 3 has passed in Michigan. Abortion will remain safe and legal because of countless hours activists and volunteers pou…,1590316652805378049,2022-11-09T12:13:31.000Z,en,['1590316652805378049'],1214628008
@King11Dav Now wait a damn minute 🤔🤣,1587957742970486784,2022-11-03T00:00:03.000Z,en,['1587957742970486784'],1214628008
Man this shit so weak smdh https://t.co/bO0aunXh86,1587389624023916545,2022-11-01T10:22:33.000Z,en,['1587389624023916545'],1214628008
RT @shannonsharpeee: They got the Alphas and Deltas strolling to Knuck If You Buck on College Gameday at Jackson State 🔥🔥🔥 https://t.co/VLg…,1586435870877396992,2022-10-29T19:12:40.000Z,en,['1586435870877396992'],1214628008
RT @ScottieBeam: LOUDER LOUDER LOUDER,1585061797635112961,2022-10-26T00:12:36.000Z,nl,['1585061797635112961'],1214628008
Check the air quality 🍊 https://t.co/clkWOAwi2T,1585060793422577665,2022-10-26T00:08:36.000Z,en,['1585060793422577665'],1214628008
@playboigid @donovanlay00 I got the same bet it’s fuckin lit 🔥🔥🔥🔥,1583680634140364802,2022-10-22T04:44:21.000Z,en,['1583680634140364802'],1214628008
