lang,text,edit_history_tweet_ids,created_at,author_id,id
en,"RT @DeeLeftMom: Who the fuck would vote for a brain injured person with absolutely no principles, just to fuck with Dems &amp; BIPOC. Only a vi…",['1597016089250082816'],2022-11-27T23:54:41.000Z,164593620,1597016089250082816
en,"@HeatherThomasAF @DontCallMeDebby Same usually cookie sheet, but sometimes I call it a sheet pan, if it has edges. But never cooking sheet",['1596996374351912960'],2022-11-27T22:36:21.000Z,164593620,1596996374351912960
en,@TG22110 It’s true and sad,['1596994977133137920'],2022-11-27T22:30:47.000Z,164593620,1596994977133137920
en,"RT @TG22110: The richer someone is, the more people are willing to give them a free pass for their lack of good character. 

It’s a sad sta…",['1596994891053031424'],2022-11-27T22:30:27.000Z,164593620,1596994891053031424
en,"RT @santiagomayer_: I just spent a week in a relatively conservative part of GA. 

Yes, yard signs don’t vote, but there were about 3 Warno…",['1596994315300982784'],2022-11-27T22:28:10.000Z,164593620,1596994315300982784
en,RT @briantylercohen: lol ok dude. https://t.co/2Z7k87OgDE,['1596993969338351616'],2022-11-27T22:26:47.000Z,164593620,1596993969338351616
en,"RT @ReverendWarnock: It’s still Election Season, y’all. And we need all the help we can get to spread the word. Big thanks to @wakaflocka f…",['1596993095232802816'],2022-11-27T22:23:19.000Z,164593620,1596993095232802816
en,"RT @DeeLeftMom: Republicans are clueless about GenZs. They think people like Charlie Kirk will appeal to them. Here a fucking clue, you dum…",['1596989909197209600'],2022-11-27T22:10:39.000Z,164593620,1596989909197209600
und,@PontiffNumber1 Yes 👍,['1596988617062088704'],2022-11-27T22:05:31.000Z,164593620,1596988617062088704
en,RT @DeeLeftMom: @MysterySolvent Ibe Mushroom Sucker🍄,['1596987406300782593'],2022-11-27T22:00:42.000Z,164593620,1596987406300782593
en,@MysterySolvent Ibe Mushroom Sucker🍄,['1596987379759616000'],2022-11-27T22:00:36.000Z,164593620,1596987379759616000
en,"RT @warrenswil: #HerschelWalker busted for #TaxFraud or voter fraud. Take you pick!
Either he lives in GA or TX, not BOTH!
#MAGATs think th…",['1596986421075595265'],2022-11-27T21:56:48.000Z,164593620,1596986421075595265
en,"RT @lindyli: Elon Musk just said: “Any incitement to violence will result in account suspension”

Who wants to tell him what Trump did to o…",['1596985923303927808'],2022-11-27T21:54:49.000Z,164593620,1596985923303927808
en,RT @ReverendWarnock: I made sure my voice was heard today. VOTE 😁🗳️ https://t.co/EYgFX3qwzo,['1596985902412070914'],2022-11-27T21:54:44.000Z,164593620,1596985902412070914
