edit_history_tweet_ids,text,id,created_at,author_id,lang
['1597012624767492096'],"@engixnerd Yes, worry about Kenny Pick 6 .",1597012624767492096,2022-11-27T23:40:55.000Z,30198595,en
['1597011495484694529'],@CastleWillKill @Lj_era8 @jtuck9 Yesss more FB’s and TE’s!!!!!!!!!!!,1597011495484694529,2022-11-27T23:36:26.000Z,30198595,en
['1597011098280296448'],@engixnerd Stay in your lane clown!!!!!,1597011098280296448,2022-11-27T23:34:51.000Z,30198595,en
['1597009033562820608'],RT @Lj_era8: Same🌪,1597009033562820608,2022-11-27T23:26:39.000Z,30198595,en
['1597005177407803392'],"It’s time for a change!!!!!

#RavensFlock",1597005177407803392,2022-11-27T23:11:19.000Z,30198595,en
['1597004998541352960'],@bmore_ray52 @RealmRavens *Wr’s,1597004998541352960,2022-11-27T23:10:37.000Z,30198595,und
['1597004886637309953'],@bmore_ray52 @RealmRavens Can we all stop acting like the front office hasn’t failed Lamar. This issue has been going on for years. They value FB’s more than TE’s.,1597004886637309953,2022-11-27T23:10:10.000Z,30198595,en
['1596993117944938496'],@Ravens When the organization you play for value FB more than Wr’s in 2022 yea that’s a problem. Watching the Ravens offense is like watching a different sport compared to other teams.,1596993117944938496,2022-11-27T22:23:24.000Z,30198595,en
['1596992375192453120'],@sgellison Probably Jamison!!!!,1596992375192453120,2022-11-27T22:20:27.000Z,30198595,en
['1596991640425881600'],@Wakangsta @sgellison We didn’t execute!,1596991640425881600,2022-11-27T22:17:32.000Z,30198595,en
['1596990597575086080'],"@Ravens When you value a FB more than a Wr , this is what you get. Next week they will run the ball 80% and 20% pass.",1596990597575086080,2022-11-27T22:13:23.000Z,30198595,en
['1596989138896842754'],@Wakangsta @sgellison We didn’t execute!,1596989138896842754,2022-11-27T22:07:35.000Z,30198595,en
['1596988824789229568'],@Ravens The problem is they value FB more than Wr’s but according to JH. He doesn’t want me guys on the team and his comment about Wr’s coming here is coming to light. Greg Roman must go!,1596988824789229568,2022-11-27T22:06:21.000Z,30198595,en
['1596988232830713856'],@sgellison So what are you going to do about it JH?,1596988232830713856,2022-11-27T22:03:59.000Z,30198595,en
['1596987874217693184'],"@Ravens Sorry coaching staff, it’s time for a change.",1596987874217693184,2022-11-27T22:02:34.000Z,30198595,en
['1596987259047157760'],"@Wakangsta @sgellison The offense is to blame as well, let JH tell we didn’t execute. 3 fgs in the Redzone is not got offense!",1596987259047157760,2022-11-27T22:00:07.000Z,30198595,en
['1596985321807556609'],@sgellison The offense has been playing bad the past couple weeks. These are the games the Ravens will lose because they have no Wr that can get open. This goes back to EDC and Biscotti!,1596985321807556609,2022-11-27T21:52:25.000Z,30198595,en
['1596984006457065473'],@jeffzrebiec Stephens should not see the field anymore.,1596984006457065473,2022-11-27T21:47:12.000Z,30198595,en
['1596983192829177858'],"@sgellison Sorry coaching staff, and Lamar not worth the money he wants .",1596983192829177858,2022-11-27T21:43:58.000Z,30198595,en
['1596963616170778624'],"How many times Duvernay is going to let the guy run down the field untouched. This team man!

#Ravens",1596963616170778624,2022-11-27T20:26:10.000Z,30198595,en
['1596962271091363840'],@sgellison Lamar has to throw the ball. Robinson was open!,1596962271091363840,2022-11-27T20:20:50.000Z,30198595,en
['1596962083324952577'],@Ravens @jtuck9 Oh stop putting Hill in with two big backs.,1596962083324952577,2022-11-27T20:20:05.000Z,30198595,en
['1596961878571634688'],"@Ravens @jtuck9 Lamar wth are you looking at? Robinson was open, throw the ball.",1596961878571634688,2022-11-27T20:19:16.000Z,30198595,en
['1596955844276809729'],@Ravens Wr’s run free on our defense but our Wr’s losing touches to a FB. To a FB!!!,1596955844276809729,2022-11-27T19:55:17.000Z,30198595,en
['1596952589827833857'],"Our coaching staff fails to make adjustments on the fly. You got Jones looking like Julio out there running free.

#RavensFlock",1596952589827833857,2022-11-27T19:42:22.000Z,30198595,en
['1596951323815337984'],@Ravens @jtuck9 FB with more targets than Wr’s ? Ridiculous !,1596951323815337984,2022-11-27T19:37:20.000Z,30198595,en
