text,id,created_at,lang,edit_history_tweet_ids,author_id
"Ok yea, that one is crossed off the “potentials” list. https://t.co/716trL9RE5",1597042010183307265,2022-11-28T01:37:41.000Z,en,['1597042010183307265'],26144406
"RT @WajahatAli: People care about democracy. It's a kitchen table issue. Ditto abortion rights and liberties. Democrats, fight accordingly.",1597040046942883840,2022-11-28T01:29:53.000Z,en,['1597040046942883840'],26144406
"RT @KevinMKruse: People have noted denunciations from Liz Cheney, Adam Kinzinger, and Chris Christie — good for them, but I think it’s fair…",1597039866998845443,2022-11-28T01:29:10.000Z,en,['1597039866998845443'],26144406
RT @RepJerryNadler: Looking for a single returning or new GOP House member who has condemned Trump for the Fuentes/Ye meeting.  Anyone?  Ra…,1597039682969227264,2022-11-28T01:28:26.000Z,en,['1597039682969227264'],26144406
RT @sam_d_1995: it’s funny how conservatives call liberals “snowflakes” but are deathly afraid of cities (that happen to be extremely safe…,1597039521111347201,2022-11-28T01:27:48.000Z,en,['1597039521111347201'],26144406
RT @SIfill_: They’re cowering before MTG.,1597039492623659010,2022-11-28T01:27:41.000Z,en,['1597039492623659010'],26144406
"RT @KevinMKruse: And yet none of them have denounced Trump for dining with a white supremacist.

They might not be cowering before Trump an…",1597039377611620352,2022-11-28T01:27:13.000Z,en,['1597039377611620352'],26144406
"RT @nrookie: “The Sun Sentinel found:
•When Florida’s child welfare system takes in a girl, the odds she will be trafficked for sex increas…",1597039330698022912,2022-11-28T01:27:02.000Z,en,['1597039330698022912'],26144406
"RT @SethCotlar: Anyway, the only way someone finds it strange (or part of a coordinated campaign) for people to express concern about the c…",1597039026854580224,2022-11-28T01:25:50.000Z,en,['1597039026854580224'],26144406
"RT @SethCotlar: If you find yourself using the term ""the narrative"" without irony, please consult your doctor immediately because it might…",1597038980922413057,2022-11-28T01:25:39.000Z,en,['1597038980922413057'],26144406
RT @SethCotlar: Elon's case of MAGA brain worms seems to be getting worse. https://t.co/H2jykE2PNe,1597038842418147328,2022-11-28T01:25:06.000Z,en,['1597038842418147328'],26144406
RT @owillis: except the house gop's tweet praising kanye is still up,1597038618266464257,2022-11-28T01:24:12.000Z,en,['1597038618266464257'],26144406
"RT @Will_Bunch: Blatant antisemitism, now infiltrating Mar-a-Lago, LGBTQ+ hatred including a mass shooting, AR-15s at protests -- the U.S.…",1597038574532063232,2022-11-28T01:24:02.000Z,en,['1597038574532063232'],26144406
"RT @reedgalen: Dear national media: just because the Republicans say crazy ass things, doesn’t mean you should cover them as normal.",1597038467875508224,2022-11-28T01:23:36.000Z,en,['1597038467875508224'],26144406
"RT @isaiahrmartin: The scenes coming out of Georgia are flat out unacceptable. No one, and I mean no one, should be forced to trade hours o…",1597038332416253952,2022-11-28T01:23:04.000Z,en,['1597038332416253952'],26144406
"RT @Will_Bunch: ""Fuentes is also a disciple of the late far-right activist Adolf Hitler...""",1597038244973416449,2022-11-28T01:22:43.000Z,en,['1597038244973416449'],26144406
RT @AVindman: I’ll put my reputation up against yours any day. I’ve spent my entire adult life in service to my country. Upheld my oath to…,1597038131597185024,2022-11-28T01:22:16.000Z,en,['1597038131597185024'],26144406
This whole 🧵👇 https://t.co/LdVRfZnPBM,1597038058494644224,2022-11-28T01:21:59.000Z,en,['1597038058494644224'],26144406
"RT @adamjohnsonNYC: a particular Type Of Guy rejects “labels” and is “neither left nor right” and exist outside of politics, political coal…",1597036503192203265,2022-11-28T01:15:48.000Z,en,['1597036503192203265'],26144406
"RT @Steven_Strauss: I think the GOP position is anti-semitism is fine, as long as it is combined with support 4 Likud, or parties to the ri…",1597036427920912384,2022-11-28T01:15:30.000Z,en,['1597036427920912384'],26144406
RT @Stonekettle: https://t.co/mOg4DY6jPb,1597036025205125122,2022-11-28T01:13:54.000Z,zxx,['1597036025205125122'],26144406
