id,author_id,created_at,text,edit_history_tweet_ids,lang
1597011474152853504,1516607068618166275,2022-11-27T23:36:21.000Z,"RT @robbystarbuck: We’re watching history in China right now. Protests against the communist party and Xi Jinping have spread to Shanghai,…",['1597011474152853504'],en
1597011381634879488,1516607068618166275,2022-11-27T23:35:59.000Z,RT @Arwenstar: “I say we owe them [our leaders] nothing – not our loyalty and not our obedience. If we continue to comply we build our own…,['1597011381634879488'],en
1597011270846537729,1516607068618166275,2022-11-27T23:35:32.000Z,RT @hrkbenowen: Whatever happened to these two doctors? https://t.co/enoAAds8ZS,['1597011270846537729'],en
1597011053631926272,1516607068618166275,2022-11-27T23:34:40.000Z,RT @1sthisr34l: Study from Sweden confirms the mRNA vaccines edit DNA. https://t.co/HdmLDt8nwM,['1597011053631926272'],en
1597010431767633920,1516607068618166275,2022-11-27T23:32:12.000Z,RT @DineshDSouza: I wonder if a hidden motive for the rage against @elonmusk is that he’s nuking a whole bunch of pedophile accounts. This…,['1597010431767633920'],en
1597010294450311168,1516607068618166275,2022-11-27T23:31:39.000Z,"RT @ezralevant: This is terrible.

It's also what happened to our reporters David Menzies, Alexa Lavoie and others, at the hands of Justin…",['1597010294450311168'],en
1597009984034050048,1516607068618166275,2022-11-27T23:30:25.000Z,"RT @ThevoiceAlexa: Where is this world going... Now we're pushing people to use medically assisted suicide as a treatment?

And Simons uses…",['1597009984034050048'],en
1597009935015219201,1516607068618166275,2022-11-27T23:30:14.000Z,"RT @TheTorontoSun: GUNTER: Tardy Trudeau shows comtempt, again https://t.co/pjEJXsLZLv",['1597009935015219201'],en
1597009881701421056,1516607068618166275,2022-11-27T23:30:01.000Z,"RT @ThevoiceAlexa: SHOCKING !

There are too many redacted documents to upload, so here’s a screen recording showcasing Canada’s so-called…",['1597009881701421056'],en
1597009826756038657,1516607068618166275,2022-11-27T23:29:48.000Z,@songpinganq Trudeau built these same camps in Canada!! Wake yet people,['1597009826756038657'],en
1597009570848997376,1516607068618166275,2022-11-27T23:28:47.000Z,"RT @songpinganq: The largest quarantine camp in China's Guangzhou city is being built.
It has 90,000 isolation pods. https://t.co/7VdAJpki5q",['1597009570848997376'],en
1597009261133189121,1516607068618166275,2022-11-27T23:27:33.000Z,"RT @disclosetv: NEW - Pfizer’s CEO has been rapped by the UK’s pharmaceutical watchdog for making ""disgracefully misleading"" statements abo…",['1597009261133189121'],en
1597009163351379976,1516607068618166275,2022-11-27T23:27:10.000Z,RT @rising_serpent: Its been 48 hours since a bunch of people in China were burned to death inside their homes because of CCP's draconian l…,['1597009163351379976'],en
1597008914633347072,1516607068618166275,2022-11-27T23:26:10.000Z,@LindaGo52838870 Crimes against humanity,['1597008914633347072'],en
1597008636035108865,1516607068618166275,2022-11-27T23:25:04.000Z,RT @PeterDClack: China builds turbines &amp; solar panels for the world - but doesn't use them. China's amazing economic miracle is from coal-o…,['1597008636035108865'],en
1596992268401274880,1516607068618166275,2022-11-27T22:20:02.000Z,RT @GordonGChang: #China is on the verge of descending into chaos.,['1596992268401274880'],en
1596992206812119040,1516607068618166275,2022-11-27T22:19:47.000Z,RT @LuisT5553: Doctors Baffled 😒💉 https://t.co/efgvA6wpBQ,['1596992206812119040'],en
1596992162755145729,1516607068618166275,2022-11-27T22:19:36.000Z,@MelissaLantsman @JrGellein I wonder if they got a permit from Trudeau! 😂😂😂,['1596992162755145729'],en
1596992060955185152,1516607068618166275,2022-11-27T22:19:12.000Z,"RT @MelissaLantsman: Stunning images being shared of protests happening across China, at a scale not seen in decades. 

Incredible courage…",['1596992060955185152'],en
1596992017175052289,1516607068618166275,2022-11-27T22:19:02.000Z,"RT @suzseddon: This Man Gets It. Short, Sweet And Well Said. 👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼 https://t.co/GRTNlPHt47",['1596992017175052289'],en
1596991758260662272,1516607068618166275,2022-11-27T22:18:00.000Z,"RT @shuvmajumdar: Once again, @JustinTrudeau fails to make the case for clean, stable, long term Canadian energy over dictator oil.",['1596991758260662272'],en
1596991685464330240,1516607068618166275,2022-11-27T22:17:43.000Z,RT @Jed6767: Just another video montage of proof Trudeau perjured himself. https://t.co/rUwScKaS3I,['1596991685464330240'],en
1596991648244072448,1516607068618166275,2022-11-27T22:17:34.000Z,"RT @TrevorEnglandQ: JUSTIN BLACKFACE TRUDEAU CASTRO FORCED CANADIAN CITIZENS 
TOO GET THE MURDER SHOT...
https://t.co/bzGi73Sgwy",['1596991648244072448'],en
1596991593680375808,1516607068618166275,2022-11-27T22:17:21.000Z,@brixwe @ErikLuczak #TrudeauNationalDisgrace,['1596991593680375808'],qme
1596991498461253635,1516607068618166275,2022-11-27T22:16:58.000Z,"RT @brixwe: “This vaccine campaign will go down as the biggest scandal in medical history.” 

https://t.co/18w0HKtfQs",['1596991498461253635'],en
1596991478127267840,1516607068618166275,2022-11-27T22:16:53.000Z,"RT @MelissaLantsman: The Parliamentary Budget Officer THEY appointed told us that 60% of Canadians in ON, SK, MB and AB pay more than they…",['1596991478127267840'],en
1596991370966994944,1516607068618166275,2022-11-27T22:16:28.000Z,RT @mcdowell_norm: @Concern70732755 Absolutely.  Trudeau.  PERIOD. https://t.co/PRh5WJYiy0,['1596991370966994944'],en
