edit_history_tweet_ids,text,id,created_at,author_id,lang,geo
['1596972962577412097'],"RT @Olang_Moses: The Mass Actions called for by baba should not be taken lightly, this regime of cowards ni raisi sana kumaliza.",1596972962577412097,2022-11-27T21:03:19.000Z,938929297,en,
['1596970701671784448'],"Leroy Sane, what a wasted chance",1596970701671784448,2022-11-27T20:54:20.000Z,938929297,en,
['1596970194022256640'],"Somebody tell @rigathi that Raila Odinga's son and daughters have always led the streets protests and they will still lead the protests starting this Wednesday. 
He would have known this, but he was busy looting Nyeri County government with the supply of fake dialysis machines.",1596970194022256640,2022-11-27T20:52:19.000Z,938929297,en,
['1596969417765978115'],"@elijah_odhiambo 🤣🤣🤣🤣
Interestingly",1596969417765978115,2022-11-27T20:49:14.000Z,938929297,en,
['1596968572668243968'],"Haha, I still remember some Kalenjin telling me that Ruto is not Uhuru and that he can never tolerate maandamano I hope the guy is still alive. The bandits might have done him bad. Wednesday is here.",1596968572668243968,2022-11-27T20:45:52.000Z,938929297,en,
['1596967703243542529'],David De Gea would have kept that out,1596967703243542529,2022-11-27T20:42:25.000Z,938929297,en,
['1596967492248666112'],1-1 GAME ON!,1596967492248666112,2022-11-27T20:41:35.000Z,938929297,en,
['1596966614838104065'],"The Raila call for mass protest will see this regime crumble, Raila is not a man you dare. William Ruto got it wrong.",1596966614838104065,2022-11-27T20:38:05.000Z,938929297,en,
['1596965516627050496'],I can assure you that the Wednesday rally by Baba at Kamukunji grounds will have many hustlers than the 'dynasties',1596965516627050496,2022-11-27T20:33:44.000Z,938929297,en,
['1596965042087694336'],"😂😂😂😂😂
Walevi just go home, the dimples boy isn't here to joke. Hii pesa mnakinywa mtume kwa paybill ya Gachagua. https://t.co/TffX82DIbG",1596965042087694336,2022-11-27T20:31:50.000Z,938929297,en,
['1596963192277958657'],Dani Olmo is tearing this Germany team apart.,1596963192277958657,2022-11-27T20:24:29.000Z,938929297,en,
['1596962461827346432'],Germany has a mountain to climb,1596962461827346432,2022-11-27T20:21:35.000Z,938929297,en,
['1596961602636775424'],Even those who chided Uhuru and called him a drunkard are mad that clubs in residential areas are not allowed to operate in the night.,1596961602636775424,2022-11-27T20:18:10.000Z,938929297,en,
