lang,id,text,edit_history_tweet_ids,author_id,created_at
en,1597079942659182593,RT @KingJosiah54: Aaron Rodgers after Jordan Love threw a TD pass https://t.co/elOtYraznJ,['1597079942659182593'],191662582,2022-11-28T04:08:25.000Z
en,1597079655156097024,"RT @ProFootballTalk: From the broken thumb to this new oblique injury, there's a chance we don't see Aaron Rodgers play again this year. Wh…",['1597079655156097024'],191662582,2022-11-28T04:07:16.000Z
en,1597079557131362304,"Ok, Jordan Love...we see you!",['1597079557131362304'],191662582,2022-11-28T04:06:53.000Z
en,1597078994905464832,RT @Jeff_McLane: Aaron Rodgers is out of uniform on the Packers bench. Jordan Love to play QB.,['1597078994905464832'],191662582,2022-11-28T04:04:39.000Z
en,1597062137180205056,What a catch.,['1597062137180205056'],191662582,2022-11-28T02:57:40.000Z
en,1597061329982218240,Tasmanian Devil from Looney Tunes https://t.co/0RAnorbg9Y,['1597061329982218240'],191662582,2022-11-28T02:54:27.000Z
en,1597056038599286784,RT @mikegolicjr: nah absolutely not. this is not a white people thing. we don't claim this.,['1597056038599286784'],191662582,2022-11-28T02:33:26.000Z
en,1597050430176968710,"RT @ChrisCannFL: Tallahassee police: Mass shooting at FAMU recreation center kills 1, injures 4 others https://t.co/XQwm5Gjx0x",['1597050430176968710'],191662582,2022-11-28T02:11:08.000Z
en,1597047394696253441,RT @killmesIime: DJ Mustard was a villain,['1597047394696253441'],191662582,2022-11-28T01:59:05.000Z
en,1597045149485658113,RT @crawf34: they could pull my fingernails out at a CIA black site and I would never ever be inclined to admit this on twitter https://t.c…,['1597045149485658113'],191662582,2022-11-28T01:50:09.000Z
en,1597042568076066817,Packers look absolutely done.,['1597042568076066817'],191662582,2022-11-28T01:39:54.000Z
en,1597041834534244352,Indiana Jones and the Crystal Skull is high on my it's so bad it's good list. So fun to watch and nothing makes sense.,['1597041834534244352'],191662582,2022-11-28T01:36:59.000Z
en,1597038591867179008,RT @TylerIAm: DISCRETION went extinct and I am uncertain why,['1597038591867179008'],191662582,2022-11-28T01:24:06.000Z
en,1597038216548601856,RT @TylerIAm: This is revolting,['1597038216548601856'],191662582,2022-11-28T01:22:37.000Z
en,1597038203755974656,RT @TylerIAm: Family sick bowl?,['1597038203755974656'],191662582,2022-11-28T01:22:33.000Z
en,1597028586162356224,RT @owtkkast: why does it feel like 10pm?,['1597028586162356224'],191662582,2022-11-28T00:44:20.000Z
en,1597027013550039040,"RT @EAMaddenNFL: Momma…there goes that man 🥹

@iAM_JoshJacobs #LVvsSEA https://t.co/CHxvKk0tSx",['1597027013550039040'],191662582,2022-11-28T00:38:06.000Z
en,1597026658695143424,What a finish! Raiders!,['1597026658695143424'],191662582,2022-11-28T00:36:41.000Z
