text,lang,created_at,id,edit_history_tweet_ids,author_id
"PIZZA PIZZA PIZZA
PIZZA IN THE TOWN https://t.co/0ZCxYZcF8x",en,2022-11-27T20:19:56.000Z,1596962045743677442,['1596962045743677442'],1067418291638083584
@lwhush он не достоин...,ru,2022-11-27T20:19:16.000Z,1596961876474490881,['1596961876474490881'],1067418291638083584
RT @itsjustanx: MCU Siblings. https://t.co/X14osVBQ2n,en,2022-11-27T19:25:08.000Z,1596948253635153920,['1596948253635153920'],1067418291638083584
@viloshka0 у меня так уже две недели проходят. я на 79 серии,ru,2022-11-27T19:22:52.000Z,1596947685046509569,['1596947685046509569'],1067418291638083584
"RT @cycyryza_: — у тебя такое настроение из-за готки с косичками?
— 
— её здесь нет. а мы здесь.
— ты права, прости. я рад быть здесь с тоб…",ru,2022-11-27T18:25:16.000Z,1596933188928311296,['1596933188928311296'],1067418291638083584
RT @cycyryza_: онА ТАКАЯ КРАСИВАЯ https://t.co/sypi44kd9P,ru,2022-11-27T18:25:07.000Z,1596933149208236032,['1596933149208236032'],1067418291638083584
RT @fukacimi: почему прокладки все еще платные если у меня нет денег но есть месячные мне сразу умереть или,ru,2022-11-27T18:24:00.000Z,1596932871478210560,['1596932871478210560'],1067418291638083584
"на кухню, но теперь я все съела из-за стресса. большое нахуй спасибо. с праздником, мам.",ru,2022-11-27T18:23:50.000Z,1596932828167835648,['1596932828167835648'],1067418291638083584
"мама, которая говорит ""не перекармливай себя"" когда я несу два кусочка пиццы и немного сладостей к себе очень выаодит меня из себя. во-первых у меня травма. во-вторых это не твое блять дело что я ем. в-третьих я хотела оставить половину на завтрак, чтобы не спускаться с 3 этажа",ru,2022-11-27T18:23:49.000Z,1596932825911287808,['1596932825911287808'],1067418291638083584
RT @lgbtzenin: i respect jenna ortega’s efforts to queercode every single character she’s ever played,en,2022-11-27T18:22:32.000Z,1596932501360242689,['1596932501360242689'],1067418291638083584
"RT @RodriguezYacel: We need you to renew the third season of Fate The Winx Saga please❤️⚔️
@netflix #SaveFateTheWinxSaga https://t.co/wl55c…",en,2022-11-27T18:17:50.000Z,1596931317824114688,['1596931317824114688'],1067418291638083584
RT @cycyryza_: уэнсдей которую просто заебали все парни которые крутятся вокруг неё как олицетворение всех кто смотрел/а сериал,ru,2022-11-27T18:17:38.000Z,1596931265969917953,['1596931265969917953'],1067418291638083584
@lwhush да,ru,2022-11-27T18:16:55.000Z,1596931086332067840,['1596931086332067840'],1067418291638083584
СКАР АХА0АХПВААВАХ https://t.co/9689aHUW3l,ru,2022-11-27T18:07:42.000Z,1596928769574416384,['1596928769574416384'],1067418291638083584
