text,id,created_at,lang,edit_history_tweet_ids,author_id
RT @dgurdasani1: Who could've foreseen that xenophobia &amp; making immigrants feel less welcome would mean people would take their vitally nee…,1597071160986210306,2022-11-28T03:33:31.000Z,en,['1597071160986210306'],297742844
RT @JenniferLerner1: High-risk people have a right to safety in public spaces amidst an ongoing mass death &amp; disabling event. It's sad that…,1597071133219487744,2022-11-28T03:33:24.000Z,en,['1597071133219487744'],297742844
"RT @MerlinofCanada: It’s not just Covid. Flu and RSV mean masks need to come back.

Mask mandates not only stem the spread of diseases but…",1597071108460908544,2022-11-28T03:33:19.000Z,en,['1597071108460908544'],297742844
"RT @MamaSitaa__: My friend is a mortician. She told me she had a death certificate cross her desk that stated Long Covid as COD, said its n…",1597070967703949312,2022-11-28T03:32:45.000Z,en,['1597070967703949312'],297742844
@Ready2020Ru @Sflecce My children have reported that their classrooms do NOT,1597070758337183747,2022-11-28T03:31:55.000Z,en,['1597070758337183747'],297742844
RT @kirstler31: In 1846 Dr Ignaz Semmelweis discovered hand washing lowered death rates. He wasn’t believed and eventually ended up in an a…,1597070574043664385,2022-11-28T03:31:11.000Z,en,['1597070574043664385'],297742844
"RT @nominalnaomi: Vaccinated people make up 80.6% of the U.S. population, yet only 58% of COVID-19 deaths. 

Unvaccinated people make up 19…",1597069012047114241,2022-11-28T03:24:59.000Z,en,['1597069012047114241'],297742844
RT @amandalhu: Today’s thing that makes you go hmmm: Doctors trying to convince us that test to stay/test to return is useless as federal p…,1597065279124955136,2022-11-28T03:10:09.000Z,en,['1597065279124955136'],297742844
RT @skepticalIDdoc: This late fall here in SE Ontario we're witnessing a competition amongst the 3 leading seasonal respiratory viruses. In…,1597065244224163841,2022-11-28T03:10:00.000Z,en,['1597065244224163841'],297742844
"RT @Billius27: Rapid test instructions and video. Omicron is sneakier, you need to swab well at mouth then nose. It may even take 5 days be…",1597065207045533696,2022-11-28T03:09:52.000Z,en,['1597065207045533696'],297742844
RT @Billius27: What's even more amazing is he dropped mandates right at the start of the BA.2 wave that ended up killing even more people o…,1597064646053494786,2022-11-28T03:07:38.000Z,en,['1597064646053494786'],297742844
"RT @eberlmat: @sophielouisecc A reminder that there are effective and safe vaccines against diseases like polio and diphtheria, which are p…",1597064422824226816,2022-11-28T03:06:45.000Z,en,['1597064422824226816'],297742844
"RT @jonathanstea: Dumb: Comparing things to the Holocaust that are not the Holocaust.

Dumber: Comparing vaccines and COVID-19 to the Holoc…",1597064204313595904,2022-11-28T03:05:52.000Z,en,['1597064204313595904'],297742844
"RT @BNOFeed: China reports 40,347 new coronavirus cases, a new record, amid growing protests against COVID Zero policy",1597064177280950275,2022-11-28T03:05:46.000Z,en,['1597064177280950275'],297742844
RT @yaneerbaryam: New study: Men infected with COVID have one third less sperm compared to uninfected men over 3 months later. Of 100 men i…,1597064150207070208,2022-11-28T03:05:40.000Z,en,['1597064150207070208'],297742844
"RT @kprather88: Excellent summary about why masks are so important...remember, they also reduce risk to all respiratory pathogens (includin…",1597062510099632128,2022-11-28T02:59:09.000Z,en,['1597062510099632128'],297742844
RT @Billius27: Where is this on the chart? I've drawn a circle. An infectious unmasked jogger could exhale excessive viral load with Omicro…,1597061747655213056,2022-11-28T02:56:07.000Z,en,['1597061747655213056'],297742844
RT @Billius27: This report out of China suggests that an unmasked  jogger running around a park lake in August for 35 minutes likely infect…,1597058566707638273,2022-11-28T02:43:28.000Z,en,['1597058566707638273'],297742844
"RT @DavidJuncker: @AntibioticDoc This tweet is wrong and contradicted by the data in Bouton et al. cited in the 🧵, and should be corrected…",1597057902426329091,2022-11-28T02:40:50.000Z,en,['1597057902426329091'],297742844
"RT @lisa_iannattone: Also the day that your symptoms started is day 0, not day 1. This is a really common mistake ppl make because it was n…",1597057743931977730,2022-11-28T02:40:12.000Z,en,['1597057743931977730'],297742844
"RT @lisa_iannattone: While not perfect, rapid antigen test positivity correlates well with culture positivity (unlike PCR). Since we can’t…",1597057645994602498,2022-11-28T02:39:49.000Z,en,['1597057645994602498'],297742844
RT @lisa_iannattone: Bill’s correct. 2 negative rapid tests 24 hours apart is the best practice (because of false negatives). This is the c…,1597057552973697024,2022-11-28T02:39:27.000Z,en,['1597057552973697024'],297742844
"@ChristyCeeCK @lisa_iannattone @CraigMcNair9 Yes, my son had a negative RAT about a week in - except about 3 hours later it showed positive! Didn't get 2 negatives until days 11 &amp; 12.",1597057462024011776,2022-11-28T02:39:05.000Z,en,['1597057462024011776'],297742844
@stephen_taylor #TrudeauWasRight,1597046584575156224,2022-11-28T01:55:52.000Z,qme,['1597046584575156224'],297742844
"RT @BNOFeed: Beijing reports 3,888 new coronavirus cases, slightly down from yesterday but up 304% from last week",1597043913013227522,2022-11-28T01:45:15.000Z,en,['1597043913013227522'],297742844
"RT @jonathanstea: The decision to refuse vaccination is almost always based on misinformation.

Important thread:",1597005311839072256,2022-11-27T23:11:51.000Z,en,['1597005311839072256'],297742844
