lang,id,text,created_at,author_id,edit_history_tweet_ids
en,1597019755030151168,"RT @LilySimpson1312: Sargon of Akkad coming back to twitter with this tweet, only for people to bombard him with his own pro-paedophile shi…",2022-11-28T00:09:15.000Z,1405113252410015750,['1597019755030151168']
en,1597019264061689858,"RT @JJ_Brownbridge: Wait, what?!
I understand now why its been some time since last a Brexiteer told me they voted knowingly.
#BrexitRealit…",2022-11-28T00:07:18.000Z,1405113252410015750,['1597019264061689858']
it,1597019145786511360,@Route_60plus Infidel Castro. (sorry),2022-11-28T00:06:50.000Z,1405113252410015750,['1597019145786511360']
en,1597018984247087105,"RT @corkyback: @actionjack84 @Matthew_Dillon2 @MaxFRobespierre None so twisted as the orangies, like

https://t.co/4LPkVK90LC",2022-11-28T00:06:11.000Z,1405113252410015750,['1597018984247087105']
en,1597018460575305729,"@Fed65 no. it's only terrorism from Irish side. from loyalist side, it's just ""defending ourselves"", or crap like that.",2022-11-28T00:04:06.000Z,1405113252410015750,['1597018460575305729']
qme,1597018124347666432,RT @Aidanoneill85: @Matthew_Dillon2 https://t.co/AyfujGCd37,2022-11-28T00:02:46.000Z,1405113252410015750,['1597018124347666432']
zxx,1597017832134696960,RT @ZakuFan0079: https://t.co/m4q4chbaxz,2022-11-28T00:01:36.000Z,1405113252410015750,['1597017832134696960']
qme,1597017635606384640,@ZakuFan0079 https://t.co/IJk5QY2yGg,2022-11-28T00:00:50.000Z,1405113252410015750,['1597017635606384640']
en,1597016841976950784,RT @GreenDragonDM: What's best in life? Cookies 🍪 https://t.co/RCT2IntZca,2022-11-27T23:57:40.000Z,1405113252410015750,['1597016841976950784']
en,1597016411918192641,RT @AnMadadh: @richardtgarland Most Civillians were murdered by pro British forces. https://t.co/A0u8ftLKIR,2022-11-27T23:55:58.000Z,1405113252410015750,['1597016411918192641']
en,1597016143838912512,RT @Falo12147944: Starmer's greatest fear is that tactical voting will bring about the end of the 2 party system. Undermine tactical voting…,2022-11-27T23:54:54.000Z,1405113252410015750,['1597016143838912512']
qme,1597016032782450689,@karen_chang_ https://t.co/h8d8OM8cxC,2022-11-27T23:54:27.000Z,1405113252410015750,['1597016032782450689']
und,1597015258379714560,@StopTweetingMia 🥰👍,2022-11-27T23:51:23.000Z,1405113252410015750,['1597015258379714560']
zxx,1597014909837246464,RT @realPhoenixFire: https://t.co/lZZGP10Vik,2022-11-27T23:50:00.000Z,1405113252410015750,['1597014909837246464']
en,1597014449940238336,"RT @castlvillageman: In 1922 the English said to the Irish 
""carry the costs of our war or face immediate and terrible war""
we said https:/…",2022-11-27T23:48:10.000Z,1405113252410015750,['1597014449940238336']
en,1597012863704784896,"RT @RiffmanDale: @LeAdderNoire Are Brexiters who don’t have the balls to use their own names and faces on social media cowards, losers, and…",2022-11-27T23:41:52.000Z,1405113252410015750,['1597012863704784896']
und,1597012040107032577,@David13378400 👍,2022-11-27T23:38:36.000Z,1405113252410015750,['1597012040107032577']
en,1597011177791709184,RT @NickDarsley: @QprEver The BBC is run by Tories. https://t.co/p8CH84ZEwT,2022-11-27T23:35:10.000Z,1405113252410015750,['1597011177791709184']
qme,1597010648319561728,@MccarthyFintan https://t.co/i1vNkPfHL5,2022-11-27T23:33:04.000Z,1405113252410015750,['1597010648319561728']
da,1597010470682009600,@QprEver Fiona Bruce ? Laura Kuenssberg ? leftwing ? https://t.co/Ml5WXBlHVl,2022-11-27T23:32:21.000Z,1405113252410015750,['1597010470682009600']
und,1597009573801758720,@WrathSquirrel @JoJoFromJerz 🥰🥰🥰🥰 https://t.co/2P3KdruVgE,2022-11-27T23:28:48.000Z,1405113252410015750,['1597009573801758720']
en,1597009078303461376,"@massivesausages wouldn't it be unfair if you learned Dutch, but I didn't learn Welsh ? (I presume it is Welsh ? apologies if I got it wrong)",2022-11-27T23:26:49.000Z,1405113252410015750,['1597009078303461376']
en,1597008745141108736,"@massivesausages OK. but you don't NEED to learn Dutch, as I speak English. learn it if it would improve your life.",2022-11-27T23:25:30.000Z,1405113252410015750,['1597008745141108736']
