text,id,created_at,lang,edit_history_tweet_ids,author_id
"RT @AquaTeenMarxist: If the Democrats had started on day 1 and kept their promise on Covid, rn they’d be celebrating a majority, with ease.…",1597047243814543360,2022-11-28T01:58:29.000Z,en,['1597047243814543360'],1470518100
"RT @alexcamera90: Okay... okay... I'm sorry, but is this gull surfing? https://t.co/6uDrmC3pld",1597044514941640705,2022-11-28T01:47:38.000Z,en,['1597044514941640705'],1470518100
"RT @AstroKatie: Every time people like EM bring up how they want to create an ""ultimate unlimited free-speech zone"" they seem to forget tha…",1597034717534191616,2022-11-28T01:08:42.000Z,en,['1597034717534191616'],1470518100
RT @alexcamera90: fish chase ends in mid-air collision https://t.co/GALzLmuo4N,1597034499283783681,2022-11-28T01:07:50.000Z,en,['1597034499283783681'],1470518100
"RT @richard_littler: I found a bed cover that appears to be a letter from the Zodiac Killer...
Good night. https://t.co/7rt01B5Us6",1597033771429203969,2022-11-28T01:04:57.000Z,en,['1597033771429203969'],1470518100
RT @Lucent508: Happening now at Turtle Pond in Central Park: I've been away&amp;I can't think of a better welcome back than watching these Male…,1596962646909239296,2022-11-27T20:22:19.000Z,en,['1596962646909239296'],1470518100
RT @Ethnography911: Me reading each clause in this tweet https://t.co/a8DMWx8BWX https://t.co/VPRnzSbg5d,1596961547833647104,2022-11-27T20:17:57.000Z,en,['1596961547833647104'],1470518100
"RT @_Eric_Reinhart: I’d not seen this visualization of Covid deaths in the US until today. The trend line is so plainly damning for Biden,…",1596960230088351744,2022-11-27T20:12:43.000Z,en,['1596960230088351744'],1470518100
"RT @1goodtern: Trying to keep this as simple as possible.
1) SARS-CoV-2 savages kids' immunity.
2) Strep A exploits that vulnerability.
3)…",1596946097859342336,2022-11-27T19:16:34.000Z,en,['1596946097859342336'],1470518100
RT @NYCountybirders: Thanksgiving is a reminder to be thankful for one of the best bird ambassadors in NYC: Red-tailed Hawk! These photos a…,1596945660846125056,2022-11-27T19:14:50.000Z,en,['1596945660846125056'],1470518100
"RT @wildbirdfund: We've heard ""talk to the tail"" many times from many patients (woodcocks amiright), but a blue jay truly has the tail to b…",1596945653103398912,2022-11-27T19:14:48.000Z,en,['1596945653103398912'],1470518100
"RT @KatyMontgomerie: Reasons Jesus was probably trans:
- Man with no Y chromosome
- Punished by society for no reason
- No one talks about…",1596941318931902464,2022-11-27T18:57:34.000Z,en,['1596941318931902464'],1470518100
RT @tracyalloway: HAVE WE TRIED ASKING THE CRYPTO TO AUDIT ITSELF? https://t.co/KSahCdtRQq,1596939441029152768,2022-11-27T18:50:07.000Z,en,['1596939441029152768'],1470518100
"RT @KaiHeron: Marx had it in for Malthus because, implicitly or explicitly, he denied the proletariat the right to love. Authenic Marxist t…",1596938507565797376,2022-11-27T18:46:24.000Z,en,['1596938507565797376'],1470518100
"RT @KaiHeron: This is beautiful: ""Marx's ideological passions became crystallized in a sharply defined, vivid hatred which runs throughout…",1596938493808496641,2022-11-27T18:46:21.000Z,en,['1596938493808496641'],1470518100
RT @Birder_Katie: Tallahassee about to see an influx of birders. https://t.co/rFKXTn3IaO,1596935481769750528,2022-11-27T18:34:23.000Z,en,['1596935481769750528'],1470518100
"@NYCTBus bus 4962, m79sbs. two of thevthree omny readers out, one blank screen, one red""out of service"".

Love to push my way the whole lenght of a crowded bus to pay the fare.",1596925107477544960,2022-11-27T17:53:09.000Z,en,['1596925107477544960'],1470518100
RT @pnh: This tweet is one of the better 55-word SF stories I’ve ever read,1596871389285216257,2022-11-27T14:19:42.000Z,en,['1596871389285216257'],1470518100
"RT @Rahil_7600: Pine Siskin , Tupelo Meadow, yesterday afternoon @BirdCentralPark #BirdTwitter #birdwatching #birdphotography #birding #Nat…",1596867282462035970,2022-11-27T14:03:23.000Z,en,['1596867282462035970'],1470518100
RT @samyoungman: It’s pretty damn unnerving that the political team at the Washington Post has no problem raising hell when they don’t get…,1596861594763403264,2022-11-27T13:40:47.000Z,en,['1596861594763403264'],1470518100
RT @klhoughton: He knows the answer to this. There are no decent Republicans; the three de-elected Republicans who said anything are all qu…,1596858866301444096,2022-11-27T13:29:56.000Z,en,['1596858866301444096'],1470518100
"RT @indyfromspace: To handle my Thanksgiving excesses, I've been making a fruit smoothie every AM for breakfast and adding protein and milk…",1596858430404571137,2022-11-27T13:28:12.000Z,en,['1596858430404571137'],1470518100
"RT @Chronotope: Having worked on these types of contracts, I have a hunch most publishers will have a problem w/this part of Post's ToS. Pu…",1596838936609189890,2022-11-27T12:10:44.000Z,en,['1596838936609189890'],1470518100
"RT @Chronotope: And Post does not appear to have any capacity to provide a key for paywalls outside of those established on its own, so you…",1596838875397517319,2022-11-27T12:10:30.000Z,en,['1596838875397517319'],1470518100
"RT @Chronotope: This is quite a thing for Post News to claim when right now the only premium news provider I've found is Reuters, who is re…",1596838701371375619,2022-11-27T12:09:48.000Z,en,['1596838701371375619'],1470518100
RT @existentialcoms: If I see someone driving a Telsa I will be making assumptions about them. A lot of assumptions.,1596628188846759940,2022-11-26T22:13:18.000Z,en,['1596628188846759940'],1470518100
"RT @eliyudin: Everyone on the highway, you are now involved in a high-stakes Tesla public beta test at 60+ miles per hour on the busiest tr…",1596610469589983232,2022-11-26T21:02:54.000Z,en,['1596610469589983232'],1470518100
"@NYCTBus Bus 6192 on the M79-sbs, middle door omny reader broken, displays blank screen. 

Unacceptable to make people scramble all over the bus to pay the damn fare.",1596516419570749444,2022-11-26T14:49:10.000Z,en,['1596516419570749444'],1470518100
"RT @kaepora: PSA: By migrating Google Maps from https://t.co/ljGBZtFz6O to https://t.co/KkEUefCTfr, Google has made it such that granting L…",1596372656320040960,2022-11-26T05:17:55.000Z,en,['1596372656320040960'],1470518100
