id,author_id,created_at,text,edit_history_tweet_ids,lang
1597066671532912640,727660305023680512,2022-11-28T03:15:41.000Z,RT @tuxlemons: holy shit i just saw a tweet questioning the vaccine’s effectiveness and the account wasn’t digitally assassinated by a 19-y…,['1597066671532912640'],en
1596991632368619521,727660305023680512,2022-11-27T22:17:30.000Z,RT @MisterChipT: Yep,['1596991632368619521'],qst
1596991591436103680,727660305023680512,2022-11-27T22:17:20.000Z,RT @MisterChipT: Fact check this Demtards,['1596991591436103680'],en
1596991532057645057,727660305023680512,2022-11-27T22:17:06.000Z,RT @MisterChipT: Wokeness is a mental disorder that will be the downfall of this great nation https://t.co/g4gFVT9unw,['1596991532057645057'],en
1596991387547074566,727660305023680512,2022-11-27T22:16:32.000Z,RT @MisterChipT: Government and our distrust goes deep.,['1596991387547074566'],en
1596990592571297792,727660305023680512,2022-11-27T22:13:22.000Z,"RT @ProudPatriot247: @robreiner Joe Biden is Racist, therefore the Democrat Party is the Party of Racism and Antisemitism. 👇 
https://t.co/…",['1596990592571297792'],en
1596990552414642178,727660305023680512,2022-11-27T22:13:13.000Z,"RT @tedcruz: The major funders of the Democrat Party: Big Business, Big Hollywood, Big Universities, and Big Tech. 

All four of those are…",['1596990552414642178'],en
1596990458508738560,727660305023680512,2022-11-27T22:12:50.000Z,"RT @MayraFlores2022: The Democrat Party told our elderly community that Republicans were going to take away their Social Security, when in…",['1596990458508738560'],en
1596990323149852672,727660305023680512,2022-11-27T22:12:18.000Z,RT @miles_commodore: The best picture I have to show how phony the Democrat party is. https://t.co/pMcy63ZCCP,['1596990323149852672'],en
1596990259723923457,727660305023680512,2022-11-27T22:12:03.000Z,RT @ColdWarPatriot: 🇺🇸 There are no coincidences.  Call it what it is. The Fascist NAZI Party kicked out the Antifa Communist Party in Germ…,['1596990259723923457'],en
1596975683502497792,727660305023680512,2022-11-27T21:14:07.000Z,@PapiTrumpo In Jesus Name Amen 🙏,['1596975683502497792'],en
1596975537972731905,727660305023680512,2022-11-27T21:13:33.000Z,RT @PapiTrumpo: GOD IS GOOD!!!,['1596975537972731905'],en
1596975327791968258,727660305023680512,2022-11-27T21:12:43.000Z,@accordingtowoz @terryt270 Followed,['1596975327791968258'],en
1596975296275939328,727660305023680512,2022-11-27T21:12:35.000Z,"RT @accordingtowoz: This patriot has 477 followers and follows back.
Can we get @terryt270 over the 700 mark friends?",['1596975296275939328'],en
1596975232388313088,727660305023680512,2022-11-27T21:12:20.000Z,RT @JackPosobiec: We are witnessing the largest uprising in China since Tiananmen Square,['1596975232388313088'],en
1596975171415740416,727660305023680512,2022-11-27T21:12:05.000Z,@nealdale3 💔,['1596975171415740416'],und
1596975138104553473,727660305023680512,2022-11-27T21:11:57.000Z,RT @nealdale3: Terrible and tragic such a crazy world we live in. https://t.co/JlNOt9mvzw,['1596975138104553473'],en
1596974938954428417,727660305023680512,2022-11-27T21:11:10.000Z,@christweetsMO @EndWokeness Amen to that!,['1596974938954428417'],en
1596973896074686466,727660305023680512,2022-11-27T21:07:01.000Z,@EndWokeness Lock him up. To many lies. https://t.co/vDTxwCh79W,['1596973896074686466'],en
1596973343563190272,727660305023680512,2022-11-27T21:04:50.000Z,"RT @EndWokeness: Fauci defends China for covering up COVID origins, blames Trump for it https://t.co/U08yPQxxL5",['1596973343563190272'],en
1596973301251072000,727660305023680512,2022-11-27T21:04:40.000Z,RT @GuntherEagleman: Alyssa Milano is just fucking dumb.,['1596973301251072000'],en
1596973260188491776,727660305023680512,2022-11-27T21:04:30.000Z,RT @kjune65: I can’t watch Stephen King’s movies anymore. I have become unable to separate the person from their work. I hate how he has mo…,['1596973260188491776'],en
1596965037008392192,727660305023680512,2022-11-27T20:31:49.000Z,@K7711mcc Yes I see it!,['1596965037008392192'],en
1596964850319515648,727660305023680512,2022-11-27T20:31:05.000Z,RT @K7711mcc: Does anybody see this??,['1596964850319515648'],en
1596964827750354945,727660305023680512,2022-11-27T20:30:59.000Z,RT @ProudElephantUS: On December 6th we are going to fire Raphael Warnock and hire Herschel Walker! 🇺🇸,['1596964827750354945'],en
1596964806552322050,727660305023680512,2022-11-27T20:30:54.000Z,"RT @JamesBradleyCA: We need a GOP that spends less time complaining about how unfair the game is, and more time learning how to play the ga…",['1596964806552322050'],en
1596964697906896897,727660305023680512,2022-11-27T20:30:28.000Z,RT @nyetengale: Share It If You Agree…👍🏻🤨👍🏻 https://t.co/kQxfPUdMfg,['1596964697906896897'],en
1596964518403313666,727660305023680512,2022-11-27T20:29:46.000Z,@ProudElephantUS No No No … https://t.co/RxFHpThBfH,['1596964518403313666'],es
1596963005203648512,727660305023680512,2022-11-27T20:23:45.000Z,RT @ProudElephantUS: Can Joe Biden and the Democrats ever go a day without lying?,['1596963005203648512'],en
1596962815230717952,727660305023680512,2022-11-27T20:22:59.000Z,@_B___S @davide_taylor Adorable 🥰,['1596962815230717952'],es
1596962781307490305,727660305023680512,2022-11-27T20:22:51.000Z,RT @_B___S: Photo of Dog Praying with Young Boy https://t.co/wNnKifdpcv,['1596962781307490305'],en
1596962382638522368,727660305023680512,2022-11-27T20:21:16.000Z,@AyRosa8 @tuxlemons Yes it was but it still was sad. 😢,['1596962382638522368'],en
1596958975492521984,727660305023680512,2022-11-27T20:07:44.000Z,@tuxlemons That’s Heartbreaking 💔,['1596958975492521984'],en
1596958923054907392,727660305023680512,2022-11-27T20:07:31.000Z,RT @tuxlemons: 🤡🌎 https://t.co/eVbU5yMXIT,['1596958923054907392'],und
1596934274397061120,727660305023680512,2022-11-27T18:29:35.000Z,RT @tuxlemons: https://t.co/NBDLH0KCMA,['1596934274397061120'],zxx
1596934248266506240,727660305023680512,2022-11-27T18:29:29.000Z,@tuxlemons Take a look in the mirror. You’re the Gaint Attention Seeker! Guess you’re balls was so small now your a girl. Lmao 🤣 😂😅,['1596934248266506240'],en
1596855142724554752,727660305023680512,2022-11-27T13:15:08.000Z,@VEtFeMaLE @camouflagemom No it makes no sense 🤷🏼‍♀️,['1596855142724554752'],en
