edit_history_tweet_ids,created_at,id,author_id,lang,text,geo
['1596967391753539584'],2022-11-27T20:41:11.000Z,1596967391753539584,38492601,en,Germany equalise. Don't fuel the jet just yet!,
['1596962028081463296'],2022-11-27T20:19:52.000Z,1596962028081463296,38492601,en,Oh shit. Germany are going home....? #ESP,
['1596925981499199488'],2022-11-27T17:56:38.000Z,1596925981499199488,38492601,en,Canada have been more entertaining than most teams. They don't deserve to be getting pummelled #CROCAN,
['1596874830925639680'],2022-11-27T14:33:22.000Z,1596874830925639680,38492601,en,THAT'S not getting chalked off! #BELMOR,
['1596863740036943876'],2022-11-27T13:49:18.000Z,1596863740036943876,38492601,zxx,https://t.co/k8r572Ga8x,
['1596863571480047616'],2022-11-27T13:48:38.000Z,1596863571480047616,38492601,en,That's a goal #BELMOR,
['1596826623806181376'],2022-11-27T11:21:49.000Z,1596826623806181376,38492601,en,"No money for pay rises but cash spunked on useless PPE and Christmas parties are on expenses 🤔

https://t.co/Ie4UbdGdOu",
['1596734258231795712'],2022-11-27T05:14:47.000Z,1596734258231795712,38492601,en,"Wordle 526 4/6

⬛⬛⬛⬛⬛
⬛⬛⬛⬛🟨
⬛🟨🟨⬛⬛
🟩🟩🟩🟩🟩",
['1596729248055578624'],2022-11-27T04:54:53.000Z,1596729248055578624,38492601,en,"RT @Bamboozle872: “Why doesn’t Kane turn up for England?”

THATS WHY!!!!",
['1596728327154585603'],2022-11-27T04:51:13.000Z,1596728327154585603,38492601,en,"RT @officialKeef: Happy Birthday, Tina! @tinaturner https://t.co/SRFsxt9DtA",
['1596606695039451136'],2022-11-26T20:47:54.000Z,1596606695039451136,38492601,en,What a finish #ARG,
['1596600886541029376'],2022-11-26T20:24:49.000Z,1596600886541029376,38492601,en,@DarloTotty Messi just bagged! 🇦🇷,
['1596599668011454464'],2022-11-26T20:19:58.000Z,1596599668011454464,38492601,en,Another disappointing World Cup match 🙄,
['1596594373063454720'],2022-11-26T19:58:56.000Z,1596594373063454720,38492601,en,@Miss_MonkeyFace So the PS5 is going free? 🙋🏾‍♂️,
['1596580920181805056'],2022-11-26T19:05:29.000Z,1596580920181805056,38492601,en,Never a foul #ARGMEX,
['1596557329809432580'],2022-11-26T17:31:44.000Z,1596557329809432580,38492601,en,"RT @w000rm: as a result of the draw between England and USA, James Corden has been set adrift in a wood barrel on the Atlantic",
