lang,text,author_id,created_at,id,edit_history_tweet_ids
en,RT @jeremycorbyn: Humbled to receive the Gold Medal of Honorary Patronage from Trinity College Dublin Philosophical Society for contributio…,549533741,2022-11-27T20:21:32.000Z,1596962447419904001,['1596962447419904001']
en,RT @LGalloway77: Please could everyone do this #ToriesOut143,549533741,2022-11-27T19:57:47.000Z,1596956472084430848,['1596956472084430848']
en,"RT @BladeoftheS: The most successful privatisation was…

None of them, they have all been an expensive rip-off for the tax payer.

But that…",549533741,2022-11-27T18:38:31.000Z,1596936522296545280,['1596936522296545280']
en,RT @Soxthewavingcat: Twitter is unfollowing ppl again! If you see this n I use to follow you or you use to follow me let me know!!!,549533741,2022-11-27T18:34:54.000Z,1596935613738909696,['1596935613738909696']
en,"RT @RichardBurgon: New figures show MPs have pocketed over £5 MILLION from second jobs in the past year.

Last year, I brought a Bill to ba…",549533741,2022-11-27T18:34:27.000Z,1596935500467949569,['1596935500467949569']
en,"RT @mmpadellan: It's 2022, people still say ""Democrats were the party of the KKK,"" pretending not to know that Dixiecrats from the South fl…",549533741,2022-11-27T18:33:15.000Z,1596935196582219776,['1596935196582219776']
en,RT @dinahaddie: I have 16K followers and one of them told me I’d get more if I showed my boobs so I thought about it and now I have 16K fol…,549533741,2022-11-27T18:32:56.000Z,1596935116697133056,['1596935116697133056']
en,RT @MHartleyJones: I wonder why @RishiSunak declares that membership of the Single Market is such a bad thing when it was virtually invente…,549533741,2022-11-27T18:32:37.000Z,1596935040390529024,['1596935040390529024']
qme,RT @Dumfukdetector: @theliamnissan https://t.co/Jcyubz0R3U,549533741,2022-11-27T18:29:19.000Z,1596934208093827077,['1596934208093827077']
ca,RT @TedUrchin: @theliamnissan Republican America. https://t.co/1LA5ACSIIp,549533741,2022-11-27T18:28:27.000Z,1596933989876793345,['1596933989876793345']
qme,RT @spudpacker1: @theliamnissan https://t.co/OB1SuzrOly,549533741,2022-11-27T18:22:57.000Z,1596932605303484417,['1596932605303484417']
en,"RT @theliamnissan: Don't mind Larry, he just got back from three tours of duty in Whitemanistan https://t.co/biIBeLzmnR",549533741,2022-11-27T18:22:23.000Z,1596932462047002625,['1596932462047002625']
en,"RT @UniteSharon: This is a warning. @GOVUK is running down OUR NHS, making it is fit for privatisation. We’ll not stand for it. Every union…",549533741,2022-11-27T18:20:58.000Z,1596932107162353664,['1596932107162353664']
en,"RT @PaulTempleman6: Seems like the largely lactose intolerant Japanese didn’t want our cheese after all, as exports to Japan slump after Tr…",549533741,2022-11-27T18:18:58.000Z,1596931604290883584,['1596931604290883584']
en,"RT @kevinmnye1: I administered Narcan to someone overdosing on my way to the movies tonight.

When the EMS arrived, I let them know, both t…",549533741,2022-11-27T18:18:44.000Z,1596931544110616576,['1596931544110616576']
en,RT @PaulWhelan745: Byline Times was the first publication to reveal that PPE Medpro had received a contract – without competition – from th…,549533741,2022-11-27T17:42:13.000Z,1596922353719517184,['1596922353719517184']
en,RT @dave43law: So now it comes out that Braverman visited Rwanda before she was an MP and helped set up a charity there - none of this has…,549533741,2022-11-27T17:41:22.000Z,1596922139571281920,['1596922139571281920']
en,"RT @LEBassett: Just boarded a plane in New Orleans, storm passing through, and our phones all blared an emergency tornado alert at the same…",549533741,2022-11-27T17:41:13.000Z,1596922101902217216,['1596922101902217216']
en,RT @BladeoftheS: When you realise Phone troll farms can vote as many times as they like on ‘I’m a Celeb’ you will no longer be surprised th…,549533741,2022-11-27T16:44:11.000Z,1596907750457769985,['1596907750457769985']
en,"RT @SocialistNHS: Nurses like myself in the RCN have voted for strike action for the very first time in our careers 

Our first strike date…",549533741,2022-11-27T16:41:33.000Z,1596907086012727296,['1596907086012727296']
en,RT @stritenata: @PippaCrerar Does he mean like the other Tories listed in this article https://t.co/dflBPSXGoL,549533741,2022-11-27T16:41:00.000Z,1596906950238666756,['1596906950238666756']
en,"RT @PippaCrerar: Mark Harper, a former chief whip, asked if Matt Hancock should get Tory whip back is he wins 'I'm A Celeb'.

""If you're an…",549533741,2022-11-27T16:40:07.000Z,1596906727135678464,['1596906727135678464']
en,RT @RachelSmethers: LEAKED: The Conservative politicians who referred companies to the PPE 'VIP lane'. No wonder they wanted to keep this c…,549533741,2022-11-27T16:30:05.000Z,1596904201929756675,['1596904201929756675']
en,RT @JustSayNope: Quick poll: Do you believe Tory peer Baroness Michelle Mone should be tried in court (along with those that aided her thef…,549533741,2022-11-27T16:29:16.000Z,1596903997335490562,['1596903997335490562']
en,"RT @Sillyshib: It isn’t just that proper PPE suppliers were sidelined, or that a lot of the equipment was unsuitable. It was the blatant pr…",549533741,2022-11-27T16:27:51.000Z,1596903640144306176,['1596903640144306176']
en,RT @docrussjackson: MET Police Chief Mark Rowley has claimed he 'lacks the power' to sack about 100 (of the suspended 500 officers) who are…,549533741,2022-11-27T16:27:05.000Z,1596903448624365568,['1596903448624365568']
en,"RT @RichardBurgon: The Tories will attack nurses as they do every other worker forced to defend their pay &amp; conditions.

Nurses didn't crea…",549533741,2022-11-27T16:26:56.000Z,1596903409076019200,['1596903409076019200']
en,"RT @jimrosecircus1: No matter how cold it gets, there is always this person. https://t.co/kuOQ8Ogl2g",549533741,2022-11-27T16:25:25.000Z,1596903028317376512,['1596903028317376512']
en,RT @cazjwheeler: Exclusive: Suella Braverman faces fresh calls to resigns after dozens of migrants with suspected diphtheria have been move…,549533741,2022-11-27T16:19:25.000Z,1596901519709773824,['1596901519709773824']
en,"RT @Msdesignerlady: There is early voting today in Georgia.  Please, vote!
#VoteWarnockForGeorgia",549533741,2022-11-27T16:19:14.000Z,1596901473392418817,['1596901473392418817']
en,RT @keanespirit: How the holy Fcuk is #MattHancock in the #ImACelebrityGetMeOutOfHere FINAL? Fcuk off those who’ve voted for him. And when…,549533741,2022-11-27T16:15:35.000Z,1596900551127863298,['1596900551127863298']
en,"RT @SallyMi83941850: Apparently it’s not in the public interest to release emails between Gove and Mone 

Havent we had enough of this? The…",549533741,2022-11-27T15:39:09.000Z,1596891385919344642,['1596891385919344642']
en,RT @SueSuezep: David Conn is the Guardian's investigations correspondent. Without his investigation the fact that Tory peer Michelle Mone s…,549533741,2022-11-27T15:38:30.000Z,1596891219728437254,['1596891219728437254']
en,"RT @LincsLimpet: The entire #NHS has been seriously disrupted by 12 years of Tory asset-stripping, underfunding, outsourcing &amp; understaffin…",549533741,2022-11-27T15:37:58.000Z,1596891084655058945,['1596891084655058945']
en,"RT @SlenderSherbet: If at first you don't succeed, try once more and then fuck it, it's not going to happen. https://t.co/O4ir4uHxHx",549533741,2022-11-27T15:29:50.000Z,1596889041215295489,['1596889041215295489']
en,RT @CaraLisette: I want to really take this time during the #NursesStrike to shout out mental health nurses. We don’t wear scrubs or intuba…,549533741,2022-11-27T15:21:51.000Z,1596887031225126913,['1596887031225126913']
