lang,id,text,edit_history_tweet_ids,author_id,created_at
en,1597001901681348608,"RT @joigabrielle: Honestly, going out at 7:30/8 getting drinks &amp; food and being back home by 9:30/10 is the sweet spot for me.",['1597001901681348608'],1131317989,2022-11-27T22:58:18.000Z
en,1597001879921524736,RT @JJ_TFW: I don’t know why I’m laughing soo much LOOOL https://t.co/mLLBEI99gN,['1597001879921524736'],1131317989,2022-11-27T22:58:13.000Z
en,1597001640548392962,RT @shaanaeeee: Idk who worse me or her,['1597001640548392962'],1131317989,2022-11-27T22:57:16.000Z
en,1597001598424809473,RT @braylon125: Texting me goodnight knowing you finna get fucked is crazy😭😭😭,['1597001598424809473'],1131317989,2022-11-27T22:57:06.000Z
en,1597001116058894339,"RT @lohwis: Dear future husband,
You see that thing called public proposal,
IT’S NOT FOR US!",['1597001116058894339'],1131317989,2022-11-27T22:55:11.000Z
en,1597001091010375681,RT @nadaconsirena: BRUH GOSPEL IN SPANISH….JUST WOW. it be hitting. i be ready to cry. https://t.co/oYmUJT3Nsk,['1597001091010375681'],1131317989,2022-11-27T22:55:05.000Z
en,1597001017954009089,"RT @Dreadful4Tymes: I don’t get why white folk love AAVE so much , yall lingo be EATING. Whatever happened to WHAT EVER MAJOR LOSER. With t…",['1597001017954009089'],1131317989,2022-11-27T22:54:48.000Z
en,1597000923380797440,"RT @realmainfeeling: y’all be like “who does box braids 😫” and yo homegirl been braiding hair for years. 

that’s why ion like y’all.",['1597000923380797440'],1131317989,2022-11-27T22:54:25.000Z
en,1597000664525279232,RT @mynameisanu_: Sometimes I wish I was a heels babe but it’s just not my calling 🫶🏾🫶🏾,['1597000664525279232'],1131317989,2022-11-27T22:53:23.000Z
en,1597000639434874880,RT @callmetatenda: my nephew literally just said to me “wait… grandpa’s your dad?” He’s thirteen. 💀💀💀💀💀,['1597000639434874880'],1131317989,2022-11-27T22:53:17.000Z
en,1597000511764500484,"RT @fyrgocrzy: the last time i was in a relationship that i posted her for the public to see, it ended in 2 weeks",['1597000511764500484'],1131317989,2022-11-27T22:52:47.000Z
en,1596988244591157249,"I love having lazy days, honestly just love being in my bed😭",['1596988244591157249'],1131317989,2022-11-27T22:04:02.000Z
en,1596987219394416640,"RT @yay_tunes: So if I marry now , na me go dey decide wetin house go chop ? Me that barely have ideas of what to eat sef . Chai",['1596987219394416640'],1131317989,2022-11-27T21:59:58.000Z
en,1596987190885683201,RT @TansuYegen: After being told not to use laptops during the lecture… https://t.co/mOdmIovyoQ,['1596987190885683201'],1131317989,2022-11-27T21:59:51.000Z
en,1596986849167396866,RT @RaifaRafiq: Am I the only one that lies to Uber drivers? like big life lies just to test my acting. Last night I was a 32 year old engi…,['1596986849167396866'],1131317989,2022-11-27T21:58:30.000Z
en,1596986794389684224,RT @dewycheek: omg men just like us fr https://t.co/BzY8QjpbEc,['1596986794389684224'],1131317989,2022-11-27T21:58:17.000Z
en,1596986705558401024,RT @queenyennifer_: Michelle Obama said in her recent IG post: “Do you want a wedding or do you want a lifelong partnership?” Pleaseeee. Sh…,['1596986705558401024'],1131317989,2022-11-27T21:57:55.000Z
en,1596986652550844417,RT @braylon125: kissing at the red light type of love &gt;&gt;,['1596986652550844417'],1131317989,2022-11-27T21:57:43.000Z
en,1596985950416027648,RT @le_weeknd: Why does it have to be me sitting in front of the overly PDA couple on the tube. Nahh these are living in each other’s skin.,['1596985950416027648'],1131317989,2022-11-27T21:54:55.000Z
en,1596982006495289344,You know when he just grabs your thigh 🥺 hehe,['1596982006495289344'],1131317989,2022-11-27T21:39:15.000Z
en,1596981885879599104,RT @Am_ldn: Thick thighs are too sexy,['1596981885879599104'],1131317989,2022-11-27T21:38:46.000Z
en,1596981815717216257,RT @badbbyaera: when you high asf in public and you tryna act normal https://t.co/nQGFTdVkkX,['1596981815717216257'],1131317989,2022-11-27T21:38:30.000Z
en,1596981796209582081,RT @RicaPenWrites_: take u out to eat then after that i make a snack of u,['1596981796209582081'],1131317989,2022-11-27T21:38:25.000Z
en,1596981759769468929,RT @realprettyygirl: I don’t even be mad at people fr I just thought you were realer &amp; that was my fault.,['1596981759769468929'],1131317989,2022-11-27T21:38:16.000Z
en,1596981695135510529,RT @_slimarella_: i haven’t had sex since sex had me and i think i’m losing vision in my left pinky finger.,['1596981695135510529'],1131317989,2022-11-27T21:38:01.000Z
en,1596981644568580097,"RT @ninagrewal97: I don’t like it when life gets stressful, bc I am just a small girl. too much goes on and I am just a girl who is small.",['1596981644568580097'],1131317989,2022-11-27T21:37:49.000Z
en,1596981547361607680,RT @wannabfisherman: it's so beautiful when God protects you from having sex with a loser,['1596981547361607680'],1131317989,2022-11-27T21:37:26.000Z
en,1596981528495640576,RT @aaishahc_: Do buses have black box cos why is this driver going so slow 🙄,['1596981528495640576'],1131317989,2022-11-27T21:37:21.000Z
en,1596981498485395457,"RT @ehimeora: As the year comes to a close, I will in fact, not be working harder. I will not be finishing strong. I will be resting.",['1596981498485395457'],1131317989,2022-11-27T21:37:14.000Z
en,1596981274840809472,RT @BIGPIKLIZ: My favorite content 😂 https://t.co/07WzVmOwls,['1596981274840809472'],1131317989,2022-11-27T21:36:21.000Z
en,1596981225692045314,RT @aboogs_x: i hate when people don’t text with purpose come off my phone,['1596981225692045314'],1131317989,2022-11-27T21:36:09.000Z
en,1596981120029032448,RT @FatherAdz_: I think nutting on your girls face is so disrespectful and silly uno. I wanna kiss you after we fuck but now there’s cum on…,['1596981120029032448'],1131317989,2022-11-27T21:35:44.000Z
en,1596979454496059392,RT @grantrudder: That ankle looks like it should be hanging out a mobility scooter in Benidorm,['1596979454496059392'],1131317989,2022-11-27T21:29:07.000Z
en,1596979250577416192,"RT @CLINT419: you ask alot of people why they hate something on the internet, and they won’t be able to tell you, they just hate what other…",['1596979250577416192'],1131317989,2022-11-27T21:28:18.000Z
en,1596979202456260611,RT @MissSassbox: Him dressing up in military regalia is everything I need to know about how Porsha's life is about to change IMMENSELY http…,['1596979202456260611'],1131317989,2022-11-27T21:28:06.000Z
en,1596978874700685313,RT @urth2kas: I do dumb shit like turn down food when I’m mad,['1596978874700685313'],1131317989,2022-11-27T21:26:48.000Z
en,1596978607628304384,"RT @Oloni: That guy who makes you feel hot and cold, lacks consistency, forgets to call back, rarely compliments you…. You can do better si…",['1596978607628304384'],1131317989,2022-11-27T21:25:45.000Z
en,1596978539034705920,Don’t forget to pinch his bum bum,['1596978539034705920'],1131317989,2022-11-27T21:25:28.000Z
en,1596973175560351745,Not my brother fting me with his gf,['1596973175560351745'],1131317989,2022-11-27T21:04:10.000Z
en,1596970674165518336,@MikezAFC_ Sigh what a life we’re living,['1596970674165518336'],1131317989,2022-11-27T20:54:13.000Z
en,1596969595117899776,I’m petrified. https://t.co/MlQni0qxYp,['1596969595117899776'],1131317989,2022-11-27T20:49:56.000Z
en,1596969216590086145,RT @arcanecovet: this is why no one’s trying to make 2010s hits anymore cause everyone hates fun 😢,['1596969216590086145'],1131317989,2022-11-27T20:48:26.000Z
en,1596969167600910337,RT @YAKISACHI: Ask a Nigga where he see himself in 5 years all he gone say is “ gettin money”,['1596969167600910337'],1131317989,2022-11-27T20:48:14.000Z
en,1596969093965680641,"RT @S11E11B11A: Gosh, the homes here are going to push me to work harder hey because WHAT IS THIS 😍😍😍😍😍😍😍 https://t.co/LZPtMlvgPm",['1596969093965680641'],1131317989,2022-11-27T20:47:56.000Z
en,1596969006732566529,RT @ivyluvx: when he asks for his hoody back https://t.co/gwvyoFpcfK,['1596969006732566529'],1131317989,2022-11-27T20:47:36.000Z
en,1596968988986281985,RT @mickeywon234: damn book wasn’t playing 😂😭 https://t.co/jcgA1jhLyY,['1596968988986281985'],1131317989,2022-11-27T20:47:31.000Z
en,1596968779006808067,@MikezAFC_ Loool I wouldn’t know 😭,['1596968779006808067'],1131317989,2022-11-27T20:46:41.000Z
en,1596968605861564416,If I learn to do the splits it’s for one reason and one reason only,['1596968605861564416'],1131317989,2022-11-27T20:46:00.000Z
en,1596967976581726208,RT @ashalves_: I don't mess with people who treat people better based on their popularity. Assigning value based on someones social capital…,['1596967976581726208'],1131317989,2022-11-27T20:43:30.000Z
