text,edit_history_tweet_ids,author_id,created_at,id,lang
"RT @_YogendraYadav: .@RahulGandhi वही करते हैं जो आम आदमी करता है।वह मंदिर,गुरुद्वारे,चर्च जाते हैं।दिक्कत उन्हें है जिनके चश्मे में एक ही…",['1597044801136128000'],1306214251263127552,2022-11-28T01:48:46.000Z,1597044801136128000,hi
RT @ShuklaRajiv: Today’s Indore rally of Rahul hi. It looked whole city was on street to have a glimpse of him @INCIndia #BharatJodoYatra h…,['1596962085082365954'],1306214251263127552,2022-11-27T20:20:05.000Z,1596962085082365954,en
"RT @shakeelNBT: क्या वक्त बदल रहा है?

आज राजवाड़ा इंदौर में राहुल की सभा के बाद कुछ युवा लड़के और लड़कियों से टीवी वाले बात करना चाह रहे…",['1596942211136245761'],1306214251263127552,2022-11-27T19:01:07.000Z,1596942211136245761,hi
"RT @shakeelNBT: राहुल ने कहा आपकी शक्ति से हम यह यात्रा जो 150 दिन की शेड्यूल थी 120 दिन में खत्म कर देंगे।

@RahulGandhi ने इंदौर में स्टे…",['1596942136989323265'],1306214251263127552,2022-11-27T19:00:49.000Z,1596942136989323265,hi
"RT @shakeelNBT: देश‌ का सबसे बड़ा एयरपोर्ट इन्दौर में बनेगा। इन्दौर में पूरी संभावनाएं हैं
लाजिस्टिक हब बनने की।

राहुल पूरी तरह आशावाद से…",['1596886549698064384'],1306214251263127552,2022-11-27T15:19:56.000Z,1596886549698064384,hi
"RT @AwanishSharan: मेरी यात्रा: 

10वीं : 44.7%
12वीं  : 65% 
ग्रैजूएशन: 60% 

CDS : फेल
CPF:  फेल 

राज्य लोक सेवा आयोग: 10 से अधिक बार…",['1596885653429657600'],1306214251263127552,2022-11-27T15:16:23.000Z,1596885653429657600,hi
"RT @shakeelNBT: राहुल ने माइक आफ कर दिया और बोलते रहे!
कहीं कोई आवाज नहीं। राहुल के होंठ हिलते रहे।
लोग चिल्लाने लगे।
राहुल ने माइक आन किया…",['1596885434885603331'],1306214251263127552,2022-11-27T15:15:31.000Z,1596885434885603331,hi
@ImRaina Happy birthday Mr. IPL 💛🎂,['1596883168900296704'],1306214251263127552,2022-11-27T15:06:30.000Z,1596883168900296704,en
"RT @DeepakSEditor: बिना टेलीप्रॉम्टर के एक ठेठ दक्षिण भारतीय का पब्लिक रैली में धाराप्रवाह हिंदी बोलना जल्द देखने को नहीं मिलता ! 
सुना है…",['1596882962422779905'],1306214251263127552,2022-11-27T15:05:41.000Z,1596882962422779905,hi
"RT @ppbajpai: और क्या देखने को बाक़ी है 
आप से दिल लगा के देख लिया….",['1596788100218265600'],1306214251263127552,2022-11-27T08:48:44.000Z,1596788100218265600,hi
@SeharShinwari Lahor ka dhyan rakho tum ..wo bi le lenge 🤣🤣,['1596595973262045184'],1306214251263127552,2022-11-26T20:05:18.000Z,1596595973262045184,hi
"RT @srinivasiyc: Malware, तुम्हे शर्म नही आती
मोदी जी को 'चुनावी हिन्दू' बोलते हुए?? https://t.co/ZuPCRnZyO1",['1596453834557378560'],1306214251263127552,2022-11-26T10:40:29.000Z,1596453834557378560,hi
"RT @SupriyaShrinate: कुछ कह रहे थे @amitmalviya ?

अब ठीक है @smritiirani ? https://t.co/1gH7cp79Qn",['1596453586355077120'],1306214251263127552,2022-11-26T10:39:30.000Z,1596453586355077120,hi
