id,edit_history_tweet_ids,created_at,author_id,text,lang
1596995836604739584,['1596995836604739584'],2022-11-27T22:34:12.000Z,985335193,Supermarkets: Stop Selling Suffering! - Sign the Petition! https://t.co/damPASuOdZ via @UKChange,en
1596994433567686656,['1596994433567686656'],2022-11-27T22:28:38.000Z,985335193,@JRossShow @stormzy @wossy @ITV The one thing going for the guy. He prefers dogs to humans,en
1596994268421558272,['1596994268421558272'],2022-11-27T22:27:58.000Z,985335193,@JRossShow @stormzy @wossy @ITV Great song . How come Stormzy never has any white people in his performances? Didn’t he donate 10 mil to Black Lives Matter. He doesn’t exactly demonstrate that white lives also matter. Is he a racist perhaps? All lives matter and perhaps he should show that.,en
1596962093118279680,['1596962093118279680'],2022-11-27T20:20:07.000Z,985335193,"RT @CGTNOfficial: UPDATE: At least seven people, including a newborn baby and two children, were killed on the southern Italian holiday isl…",en
1596951456707678208,['1596951456707678208'],2022-11-27T19:37:51.000Z,985335193,"@GBNEWS Why do we keep talking money re the nhs. Billions poured into it. One, I think sometimes that we employ the wrong people,two, nurses should learn on the job not in lecture theatres in unis, three the management and structure needs to change",en
1596867932172484608,['1596867932172484608'],2022-11-27T14:05:58.000Z,985335193,RT @TheWeekUK: Pundits say Ukraine defeats may trigger president’s exit following 22 years as Russian leader,en
1596839381389742086,['1596839381389742086'],2022-11-27T12:12:31.000Z,985335193,"RT @ClareCraigPath: ""The MHRA have recently approved novel “vaccines” that claim to protect against Omicron BA4/BA5 variants. The evidence…",en
1596834739973160960,['1596834739973160960'],2022-11-27T11:54:04.000Z,985335193,"@itvnews We just need special camps to house these people until they can be returned. The UK public do not want these, mainly men, in this country. Housed in hotels and spreading germs is unacceptable MPs  need to listen !!",en
1596834132788940800,['1596834132788940800'],2022-11-27T11:51:39.000Z,985335193,@wesstreeting Ha haWhat an hilarious statement.please tell us how labour would fund this. It was labour who gave GPs 3 day weeks and time for research.Blair balls the nhs up with this. Now the pressure is on A n E as GPs don’t want to work. Keep chucking money at NHS health service. Still bad,en
1596832832831500289,['1596832832831500289'],2022-11-27T11:46:29.000Z,985335193,@MailOnline Terrific ! Best thing that could have happened . He needs to acknowledge the public no longer think of him as royal walk away and move on. Get over your own mistakes Andrew.,en
