id,author_id,edit_history_tweet_ids,text,lang,created_at
1596962304582897666,134340234,['1596962304582897666'],"RT @PTIPoliticsss: PMLN Ex PM Raja Farooq lost Jhelum Valley to PTI
PMLN AJK President Shah Ghulam Qadir lost home UC &amp; Neelum Valley to PT…",en,2022-11-27T20:20:58.000Z
1596937801014349824,134340234,['1596937801014349824'],"RT @PTIPoliticsss: 72/74 UC Update AJK LBE
PTI 34
PPP 23
PMLN 9
MC 3
IND 4
PTI has gained majority in District Neelum &amp; District Jhelum. PT…",en,2022-11-27T18:43:36.000Z
1596935390182903808,134340234,['1596935390182903808'],اسلام آباد میں ہائی الرٹ کرکے وفاقی حکومت نے 25 کروڑ 63 لاکھ خرچ کردیے اور عمران خان وہاں گیا بھی ہے۔ ایک سے زیادہ الیکشن لڑنے پر عمران خان کی مخالفت کرنے والے اب گونگے ہوگئے ہیں۔,ur,2022-11-27T18:34:01.000Z
1596932665743409152,134340234,['1596932665743409152'],"RT @PTIofficial: جو کچھ 74سالہ  بُزرگ سینیٹر اعظم سواتی کے ساتھ کیا جارہا ہے،
مہذب معاشروں میں ایسا نہیں ہوتااور نہ ہی برداشت کیا جاسکتا ہے…",ur,2022-11-27T18:23:11.000Z
1596930260649795584,134340234,['1596930260649795584'],RT @BabarAwanPK: اعظم سواتی کے خلاف 5 ایف آئی آر کراچی، تین گھوٹگی، دو جیکب آباد، دو بلوچستان، سکھر، قمبر شہدادکوٹ، لاڑکانہ، نوابشاہ اور نا…,ur,2022-11-27T18:13:38.000Z
1596927634218549249,134340234,['1596927634218549249'],"RT @PTIPoliticsss: Huge Setback for PMLN!
PMLN President AJK Shah Ghulam Qadir losses from his home UC in Neelum!
PTI won 0/2 seats of Neel…",en,2022-11-27T18:03:12.000Z
1596927562848276480,134340234,['1596927562848276480'],"RT @PTIofficial: Another election, another huge embarrassment on the way for PDM parties! Alhamdulillah we are leading in LB elections of A…",en,2022-11-27T18:02:55.000Z
1596927463296159744,134340234,['1596927463296159744'],"District Jhelum Valley Election Result

Total UCs- 18

PTI- 10
PMLN- 5
PPP- 3",nl,2022-11-27T18:02:31.000Z
1596925333319868416,134340234,['1596925333319868416'],@ksz399 Yes,und,2022-11-27T17:54:03.000Z
1596917420756996096,134340234,['1596917420756996096'],"RT @PTIPoliticsss: Posting for Clarity of followers!
As per Results Recieved, PTI is leading in 38/74 UCs of Neelum Valley, Jhelum Valley a…",en,2022-11-27T17:22:37.000Z
