id,author_id,created_at,text,edit_history_tweet_ids,lang
1596962061451395072,113380026,2022-11-27T20:20:00.000Z,"Today is a great time to place your online order for Wine &amp; Shine Lehigh Valley 2023 passports. 
Buy a pair for you und your special someone, or give them as a holiday gift. 
Place your order today and we'll get it in the mail to you later this week. https://t.co/ccmNxTRPLX https://t.co/dymy1kXfit",['1596962061451395072'],en
1596909982783512576,113380026,2022-11-27T16:53:03.000Z,"Happy Sunday! It might be a rainy day, but our wineries are open and ready to have a good time with you. 
When it rains... WE POUR!  😅☔️ https://t.co/MV2T1qS0e0 https://t.co/2BLPRQFIu6",['1596909982783512576'],en
1596542193950507009,113380026,2022-11-26T16:31:36.000Z,"It's #SmallBusinessSaturday.  When you purchase from a small, local business, more of what you spent with them stays right here in our community. 
Stop by to check out what specials and promotions our five member wineries have going on that you can enjoy. https://t.co/IqA2Fj5ywp https://t.co/igSf8t8Hfs",['1596542193950507009'],en
1596514701944446976,113380026,2022-11-26T14:42:21.000Z,"Thanks to @jenwsheehan of @mcall for this article on the new owners of Blue Mountain Vineyards in New Tripoli:
https://t.co/TXnnNra5tc",['1596514701944446976'],en
1596246597213376512,113380026,2022-11-25T20:57:00.000Z,Tomorrow and Sunday save $25 on a case of wine at Franklin Hill Vineyards - all locations. https://t.co/J7R4ddIJWG,['1596246597213376512'],en
1596230994419294208,113380026,2022-11-25T19:55:00.000Z,Save on wine today and tomorrow at Tolino Vineyards. https://t.co/ho351ZWqM2,['1596230994419294208'],en
1596216146545344513,113380026,2022-11-25T18:56:00.000Z,Save 25% on all bottles of wine today for Black Friday at Blue Mountain Vineyards in New Tripoli. https://t.co/xu5UKFVsw0,['1596216146545344513'],en
1596200795451654146,113380026,2022-11-25T17:55:00.000Z,Here's a great Black Friday deal on gift cards at Vynecrest winery in Breinigsville. https://t.co/knNr7gC1g5,['1596200795451654146'],en
1596180888035131393,113380026,2022-11-25T16:35:53.000Z,Save the date for Photos with Santa at Blue Mountain Vineyards in New Tripoli. https://t.co/1lgixuuel6,['1596180888035131393'],en
1596152236039897089,113380026,2022-11-25T14:42:02.000Z,Check out these #BlackFriday deals from the LVWT member wineries. Stop by this afternoon and snatch them all! https://t.co/EVrTG3McdT,['1596152236039897089'],en
1595925984594653184,113380026,2022-11-24T23:43:00.000Z,"Have family or friends visiting for the holiday weekend and need something to do with them? Bring them to the Lehigh Valley Wine Trail! All 5 of our wineries are open this Friday - Sunday and are ready to welcome you for wine tastings and visits. 
https://t.co/MV2T1qAoPq https://t.co/k94Z8GsRJX",['1595925984594653184'],en
1595770977849430018,113380026,2022-11-24T13:27:03.000Z,"We hope you have a wonderful Thanksgiving Day with your family and friends. 
Thank you for continuing to support the 5 family-owned and operated LVWT wineries. We appreciate it! https://t.co/ZIhORkBxO1",['1595770977849430018'],en
1595526988814508058,113380026,2022-11-23T21:17:32.000Z,"While all of our wineries will be closed on Thursday for the holiday, they will all be open for Black Friday, Small Business Saturday and, or course, Sunday. Pick up a pair of Wine &amp; Shine Lehigh Valley 2023 passports for $39 each (cash only). They make a great stocking stuffer! https://t.co/Zrr3dDNe8z",['1595526988814508058'],en
1595510923506159616,113380026,2022-11-23T20:13:41.000Z,"This afternoon we wrapped up our annual Giving Before Thanks event with our final donation - a check for $650 to the @secondharvestlv! Pictured are Rosaria Stoops, Senior Development Officer for SHFBLV and Andy Warner, Owner of @blackriverfarms and LVWT Board Pres. @SHFBLV https://t.co/QbdZE6Bg0X",['1595510923506159616'],en
1595403728152051715,113380026,2022-11-23T13:07:44.000Z,"The five LVWT wineries are open today and ready to help you select the perfect wines to pair with your Thanksgiving dinner, and to sip throughout the holiday weekend! 

Or maybe you have the day off from work and are looking for something fun to do.  https://t.co/O4VzHiGQtZ https://t.co/0Yy7Qbcyc4",['1595403728152051715'],en
1595177923731812353,113380026,2022-11-22T22:10:28.000Z,"Check out this deal from Franklin Hill Vineyards:
Visit any FHV store this Saturday and Sunday and SAVE $25 off a case of wine!  Use online coupon code: ShopSmall for both days! 
https://t.co/4a7HzuYpo2 https://t.co/ieWdALDCYn",['1595177923731812353'],en
1595144914572132358,113380026,2022-11-22T19:59:18.000Z,"From Tolino Vineyards:
Looking for a tasty red to bring to Thanksgiving dinner?🍗🍷🦃
We suggest our Papa's Red, a lovely blend of Cabernet, Chambourcin and Vidal.  
If you prefer a drier red, our Cabernet Franc is a fine choice.",['1595144914572132358'],en
1595130074088587278,113380026,2022-11-22T19:00:20.000Z,"Vynecrest is open Black Friday 11 am - 5 pm.  Gift card special for Black Friday:
Purchase $50, get $10 for yourself to use in January &amp; February 2023.
Purchase $100, get $25 for yourself to use in January &amp; February 2023.",['1595130074088587278'],en
1595114638365978624,113380026,2022-11-22T17:59:00.000Z,Check out what Black River Farms has coming up for the final weekend of November. https://t.co/3R2QREk7MD,['1595114638365978624'],en
1595096892353830916,113380026,2022-11-22T16:48:29.000Z,"From Franklin Hill Vineyards - Holiday  Hours! 
Stay tuned for #blackfriday2022, #smallbusinesssaturday and #CyberMonday2022 SPECIALS AND DEALS!
#HappyThanksgiving #holidayseason #drinklocal https://t.co/kNSgi0AqwK",['1595096892353830916'],en
1594865966596456450,113380026,2022-11-22T01:30:52.000Z,"The upcoming holiday is a perfect time to experiment with a fun #winecocktail recipe. 
Find a few options here or play around with ingredients using local wine. 
https://t.co/eRP4kzMVp2 https://t.co/jKo3mpENN3",['1594865966596456450'],en
1594834098010427393,113380026,2022-11-21T23:24:14.000Z,All week this week you can find  a Tolino Vineyards stand at the Jaindl turkey farms store so you can buy wine to pair with your bird on the spot! https://t.co/ZyIlVoDOsv,['1594834098010427393'],en
