created_at,text,lang,author_id,edit_history_tweet_ids,id
2022-11-28T02:39:45.000Z,"@realshaunking Kicking should be less important, not more important. Don’t know what they were thinking.",en,1481051503632822272,['1597057631155552256'],1597057631155552256
2022-11-28T01:40:10.000Z,@BleacherReport @brgridiron https://t.co/aor2a2f0Zb,qme,1481051503632822272,['1597042635369517057'],1597042635369517057
2022-11-28T01:37:15.000Z,"@inside_the_rink @ImgoodImInExile Vassy
Stamkos
Columbus Blue Jackets",et,1481051503632822272,['1597041900342890497'],1597041900342890497
2022-11-28T01:22:05.000Z,@JCAllenNFL @SaltyBuc91 He’s stubborn as fuck.,en,1481051503632822272,['1597038086290313216'],1597038086290313216
2022-11-28T00:48:49.000Z,RT @CornellNFL: This Bucs coaching staff is literally sucking the fun out of watching an extremely talented team. This year is being comple…,en,1481051503632822272,['1597029711909359617'],1597029711909359617
2022-11-28T00:08:08.000Z,@Bucs_Barrett Yeah no way.,en,1481051503632822272,['1597019472438890497'],1597019472438890497
2022-11-28T00:02:59.000Z,@Tampafan86 Expect it.,en,1481051503632822272,['1597018179662143488'],1597018179662143488
2022-11-27T23:56:23.000Z,RT @jmtiiSrq: @JoeBucsFan Todd Bowles took a team that went 24-9 last 2 seasons and is below .500 as head coach. That’s it that’s the tweet.,en,1481051503632822272,['1597016516364337152'],1597016516364337152
2022-11-27T22:52:37.000Z,This is some next level shit. https://t.co/vqF4k1k05P,en,1481051503632822272,['1597000468273967104'],1597000468273967104
2022-11-27T22:49:11.000Z,@LukeEasterling His response makes even worse. Good god.,en,1481051503632822272,['1596999606583578624'],1596999606583578624
2022-11-27T22:12:20.000Z,"@SaltyBuc91 I completely understand, go off.",en,1481051503632822272,['1596990330544742401'],1596990330544742401
2022-11-27T22:11:09.000Z,@CAPT_CREAMSICLE Not me. If we were the Browns or Lions I woulda switched elegances by now. Those people are insane. I don’t need this shit every damn Sunday.,en,1481051503632822272,['1596990033315377152'],1596990033315377152
2022-11-27T22:06:27.000Z,RT @Bucs_Barrett: The biggest winners of our season? The Glazers. Finagled THOUSANDS of fans to buy TWO YEARS of season tickets to support…,en,1481051503632822272,['1596988853080174592'],1596988853080174592
2022-11-27T22:05:35.000Z,"@SaltyBuc91 And don’t get me wrong he deserves some criticism, but come on.",en,1481051503632822272,['1596988635319980033'],1596988635319980033
2022-11-27T22:04:49.000Z,@SaltyBuc91 Tom didn’t lose that game the coaching staff did. Stop.,en,1481051503632822272,['1596988440566194176'],1596988440566194176
2022-11-27T21:59:27.000Z,@evan_winterAtoZ Dirty fuck.,en,1481051503632822272,['1596987088578412544'],1596987088578412544
