lang,text,author_id,created_at,id,edit_history_tweet_ids
en,@DirkBartnik A map to an incredible amusement park filled with joy and laughter.,28100249,2022-11-27T20:22:51.000Z,1596962778761527296,['1596962778761527296']
en,RT @DivaFoodies: The latest Diva Foodies! https://t.co/A6j8SPo7Og Thanks to @SMadushnaka #foodies #food,28100249,2022-11-26T01:39:24.000Z,1596317666284900352,['1596317666284900352']
en,"@DirkBartnik A visual, unfolding fairytale, of a witch ruled forest.",28100249,2022-11-25T23:57:07.000Z,1596291924037861377,['1596291924037861377']
en,"@DirkBartnik happy chaos, a party seen through a kalidascope. #art #abstractexpressionism #abstractartist",28100249,2022-11-25T12:09:25.000Z,1596113828147781632,['1596113828147781632']
en,@DirkBartnik people dancing with reflections and light on the water.,28100249,2022-11-24T17:02:52.000Z,1595825290260975619,['1595825290260975619']
en,"RT @DirkBartnik: What do you see?

Marker on photo paper, November 2022. #abstractart #abstractpainting #Freiburg https://t.co/8pOibO7DeU",28100249,2022-11-22T23:01:04.000Z,1595190656837816321,['1595190656837816321']
en,@LiberalHere bye. take care of yourself.,28100249,2022-11-22T19:15:58.000Z,1595134009347973120,['1595134009347973120']
en,"@MadScientistFF Grey, shoe leather liver and onions…..even at the age of seven, I knew it could be better.",28100249,2022-11-21T23:54:55.000Z,1594841822664196097,['1594841822664196097']
en,@DirkBartnik people and their pups picknicking in a park. #abstractart #art,28100249,2022-11-20T11:36:54.000Z,1594293704868696065,['1594293704868696065']
en,RT @lifesafeast: I’ve been on twitter for 13 years. I’ve created incredible friendships &amp; become part of a strong community. We support &amp; d…,28100249,2022-11-18T20:02:12.000Z,1593696093921067008,['1593696093921067008']
en,RT @DivaFoodies: If Twitter is here today but gone tomorrow. 💛 We want you to know how much we appreciate you. Many of the folks we’ve met…,28100249,2022-11-18T20:01:04.000Z,1593695805927571457,['1593695805927571457']
en,"RT @DivaFoodies: 💯 agree with @fondalo 
Did you know you have Two stories to tell: your product/company and About You?
We call the 2nd your…",28100249,2022-11-18T16:07:43.000Z,1593637081028341760,['1593637081028341760']
en,"Beauty's where you find it, why these works are not sold is beyond me. #art #abstractexpressionism https://t.co/BjGYMAiQfU",28100249,2022-11-18T12:17:05.000Z,1593579040639787009,['1593579040639787009']
en,"@DirkBartnik a group of people in a museum, viewing an art installation. #art #abstractart",28100249,2022-11-18T12:16:03.000Z,1593578780894838784,['1593578780894838784']
en,"Hi, so glad everything arrived, we miss you and the lagniappe was just a little reminder we love you too! xo https://t.co/RvoJV89Uzn",28100249,2022-11-12T12:27:44.000Z,1591407393279279105,['1591407393279279105']
en,"I’m here for now, probably just to watch the place burn, you can find me elsewhere; LinkedIn, FB or off my website. Will miss you, your posts, mostly the art, the food, new found friends and old-and the laughter. xo",28100249,2022-11-11T11:32:06.000Z,1591031004554489856,['1591031004554489856']
en,RT @DivaFoodies: The latest Diva Foodies! https://t.co/dWQtushl1R Thanks to @ilenre_ray @kurako0328 #foodies #food,28100249,2022-11-11T10:53:07.000Z,1591021197885870081,['1591021197885870081']
en,"RT @chadpbyrne: Will you be able to guess the menu or more importantly the cocktails through taste alone ..
Probably need a few cocktails t…",28100249,2022-11-10T16:51:46.000Z,1590749066207858694,['1590749066207858694']
en,"A few pics from our chocolate &amp; wine tasting @JimmysJazzBlues in Portsmouth, NH last evening, benefitting @chase4children so glad to be a part of something so amazing. xo https://t.co/ZMbPMSUISA",28100249,2022-11-09T14:22:03.000Z,1590348997855567872,['1590348997855567872']
