lang,text,author_id,created_at,id,edit_history_tweet_ids
en,"Has anyone ever modded the Sims to allow players to play DnD?

Feel like their building tool would lend itself very well to map/dungeon creation",23117492,2022-11-27T20:56:38.000Z,1596971281744007169,['1596971281744007169']
en,RT @JediOutcast: IMDb plot summary for @GameChangerSam #MakeSomeNoise is art. https://t.co/olAeRtBJPw,23117492,2022-11-27T20:27:29.000Z,1596963947068166144,['1596963947068166144']
zxx,RT @halomancer1: https://t.co/oxsABaPDkl,23117492,2022-11-27T20:25:41.000Z,1596963490832732160,['1596963490832732160']
en,About to drop 4 Alka-Seltzer tabs into my mountain dew and disappear from this earth until next weekend,23117492,2022-11-27T20:20:15.000Z,1596962125616119808,['1596962125616119808']
en,"RT @_unwell: [interrogation room]

guy, beating the shit out of me: say it again

me: a drink from a cool glass of water  late at night &gt;&gt;&gt;…",23117492,2022-11-27T02:30:48.000Z,1596692987538726912,['1596692987538726912']
en,"RT @hankgreen: “Till Death do us Blart” kicks ass this year, don’t skip it.",23117492,2022-11-27T02:30:27.000Z,1596692902461444098,['1596692902461444098']
en,RT @Nickeee6: Me going to my forth drinking event in four days  https://t.co/lJ3VUpQGzo,23117492,2022-11-27T02:17:35.000Z,1596689661878890496,['1596689661878890496']
en,"RT @Carzonfye: I like your funny reply, friend. You will be buried in my pyramid when I die",23117492,2022-11-27T00:08:31.000Z,1596657184842354688,['1596657184842354688']
en,RT @EmpressThaliaa: Tesla's when they see a child https://t.co/VqiCwBIjeT,23117492,2022-11-26T19:24:25.000Z,1596585684672077824,['1596585684672077824']
en,"RT @shaun_vids: i don't want to be right or left, but the left's wokeness has gone Too Far, so i was pushed to the right. curiously i do no…",23117492,2022-11-26T19:22:35.000Z,1596585226943315970,['1596585226943315970']
en,"RT @instain_mother: when i was a teen you could eat at a lot of different places but now its all McDonalds. kinda weird

""Oh so you hate al…",23117492,2022-11-26T18:56:01.000Z,1596578538320183297,['1596578538320183297']
en,@MikeHallYall @kriz_petr Biblically accurate Annoying Orange,23117492,2022-11-26T18:51:22.000Z,1596577371104092160,['1596577371104092160']
en,RT @luhmebebe: food service is jumpscare horror and retail is psychological horror,23117492,2022-11-26T16:55:28.000Z,1596548200881586181,['1596548200881586181']
en,@ShesAWarrior1 Are you brain dead?,23117492,2022-11-26T11:25:39.000Z,1596465199158071296,['1596465199158071296']
en,"RT @DopeyMcGeee: @elonmusk you are the most fragile, thin skinned loser on the entire planet, and your fans are sentient pustules that wall…",23117492,2022-11-26T10:55:08.000Z,1596457519345721345,['1596457519345721345']
en,"RT @DopeyMcGeee: Elon is a giant pasty, whiny, ugly fragile baby and his simps are all enormous nerdly cowards and TERFs.@NotABigJerk and h…",23117492,2022-11-26T10:55:04.000Z,1596457506381103105,['1596457506381103105']
en,RT @antoniosbackup: went to go get another roll and my uncle said “damn we want some too” https://t.co/bQn4TidNGZ,23117492,2022-11-25T01:58:59.000Z,1595960208022540288,['1595960208022540288']
