created_at,text,edit_history_tweet_ids,id,author_id,lang,withheld
2022-11-27T20:25:35.000Z,RT @Sitwat_Saleem: @ashirazeemgill 🤓🤓🤓🤓👇👇👇👇 https://t.co/8Waxofe2lw,['1596963466157309953'],1596963466157309953,1162625238,und,
2022-11-27T20:23:41.000Z,RT @KashifSabir: حقیقی بریانی https://t.co/bh2cqaItHq,['1596962987721379841'],1596962987721379841,1162625238,fa,
2022-11-27T20:18:22.000Z,"RT @Jew_Pakistani: Going to Dates capital of Pakistan 🇵🇰 in interior Sindh, for kosher audit.

Dates are not just fruit. It's also an ingre…",['1596961650795741184'],1596961650795741184,1162625238,en,
2022-11-27T20:09:53.000Z,RT @LinahAlsaafin: If you understand Arabic then it’s a hate crime to listen to the bbc commentary instead of this  https://t.co/iyNU30Jwjk,['1596959517572354048'],1596959517572354048,1162625238,en,
2022-11-27T20:08:47.000Z,"RT @ats_sohail: 🔗 https://t.co/6mEBNiHnKg
عبداللہ طارق سہیل
27 نومبر 2022
* باجوہ اور فیض - سازشوں کی ہوشربا کہانی
* دونوں آخر دم تک نواز ش…",['1596959239372963840'],1596959239372963840,1162625238,ur,
2022-11-27T20:00:08.000Z,"RT @GuruKithayHai: Video is from Los Angeles 2016 thanksgiving. 

You don’t need rocket science to prove that video is fake . Check the lan…",['1596957062986022912'],1596957062986022912,1162625238,en,
2022-11-27T19:55:45.000Z,RT @geonews_urdu: اعظم سواتی کی ویڈیو جعلی ہونے کا فیصل واوڈا کے پاس کیا ثبوت ہے؟ https://t.co/HW5hhWy5TR,['1596955960203149312'],1596955960203149312,1162625238,ur,
2022-11-27T19:49:09.000Z,RT @ranamashhood: کیا عمران خان پر حملے کی خبر پی ٹی آئی رہنماؤں کو تھی۔۔۔؟ عمران خان کی ناک کے نیچے کون کیا کرتا رہا ؟ فیصل واوڈا نے بڑے ا…,['1596954299564978176'],1596954299564978176,1162625238,ur,
2022-11-27T19:45:09.000Z,RT @qaimalishahparo: A guy proclaiming to be from Karachi describes his experience with Azaadi March: https://t.co/DJstHpwaNf,['1596953291543674880'],1596953291543674880,1162625238,en,
2022-11-27T19:45:00.000Z,RT @MjKhurramHameed: https://t.co/3WrZrjsPKd,['1596953254847737856'],1596953254847737856,1162625238,zxx,
2022-11-27T19:44:06.000Z,"RT @ShamaJunejo: اعظم سواتی نے قرآن پر حلف اُٹھا کے کہا کہ اگر میں جُھوٹ بول رہا ہوں تو اللّہ مُجھے تباہ و برباد کرے۔
وہ اور کیا کررہا ہے؟…",['1596953026295918594'],1596953026295918594,1162625238,ur,
2022-11-27T19:29:38.000Z,RT @DavidVujanic: The Morocco national anthem is incredible…passion to the max ! 🇲🇦🔥🇲🇦 https://t.co/xZxSw8DLGa,['1596949388563451906'],1596949388563451906,1162625238,en,
2022-11-27T19:24:56.000Z,"RT @nayadaurpk_urdu: ‘ملک ریاض پھنس گئے ہیں، بشریٰ بی بی اور عمران خان بھی پھنسنے والے ہیں’
https://t.co/jcjzelP0Uq",['1596948204310122496'],1596948204310122496,1162625238,ur,
2022-11-27T19:23:04.000Z,RT @saqibbashir156: ایف آئی اے سائبر کرائم ونگ کے علاوہ سندھ بلوچستان میں اعظم سواتی کے خلاف اب تک 11 مقدمات درج ہو چکے,['1596947733642096641'],1596947733642096641,1162625238,ur,
2022-11-27T19:21:57.000Z,"RT @Awais_Yarr: عمران خان کی گرل فرینڈ کی کہانی
وسیم اکرم کی زبانی
گیلین عمران کو ایک جزیرہ میں بند کمرے میں لے گئی
اور میں اور اعجاز دیکھت…",['1596947454422765568'],1596947454422765568,1162625238,ur,
2022-11-27T19:19:54.000Z,RT @PakistanCheck: Former Interior Minister of Pakistan and an ally of former Prime Minister Imran Khan tweets a clip claiming to be a bird…,['1596946937223467009'],1596946937223467009,1162625238,en,
2022-11-27T19:15:34.000Z,RT @KeepsamM: لنگڑے کو تو اپنے ساتھ بیٹھے لوگ سیریس نہیں لیتے 😂😂 https://t.co/clLryD3mRL,['1596945846259847170'],1596945846259847170,1162625238,ur,
2022-11-27T19:12:37.000Z,"RT @fasi_zaka: This video is 14 seconds. You have to watch it TWICE.

Died laughing the second time https://t.co/vUzTGEC4s4",['1596945106149339137'],1596945106149339137,1162625238,en,
2022-11-27T19:10:04.000Z,RT @AmirHQureshi: 14 مئی 1969 روزنامہ جنگ میں اتفاق فاوُنڈری کے نئے پروڈکٹ ویٹ تھریشر کا اشتہار- اس وقت اتفاق فاوُنڈری اسٹیل کیساتھ ڈیزل ان…,['1596944464211480576'],1596944464211480576,1162625238,ur,
2022-11-27T19:09:34.000Z,RT @SocialDigitally: اعظم سواتی وڈیو کے معاملے پر مکمل غلط بیانی کرتے رہے اسکے بعد فوج کو ماں بہن کی گالیاں دیں یہ سب ڈرامہ اسلئے کیا جارہا…,['1596944338663063553'],1596944338663063553,1162625238,ur,
2022-11-27T19:04:24.000Z,"RT @TechAmazing: Foldable display prototypes Samsung unveiled at CES 2022.
Samsung gives a glimpse of its future flexible displays by prese…",['1596943038256803840'],1596943038256803840,1162625238,en,
2022-11-27T19:03:32.000Z,RT @SalAhmedPK: A welcome judgment from the Sindh High Court by Yousuf A. Sayeed J refusing to stay the exhibition of Joyland. He rightly p…,['1596942821210337282'],1596942821210337282,1162625238,en,
2022-11-27T18:55:39.000Z,"RT @mosharrafzaidi: Indonesia was in a worse crisis in 1998 than Pakistan is in today. 

Lt Gen Agus Widjojo then wrote a plan for extracti…",['1596940835534168065'],1596940835534168065,1162625238,en,
2022-11-27T18:55:19.000Z,RT @FawadFiaz: According to history it is true 😀😀 https://t.co/6tduW4wNAj,['1596940749404139521'],1596940749404139521,1162625238,en,
2022-11-27T18:55:04.000Z,"RT @IlmFeed: After Morocco's win against Belgium, Achraf Hakimi went to his mother, gave her his shirt and kissed her on her forehead. http…",['1596940689442414598'],1596940689442414598,1162625238,en,
2022-11-27T18:54:27.000Z,RT @adnanCad: عمران خان اسمبلیاں پہلے توڑیں گے یا لندن میں شاہزیب خانزادہ کے خلاف کیس پہلے دائر کریں گے؟,['1596940535054233601'],1596940535054233601,1162625238,ur,
2022-11-27T18:54:10.000Z,"RT @najamwalikhan: جس کے ساتھ چلتے ہیں اس کا ساتھ نہیں چھوڑتے، چودھری پرویزالہٰی

جیسے ضیاءالحق کو پھٹوا کے چھوڑا۔ نوازشریف کو جدے بھجوا کے…",['1596940460693811201'],1596940460693811201,1162625238,ur,
2022-11-27T18:51:53.000Z,RT @SocialDigitally: اعظم سواتی نے اپنی وڈیو خود بنوائی ہے وہ اس لیے تاکہ لیڈر آف اپوزیشن بن سکے اورفوج اور جنرل فیصل کو متنازع بنایا جاسکے…,['1596939885419429888'],1596939885419429888,1162625238,ur,
2022-11-27T18:46:17.000Z,"RT @mehmood4745: الحمدللہ۔۔۔۔۔۔ 
ہماری ثقافت ، روایات،  لباس ، زبان ، نسل ، رنگ و بو مختلف ہو سکتے ہیں لیکن خوشی میں اپنے خالق کے حضور سجدہ…",['1596938477530075136'],1596938477530075136,1162625238,ur,
2022-11-27T18:45:46.000Z,"RT @KhaledBeydoun: Moroccans are often treated as 2nd and 3rd class citizens in Belgium. Many of them, especially women who wear Hijab, fac…",['1596938348362272768'],1596938348362272768,1162625238,en,
2022-11-27T18:45:19.000Z,RT @realrazidada: چین گزشتہ بائیس سال سے سنجرانی برادران کی مدد سے ، پاکستان کا سونا اور تانبہ سینڈک سے لوٹ کر لے جا رہاہے،کیامجال کہ وہاں…,['1596938235028000768'],1596938235028000768,1162625238,ur,
2022-11-27T18:44:47.000Z,"RT @MiftahIsmail: No. There are not two but three trustees of the trust that was given the land. IK, Begum Bushra and Farah Khan Gogi.",['1596938102471524352'],1596938102471524352,1162625238,en,
2022-11-27T18:43:21.000Z,"RT @ZulfiqarAhmed69: Do you know seafood export is our 5th largest export?
Pakistan earns about $400 million from shrimps export alone whic…",['1596937738665611264'],1596937738665611264,1162625238,en,
2022-11-27T18:42:40.000Z,"RT @Raxa36KHI: اتہاس گواہ ہے
چودھری پرویز الہی کوئی بہت ہی بڑے پنوتی ہیں
نوازشریف کیساتھ تھے تو جنرل مشرف نے مارشل لاء لگادیا
جنرل مشرف کیس…",['1596937566850514945'],1596937566850514945,1162625238,ur,
2022-11-27T18:41:11.000Z,RT @KhaledBeydoun: The most Arab/African/Muslim photo from the #WorldCup https://t.co/rROIa2Uz7Q,['1596937193771380737'],1596937193771380737,1162625238,en,
2022-11-27T18:40:56.000Z,RT @Kamran_Yousaf: کتنے بڑے آئے اور پھر چلے گئے لیکن انسان سبق پھر بھی نہیں سیکھتا https://t.co/0xMIIIZfHO,['1596937132874280960'],1596937132874280960,1162625238,ur,
2022-11-27T18:37:20.000Z,RT @Shine_Stine: پی سی بی نے انگلینڈ کے دورِ پاکستان پر ٹیسٹ سیریز کی ٹرافی کی رونمائی کردی۔ https://t.co/Pvh93k82JU,['1596936224253485057'],1596936224253485057,1162625238,ur,
2022-11-27T18:36:41.000Z,RT @jawadahmadone: عمران ہر جلسے میں ایک چیز بتاتا ہے پر دوسری نہیں بتاتا۔ https://t.co/9xQXLSEar7,['1596936063846871040'],1596936063846871040,1162625238,ur,
2022-11-27T18:33:18.000Z,"RT @kabeerraja786: پس ثابت ہوا کہ اعظم سواتی جیسا سسٹر چود مدَر چود آج تک کسی اور نے جمنے کی جرات ہی نہیں کیتی
 https://t.co/VOwHSKnbdD",['1596935209307361280'],1596935209307361280,1162625238,ur,
2022-11-27T18:33:12.000Z,RT @SocialDigitally: اعظم سواتی ہمارے خاندان کو دھمکیاں لگواتا رہا اور ہمیں دھمکی دی گئی اگر منہ کھولا انصاف کی آواز اٹھائی تو اعظم سواتی ک…,['1596935187517972482'],1596935187517972482,1162625238,ur,
2022-11-27T18:32:44.000Z,RT @Marriyum_A: اِس لئے کہا تھا عمران خان کو گولی نہیں غم لگا ہے https://t.co/DnAnOxpbII,['1596935069569929221'],1596935069569929221,1162625238,ur,
2022-11-27T18:30:54.000Z,"RT @SocialDigitally: ابھی تک چھبیس گولیوں کا حساب بنا ہے جس میں عمران اسماعیل والی چار جسمانی طاقت والی گولیاں شامل ہیں 
فیصل واوڈا https:/…",['1596934608293351425'],1596934608293351425,1162625238,ur,
2022-11-27T18:30:38.000Z,RT @abdalian4ever: پرویز رشید،خواجہ آصف،سعد رفیق،راناثناءاللہ اورانگنت سیاسی کارکنان نے عقوبت خانوں میں مہینوں اذیت سہی مگر کبھی  تشددکےپوس…,['1596934541418983424'],1596934541418983424,1162625238,ur,
2022-11-27T18:30:18.000Z,RT @kabeerraja786: فیض حمید رخصتی کے بعد فسادی دھرنا اپنے منطقی انجام کو پہنچ گیا ، آزاد کشمیر بلدیاتی انتخابات میں نواز شریف کا طُوطی بول…,['1596934455473864704'],1596934455473864704,1162625238,ur,
2022-11-27T18:30:10.000Z,RT @Aadiiroy2: لخ دی لعنت تیرے جمن تے بے غیرتا۔لاس اینجلس کی تصویر ھے.,['1596934422531813376'],1596934422531813376,1162625238,ur,
2022-11-27T18:13:09.000Z,RT @ali_axhar: 12 دن گُزر گئے!😷🫣 https://t.co/hmMCX2P3f0,['1596930140004831237'],1596930140004831237,1162625238,ur,
2022-11-27T18:12:52.000Z,"RT @jawadahmadone: Loyalty and commitment to Imran, the filthiest hypocrite of Pakistan. ‘Shameless’ is the only appropriate word for you.…",['1596930066612559872'],1596930066612559872,1162625238,en,
2022-11-27T18:12:30.000Z,"RT @SydZainRaza: Does this PTI swine deserve sympathy?
No

Does this Pakistani citizen deserve justice?
Yes

Let's not confuse the two. htt…",['1596929975659417601'],1596929975659417601,1162625238,en,
2022-11-27T18:09:58.000Z,RT @IrumRaufCh123: یوتھیوں کا نیا ورلڈ کپ🤓 https://t.co/MixF0491GB,['1596929338292592640'],1596929338292592640,1162625238,ur,
