id,author_id,created_at,text,edit_history_tweet_ids,lang
1596973027593703425,506230666,2022-11-27T21:03:34.000Z,"RT @OleMissFB3: Ole miss fans need to show up to the basketball games, we need to change the narrative of ole miss basketball‼️",['1596973027593703425'],en
1596972998036443136,506230666,2022-11-27T21:03:27.000Z,RT @AlanDaviesbirds: This beautiful bird is a Woodcock it’s legal to shoot them here in the UK. Woodcock are in decline. Please help reduce…,['1596972998036443136'],en
1596972826321616897,506230666,2022-11-27T21:02:46.000Z,"RT @AdoptionsUk: Happy news!!! This will make you smile, Banksy in Bristol has been reserved!!!
😀😀😀😀😀😀😀😀😀
https://t.co/TsgPCZKMZm…

Finger'…",['1596972826321616897'],en
1596972723267198976,506230666,2022-11-27T21:02:22.000Z,"RT @DaysOfOurDodger: My human is losing faith. He’s
giving up on prayer, and hope.
COVID is quite miserable.😢 https://t.co/EsxhapEug8",['1596972723267198976'],en
1596972309159743490,506230666,2022-11-27T21:00:43.000Z,RT @dodo: Pittie found living behind a dumpster couldn't stop trembling until she met her rescuers 💕 @HopeForPaws https://t.co/jCZpiBN8ux,['1596972309159743490'],en
1596971944020045824,506230666,2022-11-27T20:59:16.000Z,"RT @AdoptionsUk: Please retweet to help Axel find a home #ESSEX #England  
Aged 1, he may be able to live with another dog in an adult home…",['1596971944020045824'],en
1596971836759105538,506230666,2022-11-27T20:58:50.000Z,RT @sadie9476: @_B___S Yes,['1596971836759105538'],und
1596971769411567616,506230666,2022-11-27T20:58:34.000Z,RT @AdoptionsUk: Please retweet to help Duggee find a home #DEVON #ENGLAND https://t.co/nI4uqFLgd7,['1596971769411567616'],en
1596971725987905536,506230666,2022-11-27T20:58:24.000Z,"RT @gsrescueelite: Kilo is 8yrs old and he has thrived in his #foster home, Kilo can live with older kids and is ok with most #dogs with co…",['1596971725987905536'],en
1596971680445759489,506230666,2022-11-27T20:58:13.000Z,"RT @AdoptionsUk: PLEASE RETWEET, URGENT FOSTER HOME NEEDED FOR DOTTY   #ROTHERHAM #ENGLAND  

CAN RE HOME NATIONALLY.

Rescued from being P…",['1596971680445759489'],en
1596971588536397824,506230666,2022-11-27T20:57:51.000Z,"RT @gsrescueelite: It's #SeniorSunday and we know it's rare a senior dog finds a home but we still give them their day to shine 
#dogs #Ger…",['1596971588536397824'],en
1596971456197693440,506230666,2022-11-27T20:57:20.000Z,"RT @gsrescueelite: Buster is 10yrs old and he can live with other #dogs, Buster may be an older boy but he can still be very bold so needs…",['1596971456197693440'],en
1596971409648979968,506230666,2022-11-27T20:57:09.000Z,"RT @AdoptionsUk: Please retweet to help Benny find a home #KENILWORTH #WESTMIDLANDS #UK 

Aged 5-7, medium sized, extremely clever he enjoy…",['1596971409648979968'],en
