created_at,edit_history_tweet_ids,text,id,lang,author_id
2022-11-28T02:53:42.000Z,['1597061141510836224'],RT @RepSnodgrass: I have spent many events in his presence as a state rep in his congressional district and I have never met a more overtly…,1597061141510836224,en,15035209
2022-11-28T02:02:08.000Z,['1597048161910272000'],RT @mcpli: The narrowest of midterm elections . . .,1597048161910272000,en,15035209
2022-11-28T02:01:12.000Z,['1597047929482936321'],"RT @NOH8Campaign: This mosaic portrait represents over 10,000 #NOH8 photos united in the spirit of visibility; putting a face to the fight…",1597047929482936321,en,15035209
2022-11-28T01:51:48.000Z,['1597045561798328321'],RT @92CLiss: Proud captain right here! Do you think Garrett Nelson has set down the trophy yet!? #HomegrownHusker https://t.co/MfLCpC7w6q,1597045561798328321,en,15035209
2022-11-28T01:48:59.000Z,['1597044854982266881'],RT @mattyglesias: Well-endowed highly exclusionary universities asking job candidates to submit DEI statements rather than transferring mat…,1597044854982266881,en,15035209
2022-11-28T01:45:09.000Z,['1597043887557996544'],RT @MaryPeltola: We’re getting back into a new week! I hope everyone is ready for a week without election stress. I think we’ve all earned…,1597043887557996544,en,15035209
2022-11-28T01:44:34.000Z,['1597043742779011074'],@What46HasDone @bannerite I guess you had to get outraged about something today,1597043742779011074,en,15035209
2022-11-28T01:41:37.000Z,['1597043001963921409'],RT @emilyehman: Man oh man I really hope we get a @Huskervball vs @LouisvilleVB Regional Final matchup 👀 #NCAAWVB,1597043001963921409,en,15035209
2022-11-28T01:40:32.000Z,['1597042725568008193'],"RT @ReverendWarnock: It’s still Election Season, y’all. And we need all the help we can get to spread the word. Big thanks to @wakaflocka f…",1597042725568008193,en,15035209
2022-11-28T01:40:21.000Z,['1597042683364913153'],RT @SpudLovr: Editorial | Tammy Baldwin is winning the fight to protect marriage equality https://t.co/mGe8EZNoFE via @CapTimes #wiunion #w…,1597042683364913153,en,15035209
2022-11-28T01:40:11.000Z,['1597042637508612096'],RT @Husker247BC: #Huskers hoops leading Florida State 33-26 at the half out in Orlando. Keisei Tominaga has 9 off the bench. Derrick Walker…,1597042637508612096,en,15035209
2022-11-28T01:39:05.000Z,['1597042363058520065'],"RT @BigTenNetwork: It’s time to dance 💃

These 6️⃣ @B1GVolleyball teams advanced to the first round of the @NCAAVolleyball tournament. 🏐 ht…",1597042363058520065,en,15035209
2022-11-28T01:28:33.000Z,['1597039710664544256'],"RT @NCAAVolleyball: 𝐁𝐨𝐭𝐭𝐨𝐦 𝐑𝐢𝐠𝐡𝐭 𝐑𝐞𝐠𝐢𝐨𝐧

1st &amp; 2nd Round Hosts:
1️⃣ @LouisvilleVB
2️⃣ @Huskervball
3️⃣ @OregonVB
4️⃣ @BaylorVBall

#NCAAWVB…",1597039710664544256,en,15035209
2022-11-28T01:28:29.000Z,['1597039693904097281'],"RT @NCAAVolleyball: 𝟏𝐬𝐭 &amp; 𝟐𝐧𝐝 𝐑𝐨𝐮𝐧𝐝𝐬
📍 Lincoln, NE
📅 Dec. 1-2

(2) @Huskervball
🆚
@DSUHornets
 
@KUVolleyball
🆚
(7) @CanesVB

#NCAAWVB http…",1597039693904097281,en,15035209
2022-11-28T01:27:35.000Z,['1597039470536437762'],"RT @NCAAVolleyball: 𝐍𝐨. 2️⃣ 𝐒𝐞𝐞𝐝 – 𝐁𝐨𝐭𝐭𝐨𝐦 𝐑𝐢𝐠𝐡𝐭 𝐑𝐞𝐠𝐢𝐨𝐧𝐚𝐥
🌽 @Huskervball
 
#NCAAWVB https://t.co/QupvDd3zIM",1597039470536437762,en,15035209
2022-11-28T01:27:26.000Z,['1597039432187932673'],RT @Huskervball: Go time.,1597039432187932673,en,15035209
2022-11-28T01:27:06.000Z,['1597039345441312769'],"RT @60Minutes: Scott Pelley speaks with residents and archeologists about lost graves from African American cemeteries in Clearwater, Flori…",1597039345441312769,en,15035209
2022-11-28T01:26:25.000Z,['1597039175853051904'],"RT @RepAdamSchiff: Kevin McCarthy has no ideology, no core set of beliefs.

He knows he can't become Speaker without support from the QAnon…",1597039175853051904,en,15035209
2022-11-28T01:26:16.000Z,['1597039138816987137'],"RT @steven_sipple: Before we look forward, let’s take a step back. Trev Alberts on Sept. 11 mentioned several traits he would seek in hirin…",1597039138816987137,en,15035209
2022-11-28T01:10:03.000Z,['1597035057470136321'],"RT @davidfrum: If Vindman had not spoken out at the risk of his career, Ukraine might have been cut off by a vengeful President Trump from…",1597035057470136321,en,15035209
2022-11-28T01:09:57.000Z,['1597035031192444928'],"RT @DemGovs: Wisconsin hadn’t elected a Democratic governor in a midterm with a Democratic president since 1962.

Gov. @Tony4WI changed tha…",1597035031192444928,en,15035209
2022-11-28T01:07:28.000Z,['1597034407864721408'],"RT @Aggie_Sports: FINAL: Rice 66, Texas A&amp;M 58",1597034407864721408,en,15035209
2022-11-28T01:07:24.000Z,['1597034389183291393'],"RT @AggieFootball: Coming in hot 🔥

🎥 LSU Highlights | #GigEm https://t.co/bq3A4tzPdw",1597034389183291393,en,15035209
2022-11-28T01:06:38.000Z,['1597034197163835394'],"Kudos for doing their job?

This wasn’t a hard choice. https://t.co/0FedhlsW1j",1597034197163835394,en,15035209
2022-11-28T01:06:28.000Z,['1597034155082010624'],"@slmandel Kudos for doing their job?

This wasn’t a hard choice.",1597034155082010624,en,15035209
2022-11-28T01:04:19.000Z,['1597033612100399104'],RT @DanRShafer: We regret to inform you that Glenn Grothman is at it again.,1597033612100399104,en,15035209
2022-11-28T00:58:12.000Z,['1597032072480444417'],"RT @DarkShadows46: @RadioFreeTom #AT40  Tho for the Anne haters out there, here is a cool pic that came across my feed Thursday from Tgivin…",1597032072480444417,en,15035209
2022-11-28T00:54:36.000Z,['1597031167404171264'],"RT @RadioFreeTom: Happy Thanksgiving, folks!

Here's two @TheAtlantic Thanksgiving reads for you: 

Me on being grateful for what we've bee…",1597031167404171264,en,15035209
