edit_history_tweet_ids,lang,created_at,author_id,id,text
['1597070528405475329'],en,2022-11-28T03:31:00.000Z,185187473,1597070528405475329,"RT @jagfriends_nft: 📢ANNOUNCEMENT: Here we go, Jags! The most awaited moment is coming! We want to present all the details about Jungle Soc…"
['1597068319605272576'],en,2022-11-28T03:22:14.000Z,185187473,1597068319605272576,"RT @Genki_NFT: As our previous challenge finishes, here’s our last challenge before our mint on Dec 1st. 

HEALTHY BODY = HEALTHY MIND 🧠 an…"
['1597066702889848832'],en,2022-11-28T03:15:48.000Z,185187473,1597066702889848832,"RT @0xRememberUs: RememberUs x CNP Pets
3x Whitelist Spots Giveaway

To Enter: 
✅ Follow @0xRememberUs @RememberMe_NFT &amp; @CNPpets 
✅ Like &amp;…"
['1597053130537308160'],en,2022-11-28T02:21:52.000Z,185187473,1597053130537308160,"RT @VIENTIA99798597: 📢Exhibitions in Guangzhou and Chengdu successfully! 

✨That's right, more exhibitions in the future! ✨

☺️What's your…"
['1597052928715788289'],en,2022-11-28T02:21:04.000Z,185187473,1597052928715788289,"RT @Metadventure_: MINT DETAILS 

Date: December 4
Time: 6 PM (CET)
Price: 0.02 for whitelist

Still looking for a spot? 👇

https://t.co/qk…"
['1597052167843901440'],en,2022-11-28T02:18:03.000Z,185187473,1597052167843901440,"RT @YogurtVerse: [big announcement]
wen? soon! 

x5 gurtlist spots: 
- RT + Like this tweet
- Follow
- Winners selected right after the ann…"
['1597044065778176006'],en,2022-11-28T01:45:51.000Z,185187473,1597044065778176006,"RT @TheIncursionNFT: The Faithful sentinel - 'Drabek'

⚡️WHITELIST GIVEAWAY⚡️  
  
1️⃣ Like, RT &amp; Follow - @TheIncursionNFT
2️⃣ Join Discor…"
['1597043795811790848'],en,2022-11-28T01:44:47.000Z,185187473,1597043795811790848,"RT @SpellMerge: There are only a handful of things that I fear…

And Neopatrian is not one of them.

But these Roasting Roaches are a night…"
['1597041203606061057'],en,2022-11-28T01:34:29.000Z,185187473,1597041203606061057,"RT @TrashDemonsNFT: Origin unknown.

#TrashDemons https://t.co/STiiovoQul"
['1597027849965559813'],en,2022-11-28T00:41:25.000Z,185187473,1597027849965559813,@VWick0 @shanicucic96 @PGodjira nice! go jira fam
['1597027806235742208'],en,2022-11-28T00:41:15.000Z,185187473,1597027806235742208,RT @VWick0: Finally ı got my 2nd gen 2 jira (@shanicucic96's hair trait ) . I have been waiting since ı minted my gen2. I sold my voyager b…
['1597020487699554305'],en,2022-11-28T00:12:10.000Z,185187473,1597020487699554305,"RT @Alphazillanft: Our mint price is 0.04eth.

Be in first 1k to comment on this tweet you will be considered for WL."
['1596966397929992192'],en,2022-11-27T20:37:14.000Z,185187473,1596966397929992192,"RT @MATSURI_ALPHA: MATSURI GIVEAWAY TIME🎉

We will randomly giveaway 3 OG roles to those who say “TIME TO CELEBRATE” in our discord general…"
['1596962414490447872'],en,2022-11-27T20:21:24.000Z,185187473,1596962414490447872,"RT @eonrift: Enter this new world with Eon Rift: Ghost Machine, our first comic book featuring this cover by Marvel artist Jonboy Meyers &amp;…"
['1596951514438041600'],eu,2022-11-27T19:38:05.000Z,185187473,1596951514438041600,@jalbNFT Go Jira!
['1596951321932103680'],en,2022-11-27T19:37:19.000Z,185187473,1596951321932103680,"RT @jalbNFT: clic-clac🗝️
SLAM! 🚪
*enter the pixelverse*
👇👇👇
https://t.co/UV6YjwhhBl"
['1596936264011632641'],en,2022-11-27T18:37:29.000Z,185187473,1596936264011632641,"RT @Trend_DAO: 🎁GIVEAWAY DaichiCats NFT &amp; Trend DAO🎁 

x3 WL @DaichiCatsNFT

Rule :
✅Follow: @DaichiCatsNFT @Trend_DAO @CaoMinh_6666
✅RT +…"
['1596936242079608832'],en,2022-11-27T18:37:24.000Z,185187473,1596936242079608832,"RT @Trend_DAO: NEW MINT DISCOUNT TIME NOTICE

Due to the fact that the mint sale took place in time for the Thanksgiving holiday, a lot of…"
