created_at,lang,edit_history_tweet_ids,id,text,author_id
2022-11-27T23:58:09.000Z,en,['1597016961917284352'],1597016961917284352,RT @jkr_on_the_web: Butterfly Nebula by @HubbleTelescope https://t.co/TY9vQS4unK,1114712562
2022-11-27T23:57:36.000Z,en,['1597016822318239744'],1597016822318239744,"RT @RoCoGB: IF with your help we can get CAMREN’s pledges through the roof, then just maybe a Rescue Org may save him - 
Plz help &amp; make a…",1114712562
2022-11-27T23:55:56.000Z,en,['1597016403248558080'],1597016403248558080,RT @BUBEEEEE: Horrifying https://t.co/qqRc8COR7G,1114712562
2022-11-27T23:55:23.000Z,en,['1597016265646034944'],1597016265646034944,RT @mediagirlinmd: I ❤️ that @POTUS did this AFTER the media left. 🥰,1114712562
2022-11-27T23:48:22.000Z,en,['1597014498144964610'],1597014498144964610,"RT @Papi_B_Dubs: Eric Trump issued a statement on behalf of Donald Trump saying, “My Father is NOT a Nazi.  He just hates the Jews, the gay…",1114712562
2022-11-27T23:47:46.000Z,en,['1597014347435294720'],1597014347435294720,"RT @RoCoGB: IF with your help we can get CAMREN’s pledges through the roof, then just maybe a Rescue Org may save him - 
Plz help &amp; make a…",1114712562
2022-11-27T23:39:28.000Z,en,['1597012258906701825'],1597012258906701825,DEAR PALS♥️plz Pedge for BFF Carmen $anything🐶 https://t.co/hFHMooY4CY,1114712562
2022-11-27T23:35:20.000Z,en,['1597011220330344449'],1597011220330344449,"@BillKristol How did you NOT know it was going to come to this, when you worked with Republicans?",1114712562
2022-11-27T23:32:46.000Z,en,['1597010572096442369'],1597010572096442369,RT @kevinwitvliet00: Why the fuck are maga trying to pardon all the BLM and Antifa Jan 6th rioters?,1114712562
2022-11-27T23:31:47.000Z,qme,['1597010326662574085'],1597010326662574085,@TeddiThompsonS1 https://t.co/Twq3JZSTya,1114712562
2022-11-27T23:30:49.000Z,en,['1597010084902883330'],1597010084902883330,@jkr_on_the_web I loved those cartoons,1114712562
2022-11-27T23:30:27.000Z,eu,['1597009990518452225'],1597009990518452225,RT @jkr_on_the_web: Joyride. #cartoon https://t.co/5AGGBTdMPf,1114712562
2022-11-27T23:30:09.000Z,en,['1597009913594929152'],1597009913594929152,@SarahIronside6 It's controlling behavior,1114712562
2022-11-27T23:29:28.000Z,en,['1597009741695180800'],1597009741695180800,@Route_60plus George,1114712562
2022-11-27T23:26:22.000Z,en,['1597008962271838209'],1597008962271838209,@B52Malmet The people live in cell blocks and have no upward mobility 😰,1114712562
2022-11-27T23:17:12.000Z,und,['1597006657166667776'],1597006657166667776,@JamesHu29812484 @russell_cramp Yup👍,1114712562
2022-11-27T23:15:53.000Z,en,['1597006326042804224'],1597006326042804224,RT @Markfry809: Not only was he the worst President of all time Trump had the distinction of being the only one who shit his drawers 24/7.,1114712562
2022-11-27T23:14:39.000Z,es,['1597006014112731136'],1597006014112731136,@MariaEvaJP Tina ♥️,1114712562
2022-11-27T23:12:05.000Z,en,['1597005369372733441'],1597005369372733441,"RT @kneerecon: (1) I’m in the midst of Rachael Maddow’s podcast Ultra. She has produced a detailed history of Nazism, antisemitism, and how…",1114712562
2022-11-27T23:11:23.000Z,en,['1597005191374835712'],1597005191374835712,"@l78lancer A wasted education, somebody lacking an open mind",1114712562
2022-11-27T23:08:56.000Z,fr,['1597004575441313793'],1597004575441313793,@PauletteParis1 Fabulous https://t.co/1wn1Jy2ovk,1114712562
2022-11-27T22:56:56.000Z,en,['1597001557790273536'],1597001557790273536,SOME PEOPLE ARE NATURALLY INTELLIGENT ❤️ https://t.co/spOWQK3ZEe,1114712562
2022-11-27T22:50:01.000Z,en,['1596999815522811904'],1596999815522811904,THE WORLD HAD A CATACLYSM caused by NAZIS https://t.co/GAMfGpmN4s https://t.co/RZWn3zt9J2,1114712562
2022-11-27T22:47:02.000Z,en,['1596999063450578944'],1596999063450578944,@wolfjon4 I got it 30 years ago..a gift..Carved wooden body with clothing folds..carved Ivory head(very detailed) and hands right hand keeps falling off 😳,1114712562
2022-11-27T22:43:37.000Z,en,['1596998204850991105'],1596998204850991105,Be careful 😁 https://t.co/5Az0DbpbEl,1114712562
2022-11-27T22:42:29.000Z,en,['1596997920087478273'],1596997920087478273,WASTE OF OXYGEN https://t.co/SzlacLTMsW https://t.co/eHtgLUkHMh,1114712562
2022-11-27T22:40:53.000Z,en,['1596997517203238915'],1596997517203238915,"RT @Strandjunker: @elonmusk “We must always take sides. Neutrality helps the oppressor, never the victim. Silence encourages the tormentor,…",1114712562
2022-11-27T22:40:38.000Z,en,['1596997452133183488'],1596997452133183488,@wolfjon4 Right hand keeps falling off,1114712562
2022-11-27T22:40:08.000Z,en,['1596997330024079360'],1596997330024079360,@BeschlossDC @coastalmom11 Great Fellow https://t.co/3V829T7QBZ,1114712562
2022-11-27T22:38:48.000Z,und,['1596996994547224578'],1596996994547224578,@MariaEvaJP ❤️ https://t.co/SQiLCKH28K,1114712562
2022-11-27T22:38:09.000Z,en,['1596996829102514176'],1596996829102514176,@Pattihatestrump Fit for a queen 👑. Gorgeous color,1114712562
2022-11-27T22:37:24.000Z,en,['1596996642321809408'],1596996642321809408,@ThomasWatsonCD You still have to deal with Simpletons IF you don't EDUCATE everyone...period,1114712562
2022-11-27T22:35:43.000Z,en,['1596996215383920640'],1596996215383920640,"RT @ETommyBS1: Recently Discovered 
Herschel Walkers Diary 

Deer Diery 
I’m 10 , keep getting yelled at for jumping up and down on my Bed…",1114712562
2022-11-27T22:35:21.000Z,en,['1596996124266860546'],1596996124266860546,@truthtellerat ALL MASSMEDIA IS... Victor Oban..said that was the goal https://t.co/x8Iz1aEVuT,1114712562
2022-11-27T22:34:11.000Z,en,['1596995830514262018'],1596995830514262018,@B52Malmet Mar A Lego..is Nazi Headquarters Now!👿,1114712562
2022-11-27T22:33:21.000Z,en,['1596995620233175040'],1596995620233175040,@wolfjon4 One of the 12 wiseman..have one in Ivory and yew wood,1114712562
2022-11-27T22:32:21.000Z,en,['1596995371016015872'],1596995371016015872,@BenOxlade1 Ohhhh He's Better today https://t.co/t8wjEmf7L9,1114712562
2022-11-27T22:30:41.000Z,und,['1596994948737662976'],1596994948737662976,@Sunbreak0L @Theholisticpsyc Ok❤️,1114712562
2022-11-27T22:30:13.000Z,en,['1596994831087472641'],1596994831087472641,"@Elle07335804 @KayeSteinsapir In the endless universe of life cycle,never gone! https://t.co/bgAtY5okkp",1114712562
2022-11-27T22:29:13.000Z,en,['1596994582163918848'],1596994582163918848,@KayeSteinsapir Most beautiful family..I'm so VERY sorry💔 https://t.co/HvxBV1ruFf,1114712562
2022-11-27T21:16:06.000Z,en,['1596976182049656832'],1596976182049656832,@AliVelshi @coastalmom11 @TimOBrien WE DON'T CARE..STOP PROMOTING HIM https://t.co/0XVXige9tf,1114712562
2022-11-27T21:14:37.000Z,en,['1596975805925847041'],1596975805925847041,"RT @GurdeepPandher: Sadness is precious. Don't reject it as something you didn't need it. Sadness helped you in many ways, such as seeing h…",1114712562
2022-11-27T21:07:50.000Z,en,['1596974101801095169'],1596974101801095169,RT @TheFigen_: Don't underestimate anyone! https://t.co/I2AhMwVb6q,1114712562
2022-11-27T21:00:41.000Z,en,['1596972302406922240'],1596972302406922240,RT @floramcg7: Thread,1114712562
2022-11-27T21:00:23.000Z,en,['1596972225219133443'],1596972225219133443,RT @trevormfisher: And not one eyebrow was raised in our house.,1114712562
2022-11-27T20:59:02.000Z,en,['1596971887057215488'],1596971887057215488,RT @JuddLegum: The fact that @RonDeSantisFL has said nothing about Trump having dinner with a white supremacist and anti-Semite in Palm Bea…,1114712562
2022-11-27T20:54:56.000Z,en,['1596970854587695105'],1596970854587695105,RT @BaddCompani: RICO Conspiracy!,1114712562
2022-11-27T20:53:21.000Z,en,['1596970454517829632'],1596970454517829632,@l78lancer @TallisHolly Enjoy the food for thought in your banquet.☺️ https://t.co/pgPPUZjxaG,1114712562
2022-11-27T20:49:23.000Z,en,['1596969455606980609'],1596969455606980609,RT @CalltoActivism: BYE FELICIA: A former senior aide to Mitch McConnell and Rand Paul was CONVICTED of funneling illegal foreign campaign…,1114712562
2022-11-27T20:47:09.000Z,en,['1596968896665628673'],1596968896665628673,"RT @GileadResistor: Women are dying in Texas bc of the GOP anti-women, anti-abortion laws. 

❌Why do you think Abbott has refused to releas…",1114712562
2022-11-27T20:45:53.000Z,en,['1596968575973339136'],1596968575973339136,"@ABCNetwork ,@abcnews @cnnbrk @nbc,@CBSNews  DOESN'T  REPORT  THIS 👿 https://t.co/GrSq39vZb1",1114712562
