edit_history_tweet_ids,text,id,created_at,author_id,lang
['1596998893505458176'],RT @williesband: He shouldn't get ANY protection paid for by American taxpayers. He was impeached twice. He's personally responsible for ma…,1596998893505458176,2022-11-27T22:46:21.000Z,977619834,en
['1596998703231176704'],RT @CREWcrew: Trump’s pardons aren’t always a get out of jail free card. Jesse Benton was pardoned by Trump in 2020 for a campaign finance…,1596998703231176704,2022-11-27T22:45:36.000Z,977619834,en
['1596997930572926976'],"RT @williesband: @stilllaurieone @docrocktex26 @GOP Goebbels' truth is Stephen Miller's truth is Bannon's truth is Trump's truth. 

When li…",1596997930572926976,2022-11-27T22:42:32.000Z,977619834,en
['1596997572693893120'],RT @williesband: @Stonekettle @GreatDismal Bannon is a nihilist who craves chaos and the dissolution of the country. He's a Nazi hoping for…,1596997572693893120,2022-11-27T22:41:06.000Z,977619834,en
['1596997436223803392'],"RT @soMUCHmuck: What a country! You can be a mentally ill criminal guilty of decades of fraud &amp; the mass extermination of 220K+ Americans,…",1596997436223803392,2022-11-27T22:40:34.000Z,977619834,en
['1596997255298707456'],RT @soMUCHmuck: Pity poor Trump whisperer Bannon. Mandrakes sprout where his tears fall.,1596997255298707456,2022-11-27T22:39:51.000Z,977619834,en
['1596997223707217921'],"RT @soMUCHmuck: Bannon wanted to destroy the system, bring everything crashing down, so he could remake the country into a Christofascist d…",1596997223707217921,2022-11-27T22:39:43.000Z,977619834,en
['1596996868076367872'],"RT @williesband: @NewYorkStateAG @ManhattanDA Steve Bannon isn't powerful, but he is a dangerous fascist prick who belongs behind bars for…",1596996868076367872,2022-11-27T22:38:18.000Z,977619834,en
['1596996747687256066'],RT @williesband: Bannon's a full blown sociopath criminal. He's always wanted total chaos so that he &amp; his fellow opportunist Nazi fascists…,1596996747687256066,2022-11-27T22:37:50.000Z,977619834,en
['1596996490546712576'],RT @williesband: Bannon's a delusional fascist who should have been jailed long ago. He was pardoned by a delusional fascist who should hav…,1596996490546712576,2022-11-27T22:36:48.000Z,977619834,en
['1596996390269652993'],"RT @williesband: A Trump judge gifted Bannon a 4 month sentence &amp; a small fine, &amp; then let the treasonous criminal walk to the mics: 'The B…",1596996390269652993,2022-11-27T22:36:24.000Z,977619834,en
['1596995832439787521'],"RT @gal_suburban: Bannon asks if the military is going to step in.
Matthew Tyrmand reporting from Brazil.
You'll notice they learned from w…",1596995832439787521,2022-11-27T22:34:11.000Z,977619834,en
['1596995598544408576'],"RT @TheTNHoller: Pay attention to what’s happening Brazil, where Trump (and Bannon)-backed Bolsonaro is still refusing to accept his loss.…",1596995598544408576,2022-11-27T22:33:16.000Z,977619834,en
['1596995439261515776'],RT @gal_suburban: Hope everyone is paying attention and understands that American propagandists involved in the plot to overthrow the Ameri…,1596995439261515776,2022-11-27T22:32:38.000Z,977619834,en
['1596963932522287105'],RT @williesband: There's not enough blood in the body of Jesus to cover the sins of the hypocrite Evangelicals who'll vote for hate. https:…,1596963932522287105,2022-11-27T20:27:26.000Z,977619834,en
['1596963818445279234'],RT @williesband: The blood of Jesus is a moneymaker. America's 'Christian' grifters have lived high on it for generations. It's no wonder t…,1596963818445279234,2022-11-27T20:26:59.000Z,977619834,en
['1596963737747226628'],"RT @williesband: Trump is a vulgar, ignorant, corrupt fraud who'd be the first to call for that Red, Jesus, to be nailed to the cross.",1596963737747226628,2022-11-27T20:26:39.000Z,977619834,en
['1596963463787515904'],RT @williesband: Kristi Noem's another Republican sociopath who invited #COVID19 to Sturgis &amp; watched South Dakota's citizens die while rid…,1596963463787515904,2022-11-27T20:25:34.000Z,977619834,en
['1596963409815572480'],"RT @williesband: Merry Christmas. Shoot, so happy we can say that again without being executed. 

Thank Jesus! for Donald John Trump and hi…",1596963409815572480,2022-11-27T20:25:21.000Z,977619834,en
['1596963348201222144'],RT @williesband: Republicans are so confident their voters are braindead that tweeting absurd lies for their consumption is a time-tested d…,1596963348201222144,2022-11-27T20:25:07.000Z,977619834,en
['1596963309982736384'],RT @williesband: Trump's cheerleader Franklin Graham has intimate familiarity with repeated stimulus payments &amp; giveaway packages. Daddy Bi…,1596963309982736384,2022-11-27T20:24:57.000Z,977619834,en
['1596963130550390784'],RT @williesband: Jon Voight is sad proof that the Gospel of Jesus transformed &amp; poisoned by ignorance &amp; fascist lies is a terminal disease…,1596963130550390784,2022-11-27T20:24:15.000Z,977619834,en
['1596963063290556416'],RT @williesband: Jesus's long lost but now found brother from another mother is just getting warm. Word of the Wonder Boy's miracles are on…,1596963063290556416,2022-11-27T20:23:59.000Z,977619834,en
['1596963009012076546'],RT @williesband: And on this day we shower copious thanks on Team Trump's loyal Stop the Steal Defender of the Faith Jenna Ellis who lays G…,1596963009012076546,2022-11-27T20:23:46.000Z,977619834,en
['1596962836462604288'],RT @williesband: Islamophobia is only 1 feature the criminal Republican Party encourages its braindead voters to cling to. Hatred is the GO…,1596962836462604288,2022-11-27T20:23:05.000Z,977619834,en
['1596962607319027712'],"RT @williesband: All hatred is a sin against God, whatever you conceive God to be or mean, &amp; man. We'll never be fully prosperous &amp; at peac…",1596962607319027712,2022-11-27T20:22:10.000Z,977619834,en
['1596962151956377600'],"RT @williesband: ""Those with the least will suffer the most."" 

Just like Jesus &amp; his Republican Party devoutly wish. 
https://t.co/9wRo8i9…",1596962151956377600,2022-11-27T20:20:21.000Z,977619834,en
['1596962003884834816'],"RT @williesband: Lin Wood is just 1 of Trump's lunatic defenders, a hate-mongering scumbag who found a home in the criminal sociopath's fou…",1596962003884834816,2022-11-27T20:19:46.000Z,977619834,en
['1596961578460774400'],RT @djrothkopf: I’m not a Christian. But I can read. And as far as I can tell Jesus was supposed to be the most woke guy who ever lived and…,1596961578460774400,2022-11-27T20:18:05.000Z,977619834,en
['1596960324946915328'],"RT @williesband: The 10 House Republicans, who voted to impeach the treasonous criminal sociopath who demands fealty to his corruption, are…",1596960324946915328,2022-11-27T20:13:06.000Z,977619834,en
['1596960113893707776'],RT @williesband: Maxine on fire. EVERY ELECTED DEMOCRAT should be on fire. The country is being held hostage by a corrupt party of venal cr…,1596960113893707776,2022-11-27T20:12:15.000Z,977619834,en
