created_at,text,lang,author_id,edit_history_tweet_ids,id
2022-11-28T02:52:00.000Z,RT @cybramir: never forget raven wearing limited edition manolo blahnik timberland boots for a disney channel show… a real it girl https://…,en,3272146002,['1597060714367135744'],1597060714367135744
2022-11-28T02:49:19.000Z,"RT @Jazzyrelli: Winter soldier broke loose n every body was trying to get their shields, iron suit, guns, n king tchalla was whooping his a…",en,3272146002,['1597060038362701824'],1597060038362701824
2022-11-28T02:39:29.000Z,"RT @BLADESNYSSA: This is the best opening to any marvel movie, agree or nah? https://t.co/AUXb1fxohN",en,3272146002,['1597057564159934465'],1597057564159934465
2022-11-28T02:34:13.000Z,RT @Karahuset: I have not seen a single trailer or ad for this movie what,en,3272146002,['1597056237899694080'],1597056237899694080
2022-11-28T02:20:17.000Z,RT @dansensolsens: This what we been saying like Katara is literally a self insert for a lot of y’all and nothing more.,en,3272146002,['1597052732493692930'],1597052732493692930
2022-11-27T23:57:30.000Z,RT @HotFreestyle: Rush Hour or Bad Boys 🤔 https://t.co/LBstm0SvtJ,en,3272146002,['1597016799819669504'],1597016799819669504
2022-11-27T20:22:11.000Z,RT @makeupbyshaniah: me watching p valley  https://t.co/e0FfDpFTfU,en,3272146002,['1596962613010653185'],1596962613010653185
2022-11-27T17:19:39.000Z,RT @lyddthekiddd: My adoption story …Words cannot describe how grateful I am to the thousands of people who supported me through this journ…,en,3272146002,['1596916674535505920'],1596916674535505920
2022-11-27T15:16:58.000Z,RT @stillnotziora: you will never be her https://t.co/CpDpDo9HnH,en,3272146002,['1596885802084089858'],1596885802084089858
2022-11-27T15:09:28.000Z,RT @Geo_AW: don’t even watch fire force but just looking at some of these screenshots bruh wtf 💀💀💀 https://t.co/Raay75sIis,en,3272146002,['1596883914425262080'],1596883914425262080
2022-11-27T04:45:22.000Z,"RT @smaii_i: ✨✨❤️
#SPY_FAMILY https://t.co/TdiIStAfxr",und,3272146002,['1596726854605340672'],1596726854605340672
2022-11-27T04:38:55.000Z,RT @Chelle_World_: Megan Thee Stallion ladies and gentlemen. https://t.co/aJQEkfBqBD,en,3272146002,['1596725230306590720'],1596725230306590720
2022-11-27T04:32:01.000Z,RT @rahsh33m: I swear 😭😭 https://t.co/JVQN0SAYhj,en,3272146002,['1596723495266050048'],1596723495266050048
2022-11-27T04:29:21.000Z,"RT @CupcakKe_rapper: If that nigga put you in a Uber 
He might as well put you on a scooter 🛴 😭 https://t.co/BGPFENm8SE",en,3272146002,['1596722823493726211'],1596722823493726211
2022-11-27T03:11:57.000Z,RT @korysverse: this is kinda like pop perfection  https://t.co/WrgqWX3ckV,en,3272146002,['1596703346198736896'],1596703346198736896
2022-11-27T02:45:08.000Z,@moonlightmani_ I had to find it. It’s like 4 mins in. https://t.co/mh4YcbTMSU,en,3272146002,['1596696596645052416'],1596696596645052416
2022-11-27T02:39:04.000Z,@moonlightmani_ @disclevi It’s the interview where she said she felt people was going to be upset about the song. I remember some of them thought it was a diss and it was so long ago that they deluded themselves into believing it was a diss.,en,3272146002,['1596695068806549504'],1596695068806549504
2022-11-27T01:47:25.000Z,RT @ChloeImagine: I’m glad that the two most popular anime women this year were actually adults https://t.co/1eNdjxAbU1,en,3272146002,['1596682071371661318'],1596682071371661318
2022-11-27T01:43:08.000Z,RT @acixsm: Raven Baxter’s hairstyles: a thread https://t.co/fRiimQwIgi,en,3272146002,['1596680993062387712'],1596680993062387712
2022-11-26T22:31:01.000Z,RT @TeeChereaa: What a good cologne?? Cause I need to make sure I get him some good shit 😭😭,en,3272146002,['1596632646842466306'],1596632646842466306
2022-11-26T22:30:57.000Z,RT @OutOfContextMex: https://t.co/SdK9gwTaL8,zxx,3272146002,['1596632629201145857'],1596632629201145857
2022-11-26T22:27:56.000Z,RT @Charles_Akpan_: On the couch just tight lol https://t.co/01JJtvtORP,en,3272146002,['1596631871307546624'],1596631871307546624
2022-11-26T22:07:24.000Z,RT @AvatarNews_: New official poster of Aang in the Avatar State from Avatar Studios! https://t.co/uMStbf6uGg,en,3272146002,['1596626703060979712'],1596626703060979712
2022-11-26T22:06:59.000Z,RT @AvatarNews_: New official poster of Zuko from Avatar Studios! https://t.co/LATKvkxF3y,en,3272146002,['1596626598496993280'],1596626598496993280
2022-11-26T20:03:15.000Z,RT @AvatarNews_: How it started / How it's going https://t.co/W2XXUEo6sJ,en,3272146002,['1596595458050510848'],1596595458050510848
2022-11-26T19:52:15.000Z,RT @IWriteAllDay_: A WIN for everyone who is against “team-building” foolishness during after work hours 😭 https://t.co/IURHmfluQG,en,3272146002,['1596592689457565696'],1596592689457565696
2022-11-26T19:41:12.000Z,"RT @Ami0Amii: 🤍$35 A D O P T S 🤍( 1/2 ) 
READ RULES BELOW: https://t.co/IvTTBggG7t",en,3272146002,['1596589910714040320'],1596589910714040320
2022-11-26T19:01:08.000Z,"RT @Irene_Cara: This is the absolute worst part of being a publicist. I can't believe I've had to write this, let alone release the news. P…",en,3272146002,['1596579828400287744'],1596579828400287744
