lang,id,text,created_at,author_id,edit_history_tweet_ids
en,1597011914252464128,@Sara520S @Justicehah Vile,2022-11-27T23:38:06.000Z,1545024715630288896,['1597011914252464128']
en,1596983811534823424,Beautiful after another day of solid rain.... https://t.co/GZmCI8MmSv,2022-11-27T21:46:25.000Z,1545024715630288896,['1596983811534823424']
en,1596983729041203200,@ianarchiebeck Beautiful,2022-11-27T21:46:06.000Z,1545024715630288896,['1596983729041203200']
en,1596965178335105024,"@MadameGilflurt @misselooker She was a really pretty lady, reminded me of Geena Davies 😊",2022-11-27T20:32:23.000Z,1545024715630288896,['1596965178335105024']
en,1596964723710271489,@JocastaMoney 🤣🤣🤣🤣 and the best way to reduce them is to laugh at them......best way....love it!,2022-11-27T20:30:34.000Z,1545024715630288896,['1596964723710271489']
en,1596964565736050688,RT @ianarchiebeck: A recent watercolour: Brightening Sky After Rain St Margarets: https://t.co/RJHOJzXQaj,2022-11-27T20:29:57.000Z,1545024715630288896,['1596964565736050688']
und,1596964556441473024,@ianarchiebeck 😊,2022-11-27T20:29:55.000Z,1545024715630288896,['1596964556441473024']
en,1596964208192950272,"RT @Bertrom: Doreen Fletcher.
Who hid twenty years worth of her paintings away in an attic, after giving up her work as an artist due to th…",2022-11-27T20:28:32.000Z,1545024715630288896,['1596964208192950272']
en,1596964198420221952,@Bertrom 😕so sad..... great work...,2022-11-27T20:28:29.000Z,1545024715630288896,['1596964198420221952']
en,1596963767518388224,@MadameGilflurt @royalwhisper I've answered this for you...,2022-11-27T20:26:46.000Z,1545024715630288896,['1596963767518388224']
en,1596963623800573953,@misselooker @MadameGilflurt What a horrid reply 🤷🏻‍♀️,2022-11-27T20:26:12.000Z,1545024715630288896,['1596963623800573953']
en,1596963413217153025,"@MadameGilflurt The lovely Betty Broadbent, the first tattooed lady to enter and win a mainstream beauty pageant 😊",2022-11-27T20:25:22.000Z,1545024715630288896,['1596963413217153025']
und,1596962525861801984,@moleatthedoor @StandingforXX 🤣,2022-11-27T20:21:50.000Z,1545024715630288896,['1596962525861801984']
und,1596962450414665729,@MadameGilflurt Wow 😍,2022-11-27T20:21:32.000Z,1545024715630288896,['1596962450414665729']
en,1596962175075385345,"RT @Look_UpLondon: Look again at the mosaic and you can spot a plane right at the top!

📍You can find it on the corner of Store Street and…",2022-11-27T20:20:27.000Z,1545024715630288896,['1596962175075385345']
en,1596962161150263296,"RT @Look_UpLondon: To cap it all off she took up aviation aged 63, flying solo to Cape Town in 1930 and becoming known as ‘The Flying Duche…",2022-11-27T20:20:23.000Z,1545024715630288896,['1596962161150263296']
en,1596962152342224896,"RT @Look_UpLondon: ‘Glamorous’ isn’t usually the first adjective that springs to mind when you think ‘petrol station’.

But in 1926 the Blo…",2022-11-27T20:20:21.000Z,1545024715630288896,['1596962152342224896']
en,1596907717427613696,@Shar_Daws @YouTube Hi! Just found you and am loving your youtube channel 😊x,2022-11-27T16:44:03.000Z,1545024715630288896,['1596907717427613696']
art,1596851218013298688,🙄🤦🏻 https://t.co/7faQttw6Sr,2022-11-27T12:59:33.000Z,1545024715630288896,['1596851218013298688']
en,1596851042758844416,RT @thehistoryguy: The brilliantly eccentric VW Santa Run is under starter's orders at @Beaulieu_Hants. Every year we convoy lots of presen…,2022-11-27T12:58:51.000Z,1545024715630288896,['1596851042758844416']
en,1596850669490774017,"RT @LilyLilyMaynard: ‘We don’t normally have these lunatics behind us, but they are more than welcome to help us peak Hyde Park” #LetWomenS…",2022-11-27T12:57:22.000Z,1545024715630288896,['1596850669490774017']
en,1596850581381222400,"Night Shift
Rod Rowland, born 1939 is a British painter.
#RodRowland https://t.co/LjP3pjTEsj",2022-11-27T12:57:01.000Z,1545024715630288896,['1596850581381222400']
en,1596850449679728640,@missdaisyfdoo Me too! Although maybe a tad too enthusiastic!,2022-11-27T12:56:29.000Z,1545024715630288896,['1596850449679728640']
und,1596849114112663552,@silverpebble 😁,2022-11-27T12:51:11.000Z,1545024715630288896,['1596849114112663552']
und,1596848772499525632,@Magpieandbadger @pinkhedgehog81 @JocastaMoney 🤣,2022-11-27T12:49:50.000Z,1545024715630288896,['1596848772499525632']
en,1596848451001937922,@JocastaMoney Arm trans people? Wtf?,2022-11-27T12:48:33.000Z,1545024715630288896,['1596848451001937922']
en,1596848158767996929,@JocastaMoney Have a great day 😁,2022-11-27T12:47:23.000Z,1545024715630288896,['1596848158767996929']
art,1596848078505783296,🤣🤣🤣 https://t.co/dOUismE6JU,2022-11-27T12:47:04.000Z,1545024715630288896,['1596848078505783296']
und,1596847864281374720,@mumtuum 🤣🤣🤣🤣,2022-11-27T12:46:13.000Z,1545024715630288896,['1596847864281374720']
und,1596847619820597248,@missdaisyfdoo 🤣🤣🤣🤣🤣🤣🤣🤣,2022-11-27T12:45:15.000Z,1545024715630288896,['1596847619820597248']
fi,1596621783553433600,RT @MenschOhneMusil: Tokumochi in Starry Night - Takahashi Shōtei 1936. https://t.co/TUlIvjON10,2022-11-26T21:47:51.000Z,1545024715630288896,['1596621783553433600']
en,1596606855740260352,@PrairieBones Super creepy painting,2022-11-26T20:48:32.000Z,1545024715630288896,['1596606855740260352']
en,1596606750849142784,"RT @JamesL1927: THE HOLLIES were one of the key bands of the BRITISH INVASION in the 1960s…

…and BUS STOP was the song that helped them br…",2022-11-26T20:48:07.000Z,1545024715630288896,['1596606750849142784']
en,1596606193078013952,"RT @MichaelWarbur17: “Finish every day and be done with it.”

(Ralph Waldo Emerson writes to his daughter in 1854)

#NightNight https://t.c…",2022-11-26T20:45:54.000Z,1545024715630288896,['1596606193078013952']
en,1596606138308435969,I'd feel at home in this photo #mykindofpeople https://t.co/uMvcCEFOV1,2022-11-26T20:45:41.000Z,1545024715630288896,['1596606138308435969']
en,1596606010713686017,"RT @MichaelWarbur17: “Mark it zero!”

THE BIG LEBOWSKI (1998)

#JohnGoodman #JeffBridges #SteveBuscemi

 https://t.co/ff9XaKSNZr",2022-11-26T20:45:11.000Z,1545024715630288896,['1596606010713686017']
en,1596605992505991168,"RT @MichaelWarbur17: One of the best selfies, ever. 

(Sam Elliot and Jeff Bridges at the ‘Lebowski’ bar) https://t.co/45q22q0r6x",2022-11-26T20:45:06.000Z,1545024715630288896,['1596605992505991168']
en,1596594342973825025,"RT @MichaelWarbur17: In 1970, students in a fifth-grade class at Hawthorne School in Beverly Hills were assigned to write a letter to someo…",2022-11-26T19:58:49.000Z,1545024715630288896,['1596594342973825025']
en,1596594205220286464,"RT @MichaelWarbur17: The Peanuts Gang perform AC/DC’s 

BACK IN BLACK (1980)

 https://t.co/bf3f89lKHs",2022-11-26T19:58:16.000Z,1545024715630288896,['1596594205220286464']
en,1596591479908360192,@MichaelWarbur17 Great intro music 😊,2022-11-26T19:47:26.000Z,1545024715630288896,['1596591479908360192']
en,1596589104103583745,@MadameGilflurt Wonderful!,2022-11-26T19:38:00.000Z,1545024715630288896,['1596589104103583745']
en,1596588107079770113,"@shaky77 Our lab was diagnosed with this. Operation was booked. I wanted to try rest and a natural remedy. Yumove, she never needed the op even after the x-ray supposedly showed it, a year later she is still running like a pup aged 10.",2022-11-26T19:34:02.000Z,1545024715630288896,['1596588107079770113']
en,1596587636147515393,@shaky77 Wishing Oreo a speedy recovery!,2022-11-26T19:32:10.000Z,1545024715630288896,['1596587636147515393']
en,1596587453577859072,@thenitinsawhney What a beautiful face 😊,2022-11-26T19:31:26.000Z,1545024715630288896,['1596587453577859072']
