edit_history_tweet_ids,text,id,created_at,author_id,lang
['1597049533007302656'],RT @anneapplebaum: It's incredible how Vindman's bravery infuriates the powerful. You can be a billionaire or a president and still be cons…,1597049533007302656,2022-11-28T02:07:35.000Z,20646382,en
['1597033113426984961'],RT @kenklippenstein: https://t.co/ZjiflFeO4S,1597033113426984961,2022-11-28T01:02:20.000Z,20646382,zxx
['1597025711797084162'],RT @anneapplebaum: I think this is the most widespread acknowledgement of the Holodomor that there has ever been. Now broadly understood as…,1597025711797084162,2022-11-28T00:32:55.000Z,20646382,en
['1597019167424581632'],"RT @mehdirhasan: Pretty sure that in an age of rising and rampant antisemitism, especially on the website that you own, it’s probably unwis…",1597019167424581632,2022-11-28T00:06:55.000Z,20646382,en
['1596962318071406592'],RT @JoyceWhiteVance: This is what real leadership looks like. @staceyabrams created the infrastructure in Georgia that turned it into a pur…,1596962318071406592,2022-11-27T20:21:01.000Z,20646382,en
['1596886654291255302'],"RT @atrupar: Schiff on CNN on Kevin McCarthy threatening to kick him off the intel committee: ""McCarthy's problem is not with what I said a…",1596886654291255302,2022-11-27T15:20:21.000Z,20646382,en
['1596856539327127552'],"RT @AlKapDC: QAnon influencer QAnon John, who has been ban evading on Twitter, has now been verified under Twitter's new verification syste…",1596856539327127552,2022-11-27T13:20:41.000Z,20646382,en
['1596855128170319874'],RT @ZackBornstein: this has to be a joke https://t.co/Rfvz9Leeef,1596855128170319874,2022-11-27T13:15:05.000Z,20646382,en
['1596852428644970496'],"Literally could be a New York Times Pitchbot headline.

House Republicans don’t really have a plan to lower inflation, but economists say that could be a good thing https://t.co/KJYDOmh9wf via @BostonGlobe",1596852428644970496,2022-11-27T13:04:21.000Z,20646382,en
['1596678098065719296'],RT @NoLieWithBTC: This new Warnock ad is perfect. https://t.co/V4JkgIk9sj,1596678098065719296,2022-11-27T01:31:38.000Z,20646382,en
['1596675881799684096'],@cook63 @Swerdlick @RadioFreeTom Out of his mind and onto the page,1596675881799684096,2022-11-27T01:22:49.000Z,20646382,en
['1596624955231567872'],RT @jdickerson: —Alain de Botton 2014 https://t.co/l0ENQ3GgI3,1596624955231567872,2022-11-26T22:00:27.000Z,20646382,cy
['1596624684413771777'],"RT @mritter: ""As Americans, citizens of the greatest democratic power on Earth, we must not forget that the largest European conflict since…",1596624684413771777,2022-11-26T21:59:23.000Z,20646382,en
['1596562432461258754'],RT @marceelias: We sued to ensure Georgia counties could offer voting today and won. Republicans appealed all the way to the conservative G…,1596562432461258754,2022-11-26T17:52:01.000Z,20646382,en
