text,edit_history_tweet_ids,author_id,created_at,id,lang
"RT @_Hallimaa: Yes yes, when you made dua for a good husband and a beautiful love story, Allah will give you better than you expect.

And A…",['1596971189129580544'],1112715843639656448,2022-11-27T20:56:16.000Z,1596971189129580544,en
"RT @khadijatu_ss: @CaptJamyl Location:Bauchi 
I sew beautiful baby girl dresses ,ladies turban and scrunches(ribbons).I also sell oil perfu…",['1596971130279317504'],1112715843639656448,2022-11-27T20:56:02.000Z,1596971130279317504,en
RT @amara__ax: once you develop an ‘Alhamdulillah’ mentality so much barakah enters your life.,['1596969189398687744'],1112715843639656448,2022-11-27T20:48:19.000Z,1596969189398687744,en
"RT @MindTendencies2: The more you heal, the less you see attention as affection, attachment as connection, codependency as support, disagre…",['1596966237409800192'],1112715843639656448,2022-11-27T20:36:35.000Z,1596966237409800192,en
"RT @Al__Quraan: In Surah al-Waqiʿah, Allah (swt) describes three groups of people: the people of the left (destined for Hell-fire), the peo…",['1596966140269690881'],1112715843639656448,2022-11-27T20:36:12.000Z,1596966140269690881,en
RT @mmelanindaj: I don’t know if I’m strong or numb .,['1596966130517962752'],1112715843639656448,2022-11-27T20:36:10.000Z,1596966130517962752,en
RT @zainab_33t: U are currently living at least one of the prayers u used to pray for,['1596966087517933569'],1112715843639656448,2022-11-27T20:36:00.000Z,1596966087517933569,en
"RT @MZiyadBatha: Having students ""memorise"" the complete Qur'an without a solid revision schedule is detrimental in the long run. We end up…",['1596966018911703040'],1112715843639656448,2022-11-27T20:35:43.000Z,1596966018911703040,en
RT @jiggymaami: Lmaooo don’t you love it when you tell a man to stop talking to you inappropriately and he just stops talking to you all to…,['1596965944047247360'],1112715843639656448,2022-11-27T20:35:25.000Z,1596965944047247360,en
"RT @stfukhushii: to my first born girlies who crave academic  validation, basically live on coffee and romance books, cannot handle people…",['1596965872769576960'],1112715843639656448,2022-11-27T20:35:08.000Z,1596965872769576960,en
"RT @yumnah_elkhabir: Kun faya Kun, at times you think everything is going wrong, yet you don't realize that Allah is setting everything str…",['1596965816150691840'],1112715843639656448,2022-11-27T20:34:55.000Z,1596965816150691840,en
"RT @Maryoyo19: No one talks about how pain changes you, how it humbles you &amp; breaks you down.I no longer find strength to argue with people…",['1596963264352890882'],1112715843639656448,2022-11-27T20:24:47.000Z,1596963264352890882,en
"RT @b_mahmuud: Everyone is just winging life, everyone has decisions, regrets, struggles and worries that may keep them up at night. But th…",['1596963251048239104'],1112715843639656448,2022-11-27T20:24:43.000Z,1596963251048239104,en
"RT @Jameca2011: i think my 🚩 is that, i never know how to talk about my feelings. i talk to myself in my head a lot about how i feel &amp; i ex…",['1596963136510169089'],1112715843639656448,2022-11-27T20:24:16.000Z,1596963136510169089,en
"RT @amandaperera: Fear of communication is trauma based. You either feel like your voice doesn’t matter, you think expressing how you feel…",['1596963110493261824'],1112715843639656448,2022-11-27T20:24:10.000Z,1596963110493261824,en
"RT @imzarvinnn: Have you ever acted independent and strong, but deep inside, you still have this inner child of yours who wants to experien…",['1596963078314549248'],1112715843639656448,2022-11-27T20:24:02.000Z,1596963078314549248,en
RT @Surayyah__ahmad: I feel really sad for some Northerners that don't understand their rights as citizens. You think there is a justificat…,['1596962067101417473'],1112715843639656448,2022-11-27T20:20:01.000Z,1596962067101417473,en
RT @Salmata_ib: I don’t follow “malama salam alaykum…” pages for the same reason I don’t read childbirth horror stories. I don’t believe in…,['1596962021416652801'],1112715843639656448,2022-11-27T20:19:50.000Z,1596962021416652801,en
"RT @hopesssamin: As you get older, you realize that you’re not always right and there’s so many things you could’ve handled better, so many…",['1596689365220016129'],1112715843639656448,2022-11-27T02:16:24.000Z,1596689365220016129,en
RT @httpxellise: when you open twitter to look for motivation but everyone is just as tired as you😭😭,['1596606883103936512'],1112715843639656448,2022-11-26T20:48:39.000Z,1596606883103936512,en
RT @EmotionsDoctor: I just want to inform you that good men exist. Humans who love and protect women.,['1596606085053304832'],1112715843639656448,2022-11-26T20:45:28.000Z,1596606085053304832,en
"RT @Anaaarkali: If I read a romance book and one of them dies the other SHOULD NOT be moving on , they need to remain depressed and heartbr…",['1596606063532740608'],1112715843639656448,2022-11-26T20:45:23.000Z,1596606063532740608,en
"RT @its_yugee: Send that text - pour out your heart.
Remove the 'lol, lmao, hehe', erase the emojis too, nothing is funny. 

Anything wey w…",['1596403292774490112'],1112715843639656448,2022-11-26T07:19:39.000Z,1596403292774490112,en
