created_at,edit_history_tweet_ids,text,id,lang,author_id
2022-11-28T00:15:52.000Z,['1597021420273668096'],"Of Colorado, Georgia Tech, and Tulane…academics are about the same. #GreenWave 🌊 have easier path. https://t.co/jNW5iIwiOm",1597021420273668096,en,805306498968670208
2022-11-27T23:52:11.000Z,['1597015461207703553'],Well ⁦@nick_underhill⁩ ⁦@MikeTriplett⁩ ⁦@BootKreweMedia⁩ https://t.co/OWxqAsI6sE,1597015461207703553,en,805306498968670208
2022-11-27T23:47:48.000Z,['1597014357866852352'],RT @mynameisrel_: This is 🔥,1597014357866852352,en,805306498968670208
2022-11-27T23:47:47.000Z,['1597014352871030784'],"RT @CoachCyp_NOLA: @mynameisrel_ Appreciate you! Gotta wave my flag, Rel!",1597014352871030784,en,805306498968670208
2022-11-27T23:40:35.000Z,['1597012542496206848'],Folllow @beinthekneaux … lay it out once we got the goods https://t.co/0fFgTx7Q5R,1597012542496206848,en,805306498968670208
2022-11-27T23:31:15.000Z,['1597010191584616448'],RT @thesoulman57: This would be a home run hire. No doubt Shedeur would follow him too. That would be great.,1597010191584616448,en,805306498968670208
2022-11-27T23:30:07.000Z,['1597009908435943429'],RT @beinthekneaux: @DoingItDodson I can dream 😂,1597009908435943429,en,805306498968670208
2022-11-27T23:30:05.000Z,['1597009898780647424'],RT @bluprint1: 👀,1597009898780647424,art,805306498968670208
2022-11-27T23:29:47.000Z,['1597009822901469184'],I’m not guessing. Prime gotta turn down lower half P5 money for a top-5 G5 job. https://t.co/VIv7CbUPrd,1597009822901469184,en,805306498968670208
2022-11-27T23:28:16.000Z,['1597009439584026624'],@beinthekneaux Prime ain’t ready for NFL.,1597009439584026624,en,805306498968670208
2022-11-27T23:27:54.000Z,['1597009350702530560'],"RT @DoingItDodson: Only issue? Money. CFP is within reach. If Fritz leaves, Tulane is the highest ranked job open. #RollWave 🌊",1597009350702530560,en,805306498968670208
2022-11-27T23:27:51.000Z,['1597009335317856256'],RT @DoingItDodson: @hbculegends   @beinthekneaux,1597009335317856256,qam,805306498968670208
2022-11-27T23:27:47.000Z,['1597009320914616322'],RT @DoingItDodson: Full reasoning at @beinthekneaux tmrw morning.,1597009320914616322,en,805306498968670208
2022-11-27T23:27:35.000Z,['1597009269861146624'],RT @beinthekneaux: Stay tuned 👇,1597009269861146624,en,805306498968670208
2022-11-27T23:27:33.000Z,['1597009259560304640'],RT @ThePattyV: Never been more ready for an article,1597009259560304640,en,805306498968670208
2022-11-27T23:27:25.000Z,['1597009226546950144'],RT @GoldieRobichaux: 🤝🏾,1597009226546950144,art,805306498968670208
2022-11-27T23:18:44.000Z,['1597007040828051456'],Full reasoning at @beinthekneaux tmrw morning. https://t.co/jNW5iIwiOm,1597007040828051456,en,805306498968670208
2022-11-27T23:17:48.000Z,['1597006805393367041'],@hbculegends   @beinthekneaux https://t.co/jNW5iIwiOm,1597006805393367041,qam,805306498968670208
2022-11-27T23:12:23.000Z,['1597005443750301697'],"Only issue? Money. CFP is within reach. If Fritz leaves, Tulane is the highest ranked job open. #RollWave 🌊 https://t.co/jNW5iIwiOm",1597005443750301697,en,805306498968670208
2022-11-27T23:09:40.000Z,['1597004761139929091'],"RT @beinthekneaux: At this point, do we want Prime for Tulane or the Saints? 💀",1597004761139929091,en,805306498968670208
2022-11-27T23:07:02.000Z,['1597004096749588481'],The decision will come after AAC title game I’m told. https://t.co/wEecGtM8Ho,1597004096749588481,en,805306498968670208
2022-11-27T23:02:16.000Z,['1597002899368050690'],"Tulane is interested in pursuing Deion Sanders, per sources.",1597002899368050690,en,805306498968670208
2022-11-27T22:04:40.000Z,['1596988402397691905'],If you think the Pierre hats were a hot item…I’ve got the Pierre bobble head (yupp! @PierreTPelican ) but just heard something WILD!!! Check the #Saints halftime tweet.,1596988402397691905,en,805306498968670208
2022-11-27T21:30:37.000Z,['1596979832268951553'],RT @CoachCollins17: Too many college coaches miss out on true floor general PG’s because either their height. Trust your own 👀👀2023 5’9 G C…,1596979832268951553,en,805306498968670208
2022-11-27T21:30:30.000Z,['1596979805572206593'],RT @peedee1906: @PrepHoopsLA @OTBSports_ @GeauxPrepsLA @LCU_MBSK @S_BJournal,1596979805572206593,qam,805306498968670208
2022-11-27T21:24:34.000Z,['1596978311657590784'],RT @beinthekneaux: Part 2? Who’s ready? https://t.co/HyfQ7miscy,1596978311657590784,en,805306498968670208
2022-11-27T21:24:28.000Z,['1596978285128601600'],"RT @beinthekneaux: The latest episode of the @WhoFnKneauxs #podcast is live on the site! Both the #Spotify, &amp; #YouTube are there! You can a…",1596978285128601600,en,805306498968670208
2022-11-27T21:24:07.000Z,['1596978199681851392'],RT @beinthekneaux: I smell a streak coming. A lot end of season shockers happened today in CFB but we will get it back! #GamblingTwitter #G…,1596978199681851392,en,805306498968670208
2022-11-27T21:23:28.000Z,['1596978034363756544'],If this the Pelicans/Lakers drama in 6 months… https://t.co/xjYZSIbHsA,1596978034363756544,en,805306498968670208
2022-11-27T20:47:45.000Z,['1596969047245176837'],Say bruh. Tulane beat Kansas State. And Florida State beat LSU. https://t.co/cCPsHJTCdm,1596969047245176837,en,805306498968670208
2022-11-27T20:29:49.000Z,['1596964532576202752'],@SeanBahama Dem boys at @beinthekneaux got options,1596964532576202752,en,805306498968670208
