text,lang,created_at,id,edit_history_tweet_ids,author_id
@BleacherReport if it wasn’t the lakers this definitely wouldn’t have been a flagrant 2 😭,en,2022-11-27T20:28:48.000Z,1596964277830942720,['1596964277830942720'],1386120198802092032
@FightHaven the white shirt dude basically the allen iverson of the street fighting world 😂 if he could hold his own against big man like that imagine if he was the same size,en,2022-11-27T20:21:23.000Z,1596962410753306624,['1596962410753306624'],1386120198802092032
"@TheHoopCentral @Ben_Cary_ #3 slapped him first and he didn’t run from #3, he ran from the big dude who think he tuff tryna fight a guard",en,2022-11-27T20:17:13.000Z,1596961360968970241,['1596961360968970241'],1386120198802092032
"@BleacherReport @NBC10_Joe so #3 slaps him first, get absolutely whopped in the head, and then does nothing 😂 and big dude think he tuff tryna fight a guard",en,2022-11-27T15:46:21.000Z,1596893197611204608,['1596893197611204608'],1386120198802092032
@BleacherReport whoever that was pulling him away knew his career was done. kinda sad to see a kid lose everything but he fucked up 🤷🏻‍♂️ and if you’re gonna ruin your life at least land a clean punch 😂,en,2022-11-27T15:45:03.000Z,1596892868765192192,['1596892868765192192'],1386120198802092032
@DeMarFanClub @BleacherReport i doubt it bro 😭,en,2022-11-27T15:43:30.000Z,1596892479730552832,['1596892479730552832'],1386120198802092032
@Globalfights_ it swung first 🤷🏻‍♂️,en,2022-11-26T00:50:29.000Z,1596305357634093056,['1596305357634093056'],1386120198802092032
@nwthaniell @ErickKhan_ years? 😂 ion know what your salary is my brotha but he definitely ain’t making more than my yearly salary on this “lil flip”,en,2022-11-25T15:05:58.000Z,1596158258435145728,['1596158258435145728'],1386120198802092032
@BolWrld AI? Jerry West?,en,2022-11-25T15:03:39.000Z,1596157673279410176,['1596157673279410176'],1386120198802092032
@JoshEberley it’s hard to look at an MVP candidate who won the finals and finals MVP and think of their career as a “what if” 😂,en,2022-11-24T21:04:22.000Z,1595886065721954304,['1595886065721954304'],1386120198802092032
@JoshEberley he’s kinda on the same level of PG. they’ve both had such good careers after injury that’s it’s hard to think of it being better if not got injury. you don’t think of an MVP candidate and look at their career as a “what if”,en,2022-11-24T21:03:30.000Z,1595885847269806082,['1595885847269806082'],1386120198802092032
@klassixs3x why do people like jon jones so much? genuine question as i don’t watch the ufc but this dude seems like a shitty person who cheated by using drugs. thanks i’m advance,en,2022-11-24T20:59:46.000Z,1595884904570851328,['1595884904570851328'],1386120198802092032
@etanthomas36 to be fair they asked a lot of players this question. i didn’t know kyrie didn’t celebrate thanksgiving till just now. if you wanna say since she’s a reporter it’s her job to know that then fair enough.,en,2022-11-24T20:58:35.000Z,1595884607865503746,['1595884607865503746'],1386120198802092032
@slickjit it’s crazy that saying something like this is celebrated. learn how to take responsibility,en,2022-11-24T20:53:05.000Z,1595883224034848768,['1595883224034848768'],1386120198802092032
@WhosTYE i ain’t eva been in a fight fr but even i would’ve saw this coming and at least left the fight with a little bit of pride left,en,2022-11-24T20:50:59.000Z,1595882697838235648,['1595882697838235648'],1386120198802092032
@adam22 so bro sucker punched him. real cool guy,en,2022-11-24T20:43:54.000Z,1595880912746872832,['1595880912746872832'],1386120198802092032
@BolWrld russ and cp3 have won nothing in their careers and should absolutely not be on this list. a point guard is a leader who leads their team to wins and championships.,en,2022-11-24T03:35:14.000Z,1595622040815521792,['1595622040815521792'],1386120198802092032
@iam_johnw i’m pretty sure if he shouted that word the people around him would’ve reacted,en,2022-11-23T16:03:36.000Z,1595447987681071105,['1595447987681071105'],1386120198802092032
@Pornjobsearch @kebindgreat @DeeBlockDavo their whole interaction was streamed 😭 what are you talking about,en,2022-11-23T15:58:12.000Z,1595446627317186561,['1595446627317186561'],1386120198802092032
@DailyLoud poor kid,en,2022-11-22T16:35:24.000Z,1595093598743269376,['1595093598743269376'],1386120198802092032
"@TheNBACentral well he didn’t just flex on him, he shoulder checked him. definitely not the worst call i’ve seen, not even the worst call i’ve seen today 😭",en,2022-11-21T01:36:49.000Z,1594505076319584259,['1594505076319584259'],1386120198802092032
the refs in this cowboys v vikings game are ridiculous. i’ve never seen a catch get reviewed after a whole timeout and field goal. that boy drilled two 60 yarders back to back tho.,en,2022-11-20T22:57:59.000Z,1594465105449979904,['1594465105449979904'],1386120198802092032
@platformedboots that’s great she posted this on tik tok so her already traumatized daughter can have her trauma on the internet for everyone,en,2022-11-20T16:39:58.000Z,1594369974365294595,['1594369974365294595'],1386120198802092032
@BleacherReport @dem389 i can see both sides but i love giannis so imma just chalk it up to him having a bad day,en,2022-11-19T15:31:47.000Z,1593990427367071744,['1593990427367071744'],1386120198802092032
