lang,id,text,created_at,author_id,edit_history_tweet_ids
en,1597080443480051712,"powerpoints about thetopic of all my papers  Argument paper, let revioew         Assessment:  Interest/originality: https://t.co/AX8M7rhGIY",2022-11-28T04:10:24.000Z,1285518231906787328,['1597080443480051712']
en,1597080441000820736,"Writing a research paper is a great undertaking, and now you are at the end of the process. No doubt, you feel https://t.co/Qs0EYhGjw7",2022-11-28T04:10:24.000Z,1285518231906787328,['1597080441000820736']
en,1597080438891159552,i need help with this paper it is due wednesday and i can pay no more then 20. if you can do please let me know. https://t.co/imG6G63p0d,2022-11-28T04:10:23.000Z,1285518231906787328,['1597080438891159552']
en,1597080436852654080,I will download the essay prompt in a pdf can you please read it carefully and textbook pages   the formate should https://t.co/01im6prIwW,2022-11-28T04:10:23.000Z,1285518231906787328,['1597080436852654080']
en,1597077508360269825,"Even though with a master production schedule in place, the ability to adapt quickly to changes within production https://t.co/zFfDJWS6to",2022-11-28T03:58:44.000Z,1285518231906787328,['1597077508360269825']
en,1597077506477080576,"Please respond to the following questions about the film, Pressure Cooker from class this week.  Your answers https://t.co/BiWqkdBvfy",2022-11-28T03:58:44.000Z,1285518231906787328,['1597077506477080576']
en,1597077504312778752,Explain how the major elements of cinematic design are put together in the film Pan's Labyrinth https://t.co/Myjy8tzCO7,2022-11-28T03:58:43.000Z,1285518231906787328,['1597077504312778752']
en,1597077501993328640,please read the information below first and be precise  it should be in MLA format and i need you to check for me https://t.co/rme06yd71L,2022-11-28T03:58:43.000Z,1285518231906787328,['1597077501993328640']
en,1597074354424057856,"For this paper, consider a contemporary problem and argue (1) that the problem exists, (2) how to solve the https://t.co/T4aTxIDGW2",2022-11-28T03:46:12.000Z,1285518231906787328,['1597074354424057856']
en,1597074352356237312,I will download the essay prompt in a pdf can you please read it carefully and textbook pages   the formate should https://t.co/tV7vI5rTcP,2022-11-28T03:46:12.000Z,1285518231906787328,['1597074352356237312']
en,1597074350229684224,"Critical Analysis Paper   Describe an example of a contract that you or someone you know entered into (e.g., rental https://t.co/PM3OF7XSd3",2022-11-28T03:46:11.000Z,1285518231906787328,['1597074350229684224']
en,1597074348304519169,Write on one of the following topics:  Topic 1:  How do the roles of reason and belief change from ancient times https://t.co/HUR7jiQnAG,2022-11-28T03:46:11.000Z,1285518231906787328,['1597074348304519169']
en,1597071425633853441,"""Homage is a show or demonstration of respect or dedication to someone or something, sometimes by simple https://t.co/Ojs61KYrAB",2022-11-28T03:34:34.000Z,1285518231906787328,['1597071425633853441']
en,1597071423322759168,Compare and contrast two theories or modalities tied to mindfulness and the relationship to wellness across the https://t.co/lvZrkyyicN,2022-11-28T03:34:34.000Z,1285518231906787328,['1597071423322759168']
en,1597071421187817472,"Homework # 1   Write a summary/reaction style paper reviewing Chapter 7 - ""The African Struggle for Democracy and https://t.co/66loivfHGB",2022-11-28T03:34:33.000Z,1285518231906787328,['1597071421187817472']
en,1597071419111747584,"Activity: Select and watch 3 music videos, 1 each from 3 different music genres (for example, 1 hip hop, 1 country https://t.co/zDLwFZqE4D",2022-11-28T03:34:33.000Z,1285518231906787328,['1597071419111747584']
en,1597068167896973312,"After reading the National Geographic articles, the Genderbread Person PDF, and watching A Call to Men TED talk, to https://t.co/8csADSdD0u",2022-11-28T03:21:37.000Z,1285518231906787328,['1597068167896973312']
en,1597068164969287682,Read Chapter 9: Third-Party Intervention  Assigned Discussion Questions  What has been your experience with third https://t.co/5cHeSpSuTr,2022-11-28T03:21:37.000Z,1285518231906787328,['1597068164969287682']
en,1597068162565971969,There are three parts to this essay.  Please keep it to no more than one page and at least ½ page.      The https://t.co/TlnpVJP4rT,2022-11-28T03:21:36.000Z,1285518231906787328,['1597068162565971969']
en,1597068160389173250,"Pick an issue affecting your future career field, your major field, or your community. Write a paper that explains https://t.co/mpHQLMRdmc",2022-11-28T03:21:36.000Z,1285518231906787328,['1597068160389173250']
en,1597065206630215680,Short Essay Response is completed by choosing one of the three provided options and fulfilling all listed https://t.co/alSAHAVxIA,2022-11-28T03:09:51.000Z,1285518231906787328,['1597065206630215680']
en,1597065204386254848,"Major Paper #4--Explaining a Concept Research Paper  In the Explaining a Concept Paper, you will simply want to https://t.co/jkpVTvHiNZ",2022-11-28T03:09:51.000Z,1285518231906787328,['1597065204386254848']
en,1597065202570125312,"ead The Life You Can Save  (Links to an external site.)Links to an external site.Chapters 1 and 2.  Then, write a https://t.co/gSnUF5W3AX",2022-11-28T03:09:50.000Z,1285518231906787328,['1597065202570125312']
en,1597065200703709186,There https://t.co/iRLssjHdyn,2022-11-28T03:09:50.000Z,1285518231906787328,['1597065200703709186']
en,1597062248593125376,Soviet Montage - The Battleship Potemkin and Citizen Kane   No unread https://t.co/Wwr3u73CzU replies.  First  Identify and https://t.co/gErCu5m0x9,2022-11-28T02:58:06.000Z,1285518231906787328,['1597062248593125376']
en,1597062245736857601,Write a paper of approximately 900 words that addresses the following points:  Choose one country currently https://t.co/5jQOIZK1AW,2022-11-28T02:58:06.000Z,1285518231906787328,['1597062245736857601']
en,1597062243593560069,"read chapter 11 in Composition of Everyday Life, Concise 6th edition and answer questions  1) From the Thesis https://t.co/gjCRHsrC2q",2022-11-28T02:58:05.000Z,1285518231906787328,['1597062243593560069']
en,1597062241760649217,"Module 3  Author Peggy Hutchison writes: extensive obstacles to friendship exist in families, communities, and https://t.co/UHXjAKB1Rn",2022-11-28T02:58:05.000Z,1285518231906787328,['1597062241760649217']
en,1597059332406800384,"In The Careless Language of Sexual Violence, Roxane Gay examines how casual language is used to diminish the https://t.co/jt9I7WGtZ1",2022-11-28T02:46:31.000Z,1285518231906787328,['1597059332406800384']
en,1597059329894453251,"Reading Response #4  For the reading response #4, read Wency Leung ""Does Social Media Bring Us Closer -- or Make Us https://t.co/qK8xJ7YaOU",2022-11-28T02:46:30.000Z,1285518231906787328,['1597059329894453251']
en,1597059327885422593,"The moral dilemmas facing young children are not about plagiarism or cloning or abortion. Rather, they are about https://t.co/eCwCNToR1p",2022-11-28T02:46:30.000Z,1285518231906787328,['1597059327885422593']
en,1597059325855309825,Discussion Question:  Try It #6 is designed to give you practice in writing the typical police news story. Please https://t.co/Q4V9iXgZS8,2022-11-28T02:46:29.000Z,1285518231906787328,['1597059325855309825']
en,1597056183377936384,Select one of the following questions and answer it in 75 to 100 words using the principles of critical thinking https://t.co/Z1NuqgsXWY,2022-11-28T02:34:00.000Z,1285518231906787328,['1597056183377936384']
en,1597056181041655808,Project 4: (100 points): Annotated Bibliography (related to project 3 and project 5)     First draft due via https://t.co/wfvQCCMAiM,2022-11-28T02:34:00.000Z,1285518231906787328,['1597056181041655808']
en,1597056179225513984,Synthesize and deconstruct the portrayals of leadership in 12 Angry Men and Dead Poet Society. Your paper should https://t.co/AyLz0fwBNM,2022-11-28T02:33:59.000Z,1285518231906787328,['1597056179225513984']
en,1597056177216462849,Use the Revision Checklist for Paragraphs found on page 74 and the Revision Checklist for Sentences found on https://t.co/cHhaO4V4qY,2022-11-28T02:33:59.000Z,1285518231906787328,['1597056177216462849']
en,1597053250993238016,"Using an industry insider site such as TV by the Numbers, Variety, or Nielsen, track one month's worth of ratings https://t.co/dJNxnfPsD8",2022-11-28T02:22:21.000Z,1285518231906787328,['1597053250993238016']
en,1597053248560459776,"Week 2 Discussion        ""Thesis Statements Please respond to the following:     After reading Chapter https://t.co/fuJX4qil2z",2022-11-28T02:22:20.000Z,1285518231906787328,['1597053248560459776']
en,1597053246207447045,DUE IN 15 HOURS     This paper needs to be around 1200 words. Needs to follow the MLA standard guidelines. If you https://t.co/q1fpfI0vYx,2022-11-28T02:22:20.000Z,1285518231906787328,['1597053246207447045']
