created_at,edit_history_tweet_ids,text,id,lang,author_id
2022-11-28T01:52:14.000Z,['1597045673324859392'],@Christi37384702 He can use BLM and Antifa.,1597045673324859392,en,16168622
2022-11-28T01:50:21.000Z,['1597045199444013058'],"RT @OhCanadiana: Canada knows…
Canada knows the truth that @JustinTrudeau is nothing more than a lying, cheating thug in a suit.
If it were…",1597045199444013058,en,16168622
2022-11-28T01:29:28.000Z,['1597039941837795328'],"RT @ByronFord1959: These are Canadian female pistol shooters competing in Thailand. Licensed firearm owners competing, not causing crime in…",1597039941837795328,en,16168622
2022-11-28T01:14:06.000Z,['1597036074077147137'],"RT @Cathylz: The so-called ""Bill of Rights"" might better have been named the ""Bill of Limitations"". It enumerates absolute prohibitions on…",1597036074077147137,en,16168622
2022-11-28T01:05:27.000Z,['1597033900509138945'],"@CoryBMorgan Neither Red China nor Canada believe in individual rights. In both places, individuals are subject to the dictates of The State. Our notion of the contrary is illusory.",1597033900509138945,en,16168622
2022-11-28T01:01:32.000Z,['1597032911529971715'],"RT @CoryBMorgan: What China did to its citizens in response to COVID-19 differs from Canada only in degree.

Both stepped on rights if indi…",1597032911529971715,en,16168622
2022-11-28T01:00:08.000Z,['1597032561725014017'],RT @CarlBMenger: Money printing is money debasement and it only benefits the ones closest to the money printer at the expense of everyone e…,1597032561725014017,en,16168622
2022-11-28T01:00:08.000Z,['1597032561657909248'],RT @jayde8700: Protesting in Canada is fine as long as Justin Trudeau is okay with it.  If he disagrees with your views you are a terrorist.,1597032561657909248,en,16168622
2022-11-28T00:57:36.000Z,['1597031923918188545'],RT @Belagana2: Just a day after not exactly apologizing to Joe Manchin for promising a San Diego audience to replace coal fired power plant…,1597031923918188545,en,16168622
2022-11-28T00:53:18.000Z,['1597030840122642432'],"@The_Gent49 It's an attitude, not a profession...",1597030840122642432,en,16168622
2022-11-28T00:52:40.000Z,['1597030682542604289'],@patfkauffman Let's ask that in a few more months. It's not like he can turn a whole company around overnight or even just a few weeks. It's a mistake to expect it.,1597030682542604289,en,16168622
2022-11-27T20:26:09.000Z,['1596963609091117056'],"RT @Raytional: Wilful ignorance is an ineffective and ultimately destructive coping mechanism.

It’s also very common.",1596963609091117056,en,16168622
2022-11-27T20:25:44.000Z,['1596963503696662528'],"RT @Control_Group_V: A couple things I've learned on my short journey (≈2-3 yrs.) being away from the current Canadian ""left.""

Cons tend t…",1596963503696662528,en,16168622
2022-11-27T20:25:22.000Z,['1596963411614916609'],@KashPrime I'm fine with voluntary masking. _Only_ voluntary masking.,1596963411614916609,en,16168622
2022-11-27T20:23:47.000Z,['1596963014821187585'],"RT @PPC_MelissaB: Canada should be one of the wealthiest and most prosperous nations. We should be energy independent, exporting energy. We…",1596963014821187585,en,16168622
2022-11-27T18:55:27.000Z,['1596940784645046273'],@NeedleQuantum @Muninn18085831 If somebody has the power to punch you in the face &amp; get away with it  &amp; 'jokes' about it while standing within arm's reach of you...are you gonna laugh? I don't think powerful people  should 'joke' about stuff like that if they don't want to be regarded as bullies &amp; tyrants.,1596940784645046273,en,16168622
2022-11-27T18:50:26.000Z,['1596939520687366150'],@Concern70732755 IMO the PMJT government lost whatever moral authority it had after SNC-Lavalin.,1596939520687366150,en,16168622
