lang,edit_history_tweet_ids,text,author_id,id,created_at
en,['1596961485875712000'],"Our tour and score to be entered to win two tickets to 🐘 Houston Zoo Lights🦒 ends this Thursday, December 1st! If you haven’t stopped by for a tour don’t wait any longer schedule a tour with us today! 🤩 #homeiswherehavenis #luxurystudenthousing #huntsvilletx #shsu #samhouston https://t.co/0m9GWBsvqF",1031560902334664704,1596961485875712000,2022-11-27T20:17:42.000Z
en,['1596581182656851968'],Kick your feet up and relax 🧘‍♀️ knowing you’ve signed to live in luxury at Haven 🤩 #shsu #luxurystudenthousing #homeiswherehavenis #huntsvilletx #samhoustonstateuniversity https://t.co/MoSp86Q0dc,1031560902334664704,1596581182656851968,2022-11-26T19:06:31.000Z
en,['1595482535026475023'],"We will be closed Thursday, November 24th. We hope you and your families have a great holiday! 🍂🍁#homeiswherehavenis #luxurystudenthousing #huntsvilletx #samhoustonstateuniversity #shsu https://t.co/UZa2JKuMJG",1031560902334664704,1595482535026475023,2022-11-23T18:20:53.000Z
en,['1595170509024596007'],We love our furry friends here at Haven! 🦴 we are dog friendly so grab your pup and sign your lease today! 🐶 #homeiswherehavenis #luxurystudentliving #huntsvilletx #samhoustonstateuniversity #shsu https://t.co/n6cJj1L9W0,1031560902334664704,1595170509024596007,2022-11-22T21:41:00.000Z
en,['1594789721623912448'],"Not in Huntsville for the holidays, but still looking for housing? 🏠 You can sign your lease from the comfort of your home by visiting https://t.co/zrmKZasyLA! ✍🏼 #homeiswherehavenis #luxurystudenthousing #huntsvilletx #samhoustonstateuniversity #shsu https://t.co/vxki5UjtrI",1031560902334664704,1594789721623912448,2022-11-21T20:27:54.000Z
en,['1594459980555509760'],Win or lose Haven always has great news! Grab your roomies and come tour with us to find out how you can secure the lowest rates! 🤩 #homeiswherehavenis #samhoustonstateuniversity #shsu #luxurystudentliving #huntsvilletx https://t.co/gms0Bj7Ped,1031560902334664704,1594459980555509760,2022-11-20T22:37:37.000Z
en,['1593696054242955264'],"Don’t let the cold weather keep you away, stop by for a tour today!🏠 Our fridge is stocked and loaded with snacks and drinks for you to take!🥤🥨 🍿 #homeiswherehavenis #luxurystudentliving #huntsvilletx #samhoustonstateuniversity #shsu https://t.co/kPN5ofeHQD",1031560902334664704,1593696054242955264,2022-11-18T20:02:03.000Z
en,['1593367059219480576'],Today’s the last day to renew before rates increase! If you haven’t renewed your lease yet stop by the office today! 🤩✨ https://t.co/iya7lshxoV,1031560902334664704,1593367059219480576,2022-11-17T22:14:44.000Z
en,['1593006945497387008'],"It’s another Cline Card giveaway! 🤩✨

Here’s how you can win: 
1. Follow @clinecard on IG 
2. Comment your favorite local restaurant 
3. Repost to your story! https://t.co/F3hUqoU12G",1031560902334664704,1593006945497387008,2022-11-16T22:23:47.000Z
en,['1592637424118960128'],‼️2‼️more days until our renewal deadline‼️If you haven’t renewed your lease yet head down to the office today to secure your spot before it’s too late! 🫢 #homeiswherehavenis #luxurystudentliving #huntsvilletx #samhoustonstateuniversity #shsu https://t.co/3phiW0Tth9,1031560902334664704,1592637424118960128,2022-11-15T21:55:26.000Z
en,['1592264299174842368'],"Rainy day blues? We ain’t got a clue! 🌧

Get a workout in anytime at our 24hr gym 🤩 

#shsu #luxurystudenthousing #huntsvilletx #eatemupkats🐾 https://t.co/tAQN7st8is",1031560902334664704,1592264299174842368,2022-11-14T21:12:46.000Z
en,['1591522949898858496'],Haven’t renewed yet? There are only 🚨5🚨 more days before the renewal deadline! Stop by today to renew your lease and secure your spot before rates increase! 😄✨ https://t.co/56U7KwiJI6,1031560902334664704,1591522949898858496,2022-11-12T20:06:54.000Z
en,['1591168135436304384'],"Brr it’s cold in here, there will be Bearkats signing at Haven this year ❄️ 🤩 https://t.co/GJExIDKMTt",1031560902334664704,1591168135436304384,2022-11-11T20:37:00.000Z
en,['1590808004265672704'],"It’s a party all week long at Haven! 🎉
-
We’re counting down the days until rates increase again! Call us at (936) 209-3996 to secure the lowest rates TODAY! 🤩✨ https://t.co/3SlSvP3eBB",1031560902334664704,1590808004265672704,2022-11-10T20:45:58.000Z
en,['1590437652939300864'],"8 more days until the renewal deadline! 🎉
-
Renew your lease with Haven at M today, and we’ll cover your dinner tomorrow! 🍕
-
Sign today for rates as low as $509 and get a pizza on us! Don’t wait until rates increase again. Secure your spot today 🤩✨ https://t.co/XVHNDi9ocy",1031560902334664704,1590437652939300864,2022-11-09T20:14:20.000Z
en,['1590073558377852928'],Do you want to win two tickets to Zoo Lights? 🦒🦓🐘 If you tour with us between now and December 1st you can be entered to win an amazing experience! #homeiswherehavenis #samhoustonstateuniversity #shsu #luxurystudenthousing #huntsvilletx https://t.co/DSemV3KB6Z,1031560902334664704,1590073558377852928,2022-11-08T20:07:33.000Z
en,['1589731304408772608'],"🚨TEN 🚨more days until the renewal deadline! 

Call the office today to secure your spot for another year 🤩🥂 https://t.co/govjNwglIa",1031560902334664704,1589731304408772608,2022-11-07T21:27:33.000Z
en,['1589707840608169985'],Apply today! https://t.co/w9kAFLRqbR,1031560902334664704,1589707840608169985,2022-11-07T19:54:19.000Z
en,['1588627344163770368'],"Happy Friday Bearkats! 🥳

Take a tour this weekend and learn how you can get rates as low as ✨$499✨

#luxurystudenthousing #huntsvilletx #samhoustonstateuniversity https://t.co/q8CCpYqniE",1031560902334664704,1588627344163770368,2022-11-04T20:20:48.000Z
en,['1588257377354412033'],"Today we’re highlighting our Bark Park! 🐶🦴
-
We love our furry friends here at Haven, and we have the perfect park for them to run around in! Stop by for a tour to learn more about our bark park 🤩✨ https://t.co/6p2nYNCqZ2",1031560902334664704,1588257377354412033,2022-11-03T19:50:41.000Z
en,['1587907686179414021'],"Two lucky winners will receive a Huntsville Cline card, and here’s what the card can get you: 
15% off at Yummy Yummy 
20% off at Lee Baron Sneakers 
10% off at Fruitopia 
And so much more! 

Here’s how you win: 🤩
1. Like this post 
2. Follow @clinecard 
3. Repost to your story https://t.co/oKoVgNsPae",1031560902334664704,1587907686179414021,2022-11-02T20:41:08.000Z
en,['1587533830193352706'],Grab your bestie and come take a tour at Haven at M to be entered to win 2 tickets the Houston Zoo Lights! 🐘🎄#homeiswherehavenis #shsu #samhoustonstateuniversity https://t.co/B1d6skRvZC,1031560902334664704,1587533830193352706,2022-11-01T19:55:34.000Z
en,['1586837357537493000'],The next two renewals for the E1 floor plan will get rates as low as $499! 🤩 #homeiswherehavenis #samhoustonstateuniversity #shsu https://t.co/xBiJ8vkCHc,1031560902334664704,1586837357537493000,2022-10-30T21:48:02.000Z
en,['1586092456017334278'],"Midterms can be stressful, take advantage of our yoga room to destress! 🧘‍♀️🧘‍♂️ #homeiswherehavenis #samhoustonstateuniversity #shsu https://t.co/uD8d3myPLm",1031560902334664704,1586092456017334278,2022-10-28T20:28:04.000Z
en,['1585718993448751105'],"It’s double tap Thursday! 
Do you want to win these spooky cookie cutters, and creepy pumpkin cup? 🎃👻
-
Here’s how you can win…. 

1. Follow @havenatm 
2. Comment your favorite Halloween movie 
3. Repost to your story and tag us

The winner will be announced on Halloween! 📢 https://t.co/V2GHnw7EPE",1031560902334664704,1585718993448751105,2022-10-27T19:44:03.000Z
en,['1585387935519502336'],"Knock, knock…. Trick or Treat!🚪
-
Haven at M is reverse trick or treating today and tomorrow! We will be stopping by with a candy bag for you and your roommates 🍬🍭🍫 https://t.co/vXHAL3Hxoj",1031560902334664704,1585387935519502336,2022-10-26T21:48:33.000Z
en,['1583926605323198465'],Still look for housing next fall? 🏠 Stop by for a tour this weekend so you can be entered to win two tickets to Houston Zoo Lights! 🐘🦒🦓 #homeiswherehavenis #samhoustonstateuniversity #shsu https://t.co/lLNL6ps1St,1031560902334664704,1583926605323198465,2022-10-22T21:01:45.000Z
en,['1583556257301921792'],"Your voice matters Checking in on your family, friends, &amp; peers is just one way to let love into the lives around you. Our Thriving College Students Survey closes soon – make sure to check your email for your last chance to win $500 #mentalhealthmatters https://t.co/FBJ6De7jeP",1031560902334664704,1583556257301921792,2022-10-21T20:30:07.000Z
en,['1583174743556956160'],"Grab your bestie and come take a tour with Haven at M! Right now, we’re offering rates as low as $499. You don’t want to miss out on the lowest rates of the season 🤩✨ https://t.co/MvWw2X7AKd",1031560902334664704,1583174743556956160,2022-10-20T19:14:07.000Z
en,['1582849768035823616'],"All Bearkats go to Haven 🤩 Right now if you sign with us, you will be signing for the lowest rates! Stop by and sign your lease today! ✍🏼 #homeiswherehavenis #samhoustonstateuniversity #shsu https://t.co/qOAFIxYKOd",1031560902334664704,1582849768035823616,2022-10-19T21:42:47.000Z
en,['1582437174255169536'],Do you want to win two tickets to Zoo Lights? 🦒🦓🐘 If you tour with us between now and December 1st you can be entered to win an amazing experience! #homeiswherehavenis #samhoustonstateuniversity #shsu https://t.co/C9RvGtD2zB,1031560902334664704,1582437174255169536,2022-10-18T18:23:17.000Z
en,['1582104978415439873'],"Have you heard about our renewal deadline? Our renewal rates will be going up soon, so call us or stop by today to avoid the hassle of moving! 🤗 #homeiswherehavenis #samhoustonstateuniversity #shsu https://t.co/QtGR4vHOYZ",1031560902334664704,1582104978415439873,2022-10-17T20:23:15.000Z
en,['1581696540556787713'],Stop by for a tour today to find your future home! 🏠 #homeiswherehavenis #samhoustonstateuniversity #shsu https://t.co/yEuDGf28KJ,1031560902334664704,1581696540556787713,2022-10-16T17:20:16.000Z
en,['1581391599656792064'],"Don’t miss your shot as scoring rates as low as $499! 🎱 Our rates will be increasing soon, so call the office to find out how you can secure your spot today! 🤩✨ https://t.co/bAt2tzA0X0",1031560902334664704,1581391599656792064,2022-10-15T21:08:32.000Z
en,['1579931159160848384'],Cozy up by the fire pit this fall 🍁🍂 Stop by for a tour so you can see all of our other amazing amenities and sign for rates as low as $499! 🤩 #homeiswherehavenis #samhoustonstateuniversity #shsu https://t.co/tBaJ8K9MMT,1031560902334664704,1579931159160848384,2022-10-11T20:25:16.000Z
en,['1579582821144088577'],"It’s important to discuss mental health, not just on #WorldMentalHealthDay, but every day. Today, we launched the Thriving College Students Survey with the Mental Wellness Advocacy Coalition! Check your email and take the survey! https://t.co/RyxUJ4f729",1031560902334664704,1579582821144088577,2022-10-10T21:21:06.000Z
en,['1579185793314459649'],Stop by for a tour today so you can score our exclusive merch 🤩✨ #homeiswherehavenis #samhoustonstateuniversity #shsu https://t.co/kO28thLOGz,1031560902334664704,1579185793314459649,2022-10-09T19:03:27.000Z
en,['1578475681276919808'],"Loving our new shirts? Stop by for a tour this weekend, and you can have one! 
-
Remember, Haven at M is offering rates as low as $499 to the next 8 people that sign https://t.co/rdY7yVUcp1",1031560902334664704,1578475681276919808,2022-10-07T20:01:43.000Z
en,['1578121187795910656'],"H•A•V•E•N “The one where they leave us a review”
-
Do you want one of our amazing new shirts? Leave us a Google review and come pick up a t-shirt from the front office! 🤩✨ https://t.co/a2ijxhy3Cb",1031560902334664704,1578121187795910656,2022-10-06T20:33:05.000Z
en,['1577764326382964754'],"HAVEN AT M IS OFFICIALLY LEASING! 
-
Stop by the office, or call us at (936) 209-3996 to learn how the first 10 people to sign get rates as low as $499 ✨ https://t.co/R5oly4ih94",1031560902334664704,1577764326382964754,2022-10-05T20:55:03.000Z
en,['1575585726401417216'],Make sure to stop by and see us at the housing fair October 4th for a chance to win a Nintendo Switch 🎮🤩 #homeiswherehavenis #samhoustonstateuniversity #shsu https://t.co/slnpELzeFy,1031560902334664704,1575585726401417216,2022-09-29T20:38:04.000Z
en,['1575236590187970561'],Take advantage of our Saltwater pool before the weather gets too cool ☀️⛅️ #homeiswherehavenis #samhoustonstateuniversity #shsu https://t.co/Ywg3SwaReP,1031560902334664704,1575236590187970561,2022-09-28T21:30:44.000Z
en,['1562178674346135556'],"OPEN OPEN OPEN! 🚨
-
It’s the day everyone’s been waiting for. We have hung up our hard hats, and opened our amenities! 🏋🏽🩳🐕 https://t.co/nWkvWjZNuC",1031560902334664704,1562178674346135556,2022-08-23T20:43:14.000Z
en,['1561834465655234567'],"It may be a gloomy day, but Haven is dropping a hot new special to brighten your day! 🚨
-
All immediate move-ins will earn SUMMER FREE on top of our amazing low rates! 🤩✨ https://t.co/uPLA6qEz6o",1031560902334664704,1561834465655234567,2022-08-22T21:55:28.000Z
en,['1552744020161564680'],Hang on… Haven at M is giving away a semester free to 2 lucky people who sign before July 31st 🧘🏼‍♂️ https://t.co/3ioUL8ZolU,1031560902334664704,1552744020161564680,2022-07-28T19:53:17.000Z
en,['1552397265599447044'],"⚠️ Time to BeReal. ⚠️

We have 10 spots remaining to get our 4x4 unit for $530! This deal won’t last long, so stop by the office to secure your spot https://t.co/6dd4JqxdSK",1031560902334664704,1552397265599447044,2022-07-27T20:55:24.000Z
en,['1550581463514595330'],Imagine spending your semester free relaxing with your bestie by our salt water pool! ☀️🕶 https://t.co/yITZT1OECf,1031560902334664704,1550581463514595330,2022-07-22T20:40:03.000Z
zxx,['1550141094247145479'],https://t.co/gLFoonncqY,1031560902334664704,1550141094247145479,2022-07-21T15:30:11.000Z
en,['1549850286960922625'],"We’re in the home {stretch} of our upgrades! 🤸🏽‍♀️🏋🏽‍♀️
-
Who’s ready to stretch out in our gym + yoga room? I know we are 🤩✨ https://t.co/Va4CC1XoNr",1031560902334664704,1549850286960922625,2022-07-20T20:14:37.000Z
en,['1549509370177851395'],"Located less than a mile from SHSU. Haven at M offers the perfect location for Bearkats (we offer a shuttle too 😉)
-
Want to ease your stress this semester? Hop on over to Haven and learn how you can earn a semester free! 🤩✨ https://t.co/PDqMNGyzd5",1031560902334664704,1549509370177851395,2022-07-19T21:39:56.000Z
en,['1549109555304534017'],"Imagine sitting by the only saltwater-pool in Huntsville with your bestie on a beautiful day! ☀️⛱
-
Haven at M is offering a refer your friend special where you can earn💲by referring your bestie to live in luxury! 🤩✨ https://t.co/481TcpEZZY",1031560902334664704,1549109555304534017,2022-07-18T19:11:13.000Z
en,['1548048505117106177'],"Did someone say I can get a semester free!! 🚨

YES. Avoid the hassle of studying on top of paying for a whole semester! Two lucky winners who sign between now and July 31st will receive a semester free 🤩✨

Comment below to learn how you can earn extra entries! 
⬇️⬇️⬇️⬇️⬇️ https://t.co/tZj9tx7j64",1031560902334664704,1548048505117106177,2022-07-15T20:54:59.000Z
en,['1546966017271791618'],"Did someone say Splashtown? ⛱☀️
-
That’s right! Haven at M is giving away 2 free tickets to Splashtown, to 1 lucky winner who tours with us! 🤩✨
Our winner will be chosen July 20th!!! https://t.co/NVmqnQ98hI",1031560902334664704,1546966017271791618,2022-07-12T21:13:34.000Z
en,['1546857836663246850'],"Another reason to choose Haven is our spacious, private bathrooms! #ditchthedorm #hellohaven 🛁🫧🧼 https://t.co/qfgVBW69Er",1031560902334664704,1546857836663246850,2022-07-12T14:03:42.000Z
en,['1545462555447099395'],"The secret is out! Haven at M is giving away a semester free to two lucky winners🚨
-
Sign your lease between now and July 31st to be entered! 

Our two winners will be drawn September 1, 2022 ✨🤩 https://t.co/GQWUo4eiYi",1031560902334664704,1545462555447099395,2022-07-08T17:39:21.000Z
en,['1545115124545069057'],"Only TWO A1 (1bed, 1bath) units remaining! 🚨 Call us at (936) 209-3996 TODAY! 

Have you heard about our new special? Anyone who signs a lease between today and July 31,2022 will be entered to win a semester rent free! Visit us today to learn more details https://t.co/Mh9Fc70uml",1031560902334664704,1545115124545069057,2022-07-07T18:38:47.000Z
zxx,['1545094715468648449'],https://t.co/pKC8Heg508,1031560902334664704,1545094715468648449,2022-07-07T17:17:41.000Z
en,['1544775006441308161'],"Another perk of living in luxury is ditching the twin-size mattress, and upgrading to a full XL! #byebyedormlife #hellohaven 🤩✨ https://t.co/IsVe2sdgHX",1031560902334664704,1544775006441308161,2022-07-06T20:07:16.000Z
en,['1544387908609638406'],"TOUR AND SCORE ALERT 🚨
-
Who’s trying to spend a fun filled day at Hurricane Harbor Splashtown? If you tour now until 7/20 you will be entered to win two tickets to the water park! 🩳👙 https://t.co/UQPfHerovr",1031560902334664704,1544387908609638406,2022-07-05T18:29:05.000Z
en,['1543288301032980481'],"Follow me to your Huntsville Haven! 🤩✨ We are filling up so fast, and we don’t want you to miss your your chance at living in luxury! 
-
Right now, we’re offering up to $125 off your monthly rate! 🚨 https://t.co/y8h3nrd5WP",1031560902334664704,1543288301032980481,2022-07-02T17:39:38.000Z
en,['1542613991457017860'],RT @MireyaM09667874: I love living here at Haven at M (@havenatm) - here's why https://t.co/zXyqeowIzF #CommunityRewards,1031560902334664704,1542613991457017860,2022-06-30T21:00:10.000Z
en,['1542613969457799174'],"Who’s ready to decorate their new room?! We are a little over a month away from move in, and we can’t wait to see you all become interior designers! 🤩✨
-
Haven’t secured your housing yet? There’s still time to sign to live luxuriously at Haven (and for rates as low as $499)! ⏰ https://t.co/NCWzmS3Mgc",1031560902334664704,1542613969457799174,2022-06-30T21:00:05.000Z
en,['1541870355475841026'],"We’re so ready to hang up our hard hats, and open up our beautiful amenities! 👷🏽‍♀️🚧

Who’s ready to take a dip in the pool, lounge around under our pergolas, workout in our amazing fitness center, and sit around our fit pit?!!? 🤩✨ https://t.co/S4gZB7Td1w",1031560902334664704,1541870355475841026,2022-06-28T19:45:13.000Z
en,['1541514655771701248'],"New amenity update! ✨🤩

Our bark park is almost complete, and will feature a large space for your furry to roam around and meet other friends! 🐾🦴 https://t.co/OovAQiVsLM",1031560902334664704,1541514655771701248,2022-06-27T20:11:48.000Z
en,['1540750901333307395'],"Have you heard the news? Haven at M is over 70% full for next year! You don’t want to miss you on living in luxury (and with brand new amenities 😉)! 
-
Call us at (936) 209-3996 to secure rates as low as $499 TODAY! 🤩✨ https://t.co/tuiza9B96W",1031560902334664704,1540750901333307395,2022-06-25T17:36:55.000Z
en,['1540410966546022402'],"Fun Day Friday 🤪

Peep the newest addition to Haven’s backyard! 🛠🚨

Comment which new amenity you’re most excited about 🧐 https://t.co/QVw9QHs6Id",1031560902334664704,1540410966546022402,2022-06-24T19:06:08.000Z
en,['1540056897746833408'],"Day dreaming about pool days! 💭
-
Our salt-water pool is officially filled! We are so close to our upgrades completion, and we can’t wait for you to utilize them 💦☀️ https://t.co/w6sJNocx2P",1031560902334664704,1540056897746833408,2022-06-23T19:39:11.000Z
en,['1539330208691625984'],"National Smoothie Day! 🍓🍍🍋🍌

Who wants to win a Smoothie King gift card? Here’s how to win:
1. Like this post ✨
2. Tag 2 friends in the comments 🤩
3. Repost to your story &amp; tag us! 

Make like a banana and split! 🚦 https://t.co/wtgyl523KA",1031560902334664704,1539330208691625984,2022-06-21T19:31:35.000Z
en,['1538228540465897472'],Is your summer housing search draining you like this hot weather? Stop by for a tour in our air-conditioned model unit and grab some ice cold refreshments from our stainless steel refrigerator with an ice-maker! 🧊🍪 https://t.co/Yk0z11PwhM,1031560902334664704,1538228540465897472,2022-06-18T18:33:57.000Z
en,['1537852184695562242'],"Father’s Day is this Sunday! Show your dad how much you love him with a homemade card! 🤩✨

Stop by the office at 2pm today for DIY Father’s Day cards!! 🖌🎨 https://t.co/2yGfta5NwE",1031560902334664704,1537852184695562242,2022-06-17T17:38:27.000Z
en,['1537490553692114945'],"The grass is greener on on Haven’s side! 🍀🌿🍃🌱🌴

Upgrade update: we officially laid down turf in our Haven’s back yard! The Haven back yard is going to feature a grilling area, game area, and relaxation stations all around 🤩✨ https://t.co/9d7YEkbGOI",1031560902334664704,1537490553692114945,2022-06-16T17:41:27.000Z
en,['1537156966224740352'],"🚨$499 rate + $500 gift card + waived signing fees! 

Why wait? Call us to find out how you can secure your spot today 🤑 https://t.co/femEnnHzv0",1031560902334664704,1537156966224740352,2022-06-15T19:35:54.000Z
en,['1536825485824499717'],"Oh, nothing, just signing my lease from the comfort of my own bed!🤩 

Our electronic leases offer the convenience of signing anywhere, so you don’t have to cancel your summer plans to come into the office! 🤪

If you have any questions, feel free to call, or DM us! https://t.co/L81kU6d05Q",1031560902334664704,1536825485824499717,2022-06-14T21:38:43.000Z
en,['1536071056234098689'],CA Jordan is so excited for Huntsville’s first and only salt water pool! 🚨 which one of our upcoming amenities are you most excited about ? 🤩 https://t.co/VZAUTz22fD,1031560902334664704,1536071056234098689,2022-06-12T19:40:53.000Z
en,['1535319006265192450'],"When life gives you lemons…. Make an Arnold Palmer to celebrate National iced tea day! 🍋🧊

Stop by the office right now for a refreshment! https://t.co/Iz83THWkwd",1031560902334664704,1535319006265192450,2022-06-10T17:52:30.000Z
en,['1535004510158041089'],"Shoot your shot at these amazing rates! 🎱 Right now, Haven at M is offering rates as low $499 + a $500 gift card!! 🤩 https://t.co/KRoyr4Zh8W",1031560902334664704,1535004510158041089,2022-06-09T21:02:48.000Z
en,['1534640925296705543'],It’s National Best Friend Day! 🤩 Post a picture of you and your roomie to your story &amp; tag @havenatm for a chance to win an Echo Dot! 🎉 #shsu24 #shsu25 #huntsvillehaven https://t.co/zDFWvTIlEW,1031560902334664704,1534640925296705543,2022-06-08T20:58:03.000Z
en,['1533923888886865921'],"It’s June and we’re readying to 🌸BLOOM🌸
We are so excited for our residents to  relax and unwind in the outdoor entertainment area. It will feature games, seating, grills, TV, and much more! 🤩✨ https://t.co/q8swfivG0p",1031560902334664704,1533923888886865921,2022-06-06T21:28:48.000Z
en,['1532751581464215552'],"Donut forget to stop by the office and grab breakfast while supplies last!! 🍩☕️

Happy National Donut day from your Haven at M team!! 🤩✨ https://t.co/9Er4gx3K5q",1031560902334664704,1532751581464215552,2022-06-03T15:50:28.000Z
en,['1532477764573487122'],"Cheers to a new home and a great deal! Don’t miss out on signing for one of the best deals Haven has dropped! 🤩✨ 

Call (936) 209-3996  to learn how you can get up to $125 off your monthly rate!!🚨 https://t.co/rwoFor6CFf",1031560902334664704,1532477764573487122,2022-06-02T21:42:25.000Z
en,['1532096826878398467'],"It’s mini move in day! 🔑✨

We are so excited to welcome y’all to your Huntsville Haven! Take a picture of your new room and post it on your story for a chance to win a gift card! 🤩🤩 https://t.co/uIvX775ubu",1031560902334664704,1532096826878398467,2022-06-01T20:28:43.000Z
en,['1531006398045343747'],"Signing a lease with Haven is as easy as 1,2,3! 🎯
1. Bring your froomies in for a tour! 
2. Fall in love with our luxury units! 
3. Complete the leasing process online! https://t.co/WIYjJUyx6e",1031560902334664704,1531006398045343747,2022-05-29T20:15:44.000Z
en,['1530633242969264136'],Still looking for fall housing?🏠 Stop by and take a tour with Cindy and Jordan this weekend! ✨🤩 #SHSU24 #SHSU25 https://t.co/zec4eaHqRF,1031560902334664704,1530633242969264136,2022-05-28T19:32:57.000Z
en,['1530277488001273862'],Cheers to a long weekend! ✨🤩 Let us check a box off your to do list ✅ Sign your lease with Haven at M and secure summer rent free! ☀️ #shsu24 #shsu25 https://t.co/J92ECeIwkp,1031560902334664704,1530277488001273862,2022-05-27T19:59:18.000Z
en,['1529935421827956768'],"Cant wait to hang up our hard hats 🤩 our GM, Sereena is so excited for our salt water pool! 

What brand new amenity are you most excited for? https://t.co/7ezrzBmWQR",1031560902334664704,1529935421827956768,2022-05-26T21:20:04.000Z
en,['1529551591891734530'],Stop by Haven at M today to learn about our incredible specials! Jordan and Dylan would love to show you around the property 🤩✨ https://t.co/5H4XolK2cG,1031560902334664704,1529551591891734530,2022-05-25T19:54:51.000Z
