edit_history_tweet_ids,created_at,id,author_id,lang,text
['1597052970503327745'],2022-11-28T02:21:14.000Z,1597052970503327745,348312090,qme,@benshapiro https://t.co/nDB7uaf4Ti
['1597052676398686208'],2022-11-28T02:20:04.000Z,1597052676398686208,348312090,en,@RepAdamSchiff Youre fired punk 😆
['1597052431501709312'],2022-11-28T02:19:06.000Z,1597052431501709312,348312090,en,@RepSwalwell @GOPLeader We still call you fang fangs b***h or swallowswell.
['1597052065477365760'],2022-11-28T02:17:38.000Z,1597052065477365760,348312090,en,@SenWarren They're bound by the constitution and the bill of rights. You lefties just get mad when they do thier job
['1596982816981803008'],2022-11-27T21:42:28.000Z,1596982816981803008,348312090,en,@Freeza33 You know the easiest thing to tame them with is a level 1 Gallimimus clone two of them makes them rideable ive also hear a parcer is good
['1596962464888807424'],2022-11-27T20:21:36.000Z,1596962464888807424,348312090,en,@Holden_Cantrell @MayoIsSpicyy Nope seems those were all liberals https://t.co/ryFZkMdLhf
['1596962314791505921'],2022-11-27T20:21:00.000Z,1596962314791505921,348312090,qme,@iam_urmom @MayoIsSpicyy https://t.co/Q0RIIr4hLV
['1596962161623851009'],2022-11-27T20:20:24.000Z,1596962161623851009,348312090,en,@MM2LLC @MayoIsSpicyy You misspelled Eric swalwell dumbass
['1596962024424030208'],2022-11-27T20:19:51.000Z,1596962024424030208,348312090,en,@cljmo @MayoIsSpicyy You mean the Democratic pedophiles that all go to Epstein's pedophile island? https://t.co/Z9SUVtGflA
['1596961914361647104'],2022-11-27T20:19:25.000Z,1596961914361647104,348312090,en,@ColorfulMess_ @MayoIsSpicyy The Department of Justice already said there was no nuclear documents there but you're still going to go ahead and push that narrative aren't you or you stupid or ignorant which is it
['1596961562211758080'],2022-11-27T20:18:01.000Z,1596961562211758080,348312090,en,@MayoIsSpicyy And pedophile island is where Democrats go to relax what's your point https://t.co/QOXx9yn0KR
['1596959587013623808'],2022-11-27T20:10:10.000Z,1596959587013623808,348312090,en,The holes in @Alyssa_Milano. Mask are bigger than the holes in her logic. Just another dumb liberal sheep. The only reason they put ash trays in VWs is so they would have a place for their Jewish neighbors to ride. But somehow elon is the Nazi? https://t.co/6HmRERLgoo
['1596958653684195328'],2022-11-27T20:06:27.000Z,1596958653684195328,348312090,en,@bennyjohnson That mask wouldn't stop a Mack truck much less a virus
['1596958495458590721'],2022-11-27T20:05:50.000Z,1596958495458590721,348312090,en,The second tweet represents everything thats wrong with liberals. They not only argue with everything conservatives say they  argue with each other and force their ways on everyone else. They claim to love diversity but if u dont agree with them they fight u. Be like me or else.. https://t.co/FdRozrZytx
['1596957419061420035'],2022-11-27T20:01:33.000Z,1596957419061420035,348312090,en,@proverbialcat @JustTracyTrixie @johnlundin I've got a better idea you teach your kids what you want and you don't worry about what other people teach their kids and mind your own f****** business that's the problem with the liberal they like to put their f****** nose and everybody else's business https://t.co/FuFMWAtNtI
['1596956867116568576'],2022-11-27T19:59:21.000Z,1596956867116568576,348312090,qme,RT @Matchesm1Malone: @johnlundin https://t.co/EiLQ9mvMcb
['1596939839173427201'],2022-11-27T18:51:42.000Z,1596939839173427201,348312090,en,RT @elonmusk: Found in closet at Twitter HQ fr 🤣🤣 https://t.co/3xSI3KvvHk
['1596927012714651648'],2022-11-27T18:00:43.000Z,1596927012714651648,348312090,en,@lindyli Actually you morons voted for the only actual Nazi in US Government Joe Biden https://t.co/X7U4IIwRI1
['1596926458546356226'],2022-11-27T17:58:31.000Z,1596926458546356226,348312090,en,@RealBrysonGray Remember God gave you one mouth and two ears you need to listen twice as much as you speak just sit back and listen the bad guys always tell on themselves
['1596926239629266944'],2022-11-27T17:57:39.000Z,1596926239629266944,348312090,en,@DWUhlfelderLaw Is it woke to protect pedophiles you scumbag https://t.co/KcClc4JhGu
['1596926056857890817'],2022-11-27T17:56:56.000Z,1596926056857890817,348312090,en,@RepJerryNadler Remember this the list that you and your people tried to hide don't get all sanctimonious on us now you pedophile https://t.co/lIIwZwOTb3
['1596925353737433088'],2022-11-27T17:54:08.000Z,1596925353737433088,348312090,en,@RepJerryNadler Like how you called out the divider-in-chief for making all these racist statements? Oh that's right you didn't you supported every last one of them because you're just like him and massive steaming pile of elephant dung https://t.co/Jn0jJxoHhw
['1596924880364007424'],2022-11-27T17:52:15.000Z,1596924880364007424,348312090,en,@vote_democracy @philthatremains @AVindman @elonmusk The funny thing is before Elon Musk you would have just been banned from Twitter for misnaming him / misgendering him yet here you are on his platform not getting banned for being a piece of s***
['1596924146524397568'],2022-11-27T17:49:20.000Z,1596924146524397568,348312090,en,How much tax payer money does @JoeBiden. Spend on Twitter bots?🤔 https://t.co/Eeb34YcqMs
['1596923880827854849'],2022-11-27T17:48:17.000Z,1596923880827854849,348312090,en,@philthatremains @AVindman @elonmusk @elonmusk. Get to banning the bots you told us if we tagged you you would take care of it I expect you to keep your end of that bargain sir
['1596923514690621441'],2022-11-27T17:46:49.000Z,1596923514690621441,348312090,en,@AVindman @elonmusk When you choose to post on Twitter and get your information on Twitter you choose to use a platform owned by Elon Musk that is a choice that you made if you don't like it you can go f*** off somewhere else
['1596923275493638144'],2022-11-27T17:45:52.000Z,1596923275493638144,348312090,en,Natural selection at its finest 😆 https://t.co/D74TMVr3LM
['1596922687376400385'],2022-11-27T17:43:32.000Z,1596922687376400385,348312090,en,"@Mikthomson @elonmusk @hodgetwins @Alyssa_Milano Still waiting on that proof of how he's a fascist and an authoritarian come on show us some proof cuz giving America back Free Speech doesn't qualify as authoritarian it's quite the opposite so we're waiting....

Libtard"
['1596897994879946752'],2022-11-27T16:05:25.000Z,1596897994879946752,348312090,en,@RepJerryNadler Looking for a single member of the dnc to not virtue signal
['1596897524618387457'],2022-11-27T16:03:33.000Z,1596897524618387457,348312090,en,@benshapiro Its not antisemitic when its true though... https://t.co/Wm07S5EpUe
['1596897098938535936'],2022-11-27T16:01:51.000Z,1596897098938535936,348312090,en,@GeorgeTakei ....and are sexually assaulted by George takei..... There i made it more accurate
['1596896537656799232'],2022-11-27T15:59:38.000Z,1596896537656799232,348312090,en,@Mikthomson @elonmusk @hodgetwins @Alyssa_Milano Please oh wise user of nonsensical buzz words give us an example of his authoritarian acts. Go ahead we will wait
['1596895955973902336'],2022-11-27T15:57:19.000Z,1596895955973902336,348312090,en,@Mikthomson @elonmusk @hodgetwins @Alyssa_Milano Free speech is authoritarian? Nice buzz words libtard.... You sound dumb AF
['1596736183186296832'],2022-11-27T05:22:26.000Z,1596736183186296832,348312090,en,@StephenKing And you're not a political expert you're just a Despicable man with a very dark mind keep your s***** opinions to yourself you actually appeared to be much more intelligent when you were in a coma
['1596735710169427968'],2022-11-27T05:20:33.000Z,1596735710169427968,348312090,en,@RealBrysonGray I'm pretty sure by seriously troubled man he's talking about all the troubles Kanye's facing in his life don't look for problems where they don't exist
['1596735228370092032'],2022-11-27T05:18:39.000Z,1596735228370092032,348312090,en,@AVindman @elonmusk Looks pretty black and white to me he invaded a band by creating a new account therefore his new account was also banned that's how that works it's called the terms of service
['1596734336103223296'],2022-11-27T05:15:06.000Z,1596734336103223296,348312090,qme,@robreiner https://t.co/6s8eCTGRhT
['1596734039804608512'],2022-11-27T05:13:55.000Z,1596734039804608512,348312090,en,@POTUS Communism huh?
