lang,text,author_id,created_at,id,edit_history_tweet_ids
en,@rsutcliff An immensely enjoyable Sunday diversion. thanks.🎨,33620070,2022-11-27T23:25:22.000Z,1597008712161689601,['1597008712161689601']
en,RT @FrameToFrameBJ: Day 8b of our photos from Duffins Rouge Agricultural Preserve in #Pickering which we will post until Doug Ford stops hi…,33620070,2022-11-27T22:27:33.000Z,1596994163500687361,['1596994163500687361']
en,"@stirling_julian @thegentleauthor If offer goes through, bells should ring out across country. 🔔",33620070,2022-11-27T22:07:11.000Z,1596989037294018561,['1596989037294018561']
en,@VenetiaJane an everlasting favourite of mine.,33620070,2022-11-27T21:29:08.000Z,1596979460431310848,['1596979460431310848']
en,RT @FrameToFrameBJ: Day 8d of our photos from Duffins Rouge Agricultural Preserve in #Pickering which we will post until Doug Ford stops hi…,33620070,2022-11-27T21:20:49.000Z,1596977367859097600,['1596977367859097600']
en,"@TheRegencyCook @RobGVCSE @thegentleauthor Selfish on my part as a lover of history, books, &amp; well made TV series. Good luck.",33620070,2022-11-27T21:12:42.000Z,1596975323023036416,['1596975323023036416']
en,@TheRegencyCook @RobGVCSE @thegentleauthor TV series based on book. Smart move. You have a fan base.,33620070,2022-11-27T20:39:52.000Z,1596967060659408896,['1596967060659408896']
en,@Luighseach Horrifying. Cruelty knows no bounds.,33620070,2022-11-27T20:33:22.000Z,1596965425950007296,['1596965425950007296']
en,"@RobGVCSE @TheRegencyCook @thegentleauthor Learned about rhubarb triangle via BBC series Full Steam Ahead &amp; how railways brought to market mushrooms, watercress, rhubarb, sheep etc. from across country. I’ve watched every series Ruth Goodman has been in. Same for Lucy Worsley. Paul, you need to get a series going.",33620070,2022-11-27T20:20:00.000Z,1596962063058100225,['1596962063058100225']
und,RT @GConnaughton: O #Canada #WorldcupQatar2022,33620070,2022-11-27T18:35:29.000Z,1596935760787419137,['1596935760787419137']
en,@david_castleton But a huge bug attack is christmasy. Lol,33620070,2022-11-27T17:22:48.000Z,1596917469343813632,['1596917469343813632']
en,@IronHeaver @ewansomerville No doubt about it. Narcissistic attention seeking behaviour.,33620070,2022-11-27T16:15:41.000Z,1596900576356634624,['1596900576356634624']
en,"@ChristyCeeCK Wish I could say I think Jones is inept, but I don’t believe that. This is cruelty by design. Numbers have been crunched &amp; a finite % of Ontarians are considered expendable. Dickens comes to mind.",33620070,2022-11-27T15:38:27.000Z,1596891206445060099,['1596891206445060099']
en,"@ChristyCeeCK yep. Something’s changed. Keeping economy rolling &amp; war chest filled for next election cycle are only concerns. No longer cares who gets sick, the numbers, or prevention. Jones is more to his liking than Elliott &amp; he’s bending to family pressure. thx for reminder &amp; video link.",33620070,2022-11-26T23:00:01.000Z,1596639945355325443,['1596639945355325443']
en,"RT @Escarpment_CA: ""CBC has now identified 28 properties in the DRAP, covering a total of 718 hectares, that are owned by seven different h…",33620070,2022-11-26T22:25:37.000Z,1596631285547646977,['1596631285547646977']
en,@Lucy_Worsley any idea when this will air in North America?,33620070,2022-11-26T22:22:44.000Z,1596630561329909760,['1596630561329909760']
en,"RT @Sue_Innovates: Re-upping this given:
1.  refusal by ALL leaders at ALL levels to mandate/follow PH mitigations as health care collapses…",33620070,2022-11-26T21:31:13.000Z,1596617594953424901,['1596617594953424901']
en,@craigforrest1 A dreadful disease. ALS claims too many lives.,33620070,2022-11-26T20:54:44.000Z,1596608413584297986,['1596608413584297986']
en,"@poppymoppet @YouTube I like Separate Tables &amp; Waterloo Bridge too, &amp; there’s an Irene Dunne movie I can’t recall title of.",33620070,2022-11-26T17:30:44.000Z,1596557076696010752,['1596557076696010752']
en,@TheRegencyCook Haven’t a clue but do enjoy reading the replies.,33620070,2022-11-25T22:34:21.000Z,1596271095749173248,['1596271095749173248']
en,@david_castleton Ghastly.,33620070,2022-11-25T22:29:04.000Z,1596269765932236801,['1596269765932236801']
qht,#botd #CharlesSchultz #Peanuts #Christmas #VinceGuaraldi #CharlieBrown https://t.co/4xoygNzq9X,33620070,2022-11-25T18:05:32.000Z,1596203446935457792,['1596203446935457792']
en,@JuliaBurgess @jannarden I have signed e-petition and letter to MP.,33620070,2022-11-25T01:48:13.000Z,1595957498846253056,['1595957498846253056']
en,@LondonMudlark Pilgrim’s hat to go with that badge you found.,33620070,2022-11-24T22:15:18.000Z,1595903915391860742,['1595903915391860742']
en,@RoyalTyrrell A bat?,33620070,2022-11-24T22:13:40.000Z,1595903503528071168,['1595903503528071168']
qht,#StopBill23 #SavetheGreenbelt #Handsoffthegreenbelt #onpoli https://t.co/sld3eWLmbL,33620070,2022-11-24T22:08:13.000Z,1595902131357487104,['1595902131357487104']
en,@dcsandbrook @TheRestHistory Burning down the house 1812 style,33620070,2022-11-24T21:47:16.000Z,1595896861147418625,['1595896861147418625']
en,"RT @SWODAUWindsor: Canadian Entrance to the MCR International Tunnel, Windsor, Ont., Canada, ca. 1924
https://t.co/sy9o5h1Fy5
#ThrowbackThu…",33620070,2022-11-24T21:42:12.000Z,1595895583566348291,['1595895583566348291']
en,RT @CanadaGray: Everyone needs to see this. We need to find out why these sprawl developers recently bought Greenbelt land for farmland pri…,33620070,2022-11-24T21:37:42.000Z,1595894453486718976,['1595894453486718976']
qht,#StopBill23 #onpoli #HandsofftheGreenbelt https://t.co/EGjrbC5MyF,33620070,2022-11-24T21:37:30.000Z,1595894401456300033,['1595894401456300033']
und,#OTD 1877 #AnnaSewell #HarryWingfield https://t.co/BEbVUV2bSR,33620070,2022-11-24T21:31:30.000Z,1595892893335846913,['1595892893335846913']
und,🦃  #HappyThanksgiving #WKRP #Turkeys #Cincinnati #Thanksgiving2022 🦃 https://t.co/qzaLqD7vgJ,33620070,2022-11-24T16:51:22.000Z,1595822393242669059,['1595822393242669059']
qht,#Radon #Canada #LungCancerAwarenessMonth #lungcancer https://t.co/DWv8RzaqhY,33620070,2022-11-24T16:44:42.000Z,1595820716682887168,['1595820716682887168']
qht,#aviatrix #pilot #Aviator #WomensArt #WomenInAviation #Aviation #SarlaThukrai https://t.co/WPLGpAUUyJ,33620070,2022-11-24T16:16:31.000Z,1595813626325209090,['1595813626325209090']
qht,#BOTD #BillyConnolly https://t.co/QVAzIH9VlF,33620070,2022-11-24T16:12:54.000Z,1595812712604377090,['1595812712604377090']
en,"RT @womensart1: US painter Elizabeth Nourse, A Mother (1888) #WomensArt https://t.co/3JFXel7sUj",33620070,2022-11-24T15:41:56.000Z,1595804922481725441,['1595804922481725441']
en,"RT @womensart1: Andrea Kowch, contemporary US painter #WomensArt #Thanksgiving https://t.co/EATYpE4A68",33620070,2022-11-24T15:40:46.000Z,1595804629488525312,['1595804629488525312']
en,"RT @frome_maude: Ellen Terry as Lady Macbeth, painted by John Singer Sargent, 1888. Ellen is seen wearing the “beetle wing” dress designed…",33620070,2022-11-24T15:40:05.000Z,1595804455441686532,['1595804455441686532']
en,"RT @Rainmaker1973: Some quantum physics

[full story: https://t.co/q7WVM61nWB] https://t.co/kfmaBMRyjI",33620070,2022-11-23T23:01:31.000Z,1595553158973067265,['1595553158973067265']
en,"@Luighseach Same scary situation in Ontario, indeed across Canada too, due to dropping of mask mandates. Hospitals &amp; paediatric ICUs are full.",33620070,2022-11-23T21:13:04.000Z,1595525867475722265,['1595525867475722265']
en,"RT @womensart1: Photographer Helen Levitt,
Two Children Dancing, New York, 1940  #WomensArt https://t.co/hWG4QbPGUf",33620070,2022-11-22T23:28:18.000Z,1595197511806885888,['1595197511806885888']
