id,author_id,lang,text,edit_history_tweet_ids,created_at
1596967098990751744,2971148061,en,"Our fabulous pack members Penny Lou create bright, bold and beautiful #accessories for #dogs with BIG pawsonalities!

Let us know which design would best suit your pup’s character and why! (PS there’s lots more on Louise’s website!)

https://t.co/fEdpIHM0gM

#Handmadehour https://t.co/tzFQ7bg0LF",['1596967098990751744'],2022-11-27T20:40:01.000Z
1596962129302560773,2971148061,en,"Is your pup's pawdrobe in need of a makeover?

From cosy knits to beautiful bandanas this handmade range of #dog accessories is just adorable and is bound to make your pup the talk of the town!

https://t.co/Dk3Ys3knSR

#Handmadehour #dogsoftwitter @4PawsOuterwear https://t.co/4M4u1bC0Bc",['1596962129302560773'],2022-11-27T20:20:16.000Z
1596958292819181568,2971148061,en,"#twinningiswinning 

Be #matchymatchy with these gorgeous #handmade accessories from @Leocharleyandme

Designed with comfort and style in mind Kim’s products are fully machine washable, so perfect for pups who love adventure 

https://t.co/XDRlWTBJ3D

#Handmadehour #MHHSBD https://t.co/2Xffo2dsl8",['1596958292819181568'],2022-11-27T20:05:01.000Z
1596912807316189185,2971148061,en,"RT @Leocharleyandme: Twin With Your Dog Day is only 4 days away. Will you be joining us! 

To enter the competition to win some of our hand…",['1596912807316189185'],2022-11-27T17:04:17.000Z
1596827745765711874,2971148061,en,@UKGiftHour @ridgebag @FawaShah I will do,['1596827745765711874'],2022-11-27T11:26:16.000Z
1596827616333688832,2971148061,en,@FawaShah @UKGiftHour @ridgebag Thank you 🙏🏻,['1596827616333688832'],2022-11-27T11:25:46.000Z
1596827222425600000,2971148061,en,RT @FawaShah: Good morning. Who is feeling sleepy after all that shopping during the Black Friday weekend? I am! But don’t forget there is…,['1596827222425600000'],2022-11-27T11:24:12.000Z
1596827197657866240,2971148061,en,"RT @EnglandCreate: Today's making and restocking includes the Stag, Highland Cow, Union Flag and Robin Letter Catchers, amongst others

So…",['1596827197657866240'],2022-11-27T11:24:06.000Z
1596827160110829568,2971148061,en,RT @hweavingdesigns: A4 Moon Gazing Hare Print 💙💙💙 #UKGiftAM #UKGiftHour #moon #wildlife #nature #handmade #homedecor #etsyuk #etsyshop #sh…,['1596827160110829568'],2022-11-27T11:23:57.000Z
1596827094050574337,2971148061,en,RT @SDCards7: Handdrawn 'Robin on Christmas Tree' greeting card. Two card sizes. Single and packs of 4. Quick dispatch. 20% off (eligible o…,['1596827094050574337'],2022-11-27T11:23:41.000Z
