text,created_at,lang,id,edit_history_tweet_ids,author_id
RT @MAGNETMagazine: 55 years ago today @thebeatles released “Magical Mystery Tour.” Still waiting to take you away. #MAGNETtelevision episo…,2022-11-28T04:09:59.000Z,en,1597080337649381377,['1597080337649381377'],26514883
"RT @MAGNETMagazine: 20 years ago today, @SnoopDogg released “Paid Tha Cost To Be Da Bo$$.” Learn to earn. Read our #SnoopDogg live review f…",2022-11-28T04:09:51.000Z,en,1597080302748598272,['1597080302748598272'],26514883
RT @MAGNETMagazine: Happy birthday @tinaturner. We’re gonna be good to you. https://t.co/yRyKzJREim,2022-11-28T04:09:43.000Z,en,1597080269751975938,['1597080269751975938'],26514883
"RT @MAGNETMagazine: 15 years ago today, #WyclefJean released “Carnival Vol. II: Memoirs Of An Immigrant.” @NorahJones! @PaulSimonMusic! @ma…",2022-11-28T04:09:38.000Z,en,1597080248314605568,['1597080248314605568'],26514883
"RT @MAGNETMagazine: 20 years ago today, #theRoots released “Phrenology.” Check your head. Read our @theroots live review from 2021: https:/…",2022-11-28T04:09:16.000Z,en,1597080156665188352,['1597080156665188352'],26514883
"RT @MAGNETMagazine: Happy 55th birthday #JohnStirratt (@Wilco, @autumndefense, @Oneanda3). Step easy. Photo for MAGNET by #ChrisSikich (@co…",2022-11-28T04:09:10.000Z,en,1597080134066253825,['1597080134066253825'],26514883
RT @MAGNETMagazine: 20 years ago today #BobDylan issued “Bootleg Series Vol 5: Live 1975 Rolling Thunder Revue.” The tour was about nothing…,2022-11-28T04:09:01.000Z,en,1597080092940767233,['1597080092940767233'],26514883
RT @MAGNETMagazine: Happy birthday #JohnMcVie (#FleetwoodMac). One more time with feeling. Read our @fleetwoodmac live review from 2009: ht…,2022-11-28T04:08:49.000Z,en,1597080045683904512,['1597080045683904512'],26514883
"RT @MAGNETMagazine: 20 years ago today, #Sparks released “Lil’ Beethoven.” Crank it up just a notch or two. Read our @sparksofficial Q&amp;A: h…",2022-11-28T04:08:38.000Z,en,1597079996220133377,['1597079996220133377'],26514883
RT @WiredUK: The Spooky Quest to Build a Google Maps for Graveyards https://t.co/0qK1wI9Und,2022-11-28T04:04:47.000Z,en,1597079030817513472,['1597079030817513472'],26514883
RT @WiredUK: Apple Tracks You More Than You Think https://t.co/1os90jAsSm,2022-11-28T04:04:32.000Z,en,1597078967638687746,['1597078967638687746'],26514883
RT @NFL: 310 rushing yards for the @Eagles tonight. 😱 #GBvsPHI,2022-11-28T04:02:07.000Z,en,1597078356939325441,['1597078356939325441'],26514883
RT @Eagles: Plus 3 courtesy of @jake_elliott22 https://t.co/x6W92imgPJ,2022-11-28T04:01:29.000Z,en,1597078198545960960,['1597078198545960960'],26514883
"RT @Jeff_McLane: Jalen Hurts 145 rushing yards is the most ever by an Eagles QB in a game.

Michael Vick had the previous mark with 130 yar…",2022-11-28T03:53:43.000Z,en,1597076243647991809,['1597076243647991809'],26514883
"RT @Zen_Moments: One who gains strength by overcoming obstacles, possesses the only strength which can overcome adversity. ~ Albert Schweit…",2022-11-28T03:52:59.000Z,en,1597076059438354432,['1597076059438354432'],26514883
RT @MSNBC: WATCH: Virginia state senator calls for gun control prevention in wake of another mass shooting. https://t.co/1JRFl61o3k,2022-11-28T03:51:47.000Z,en,1597075757653979136,['1597075757653979136'],26514883
"RT @washingtonpost: Perspective: After the Walmart shooting, Virginia Gov. Glenn Youngkin said it’s not time to talk about gun control. But…",2022-11-28T03:51:27.000Z,en,1597075674011168768,['1597075674011168768'],26514883
RT @PalmerReport: If you oppose gun control you can take your thoughts and prayers and shove them up your ass,2022-11-28T03:51:14.000Z,en,1597075620176928768,['1597075620176928768'],26514883
RT @davidhogg111: Pretty crazy it hasn’t even been 5 years and those “Parkland kids” from March for our lives already have played a major r…,2022-11-28T03:50:13.000Z,en,1597075365360697345,['1597075365360697345'],26514883
RT @thehill: Biden says he will try to move on gun control during lame duck session https://t.co/C5mGIZNpQ5 https://t.co/nF6jQKVPiw,2022-11-28T03:49:32.000Z,en,1597075189472276481,['1597075189472276481'],26514883
"RT @latimes: “At the rate that gun violence is happening now, everyone is going to know somebody, everybody is going to have gun violence t…",2022-11-28T03:49:17.000Z,en,1597075129003298816,['1597075129003298816'],26514883
"RT @MeetThePress: WATCH: Days after Bobby Kennedy’s assassination in 1968, Gov. Raymond Shafer (R-Pa.) joined #MTP to discuss gun reform.…",2022-11-28T03:48:51.000Z,en,1597075020647649280,['1597075020647649280'],26514883
RT @SafetyPinDaily: How gun culture and anti-LGBTQ hate came together in Colorado Springs || Via: Salon https://t.co/atvntjA7Tw,2022-11-28T03:48:07.000Z,en,1597074832935395328,['1597074832935395328'],26514883
RT @SafetyPinDaily: A Surgeon Who Treated Victims Of The Walmart Shooting Said She Received Support From A Colorado Springs Colleague Who'd…,2022-11-28T03:47:58.000Z,en,1597074796881522688,['1597074796881522688'],26514883
"RT @NewsHour: North Korean leader Kim Jong Un’s daughter made a public appearance again, this time with missile scientists and more honorif…",2022-11-28T03:42:39.000Z,en,1597073460500770816,['1597073460500770816'],26514883
