lang,id,text,edit_history_tweet_ids,author_id,created_at
ur,1596983014562877440,RT @faizan1971: جو اس فرق، چالاکی اور گمراہ کن پروپیگنڈہ کو نہ سمجھے وہ پکا یوتھیا ہے https://t.co/g6rzdIu8e3,['1596983014562877440'],4866330561,2022-11-27T21:43:15.000Z
qht,1596982336285204480,#BycottPNN #BoycottKashifMehmood,['1596982336285204480'],4866330561,2022-11-27T21:40:34.000Z
qht,1596982247265308673,RT @shmags_zeus: #BycottPNN #BoycottKashifMehmood,['1596982247265308673'],4866330561,2022-11-27T21:40:12.000Z
ur,1596982144051871744,"RT @hashamwarraich7: اس چینل PNN News Hd پہ یہ چیوتھئیا کاشف ٹی وی اداکار پروگرام کرتا ہے 
یہ اس چینل پہ طنز و مزاح پہ مبنی پروگرام کی آڑ م…",['1596982144051871744'],4866330561,2022-11-27T21:39:48.000Z
ur,1596981861246697472,@BasharatAliPPP @BdTamiz فیک ہے اس ب چ کا ہینڈلر,['1596981861246697472'],4866330561,2022-11-27T21:38:40.000Z
ur,1596981202904227840,"RT @BasharatAliPPP: اگر بھانڈ بازی سے ہی چینل چلانا ہے تو یہ گھٹیا اداکار کاشف محمود سے بہتر ہے شیدے ٹلی کو رکھ لو 
@pnnnewspk",['1596981202904227840'],4866330561,2022-11-27T21:36:03.000Z
ur,1596979878108069888,RT @BdTamiz: جیالوں سے درخواست ھیکہ بد زبانی کی بجائے کاشف محمود کی گھٹیا حرکت کا نوٹس لینے کیلئے @pnnnewspk کو ٹیگ کر کے آواز لگائیں۔ پیپل…,['1596979878108069888'],4866330561,2022-11-27T21:30:48.000Z
ur,1596979824509059072,@BasharatAliPPP سگریٹ نوشی,['1596979824509059072'],4866330561,2022-11-27T21:30:35.000Z
ur,1596979760994787329,@BasharatAliPPP ہاں گند سے جان چھوٹ گئی ہے,['1596979760994787329'],4866330561,2022-11-27T21:30:20.000Z
ur,1596979680175095809,@BdTamiz @BasharatAliPPP @pnnnewspk @PPPPunjab_SM پی این این کی دھلائی جاری رہے,['1596979680175095809'],4866330561,2022-11-27T21:30:00.000Z
ur,1596979383910080512,@BasharatAliPPP @BdTamiz @pnnnewspk @PPPPunjab_SM وہ جہاز ہے پتا ہو آپ کو,['1596979383910080512'],4866330561,2022-11-27T21:28:50.000Z
ur,1596979307410509824,"@BasharatAliPPP @BdTamiz @pnnnewspk @PPPPunjab_SM 🙏✌️
اب اس بھانڈ کی کلاس ہم جاری رکھیں ب چ یہ معافی مانگے ہم سے",['1596979307410509824'],4866330561,2022-11-27T21:28:31.000Z
ur,1596979074395942912,RT @BdTamiz: اگر آپکے بھانڈوں نے ہماری لیڈرشپ کی نقلیں اتارنا بند نہیں کیں تو جیالے 159۔ بلاک B۔ مسلم ٹاون لاہور میں آپکے ادارے کے باہر پُر…,['1596979074395942912'],4866330561,2022-11-27T21:27:36.000Z
ur,1596978950898880513,@BasharatAliPPP سچ میں چھوڑ دیا ہے,['1596978950898880513'],4866330561,2022-11-27T21:27:06.000Z
ur,1596978568701292544,@BasharatAliPPP ہاشمی صحاب کو پتا ہے ہم نے مزے والے شوق چھوڑ دیئے ہیں تقریباً ایک سال ہوگیا ہے ، اب ٹینشن فری ۔,['1596978568701292544'],4866330561,2022-11-27T21:25:35.000Z
ur,1596978301708689408,@BdTamiz @BasharatAliPPP @pnnnewspk @PPPPunjab_SM بھائی میں تو خواہ مخواہ ہوں,['1596978301708689408'],4866330561,2022-11-27T21:24:32.000Z
ur,1596978067548741632,@BasharatAliPPP @BdTamiz @pnnnewspk @PPPPunjab_SM بھیج دو ابھی,['1596978067548741632'],4866330561,2022-11-27T21:23:36.000Z
ur,1596977828536672258,@BasharatAliPPP @BdTamiz @pnnnewspk @PPPPunjab_SM سر آپ اپنے پاؤں ڈی ایم کریں 😅,['1596977828536672258'],4866330561,2022-11-27T21:22:39.000Z
ur,1596977674433753088,@BdTamiz @BasharatAliPPP @pnnnewspk @PPPPunjab_SM کرتے ہیں,['1596977674433753088'],4866330561,2022-11-27T21:22:02.000Z
ur,1596977476085125120,"RT @AsadDuraniViews: اداکار کاشف محمود کی وزیر خارجہ بلاول بھٹو زرداری صاحب کے متعلق غیر اخلاقی گفتگو کی پرزور مذمت کرتا ہوں۔
@BdTamiz http…",['1596977476085125120'],4866330561,2022-11-27T21:21:15.000Z
ur,1596977405003911168,"ہے کوئی ان جیسا لیڈر ؟ کوئی شکست دے سکتا ہے اس ڈرامیباز خاندان کو ۔
کس طرح ہماری لیڈر کچرا اٹھا رہی ہیں ۔ https://t.co/WnCYrmymdm",['1596977405003911168'],4866330561,2022-11-27T21:20:58.000Z
ur,1596977077718487041,@BdTamiz @BasharatAliPPP @pnnnewspk @PPPPunjab_SM بلکہ بھی نہیں,['1596977077718487041'],4866330561,2022-11-27T21:19:40.000Z
ar,1596977006595698689,@BdTamiz @BasharatAliPPP @pnnnewspk @PPPPunjab_SM قبول,['1596977006595698689'],4866330561,2022-11-27T21:19:23.000Z
ur,1596976891747270657,@BdTamiz @BasharatAliPPP @pnnnewspk @PPPPunjab_SM سر ابھی غصہ آگیا ہے اب سگریٹ کہاں سے آئیں اس وقت مر گئے,['1596976891747270657'],4866330561,2022-11-27T21:18:56.000Z
ur,1596976769218641921,اپنی لڑائی میں اس کمینے کو نہیں بھولنا چاہیے ۔ https://t.co/1hbiofZYkQ,['1596976769218641921'],4866330561,2022-11-27T21:18:26.000Z
ur,1596976486900113408,@BdTamiz @BasharatAliPPP @pnnnewspk @PPPPunjab_SM سر شاگر کس کے ہیں آخر 🕺🕺,['1596976486900113408'],4866330561,2022-11-27T21:17:19.000Z
ur,1596976309091307520,@BdTamiz @BasharatAliPPP @pnnnewspk @PPPPunjab_SM چلیں آپ نے کیا ہوگا ، میری نظر سے نہی گزرا ، کم کردیا تھوڑا ، نیچے آگیا میں ، اور حکم کریں ہمارے لیے ، بس یہ بتائیں کہ آپ لوگوں کے پاؤں کدھر ہیں تو میں چوموں ان کو ۔,['1596976309091307520'],4866330561,2022-11-27T21:16:37.000Z
ur,1596975978428784640,@BdTamiz @BasharatAliPPP @pnnnewspk @PPPPunjab_SM بھائی مکھ سے بہت بڑی غلطی ہوگئی ، میں نے پنجاب کی سوشل میڈیا کے شان میں گستاخی کردی ، اگر مجھے پتا ہوتا کہ میرے پنجاب کے لیڈر ناراض ہوجائیں گے تو میں کبھی ٹویٹ نہیں کرتا ، سر ان لوگوں کے پاؤں کہاں ہیں 😊,['1596975978428784640'],4866330561,2022-11-27T21:15:18.000Z
ur,1596974921355120648,@BasharatAliPPP @pnnnewspk @PPPPunjab_SM سب سے پہلا ٹویٹ شاھد نظیر اور پھر میں نے کیا جناب ، کہیں تو میں ٹویٹ ڈلیٹ کرتا ہوں اپنے سارے ۔,['1596974921355120648'],4866330561,2022-11-27T21:11:06.000Z
ur,1596974611421270016,چیکی مٹی کے بنے ہوئے ہیں یہ لوگ، شفا آپ ہماری لیڈر کو صفائی کرتے دیکھ رہی تھیں آپ کو زرا برابر احساس نہیں ہوا ، آپ کو چاہیے تھا کہ علیمہ باجی سے  کچرا تم لیتی تم خود صفائی کرتیں اگر میں ہوتا تو میں ان سے جھاڑو لیکر آپ کو دیتا ، میں اپنی لیڈر کی شان میں گستاخی کبھی نہیں دیکھ سکتا۔ https://t.co/O1EXCrylgC,['1596974611421270016'],4866330561,2022-11-27T21:09:52.000Z
ur,1596974386925670400,@Shiffa_ZY چیکی مٹی کے بنے ہوئے ہیں یہ لوگ ، شفا آپ ہماری لیڈر کو صفائی کرتے دیکھ رہی تھیں آپ کو زرا برابر احساس نہیں ہوا ، آپ کو چاہیے تھا کہ علیمہ باجی سے جھاڑو لیکر آپ خود صفائی کرتیں اگر میں ہوتا تو میں ان سے جھاڑو لیکر آپ کو دیتا ، میں اپنی لیڈر کی شان میں گستاخی کبھی نہیں دیکھ سکتا۔,['1596974386925670400'],4866330561,2022-11-27T21:08:58.000Z
ur,1596973690084012032,"یہ ٹچے جن کی اوقات ٹکے کی نہیں وہ ہمارے لیڈر پر طنز مزاح کر رہا ہے ۔
@pnnnewspk آپ کو وضاحت دینی پڑے گی ورنہ ہم احتجاج کرنے کا حق رکھتے ہیں ۔
یہ ایک اسکرپٹ کے تحت ہو رہا ہے اور آپ کا ادارہ اس میں شامل ہے ، اور اس ادارے کے مالک کا تعلق م لیگ سے ۔
@Marriyum_A آپ نوٹس لیں اس کا https://t.co/0qji6FYLuI",['1596973690084012032'],4866330561,2022-11-27T21:06:12.000Z
ur,1596973095285559301,"جب ہم سوشل میڈیا کے والنٹیئر پی این این @pnnnewspk کے بھانڈ ارشد محمود پر ابھی سوشل میڈیا پر مذمت کر رہے ہیں تو کسی پنجاب کے رہنما کو کانوں کان خبر نہیں ہو رہی ۔ کیا پنجاب کی قیادت ستو پی کر سوئی ہوئی ہے ۔
@PPPPunjab_SM https://t.co/bJw2o3983n",['1596973095285559301'],4866330561,2022-11-27T21:03:50.000Z
ur,1596972461446529024,"پی این این نیوز کو جب پتا ہے کے یہ بھانڈ کاشف محمود بنیادی یوتھیا ہے تو اس کو ایک سیاسی پارٹی کے قائد کے خلاف مخصوص انداز میں طنز مزاح کی گھٹیا حرکت کرنے پر روکا جا سکتا ہے ، ہمارا سوال یہ ہے کہ کیا یہ ادارے کی پالیسی ہے یا اس بھانڈ کی ۔
@pnnnewspk https://t.co/59a0kWQ7EP",['1596972461446529024'],4866330561,2022-11-27T21:01:19.000Z
ur,1596971918409621505,RT @BdTamiz: کیا آپکو لگتا ہے کہ کروڑوں لوگوں کی نمائندہ جماعت کی لیڈرشپ کو دو ٹکے کے نقلچی کا ایکٹ رسوا کر سکتا ہے؟ #PNN کو بطور ادارہ بھا…,['1596971918409621505'],4866330561,2022-11-27T20:59:10.000Z
ur,1596971840618237953,RT @BdTamiz: پیپلز پارٹی کی لیڈرشپ اور کارکنوں نے پاکستان کے لوگوں کیلئے اپنی جانوں کا نذرانہ ہنستے ہنستے اسلیئے پیش نہیں کیا کہ کل کلاں کو…,['1596971840618237953'],4866330561,2022-11-27T20:58:51.000Z
ur,1596971750713360384,"RT @KhawajaSyed: اس چینل PNN News Hd پہ یہ چیوتھئیا کاشف ٹی وی اداکار پروگرام کرتا ہے 
یہ اس چینل پہ طنز و مزاح پہ مبنی پروگرام کی آڑ میں ہ…",['1596971750713360384'],4866330561,2022-11-27T20:58:30.000Z
