id,author_id,edit_history_tweet_ids,text,lang,created_at
1597079239467368448,50878547,['1597079239467368448'],@SisterGeorge3 @paola_melnik Carrie Fischer would hate you,en,2022-11-28T04:05:37.000Z
1597078969819738114,50878547,['1597078969819738114'],@paola_melnik Sorry I have a personality outside of the genitalia of who I fuck? I guess?,en,2022-11-28T04:04:33.000Z
1597078629971730433,50878547,['1597078629971730433'],@SisterGeorge3 @paola_melnik Lmao you're really stupid,en,2022-11-28T04:03:12.000Z
1597072749364936704,50878547,['1597072749364936704'],@paola_melnik Sorry you're boring? I guess?,en,2022-11-28T03:39:50.000Z
1597072548877197314,50878547,['1597072548877197314'],@paola_melnik I'm more queer than you will ever be. Cope.,en,2022-11-28T03:39:02.000Z
1597072232886697985,50878547,['1597072232886697985'],"@paola_melnik I'm literally queer, stop trying to make a personality out of your bigotry. I have a girlfriend snd á boyfriend, chill bruh",en,2022-11-28T03:37:47.000Z
1597071777142038528,50878547,['1597071777142038528'],"@bitchylaughter @theneonrequiem @OslerMarc @homoterven @alison_stewart5 @ChantiiTheDoll @stevenrankin @Neota4 @ThatEricAlper Do you have children, and if so do they still talk to you?",en,2022-11-28T03:35:58.000Z
1597051360855592962,50878547,['1597051360855592962'],@theneonrequiem @bitchylaughter @OslerMarc @homoterven @alison_stewart5 @ChantiiTheDoll @stevenrankin @Neota4 @ThatEricAlper Just admit you feel left out of the cool kids club and none of the cool queers will fuck you,en,2022-11-28T02:14:50.000Z
1597051212310151168,50878547,['1597051212310151168'],@theneonrequiem @bitchylaughter @OslerMarc @homoterven @alison_stewart5 @ChantiiTheDoll @stevenrankin @Neota4 @ThatEricAlper You're dumb,en,2022-11-28T02:14:15.000Z
1597051154160320512,50878547,['1597051154160320512'],"@theneonrequiem @bitchylaughter @OslerMarc @homoterven @alison_stewart5 @ChantiiTheDoll @stevenrankin @Neota4 @ThatEricAlper Bruh we're the same age, calm down. You're not a revolutionary. You are a reactionary and aiding the opposition. The revolution will happen, not with you, but despite you.",en,2022-11-28T02:14:01.000Z
1597050847501770752,50878547,['1597050847501770752'],@johnpiano @theneonrequiem @OslerMarc @homoterven @alison_stewart5 @ChantiiTheDoll @stevenrankin @Neota4 @ThatEricAlper Generally people that have bottom surgery don't psychotically obsess over what's in other poeples' pants,en,2022-11-28T02:12:48.000Z
1597043158785085440,50878547,['1597043158785085440'],"@bitchylaughter @theneonrequiem @OslerMarc @homoterven @alison_stewart5 @ChantiiTheDoll @stevenrankin @Neota4 @ThatEricAlper My girlfriend is a lesbian, she's cool with girl dick. Do not presume to tell me who I know. You, along with many others like you, will fade into irrelevance in the sands of time. It's better that you accept that than to keep clinging for dear life onto the rock of bigotry.",en,2022-11-28T01:42:15.000Z
1597027123906359298,50878547,['1597027123906359298'],"@infinitehomie @sonofalli Once showed up at the shop drunk at like midnight to hang out with my boss and weld (not anything in particular, just for fun)",en,2022-11-28T00:38:32.000Z
1597026928237883392,50878547,['1597026928237883392'],"@infinitehomie @sonofalli I've fixed so many things while drunk over the years, comes with the territory of working in fabrication, being autistic, and hanging out at bars too much lol",en,2022-11-28T00:37:45.000Z
1597026404369330176,50878547,['1597026404369330176'],@declatom @joyceyanzhang @sonofalli Someone scored well on the SATs and made it their entire personality I see,en,2022-11-28T00:35:40.000Z
1597025721343696896,50878547,['1597025721343696896'],@roun_sa_viIIe Wait wtf?? I must've missed this,en,2022-11-28T00:32:57.000Z
1597024701267980290,50878547,['1597024701267980290'],@qwrrty @AishaGunn3 @dvdfreitag @softminus https://t.co/LYtIVFxQCK,qme,2022-11-28T00:28:54.000Z
1597019554441441280,50878547,['1597019554441441280'],"The revolution will not involve radfems, terfs, GCs, reactionaries, or neoliberals in workers clothing. When it comes, it will come despite them.",en,2022-11-28T00:08:27.000Z
1597019039788060672,50878547,['1597019039788060672'],"I truly didn't think this needed to be said, but if you're transphobic you don't get to claim ""left leaning"", and you aren't a socialist. You're not a comrade, and you don't get to be part of our movement. Your mindset is neo-liberal and capitalist, and you aren't welcome here.",en,2022-11-28T00:06:24.000Z
