lang,text,edit_history_tweet_ids,created_at,author_id,id
en,"RT @RedAppleMediaUS: President Biden is looking to bring back the Iran Deal at the sake of Israel.

He continues to put the world on edge.…",['1597059936781230082'],2022-11-28T02:48:55.000Z,1736108306,1597059936781230082
en,"RT @hannahgrieser: This is my 14yo. He cut and installed every piece of flooring in our downstairs bedroom, as well as in the adjacent bath…",['1597059778202980354'],2022-11-28T02:48:17.000Z,1736108306,1597059778202980354
en,RT @charliekirk11: Why is the American left so silent about what’s happening in China? Because they’re secretly jealous of the control the…,['1597059388962795520'],2022-11-28T02:46:44.000Z,1736108306,1597059388962795520
en,"RT @NanLee1124: The TRUTH is what they fear the most and THIS man is never afraid to expose it! #AmericasMayor fights for #WeThePeople, #Ju…",['1597059225519210496'],2022-11-28T02:46:05.000Z,1736108306,1597059225519210496
en,RT @nbreavington: My my my... he's outwardly going after both Blackstone and BlackRock...no matter what you think about Musk.. he's got caj…,['1597056313569443840'],2022-11-28T02:34:31.000Z,1736108306,1597056313569443840
en,"RT @ScottPresler: @TheCalvinCooli1 I’ve been recruiting for @HerschelWalker every day. 

I’m even driving back to Georgia this upcoming wee…",['1597055780695715842'],2022-11-28T02:32:24.000Z,1736108306,1597055780695715842
en,"RT @drsimonegold: According to a recent study published on the National Institutes of Health’s (NIH) website, anti-vaccine “misinformation”…",['1597055454458556417'],2022-11-28T02:31:06.000Z,1736108306,1597055454458556417
en,"RT @kristydohnelAZ: Are you kidding me @yvonnewingett?! 

People have literally signed affidavits stating they were disenfranchised from vo…",['1597055171598913536'],2022-11-28T02:29:59.000Z,1736108306,1597055171598913536
en,"RT @ShellenbergerMD: And, in early June, Biden issued an emergency order for the U.S. to continue importing Chinese solar panels and produc…",['1597052024449036289'],2022-11-28T02:17:29.000Z,1736108306,1597052024449036289
en,RT @mx19smom: @mcuban I used to have a lot of respect for you.  Now I have none. You are just another celebrity peddling falsehood.,['1597051885462392832'],2022-11-28T02:16:55.000Z,1736108306,1597051885462392832
en,"RT @MimiTrahan: @ReverendWarnock Georgia is better with Hershel Walker.
There....I fixed it.",['1597051851727593472'],2022-11-28T02:16:47.000Z,1736108306,1597051851727593472
en,RT @jvudmaska: @FreeAdvice767 @JDjwhite54 Also useing out of state Money from adolf newsom !!,['1597048186723799042'],2022-11-28T02:02:14.000Z,1736108306,1597048186723799042
