lang,id,text,edit_history_tweet_ids,author_id,created_at
en,1597001193951154176,@janvissenga @RealDeniseWelch Michelle Mone is on the agenda now!,['1597001193951154176'],3392221066,2022-11-27T22:55:30.000Z
en,1596962045907595264,"@MattIsStrange1 @LeePHD33 @RealDeniseWelch Advice based on a strain that was virtually unknown, with a transmission rate that was growing exponentially. Decisions were made that were considered in the best interests of the country. Some right, some wrong. I denounce anybody who can say they knew how to deal with it.",['1596962045907595264'],3392221066,2022-11-27T20:19:56.000Z
en,1596955977622093824,"@dannyLwalker @TRACIEPODGER @RealDeniseWelch Danny, nobody is expecting feelings to be put aside and grief affects people differently. There is a difference between grief and hatred though, and I won’t do the latter because it’s all consuming. I’ve moved on to concentrate on the health and well being of my remaining family",['1596955977622093824'],3392221066,2022-11-27T19:55:49.000Z
en,1596882953115930624,"@jermainebecks83 There’s literally no ingenuity in the way Belgium play. It’s sterile, methodical and without fluidity. KDB must be pulling his hair out!",['1596882953115930624'],3392221066,2022-11-27T15:05:39.000Z
en,1596865611149156353,@LeePHD33 @RealDeniseWelch People always default to a blame culture rather than dealing with the facts. The Government didn’t have months to consider multiple courses of action with a virus that was killing at an alarming rate. Knee-jerk and in some cases wrong decisions were taken.. no different to war!,['1596865611149156353'],3392221066,2022-11-27T13:56:44.000Z
en,1596844819296681984,"@dannyLwalker @RealDeniseWelch I’m one of them. I lost my dad and only 10 at the funeral.  Time to get over it and learn lesson if it should ever happen again. Given Denise didn’t stick to the rules, I find the whole ‘holier than thou’ a bit crass.",['1596844819296681984'],3392221066,2022-11-27T12:34:07.000Z
en,1596843983241908225,"@RealDeniseWelch You do realise that Matt Hancock didn’t ‘make the rules’? He’ll have been advised by strategists and the plan would have been endorsed by Government. Given that you didn’t follow covid guidelines, don’t you see a little bit of hypocrisy in your post?",['1596843983241908225'],3392221066,2022-11-27T12:30:48.000Z
en,1596828728264310784,"@usmntonly Tyler Adams reminds me of a young Kante, in the way he  covers the ground and does the simple things efficiently.   At only c.£20m he’s been our best signing in a long time.",['1596828728264310784'],3392221066,2022-11-27T11:30:11.000Z
en,1596611989492666371,"@G_Tompkins10 @shaunjames1984 @jalenreagors @England @FIFAWorldCup Not sure, a pity given we’re world champions!",['1596611989492666371'],3392221066,2022-11-26T21:08:56.000Z
en,1596605125950287872,"@G_Tompkins10 @shaunjames1984 @jalenreagors @England @FIFAWorldCup It really does pay to do some research before posting!! Cricket is the No.1 sport on the Indian subcontinent and supported by 2.5 billion worldwide. Second biggest sport on the planet. Guess what, England are world champions in it!! Check basketball… 😂😂😂 https://t.co/mp6xvRIZty",['1596605125950287872'],3392221066,2022-11-26T20:41:40.000Z
