text,id,created_at,lang,edit_history_tweet_ids,author_id
@RobertBPeach1 GN brother!🙏,1597080979675308033,2022-11-28T04:12:32.000Z,en,['1597080979675308033'],25964286
RT @FoxNews: Biden admin scrambles to track $20B in Ukraine aid as House Republicans warn of audits https://t.co/zmQz5bbLtw,1597069599677505536,2022-11-28T03:27:19.000Z,en,['1597069599677505536'],25964286
RT @Breaking911: WATCH: NFL Hall of Famer Terrell Owens Knocks Man Out At Los Angeles CVS  https://t.co/L9eNbBVDA3 https://t.co/rRuwSTUhWL,1597069215953203201,2022-11-28T03:25:47.000Z,en,['1597069215953203201'],25964286
RT @ChuckCallesto: BREAKING REPORT: Kim Kardashian REFUSES TO CUT TIES with Balenciaga after pedophilia scandal...,1597069175964733440,2022-11-28T03:25:38.000Z,en,['1597069175964733440'],25964286
RT @tedcruz: A…big…damn…DEAL.,1597069137204850688,2022-11-28T03:25:29.000Z,en,['1597069137204850688'],25964286
RT @elonmusk: @ggreenwald That American media would argue *against* free speech in America – within the bounds of the law – is an utter tra…,1597067563661660162,2022-11-28T03:19:13.000Z,en,['1597067563661660162'],25964286
@AVindman You are a puppet! The end.,1597046415481798657,2022-11-28T01:55:11.000Z,en,['1597046415481798657'],25964286
RT @elonmusk: @BillyM2k You probably weren’t blocking 4000 accounts per second,1597036331984891904,2022-11-28T01:15:07.000Z,en,['1597036331984891904'],25964286
RT @elonmusk: Twitter experienced slight degradation of service today from an old 3rd party tool used to block accounts that had no rate li…,1597036107379900416,2022-11-28T01:14:14.000Z,en,['1597036107379900416'],25964286
"RT @Rampage95_SGTG: 🚨#RampageRantz🚨

For all the liberals/leftists living in a fake reality complaining about your Twitter interactions bei…",1597034634373582849,2022-11-28T01:08:22.000Z,en,['1597034634373582849'],25964286
@Godsgirl77777 Prayers 🙏,1597032772086136838,2022-11-28T01:00:58.000Z,en,['1597032772086136838'],25964286
"RT @GregAbbott_TX: Our schools are for education, not indoctrination.

We will put a stop to this nonsense in the upcoming legislative sess…",1597032454745100288,2022-11-28T00:59:43.000Z,en,['1597032454745100288'],25964286
RT @JackPosobiec: Now you know why the CCP is building those mass camps,1597023533078843393,2022-11-28T00:24:16.000Z,en,['1597023533078843393'],25964286
@Godsgirl77777 @vidortwitt,1597023383786778626,2022-11-28T00:23:40.000Z,qam,['1597023383786778626'],25964286
"RT @Godsgirl77777: Accounts less then 45,000 followers drop your handle below Connecting Patriots🇺🇸",1597023340593819649,2022-11-28T00:23:30.000Z,en,['1597023340593819649'],25964286
RT @TomFitton: The abusive lockdowns were never about covid.,1597013728792567808,2022-11-27T23:45:18.000Z,en,['1597013728792567808'],25964286
"RT @TomiLahren: I don’t know what I love more about @elonmusk Twitter, the unfettered free speech or watching the Libs meltdown over the un…",1597013217217482757,2022-11-27T23:43:16.000Z,en,['1597013217217482757'],25964286
@eleftheria119 @vidortwitt,1597013067975434240,2022-11-27T23:42:41.000Z,qam,['1597013067975434240'],25964286
RT @eleftheria119: 🇺🇸MAKE AMERICA PROSPEROUS AGAIN - PATRIOT FOLLOW!🇺🇸,1597013047809544192,2022-11-27T23:42:36.000Z,en,['1597013047809544192'],25964286
@ThePatriotOasis @vidortwitt,1597013025537417216,2022-11-27T23:42:31.000Z,qam,['1597013025537417216'],25964286
"RT @ThePatriotOasis: MAGA Accounts less then 75,000 followers drop your handle below 
Connecting Patriots🇺🇸",1597013000313253889,2022-11-27T23:42:24.000Z,en,['1597013000313253889'],25964286
RT @elonmusk: @caroljsroth ESG is the devil,1596999883936141312,2022-11-27T22:50:17.000Z,en,['1596999883936141312'],25964286
"RT @BillyM2k: gonna spitball a likely bad idea:

- i would like an opt-in civil discourse mode on twitter
- only others who opt-in can repl…",1596993288027852800,2022-11-27T22:24:05.000Z,en,['1596993288027852800'],25964286
RT @elonmusk: @BillyM2k Working on it,1596993276867153921,2022-11-27T22:24:02.000Z,en,['1596993276867153921'],25964286
@accordingtowoz @SeanE5SDI Done 🇺🇸,1596993253923991552,2022-11-27T22:23:57.000Z,en,['1596993253923991552'],25964286
"RT @accordingtowoz: This patriot has 466 followers and follows back.
Can we get @SeanE5SDI over the 700 mark friends?",1596993209120751616,2022-11-27T22:23:46.000Z,en,['1596993209120751616'],25964286
@DineshDSouza @elonmusk 💯 🎯,1596986228091817984,2022-11-27T21:56:02.000Z,und,['1596986228091817984'],25964286
RT @DineshDSouza: I wonder if a hidden motive for the rage against @elonmusk is that he’s nuking a whole bunch of pedophile accounts. This…,1596986067278000128,2022-11-27T21:55:23.000Z,en,['1596986067278000128'],25964286
RT @TomiLahren: Is great to see some big-name celebrities pushing back against Balenciaga. I wish those same celebrities would be is vocal…,1596974887494914048,2022-11-27T21:10:58.000Z,en,['1596974887494914048'],25964286
"RT @FoxNews: Bible verse of the day: We have reason to hope and trust, even in the worst of times https://t.co/dtUtwupcgW",1596964142774030337,2022-11-27T20:28:16.000Z,en,['1596964142774030337'],25964286
RT @adamcarolla: They filled a skate park with sand. These are the people in charge of California,1596962642123292672,2022-11-27T20:22:18.000Z,en,['1596962642123292672'],25964286
"Live your life to the fullest, before it’s checkout time.",1596962484661137409,2022-11-27T20:21:41.000Z,en,['1596962484661137409'],25964286
"RT @TomFitton: @elonmusk The extremist Left, which control opposition to conservative thinking on this platform, are enemies of free speech…",1596960591834648577,2022-11-27T20:14:09.000Z,en,['1596960591834648577'],25964286
"RT @elonmusk: Just a note to encourage people of different political or other views to engage in civil debate on Twitter. 

Worst case, the…",1596960530698076160,2022-11-27T20:13:55.000Z,en,['1596960530698076160'],25964286
@accordingtowoz @labpapdad74 Gotcha 🇺🇸,1596959103351300097,2022-11-27T20:08:14.000Z,en,['1596959103351300097'],25964286
"RT @accordingtowoz: This patriot has 77 followers and follows back. 
Can we get @labpapdad74 over the 300 mark friends?",1596959053640785920,2022-11-27T20:08:03.000Z,en,['1596959053640785920'],25964286
"RT @charliekirk11: The Chinese protests are admirable but futile. Without a second amendment, the government will always be able to obliter…",1596952378326253568,2022-11-27T19:41:31.000Z,en,['1596952378326253568'],25964286
RT @elonmusk: @neontaster Vindman is both puppet &amp; puppeteer. Question is who pulls his strings … ?,1596935261946253313,2022-11-27T18:33:30.000Z,en,['1596935261946253313'],25964286
"RT @ElectionWiz: WATCH: CCP Police is making new arrests. The man here who's taken away (already in the car) is shouting ""Freedom!"" over an…",1596935066596544518,2022-11-27T18:32:44.000Z,en,['1596935066596544518'],25964286
"RT @Trainwreckstv: @stillgray @elonmusk THERE WAS A TIME WHERE YOU GOT FREE CLOUT &amp; GROWTH FOR LOVING ELON MUSK, NOW YOU GET THE SAME FREE…",1596924648410984449,2022-11-27T17:51:20.000Z,en,['1596924648410984449'],25964286
RT @catturd2: Good - bye bye creeps.,1596897604545413120,2022-11-27T16:03:52.000Z,en,['1596897604545413120'],25964286
"RT @GuntherEagleman: You were told to stand on floor stickers 6 feet apart and wear a mask… and some of you obeyed. 

And you wonder why th…",1596889326495100934,2022-11-27T15:30:58.000Z,en,['1596889326495100934'],25964286
RT @JackPosobiec: They’re smashing Covid barricades in Wuhan https://t.co/s8P0PgjwV5,1596881448963039232,2022-11-27T14:59:40.000Z,en,['1596881448963039232'],25964286
"RT @laurenboebert: Liberals said @ElonMusk buying Twitter would be the end of democracy.

Funny then that he’s made almost every major deci…",1596880464018800642,2022-11-27T14:55:45.000Z,en,['1596880464018800642'],25964286
"RT @catturd2: Let's check in with the @Alyssa_Milano / @elonmusk feud. 

How it started ........................ How it's going. https://t.…",1596880287782547458,2022-11-27T14:55:03.000Z,en,['1596880287782547458'],25964286
RT @catturd2: @elonmusk @stillgray You mean someone gets paid to write tweets as dumb as hers?  Go figure.,1596877194860855298,2022-11-27T14:42:46.000Z,en,['1596877194860855298'],25964286
RT @elonmusk: @BillyM2k They won’t give up controlling the narrative easily …,1596876795189526531,2022-11-27T14:41:11.000Z,en,['1596876795189526531'],25964286
RT @catturd2: @RepWeinstein @elonmusk Casey here talks bad about Elon Musk - lol -  but retweets Eric Swalwell who slept with a Chinese spy…,1596876273782902784,2022-11-27T14:39:06.000Z,en,['1596876273782902784'],25964286
"RT @elonmusk: @SamTwits More importantly, I was head of product and led the design of the original Roadster. Eberhard was wealthy and could…",1596875451712028675,2022-11-27T14:35:50.000Z,en,['1596875451712028675'],25964286
