text,created_at,lang,id,edit_history_tweet_ids,author_id
"RT @mrdanwalker: 11 years ago today
Keep checking in on your friends
Keep talking
#GarySpeed 
https://t.co/FeQlkfk0bm",2022-11-28T00:26:03.000Z,en,1597023981768704001,['1597023981768704001'],29447428
RT @BBCWorld: Jeff Bezos: Does US-style philanthropy exist in UK? https://t.co/Qw9ycI2gDE,2022-11-28T00:20:57.000Z,en,1597022701515730944,['1597022701515730944'],29447428
"RT @WhiteHouse45: “When the China Virus arrived, we launched the largest mobilization since World War II.""

President @realDonaldTrump has…",2022-11-28T00:18:19.000Z,en,1597022036861530112,['1597022036861530112'],29447428
"RT @marcchavez: Last night's #sunset in #santamonica #California calm, cool &amp; mesmerized. #beach #beachvibes #SaMo #Cali https://t.co/Hjl3O…",2022-11-28T00:16:25.000Z,en,1597021557829775361,['1597021557829775361'],29447428
RT @Muller_Lab: @RNCResearch Just as reminder - the latest Fauci email dump make it very clear THAT RESEARCHERS IN CHINA were suspecting a…,2022-11-28T00:06:32.000Z,en,1597019070364540930,['1597019070364540930'],29447428
"RT @RNCResearch: Anthony Fauci says ""the anti-China approach that clearly the Trump administration had right from the very beginning"" is wh…",2022-11-28T00:05:44.000Z,en,1597018871231180800,['1597018871231180800'],29447428
@bbchealth Ask ALL Care Home residents. We can’t ask ALL as many are dead. Should bereaved families forgive him?,2022-11-28T00:04:12.000Z,en,1597018486315679744,['1597018486315679744'],29447428
RT @bbchealth: Matt Hancock on I'm A Celebrity: Has the controversial MP been forgiven? https://t.co/hQG1tIiA9K,2022-11-28T00:00:44.000Z,en,1597017611513958401,['1597017611513958401'],29447428
"This is @Christo19725794 from SWANSEA South WALES UK-A real,fit,healthy person in WALES who,like us AZ BATCH PV46671 sufferers @julesserkin @M7Rach @ginthebin @BedelaBee @sandersk1969 @CPB1955 @Ldg89Lesley had AstraZeneca &amp; it destroyed our HEALTH. Real people,HEALTH DAMAGED.🙏🏻 https://t.co/kHRvsnog9M",2022-11-27T23:56:31.000Z,en,1597016550938378240,['1597016550938378240'],29447428
"RT @Christo19725794: @backtolife_2023 I’m not anti vax, haven’t caught covid, fit and healthy, trained, had good business, 1 AstraZeneca 2…",2022-11-27T23:50:40.000Z,en,1597015076548251648,['1597015076548251648'],29447428
"RT @LawsofLORE: Rithaika Omtri 18 died three weeks after receiving the AstraZeneca jab, she suffered vaccine-induced thrombotic thrombocyto…",2022-11-27T23:49:50.000Z,en,1597014867940368384,['1597014867940368384'],29447428
RT @hicksyalex: Revealed: Why Britain’s regulator missed the link between the AstraZeneca jab and rare blood clots https://t.co/udYqQUiRR3,2022-11-27T23:46:59.000Z,en,1597014153658396672,['1597014153658396672'],29447428
"RT @RussTT11: By the 7th April 2021, the UK Government suspended the use of AstraZeneca in under 30s 

This was after Denmark, Norway &amp; Ger…",2022-11-27T23:44:35.000Z,en,1597013549477691392,['1597013549477691392'],29447428
