lang,text,author_id,created_at,id,edit_history_tweet_ids
en,"RT @Eyerustg: The people of Tigray &amp; their precious heritage are urgently in need of support and protection cuz Z🇪🇹n,🇪🇷n, &amp; Amhara militias…",1481485713749286912,2022-11-28T03:53:44.000Z,1597076248013901824,['1597076248013901824']
en,"RT @Eyerustg: The #IC must do everything in its power to end the #TigrayGenocide in Tigray, the 🇪🇹n, 🇪🇷n, &amp; Amhara militia are looting prop…",1481485713749286912,2022-11-28T03:53:34.000Z,1597076207576621056,['1597076207576621056']
en,RT @GetnetDagmawit: Where is human right to give people the right to justice ? #754DaysOfTigrayGenocide .Enough is enough Please take actio…,1481485713749286912,2022-11-28T03:50:56.000Z,1597075544318693376,['1597075544318693376']
en,"RT @CTeklebirhan: @Oolusegun_obj chief peace negotiator between 🇪🇹 &amp; Tigray, told the senior leadership of Tigray regional state that “no c…",1481485713749286912,2022-11-28T03:50:52.000Z,1597075528766218240,['1597075528766218240']
en,RT @CTeklebirhan: In Irob  by 🇪🇷|n forces despite the peace deal The footage video shows what's left behind After 🇪🇷|n forces Attack the ci…,1481485713749286912,2022-11-28T03:50:50.000Z,1597075518658007040,['1597075518658007040']
en,"RT @yodit49368390: The attacks against #Tigray’s museums, churches, and heritage sites; along with the massacres, rape and torture of civil…",1481485713749286912,2022-11-28T03:40:30.000Z,1597072918290186241,['1597072918290186241']
en,"RT @gal_t6: #Eritrea'n troops &amp; Amhara forces from have looted businesses, private properties, vehicles, &amp; health clinics in Shire, a north…",1481485713749286912,2022-11-28T03:40:28.000Z,1597072908383244288,['1597072908383244288']
en,"RT @yodit49368390: Several young people have been kidnapped by #Eritrea'n troops in Shire, the aid workers said. One said he saw “more than…",1481485713749286912,2022-11-28T03:39:37.000Z,1597072697472622592,['1597072697472622592']
en,RT @HagoseSolomon: Restoring aid deliveries to Tigray was a key part of an agreement signed on Nov. 2 to end a 2yrs war that has killed unt…,1481485713749286912,2022-11-28T03:25:18.000Z,1597069090987732992,['1597069090987732992']
en,"RT @HagoseSolomon: .The Int'l community must question #Abiy  real intentions about ""PEACE agreement "" &amp; Pressure him to take ACTION as 🇪🇷 c…",1481485713749286912,2022-11-28T03:25:02.000Z,1597069026202558465,['1597069026202558465']
en,RT @HagoseSolomon: .Eritrean troops cont. to commit extrajudicial killings &amp; executions even the agreement to withdraw Eritrean troops is s…,1481485713749286912,2022-11-28T03:24:49.000Z,1597068971064578048,['1597068971064578048']
en,RT @HagoseSolomon: .To ensure the agreement is approved. The IC  must keep asking the withdraw of #Amhara Fano #Eritrea n troops from Tigra…,1481485713749286912,2022-11-28T03:24:47.000Z,1597068963703582720,['1597068963703582720']
en,"RT @HagoseSolomon: A mother explain in agony how the merciless 🇪🇷|n forces
🚨Loot her goods
🚨Killed her children's
🚨Left her alone with out…",1481485713749286912,2022-11-28T03:24:45.000Z,1597068956338044930,['1597068956338044930']
en,"RT @HagoseSolomon: World when will you stand together for mother's, sisters &amp; all woman's?

Mind that &amp; be voice for the +120,000 rape vict…",1481485713749286912,2022-11-28T03:24:42.000Z,1597068941326966785,['1597068941326966785']
en,"RT @HagoseSolomon: Where on earth have the Intl community heard of more than 120,000 victims of rape if not on Tigrayans?

We urge @EU_Comm…",1481485713749286912,2022-11-28T03:24:40.000Z,1597068933714313217,['1597068933714313217']
en,"RT @HagoseSolomon: Compounding the suffering &amp; trauma is the fact that since their arrival in camps for IDPs or refugees, victims have rece…",1481485713749286912,2022-11-28T03:24:36.000Z,1597068915989184514,['1597068915989184514']
en,"RT @HagoseSolomon: Lack of sleep, anxiety &amp; emotional distress are common among victims &amp;family members who witnessed the violence in Tigra…",1481485713749286912,2022-11-28T03:24:33.000Z,1597068906169917444,['1597068906169917444']
en,"RT @HagoseSolomon: Rape victims in Tigray continue to suffer from physical &amp;psychological complications. Many have reported
⚠️Physical trau…",1481485713749286912,2022-11-28T03:24:32.000Z,1597068898104668160,['1597068898104668160']
en,"RT @HagoseSolomon: Research by @amnesty has shown that sexual violence is used as a weapon to terrorize &amp; humiliate women&amp; girls, as well a…",1481485713749286912,2022-11-28T03:24:30.000Z,1597068890210971649,['1597068890210971649']
en,"RT @HagoseSolomon: Military &amp; militia members loyal to the federal gov't have engaged in
🚩Rape
🚩Gang rape
🚩Sexual slavery
🚩Sexual mutilatio…",1481485713749286912,2022-11-28T03:24:28.000Z,1597068882312691712,['1597068882312691712']
en,"RT @HagoseSolomon: On this #16DaysOfActivism for  eliminating of Violence against Women, we call all responsible organs to
🚩End the intoler…",1481485713749286912,2022-11-28T03:24:26.000Z,1597068874482323462,['1597068874482323462']
