edit_history_tweet_ids,created_at,id,author_id,lang,text
['1597014191239356417'],2022-11-27T23:47:08.000Z,1597014191239356417,1628206670,en,"RT @PeterDClack: Australia's alpine areas are snow-covered two days from the start of summer. This is almost unheard of, yet ignored by the…"
['1597012103218761729'],2022-11-27T23:38:51.000Z,1597012103218761729,1628206670,en,"RT @yarkshiregamer: Not far off, not bad at all, the real #HMSHood on the left 😉 1/700 #tamiya 
#naval #wargaming #wargame #modelkits #whov…"
['1597012065054756864'],2022-11-27T23:38:42.000Z,1597012065054756864,1628206670,en,RT @battlegames: Nearly done with the D&amp;D townsfolk. I find coming up with individual clothing much more challenging than designing uniform…
['1597012021060730880'],2022-11-27T23:38:31.000Z,1597012021060730880,1628206670,en,RT @PainterTactical: No amount of technological progress in the last century stops rain filling trenches and artillery blasting forests to…
['1597011663462359042'],2022-11-27T23:37:06.000Z,1597011663462359042,1628206670,en,RT @il0venostalgia: So true 🤣 https://t.co/f0Z7QFxddo
['1597011519799459840'],2022-11-27T23:36:32.000Z,1597011519799459840,1628206670,en,"RT @WWargamers: 3 more bodies of pike based up 
#successorsproject https://t.co/63OKnUlQGV"
['1597011488220545026'],2022-11-27T23:36:24.000Z,1597011488220545026,1628206670,en,"RT @JAD965: Setting up for our big IABSM game at @FireStorm_Games 
#spreadthelard https://t.co/ujs25DQbJF"
['1597011400433762304'],2022-11-27T23:36:03.000Z,1597011400433762304,1628206670,en,RT @il0venostalgia: The Adventure Game https://t.co/MiM4w4uns0
['1597011372214484992'],2022-11-27T23:35:56.000Z,1597011372214484992,1628206670,en,"RT @PainterTactical: The Sudan project continues to grow. My first mounted units are Baggara horsemen for the Mahdists, not far behind them…"
['1597011321966714880'],2022-11-27T23:35:44.000Z,1597011321966714880,1628206670,en,"RT @PeterDClack: All the climate models got it wrong. La Nina is set for a third consecutive cycle, with cooler, wetter weather. Studies no…"
['1597011191934881792'],2022-11-27T23:35:13.000Z,1597011191934881792,1628206670,en,"RT @IreneWildthyme: Some love for The Daleks Master Plan! I mean to be fair, does anyone hate it?? #DoctorWho Idk what episode aired on thi…"
['1597011125509685248'],2022-11-27T23:34:58.000Z,1597011125509685248,1628206670,en,"RT @KyivIndependent: ⚡️Interior Ministry: Only 3% of Russian attacks hit military targets.

The estimate was provided by Deputy Interior Mi…"
