edit_history_tweet_ids,created_at,id,author_id,lang,text
['1597081462968266752'],2022-11-28T04:14:27.000Z,1597081462968266752,4778411172,de,"RT @TheOldHollywood: Robert Mitchum, c.1948 https://t.co/l2RbAAbl1K"
['1597081396551749633'],2022-11-28T04:14:11.000Z,1597081396551749633,4778411172,en,RT @Zsavooz: John Hurt as John Merrick in The Elephant Man 1980. https://t.co/Klugk1RNyK
['1597079867744747522'],2022-11-28T04:08:07.000Z,1597079867744747522,4778411172,en,RT @TimeForAFilm: Remembering Bruce Lee on his Birthday. #BruceLee https://t.co/NI7Ye6xOes
['1597079822722662400'],2022-11-28T04:07:56.000Z,1597079822722662400,4778411172,en,RT @CinemaTweets1: “Just keep going.” https://t.co/hqjeebMK09
['1597079515452542976'],2022-11-28T04:06:43.000Z,1597079515452542976,4778411172,en,RT @BRyvkin: I miss the 1990s. Such a great decade to grow up in. Lots of optimism. Economy booming. Great music and movies. No serious cha…
['1597079434674462720'],2022-11-28T04:06:24.000Z,1597079434674462720,4778411172,en,"RT @Noirchick1: Sheila Terry 1933.  The actress worked only 7 years, had two brief marriages, failed at a comeback, and instead worked as a…"
['1597074325869596674'],2022-11-28T03:46:06.000Z,1597074325869596674,4778411172,en,"RT @KLoeffler: Spent part of my birthday in line waiting to cast my vote for Herschel Walker for U.S. Senate.

No better way to celebrate t…"
['1597058640317677568'],2022-11-28T02:43:46.000Z,1597058640317677568,4778411172,en,RT @Dear_Lonely1: Brigitte Bardot with Anthony Perkins 1963 https://t.co/ZuUadLP5Bv
['1597038316615962624'],2022-11-28T01:23:00.000Z,1597038316615962624,4778411172,en,"RT @Dear_Lonely1: Bruce Lee #botd November 27, 1940 https://t.co/MyG7OIKl4r"
['1597033885149597696'],2022-11-28T01:05:24.000Z,1597033885149597696,4778411172,und,"RT @Dear_Lonely1: Alfred Hitchcock, Elio Sorci, 1960 https://t.co/a4gPhHTGZT"
['1597033742148964352'],2022-11-28T01:04:50.000Z,1597033742148964352,4778411172,de,"RT @ForeverLouiseB1: Helen Gahagan by Edward Steichen, 1928. #botd https://t.co/QJqCUNuOmv"
['1597033483964411904'],2022-11-28T01:03:48.000Z,1597033483964411904,4778411172,en,"RT @ForeverLouiseB1: Louise in a portrait by Nishiyama, 1925. https://t.co/0fbh7rGFQb"
['1597032365431275520'],2022-11-28T00:59:22.000Z,1597032365431275520,4778411172,en,Traitor!!! 👀😉 https://t.co/SyK9Dg9W39
['1597028896981254144'],2022-11-28T00:45:35.000Z,1597028896981254144,4778411172,qam,@_Reaganite_ @Brecheen4OK
['1597027745581608961'],2022-11-28T00:41:00.000Z,1597027745581608961,4778411172,en,"RT @FrankelJeremy: Really, that’s a shock https://t.co/DWwQSSIPMg"
['1597026902581002240'],2022-11-28T00:37:39.000Z,1597026902581002240,4778411172,en,"RT @HollywoodYeste1: ""I have been the mother to almost 40 children in movies, but I have always had a special place in my heart for little…"
['1597025690968547328'],2022-11-28T00:32:50.000Z,1597025690968547328,4778411172,en,"@likeking24 @MillerStanIL I think Tillis will survive, but yeah we're probably losing Collins."
['1597016459091509250'],2022-11-27T23:56:09.000Z,1597016459091509250,4778411172,en,@Duke_Libertas Hobbs is weak. Might not be to hard to unseat her in the future.
['1597013509136875521'],2022-11-27T23:44:26.000Z,1597013509136875521,4778411172,en,"RT @Dear_Lonely1: Edward G. Robinson, 1969 https://t.co/sHFGlxHMrO"
['1597012811116224514'],2022-11-27T23:41:39.000Z,1597012811116224514,4778411172,en,RT @iamlisalogan: Government in concert with private companies forming public private partnerships to be exact. Taxation without representa…
