id,author_id,created_at,text,edit_history_tweet_ids,lang
1597047812562173952,2260675556,2022-11-28T02:00:44.000Z,@GordonMcClendon Thank you 😊,['1597047812562173952'],en
1597042744970842112,2260675556,2022-11-28T01:40:36.000Z,@ThatEricAlper Born to Run..,['1597042744970842112'],en
1597040832233684993,2260675556,2022-11-28T01:33:00.000Z,@C_Gotmytan @drsimonegold And the vaccines that Trump and Biden got were not the same ones everyone else is/were getting 🙄,['1597040832233684993'],en
1597036550268731392,2260675556,2022-11-28T01:15:59.000Z,@FoxNews https://t.co/ez0KOjbfhX,['1597036550268731392'],qme
1597035266468110336,2260675556,2022-11-28T01:10:53.000Z,@C_Gotmytan @drsimonegold Absolutely 💯. I have an anti vaxxer friend in the 'medical' field who paid a fortune for anti parasite medicine. 🙄,['1597035266468110336'],en
1597030828793802752,2260675556,2022-11-28T00:53:15.000Z,@C_Gotmytan @drsimonegold The patients can opt out of masks being used since they don't work or do anything,['1597030828793802752'],en
1597029909612097536,2260675556,2022-11-28T00:49:36.000Z,@David_S__ @_Peace_Love_US What was left of her soul..,['1597029909612097536'],en
1597029709053034497,2260675556,2022-11-28T00:48:48.000Z,@kevinwitvliet00 Because they approve..and seriously believe Trump was chosen by God to save America 😖,['1597029709053034497'],en
1597029289945616384,2260675556,2022-11-28T00:47:08.000Z,@_Peace_Love_US Complicit and a birther..,['1597029289945616384'],en
1597028681611821057,2260675556,2022-11-28T00:44:43.000Z,@SundaeDivine Pretty sad. It would never have happened in any of my companies..and I grew up in the corporate world...,['1597028681611821057'],en
1597027380316737539,2260675556,2022-11-28T00:39:33.000Z,@SundaeDivine Still pretty bad..,['1597027380316737539'],en
1597026660200898560,2260675556,2022-11-28T00:36:41.000Z,@KarellCindy I'm with you on the pies..I don't get the appeal of synthetic whipped stuff 🤔,['1597026660200898560'],en
1597026037157990401,2260675556,2022-11-28T00:34:13.000Z,@We_Like_Dogs Einstein.,['1597026037157990401'],de
1597025875513737217,2260675556,2022-11-28T00:33:34.000Z,"@SundaeDivine Interesting culture where you work, circa 1960's🤔",['1597025875513737217'],en
1597025452417515520,2260675556,2022-11-28T00:31:53.000Z,@GordonMcClendon Hard to convert cult members who believe he was sent by God to save America 😖,['1597025452417515520'],en
1597025072438706176,2260675556,2022-11-28T00:30:23.000Z,@AnnMarieRuiz50 😅😅😅😅😅 https://t.co/1PCZmZ3Iu9,['1597025072438706176'],und
1597024698692665346,2260675556,2022-11-28T00:28:54.000Z,"@Schumann651 Speedy recover, probably because you are vaxxed and boosted!",['1597024698692665346'],en
1597024342113939457,2260675556,2022-11-28T00:27:29.000Z,@Mollyploofkins What I already knew..From Israel.,['1597024342113939457'],en
1597023773244682241,2260675556,2022-11-28T00:25:13.000Z,@donnaljen @SantaClaus2022 @Mollyploofkins Because he was sent by God to save America 😖 🙄😅😅😅,['1597023773244682241'],en
